id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,co2,connRef,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,leaving,low,mixed,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,preheat,pressure,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,water,zone,mod
@p:ubcv:r:23d51440-9f188aa8 Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-22.DPR-O,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004613,✓,JCL-NAE11/FC-A.VMA-11A-22.DPR-O,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","",✓,"","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",68634,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:32.524-07:00 Los_Angeles,"","","",Discharge Air Damper Cmd,"",AO3003898,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"","",JCL-NAE11/FC-A.VMA-11A-22.DPR-O.Trend1,Los_Angeles,%,"","","","",2020-04-14T16:49:59.909Z UTC
@p:ubcv:r:23d51440-108eabf9 Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-07.HW-DP,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004512,✓,JCL-NAE11/FC-A.FEC-11A-07.HW-DP,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:17.26-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.FEC-11A-07.HW-DP,✓,AI3003827,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.FEC-11A-07.HW-DP.Trend1,Los_Angeles,kPa,"","","","",2020-04-09T19:01:58.892Z UTC
@p:ubcv:r:23d51440-d1fb8a5b Brock Hall Unsorted Points JCL-NAE11/Programming.M&V.ELEVATOR-1_EM_kwh,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3007323,✓,JCL-NAE11/Programming.M&V.ELEVATOR-1_EM_kwh,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",45919,2019-01-17T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:18.34-07:00 Los_Angeles,"","","",JCL-NAE11/Programming.M&V.ELEVATOR-1_EM_kwh,✓,AV3007322,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/Programming.M&V.ELEVATOR-1_EM_kwh.Trend1,Los_Angeles,kWh,"","","","",2020-04-09T19:01:58.893Z UTC
@p:ubcv:r:23d51440-0dcb9298 Brock Hall Unsorted Points JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 2.Accumulator-5.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3007290,✓,JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 2.Accumulator-5.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",27116,2019-08-01T04:30:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:18.351-07:00 Los_Angeles,"","","",JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 2.Accumulator-5.Trend1,✓,"","","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","",✓,"","",Los_Angeles,_,"","","","",2020-04-09T19:15:03.624Z UTC
@p:ubcv:r:23d51440-48028786 Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-04.HRV-1 HWR-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004448,✓,JCL-NAE11/FC-A.FEC-11A-04.HRV-1 HWR-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","",✓,"","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",68634,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:14:32.532-07:00 Los_Angeles,"","","",Entering Hot Water Temp,"",AI3003769,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-5ed87758 .+(\.|-| |_)HWR\d?-T,"",✓,JCL-NAE11/FC-A.FEC-11A-04.HRV-1 HWR-T.Trend1,Los_Angeles,°C,"","",✓,"",2020-04-09T19:01:58.895Z UTC
@p:ubcv:r:23d51440-4b21bceb Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-07.HWS-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004509,✓,JCL-NAE11/FC-A.FEC-11A-07.HWS-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:14:17.269-07:00 Los_Angeles,✓,"","",Leaving Hot Water Temp,"",AI3003824,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-654bc1a2 .+(\.|-|_| )HWS\d?-T,"",✓,JCL-NAE11/FC-A.FEC-11A-07.HWS-T.Trend1,Los_Angeles,°C,"","",✓,"",2020-04-09T19:01:58.896Z UTC
@p:ubcv:r:23d51440-b68d13a0 Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-08.Parameters.P5-MA,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004649,✓,JCL-NAE11/FC-A.FEC-11A-08.Parameters.P5-MA,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","Normal,Alarm","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","-1 enumNumberToStr(self, false)",2020-04-09T13:05:13-07:00 Los_Angeles,"","",170,2019-02-08T10:01:27-08:00 Los_Angeles,ok,"","","",✓,Str,2020-05-12T14:14:16.49-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.FEC-11A-08.Parameters.P5-MA,✓,MSV3004576,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.FEC-11A-08.Parameters.P5-MA.Trend1,Los_Angeles,"","","","","",2020-04-08T18:55:13.184Z UTC
@p:ubcv:r:23d51440-a02f31a6 Brock Hall Unsorted Points JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 2.AI-0,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3006082,✓,JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 2.AI-0,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",45500,2019-01-18T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:18.359-07:00 Los_Angeles,"","","",JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 2.AI-0,✓,AI3006061,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 2.AI-0.Trend1,Los_Angeles,W,"","","","",2020-04-09T19:01:58.897Z UTC
@p:ubcv:r:23d5143f-cb47bad5 Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-21.HTG-O,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004331,✓,JCL-NAE11/FC-A.VMA-11A-21.HTG-O,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,✓,✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:14:17.277-07:00 Los_Angeles,"","","",Heating Valve Cmd,"",AO3003281,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE11/FC-A.VMA-11A-21.HTG-O.Trend1,Los_Angeles,%,"",✓,✓,"",2020-04-14T16:50:03.145Z UTC
@p:ubcv:r:23d51441-e6abc945 Brock Hall Unsorted Points JCL-NAE11/FC-A.VND-11A-43.AV-1003,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3010286,✓,JCL-NAE11/FC-A.VND-11A-43.AV-1003,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:12:00-07:00 Los_Angeles,"","",225601,2019-01-18T07:39:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:33.167-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.VND-11A-43.AV-1003,✓,AV3003323,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.VND-11A-43.AV-1003.Trend3,Los_Angeles,°F,"","","","",2020-04-09T19:01:58.9Z UTC
@p:ubcv:r:23d51440-c66ccf26 Brock Hall Unsorted Points JCL-NAE11/FC-A.VND-11A-44.AI-2,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004420,✓,JCL-NAE11/FC-A.VND-11A-44.AI-2,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:17.298-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.VND-11A-44.AI-2,✓,AI3003469,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.VND-11A-44.AI-2.Trend1,Los_Angeles,L/s,"","","","",2020-04-09T19:01:58.901Z UTC
@p:ubcv:r:23d51441-ec94b67f Brock Hall Unsorted Points JCL-NAE11/FC-A.HRV-1 Integration.Low Temperature Alarm.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3009256,✓,JCL-NAE11/FC-A.HRV-1 Integration.Low Temperature Alarm.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",45919,2019-01-17T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:14:18.385-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.HRV-1 Integration.Low Temperature Alarm.Trend1,✓,"","","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","","",Los_Angeles,"","","","","",2020-04-08T18:55:20.779Z UTC
@p:ubcv:r:23d5143f-0b0a02e3 Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-12.SA-F,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004018,✓,JCL-NAE11/FC-A.VMA-11A-12.SA-F,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","",✓,@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",21539,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:17.306-07:00 Los_Angeles,"","","",Discharge Air Flow,"",AV3003180,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"","",JCL-NAE11/FC-A.VMA-11A-12.SA-F.Trend1,Los_Angeles,L/s,"","","","",2020-04-09T19:01:58.903Z UTC
@p:ubcv:r:23d51440-b71d7eb1 Brock Hall Unsorted Points JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 2.AI-2,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3006084,✓,JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 2.AI-2,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",45500,2019-01-18T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:18.401-07:00 Los_Angeles,"","","",JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 2.AI-2,✓,AI3006063,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/BACnet IP integration interface.114 - Electrical Submeter 2.AI-2.Trend1,Los_Angeles,W,"","","","",2020-04-09T19:01:58.904Z UTC
@p:ubcv:r:23d51440-a17add8b Brock Hall Unsorted Points JCL-NAE11/FC-A.VND-11A-45.AV-2,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3007400,✓,JCL-NAE11/FC-A.VND-11A-45.AV-2,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",45914,2019-01-17T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:18.41-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.VND-11A-45.AV-2,✓,AV3007398,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.VND-11A-45.AV-2.Trend1,Los_Angeles,L,"","","","",2020-04-09T19:01:58.905Z UTC
@p:ubcv:r:21dfe345-d5768536 Brock Hall HW Main Meter Flow,"","",@p:ubcv:r:21cac593-d301b39b Brock DES Meter,AI4,"",✓,"","","",@p:ubcv:r:21cac593-d301b39b Brock DES Meter,"",✓,m³/h => L/s,ok,0.37777778175142074L/s,"","","",$equipRef $navName,"","","","","","","","",@p:ubcv:r:209d153f-52d70fbe Brock Hall HW Main Meter,"","",✓,@p:ubcv:r:21697fca-8bc3f741 Brock Hall Utilities,"",✓,0.25L/s,10min,"",2020-05-12T14:20:00-07:00 Los_Angeles,"",consumption,190827,2018-01-03T11:00:00-08:00 Los_Angeles,ok,"",✓,"","",Number,"","","","",Flow,"","","","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","","",Los_Angeles,L/s,✓,"",✓,"",2020-04-28T00:03:35.041Z UTC
@p:ubcv:r:23d51440-0b1c7b69 Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-22.Parameters.EFFCLG-SP,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004653,✓,JCL-NAE11/FC-A.VMA-11A-22.Parameters.EFFCLG-SP,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),✓,"","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",68633,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:32.541-07:00 Los_Angeles,"","","",Zone Temp Effective Cooling Sp,"",AV3004627,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"",✓,"","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,"",✓,JCL-NAE11/FC-A.VMA-11A-22.Parameters.EFFCLG-SP.Trend1,Los_Angeles,°C,"","","",✓,2020-04-09T19:01:58.907Z UTC
@p:ubcv:r:23d51440-ad963e9f Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-08.DHS-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004535,✓,JCL-NAE11/FC-A.FEC-11A-08.DHS-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",68635,2019-01-17T14:50:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:32.549-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.FEC-11A-08.DHS-T,✓,AI3003838,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.FEC-11A-08.DHS-T.Trend1,Los_Angeles,°C,"","","","",2020-04-09T19:01:58.908Z UTC
@p:ubcv:r:23d5143f-2d7f29f6 Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-15.ZN-T,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004116,✓,JCL-NAE11/FC-A.VMA-11A-15.ZN-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:17.316-07:00 Los_Angeles,"","","",Zone Temp,"",AI3003209,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE11/FC-A.VMA-11A-15.ZN-T.Trend1,Los_Angeles,°C,"","","",✓,2020-04-09T19:01:58.909Z UTC
@p:ubcv:r:23d5143f-e3bf227b Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-15.DA-T,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004117,✓,JCL-NAE11/FC-A.VMA-11A-15.DA-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22920,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:17.326-07:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3003210,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,"",✓,JCL-NAE11/FC-A.VMA-11A-15.DA-T.Trend1,Los_Angeles,°C,"","","","",2020-04-09T19:01:58.91Z UTC
@p:ubcv:r:23d51440-ca2e5452 Brock Hall Unsorted Points JCL-NAE11/FC-A.HRV-1 Integration.AO-16,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3007414,✓,JCL-NAE11/FC-A.HRV-1 Integration.AO-16,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",45919,2019-01-17T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:18.449-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.HRV-1 Integration.AO-16,✓,AO3006151,"","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","",JCL-NAE11/FC-A.HRV-1 Integration.AO-16.Trend1,Los_Angeles,%,"","","","",2020-04-09T19:01:58.912Z UTC
@p:ubcv:r:23d51440-3dc75463 Brock Hall Unsorted Points JCL-NAE11/FC-A.FEC-11A-07.Parameters.P1-P2-START-D.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3004641,✓,JCL-NAE11/FC-A.FEC-11A-07.Parameters.P1-P2-START-D.Trend1,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-11T19:43:46-07:00 Los_Angeles,"","",505,2018-08-30T14:00:06-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:14:16.452-07:00 Los_Angeles,"","","",JCL-NAE11/FC-A.FEC-11A-07.Parameters.P1-P2-START-D.Trend1,✓,"","","","","",✓,"","","","","","","","","","",@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","","","","","",Los_Angeles,"","","","","",2020-04-08T18:55:13.999Z UTC
@p:ubcv:r:23d51440-7e87681e Brock Hall Unsorted Points JCL-NAE11/FC-A.VMA-11A-22.ZN-T,✓,"",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"",TL3005145,✓,JCL-NAE11/FC-A.VMA-11A-22.ZN-T,"","",@p:ubcv:r:21e6b1e6-abdb0612 BRCK (NAE-11),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d51329-aa3ab65a Brock Hall Unsorted Points,"","","",@p:ubcv:r:23d51329-26c18c41 Brock Hall Unsorted Points,"",✓,"","","",2020-05-12T14:10:00-07:00 Los_Angeles,"","",68633,2019-01-17T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:14:32.557-07:00 Los_Angeles,"","","",Zone Temp,"",AI3005144,"","","","",✓,"","","","","","","","","",✓,@p:ubcv:r:209d153f-1e4b0233 Brock Hall,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE11/FC-A.VMA-11A-22.ZN-T.Trend1,Los_Angeles,°C,"","","",✓,2020-04-09T19:01:58.913Z UTC
