id,air,alarm,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,cmd,co2,connRef,covTest,current,damper,delta,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,filter,flow,gas,groupRef,heating,highLim,his,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,lastTagged,leaving,lowLim,max,min,mode,navName,noTagMatch,objectId,occ,outside,point,pointType,power,pressure,ptTest,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,tagTableRef,tags,temp,testUnits,tlName,tz,unit,utilityPoint,volt,voltage,volume,water,zone,mod
@p:ubcv:r:23d11b9d-8dd58656 NSDC Unsorted Points NSDC_MUA1_GAS_HT2_STG,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),TL35,✓,NSDC_MUA1_GAS_HT2_STG,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),"","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"","","","","","",ok,"","",Bool,2020-05-12T15:45:51.841-07:00 Los_Angeles,"","","","","","",NSDC_MUA1_GAS_HT2_STG,✓,BO1104,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_MUA1_GAS_HT2_STG_COV_TL,Los_Angeles,"","","","","","","",2020-04-08T18:54:17.268Z UTC
@p:ubcv:r:23d11a8f-a3718b0c NSDC Unsorted Points NSDC_2N3K_PWR_MTR_THIS_MAY_PEAK_DEMAND,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL1504,✓,NSDC_2N3K_PWR_MTR_THIS_MAY_PEAK_DEMAND,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:48-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:17-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:48.255-07:00 Los_Angeles,"","","","","","",NSDC_2N3K_PWR_MTR_THIS_MAY_PEAK_DEMAND,✓,AV1473,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_2N3K_PWR_MTR_THIS_MAY_PEAK_DEMAND_POLL_TL,Los_Angeles,Wh,"","","","","","",2020-04-09T19:02:44.134Z UTC
@p:ubcv:r:23d11a90-ca08144d NSDC Unsorted Points NSDC_TXN_11_2N1T_PWR_MTR_PHASE_A_VOLTAGE,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL927,✓,NSDC_TXN_11_2N1T_PWR_MTR_PHASE_A_VOLTAGE,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:46-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:15-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:50.026-07:00 Los_Angeles,"","","","","","",NSDC_TXN_11_2N1T_PWR_MTR_PHASE_A_VOLTAGE,✓,AV918,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_TXN_11_2N1T_PWR_MTR_PHASE_A_VOLTAGE_POLL_TL,Los_Angeles,V,"","","","","","",2020-04-09T19:02:44.136Z UTC
@p:ubcv:r:23d11aaf-72e9bf07 NSDC Unsorted Points NSDC_VAV104_RM109_DP,✓,"",@p:ubcv:r:23d10ea4-89e1c022 NSDC NSDC_VAV104_RM109 (780102),TL5,✓,NSDC_VAV104_RM109_DP,"","",@p:ubcv:r:23d10ea4-89e1c022 NSDC NSDC_VAV104_RM109 (780102),"","","",✓,✓,$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:43:23-07:00 Los_Angeles,"","",45311,2019-01-13T12:35:36-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:43.745-07:00 Los_Angeles,2019-01-23T16:53:21.853-08:00 Los_Angeles,"","","","","",Discharge Air Differential Pressure,"",AI5,"","",✓,"","",✓,"","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:23e65d0e-247ed83f (.+_)?VAV(_)?\w?\d+\w?(_.+)?_DP(_TL)?,"","","",NSDC_VAV104_RM109_DP_TL,Los_Angeles,Pa,"","","","","","",2020-04-09T19:02:44.383Z UTC
@p:ubcv:r:23d11a8f-205a663f NSDC Unsorted Points NSDC_2N1M_PWR_MTR_THIS_JUL_PEAK_DEMAND,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL1482,✓,NSDC_2N1M_PWR_MTR_THIS_JUL_PEAK_DEMAND,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:39-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:17-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:44.947-07:00 Los_Angeles,"","","","","","",NSDC_2N1M_PWR_MTR_THIS_JUL_PEAK_DEMAND,✓,AV1451,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_2N1M_PWR_MTR_THIS_JUL_PEAK_DEMAND_POLL_TL,Los_Angeles,Wh,"","","","","","",2020-04-09T19:02:44.139Z UTC
@p:ubcv:r:23d11a90-c971ff02 NSDC Unsorted Points NSDC_TXN_11_2N1T_PWR_MTR_PHASE_C_REACTIVE_POWER,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL938,✓,NSDC_TXN_11_2N1T_PWR_MTR_PHASE_C_REACTIVE_POWER,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","",✓,"","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,VAR => kW,2020-05-12T15:32:39-07:00 Los_Angeles,"","",45346,2019-01-13T12:38:15-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:42.892-07:00 Los_Angeles,2019-01-23T16:53:21.667-08:00 Los_Angeles,"","","","","",Power,"",AV929,"","",✓,"",✓,"","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:23e65d0f-1a1d5719 .+_POWER(_TL)?,"","","",NSDC_TXN_11_2N1T_PWR_MTR_PHASE_C_REACTIVE_POWER_POLL_TL,Los_Angeles,kW,"","","","","","",2020-04-21T20:23:03.92Z UTC
@p:ubcv:r:23d11b9e-ee853ebf NSDC Unsorted Points NSDC_AHU2_DX_CLG_DMD_LIMIT_RESET_AV,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),TL83,✓,NSDC_AHU2_DX_CLG_DMD_LIMIT_RESET_AV,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:45:31-07:00 Los_Angeles,"","",44842,2019-01-13T12:37:29-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:45:54.818-07:00 Los_Angeles,"","","","","","",NSDC_AHU2_DX_CLG_DMD_LIMIT_RESET_AV,✓,AV52,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_AHU2_DX_CLG_DMD_LIMIT_RESET_AV_POLL_TL,Los_Angeles,%,"","","","","","",2020-04-09T19:02:44.525Z UTC
@p:ubcv:r:23d11b09-ac7b86b2 NSDC Unsorted Points NSDC_HRV2_RM154_RT,✓,"",@p:ubcv:r:23d10ea4-d8686a06 NSDC NSDC_HRV2_Rms153_154 (780108),TL5,✓,NSDC_HRV2_RM154_RT,"","",@p:ubcv:r:23d10ea4-d8686a06 NSDC NSDC_HRV2_Rms153_154 (780108),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:40:23-07:00 Los_Angeles,"","",45337,2019-01-13T12:33:22-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:41:24.087-07:00 Los_Angeles,2019-01-23T16:52:56.521-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI201,"","",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",NSDC_HRV2_RM154_RT_POLL_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:44.44Z UTC
@p:ubcv:r:23d11aaf-d9730886 NSDC Unsorted Points NSDC_VAV104_RM109_DMP_OP,"","",@p:ubcv:r:23d10ea4-89e1c022 NSDC NSDC_VAV104_RM109 (780102),TL92,✓,NSDC_VAV104_RM109_DMP_OP,"","",@p:ubcv:r:23d10ea4-89e1c022 NSDC NSDC_VAV104_RM109 (780102),"","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T13:51:21-07:00 Los_Angeles,"","",48071,2019-01-14T00:41:44-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:42:43.27-07:00 Los_Angeles,"","","","","","",NSDC_VAV104_RM109_DMP_OP,✓,BO6,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_VAV104_RM109_Dmp_Open_TL*,Los_Angeles,"","","","","","","",2020-04-08T18:54:50.647Z UTC
@p:ubcv:r:23d11a8e-bb792129 NSDC Unsorted Points NSDC_2N1L_PWR_MTR_PHASE_B_CURRENT,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL1401,✓,NSDC_2N1L_PWR_MTR_PHASE_B_CURRENT,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:40-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:16-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:46.679-07:00 Los_Angeles,"","","","","","",NSDC_2N1L_PWR_MTR_PHASE_B_CURRENT,✓,AV1365,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_2N1L_PWR_MTR_PHASE_B_CURRENT_POLL_TL,Los_Angeles,A,"","","","","","",2020-04-09T19:02:44.143Z UTC
@p:ubcv:r:23d11bba-c802c30e NSDC Unsorted Points NSDC_VAV301_RM318W_RT_AV,✓,"",@p:ubcv:r:23d10ff4-fb3930f5 NSDC NSDC_VAV301_RM318W (780201),TL1,✓,NSDC_VAV301_RM318W_RT_AV,"","",@p:ubcv:r:23d10ff4-fb3930f5 NSDC NSDC_VAV301_RM318W (780201),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:42:34-07:00 Los_Angeles,"","",42677,2019-01-13T12:50:11-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:36.917-07:00 Los_Angeles,2019-01-23T16:53:10.417-08:00 Los_Angeles,"","","","","",Zone Temp,"",AV24,"","",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",NSDC_VAV301_RM318W_RT_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:44.735Z UTC
@p:ubcv:r:23d11b19-ba7bfae4 NSDC Unsorted Points NSDC_HRV4_UNIT_ENAB,"","",@p:ubcv:r:23d10ea4-235f480f NSDC NSDC_HRV4_Rms157_158 (780110),TL5,✓,NSDC_HRV4_UNIT_ENAB,"","",@p:ubcv:r:23d10ea4-235f480f NSDC NSDC_HRV4_Rms157_158 (780110),"","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-03T05:00:00-07:00 Los_Angeles,conn fault,"",923,2019-01-10T23:00:00-08:00 Los_Angeles,fault,"","",Bool,2020-05-05T15:59:44.373-07:00 Los_Angeles,"","","","","","",NSDC_HRV4_UNIT_ENAB,✓,BO1,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_HRV4_UNIT_ENAB_COV_TL,Los_Angeles,"","","","","","","",2020-04-08T18:51:39.744Z UTC
@p:ubcv:r:23d11b9e-99982514 NSDC Unsorted Points NSDC_AHU1_SAT_SP_DEG_F,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),TL599,✓,NSDC_AHU1_SAT_SP_DEG_F,"","",@p:ubcv:r:23d10dfd-0745560d NSDC NSDC_eBMGR_LVL3_AHUs (780200),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:45:28-07:00 Los_Angeles,"","",44842,2019-01-13T12:37:29-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:45:53.894-07:00 Los_Angeles,"","","","","","",NSDC_AHU1_SAT_SP_DEG_F,✓,AV451,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_AHU1_SAT_SP_DEG_F_POLL_TL,Los_Angeles,°C,"","","","","","",2020-04-09T19:02:44.533Z UTC
@p:ubcv:r:23d11a8e-a9efd718 NSDC Unsorted Points NSDC_TXN_13_2N1H_PWR_MTR_THIS_OCT_PEAK_DEMAND,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL1461,✓,NSDC_TXN_13_2N1H_PWR_MTR_THIS_OCT_PEAK_DEMAND,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:40-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:12-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:44.992-07:00 Los_Angeles,"","","","","","",NSDC_TXN_13_2N1H_PWR_MTR_THIS_OCT_PEAK_DEMAND,✓,AV1430,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_TXN_13_2N1H_PWR_MTR_THIS_OCT_PEAK_DEMAND_POLL_TL,Los_Angeles,Wh,"","","","","","",2020-04-09T19:02:44.155Z UTC
@p:ubcv:r:23d11ce8-9791cc0e NSDC Unsorted Points NSDC_VAV312_RM301E_RT_AV,✓,"",@p:ubcv:r:23d10ff4-c09af91b NSDC NSDC_VAV312_RM301E (780212),TL1,✓,NSDC_VAV312_RM301E_RT_AV,"","",@p:ubcv:r:23d10ff4-c09af91b NSDC NSDC_VAV312_RM301E (780212),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:28:52-07:00 Los_Angeles,"","",43622,2019-01-13T12:51:22-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:43.861-07:00 Los_Angeles,2019-01-23T16:53:23.428-08:00 Los_Angeles,"","","","","",Zone Temp,"",AV24,"","",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",NSDC_VAV312_RM301E_RT_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:44.828Z UTC
@p:ubcv:r:23d11a8e-5a9ab19b NSDC Unsorted Points NSDC_2N1P_PWR_MTR_PHASE_B_VOLTAGE,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL1329,✓,NSDC_2N1P_PWR_MTR_PHASE_B_VOLTAGE,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:41-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:08-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:45.004-07:00 Los_Angeles,"","","","","","",NSDC_2N1P_PWR_MTR_PHASE_B_VOLTAGE,✓,AV1191,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_2N1P_PWR_MTR_PHASE_B_VOLTAGE_POLL_TL,Los_Angeles,V,"","","","","","",2020-04-09T19:02:44.156Z UTC
@p:ubcv:r:23d11b09-969e6622 NSDC Unsorted Points NSDC_HRV2_RM154_H,"","",@p:ubcv:r:23d10ea4-d8686a06 NSDC NSDC_HRV2_Rms153_154 (780108),TL6,✓,NSDC_HRV2_RM154_H,"","",@p:ubcv:r:23d10ea4-d8686a06 NSDC NSDC_HRV2_Rms153_154 (780108),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:40:20-07:00 Los_Angeles,"","",45337,2019-01-13T12:33:23-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:41:23.254-07:00 Los_Angeles,"","","","","","",NSDC_HRV2_RM154_H,✓,AI203,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_HRV2_RM154_H_POLL_TL,Los_Angeles,%RH,"","","","","","",2020-04-09T19:02:44.441Z UTC
@p:ubcv:r:23d11c56-36d7aeef NSDC Unsorted Points NSDC_VAV306_RM312_MO,"","",@p:ubcv:r:23d10ff4-d0b98c5f NSDC NSDC_VAV306_RM312 (780206),TL96,✓,NSDC_VAV306_RM312_MO,"","",@p:ubcv:r:23d10ff4-d0b98c5f NSDC NSDC_VAV306_RM312 (780206),"","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-03T10:31:23-07:00 Los_Angeles,"","",136620,2019-01-15T12:14:48-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:46:56.972-07:00 Los_Angeles,2019-01-23T16:53:03.802-08:00 Los_Angeles,"","","","","",Occupancy Sensor,"",BI105,✓,"",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","",@p:ubcv:r:23e65d0e-5cfced55 .+_MO(_BV)?(_TL)?,"","","",NSDC_VAV306_RM312_MO_COV_TL,Los_Angeles,"","","","","","","",2020-04-08T18:54:44.356Z UTC
@p:ubcv:r:23d11c2d-9a7433a7 NSDC Unsorted Points NSDC_VAV305_RM314_VLV_AV,"","",@p:ubcv:r:23d10ff4-078d654c NSDC NSDC_VAV305_RM314 (780205),TL93,✓,NSDC_VAV305_RM314_VLV_AV,"","",@p:ubcv:r:23d10ff4-078d654c NSDC NSDC_VAV305_RM314 (780205),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:43:31-07:00 Los_Angeles,"","",43627,2019-01-13T12:50:57-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:45:56.053-07:00 Los_Angeles,"","","","","","",NSDC_VAV305_RM314_VLV_AV,✓,AV49,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_VAV305_RM314_VLV_AV_POLL_TL,Los_Angeles,%,"","","","","","",2020-04-09T19:02:44.775Z UTC
@p:ubcv:r:23d11a8f-1629cd0e NSDC Unsorted Points NSDC_WM3_MTR_THIS_APR,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),TL413,✓,NSDC_WM3_MTR_THIS_APR,"","",@p:ubcv:r:23d10dfd-af69e495 NSDC NSDC_eBMGR_LVL1_BLR_HWS_DHW (780100),"","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:32:39-07:00 Los_Angeles,"","",45347,2019-01-13T12:38:13-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:42:43.857-07:00 Los_Angeles,"","","","","","",NSDC_WM3_MTR_THIS_APR,✓,AV90,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_WM3_MTR_THIS_APR_POLL_TL,Los_Angeles,L,"","","","","","",2020-04-09T19:02:44.165Z UTC
@p:ubcv:r:23d11ee1-89d66c90 NSDC Unsorted Points NSDC_VAV211_RM219A_OperationMode,"","",@p:ubcv:r:23d10ff4-a00d027c NSDC NSDC_VAV211_RM219A (780231),TL13,✓,NSDC_VAV211_RM219A_OperationMode,"","",@p:ubcv:r:23d10ff4-a00d027c NSDC NSDC_VAV211_RM219A (780231),"","","","","",$equipRef $bmsName,"","","","","","","OS,OCCUPIED,NSB HEATING,NSB UNOCCUPIED,OVERRIDE","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"-1 enumNumberToStr(self, false)",2020-05-12T05:00:15-07:00 Los_Angeles,"","",947,2019-01-10T22:00:08-08:00 Los_Angeles,ok,"","",Str,2020-05-12T15:45:53.543-07:00 Los_Angeles,2019-01-23T16:53:00.093-08:00 Los_Angeles,"","","","",✓,Operation Mode,"",MSV3,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"",✓,"","","","",@p:ubcv:r:254a170a-20a4f0b2 .+_OperationMode(_TL)?,"","","",NSDC_VAV211_RM219A_OperationMode_TL,Los_Angeles,"","","","","","","",2020-04-08T18:53:44.269Z UTC
@p:ubcv:r:245f5de2-d20c9192 NSDC Unsorted Points NSDC_VAV226_RM213_DMP_CL,"","",@p:ubcv:r:245f5c92-f0aa9f50 NSDC_VAV226_RM213 (780246),TL91,✓,NSDC_VAV226_RM213_DMP_CL,"","",@p:ubcv:r:245f5c92-f0aa9f50 NSDC_VAV226_RM213 (780246),"","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","","","",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T05:31:20-07:00 Los_Angeles,"","",53420,2019-05-03T04:19:25-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T15:50:40.183-07:00 Los_Angeles,"","","","","","",NSDC_VAV226_RM213_DMP_CL,✓,BO5,"","",✓,"","","","","","","","","","",@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_VAV226_RM213_Dmp_Close_TL*,Los_Angeles,"","","","","","","",2020-04-08T18:54:55.557Z UTC
@p:ubcv:r:23d11eaa-4a165b09 NSDC Unsorted Points NSDC_VAV209_RM216_FLW,✓,"",@p:ubcv:r:23d10ff4-e27fb918 NSDC NSDC_VAV209_RM216 (780229),TL3,✓,NSDC_VAV209_RM216_FLW,"","",@p:ubcv:r:23d10ff4-e27fb918 NSDC NSDC_VAV209_RM216 (780229),"","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d11a43-845f5b70 NSDC Unsorted Points,✓,"","","",✓,"",@p:ubcv:r:23d11a43-674f631f NSDC Unsorted Points,"","",✓,"",2020-05-12T15:41:36-07:00 Los_Angeles,"","",43626,2019-01-13T12:49:44-08:00 Los_Angeles,ok,"","",Number,2020-05-12T15:49:35.602-07:00 Los_Angeles,2019-01-23T16:53:19.926-08:00 Los_Angeles,"","","","","",Discharge Air Flow,"",AV18,"","",✓,"","","","","","","","","",✓,@p:ubcv:r:222c8b4a-3766c50d NSDC,"","","","","","","","","","",NSDC_VAV209_RM216_FLW_TL,Los_Angeles,L/s,"","","","","","",2020-04-09T19:02:44.946Z UTC
