id,air,average,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,co2,connRef,cur,curConvert,curErr,curStatus,damper,delta,deltaTempPoint,demand,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,leaving,mixed,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,power,pressure,pump,quantityID,return,run,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:25a3574d-d1f2d169 Cunningham Unsorted Points CUNNINGHAM_AHU_03_RA_CO2_AV,✓,✓,@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"",TL44,"",CUNNINGHAM_AHU_03_RA_CO2_AV,"",✓,@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9585,2019-12-31T02:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:59:44.374-07:00 Los_Angeles,"","",Average Zone CO2,"",AV39,"","","","",✓,"","","","","","",✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:23e65d0e-b2f94e72 (.+_)?AHU.+_CO2_AV(_TL)?,"",CUNNINGHAM_AHU_03_RA_CO2_AV_POLL_TL,Los_Angeles,ppm,"","","","",✓,2020-04-09T19:02:45.137Z UTC
@p:ubcv:r:25a3574d-ebc8c27d Cunningham Unsorted Points CUNNINGHAM_GENERAL_AVG_RT_AV,✓,"",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"",TL39,"",CUNNINGHAM_GENERAL_AVG_RT_AV,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9585,2019-12-31T02:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:59:44.374-07:00 Los_Angeles,"","",Zone Temp,"",AV238,"","","","",✓,"","","","","","",✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,CUNNINGHAM_GENERAL_AVG_RT_AV_POLL_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:45.138Z UTC
@p:ubcv:r:25a3572c-e0068268 Cunningham Unsorted Points CUNNINGHAM_FC_RM382_RT,✓,"",@p:ubcv:r:25a26787-08f2f9b7 CUNN FC Rm 382 (790013),"",TL4,"",CUNNINGHAM_FC_RM382_RT,"","",@p:ubcv:r:25a26787-08f2f9b7 CUNN FC Rm 382 (790013),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9664,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T16:02:25.426-07:00 Los_Angeles,"","",Zone Temp,"",AI101,"","","","",✓,"","","","","","",✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,CUNNINGHAM_FC_RM382_RT_POLL_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:45.148Z UTC
@p:ubcv:r:25a35716-011d5b67 Cunningham Unsorted Points CUNNINGHAM_FC_RM76_RT_SP,✓,"",@p:ubcv:r:25a26127-8b359ceb CUNN FC Rm 76 (790012),"",TL3,"",CUNNINGHAM_FC_RM76_RT_SP,"","",@p:ubcv:r:25a26127-8b359ceb CUNN FC Rm 76 (790012),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9260,2020-01-03T05:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T16:02:25.426-07:00 Los_Angeles,"","",Zone Temp Effective Sp,"",AV11,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,CUNNINGHAM_FC_RM76_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:45.146Z UTC
@p:ubcv:r:25a3574e-3999c621 Cunningham Unsorted Points CUNNINGHAM_HE_04_PS_BV,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"",TL10,"",CUNNINGHAM_HE_04_PS_BV,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-01-31T10:13:14-08:00 Los_Angeles,conn fault,"","",2,2020-01-29T12:56:26-08:00 Los_Angeles,fault,"",✓,Bool,2020-05-05T15:59:44.374-07:00 Los_Angeles,"","",Pump Run Status,"",BV26,"","","","",✓,"","",✓,"","",✓,✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:23e65d0f-e879dd15 .+_PS_BV(_TL)?,"",CUNNINGHAM_HE_04_PS_BV_COV_TL,Los_Angeles,"","","","",✓,"",2020-04-08T18:53:24.424Z UTC
@p:ubcv:r:25a35718-64536063 Cunningham Unsorted Points 625_AHU_02_HC02_HCV,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL51,"",625_AHU_02_HC02_HCV,✓,"",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,✓,✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9665,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"",✓,Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",Heating Valve Cmd,"",AO1402,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",625_AHU_02_HC02_HCV_WATER_ONLY_POLL_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:45.211Z UTC
@p:ubcv:r:25a35716-065f7032 Cunningham Unsorted Points F03_02_HC11_SAT,✓,"",@p:ubcv:r:25a267df-27090c71 CUNN Penthouse 1 (790100),"",TL11,"",F03_02_HC11_SAT,"","",@p:ubcv:r:25a267df-27090c71 CUNN Penthouse 1 (790100),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:09:01-07:00 Los_Angeles,conn fault,"","",9585,2019-12-31T02:07:27-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",Discharge Air Temp,"",AI1202,"","","","",✓,"","","","","","",✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,F03_02_HC11_SAT_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:45.167Z UTC
@p:ubcv:r:25a35719-8e5f6c16 Cunningham Unsorted Points CUNNINGHAM_KAM_VOLUME_MUX,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL76,"",CUNNINGHAM_KAM_VOLUME_MUX,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:02:37-07:00 Los_Angeles,conn fault,"","",6021,2020-01-02T00:14:36-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:57:31.995-07:00 Los_Angeles,"","",CUNNINGHAM_KAM_VOLUME_MUX,✓,AV391,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",CUNNINGHAM_KAM_VOLUME_MUX_TL,Los_Angeles,m³,"","","","","",2020-04-09T19:02:45.212Z UTC
@p:ubcv:r:25a35714-bd67a345 Cunningham Unsorted Points CUNNINGHAM_ROOF_SF_HC07_SAT_SP,✓,"",@p:ubcv:r:25a26938-0dd0046d CUNN Penthouse 2 (790200),"",TL6,"",CUNNINGHAM_ROOF_SF_HC07_SAT_SP,"","",@p:ubcv:r:25a26938-0dd0046d CUNN Penthouse 2 (790200),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9584,2019-12-31T02:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T16:02:25.426-07:00 Los_Angeles,"","",Discharge Air Temp Sp,"",AV10,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"",✓,"","","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,CUNNINGHAM_ROOF_SF_HC07_SAT_SP_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:45.177Z UTC
@p:ubcv:r:25a35718-570dc204 Cunningham Unsorted Points P02 625_AHU_01_P02_PS,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL43,"",625_AHU_01_P02_PS,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","",P02,@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9665,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"",✓,Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",Run Status,"",AI2101,"","","","",✓,"","",✓,"","",✓,✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:2401fc01-30caa756 .+_PC?H?\d+[A-Z]?_P?S(_\d+)?(_TL)?,"",625_AHU_01_P02_PS_POLL_TL,Los_Angeles,A,"","","",✓,"",2020-05-12T11:03:27.17Z UTC
@p:ubcv:r:2388a048-0d4ce37a Cunningham HW Main Meter Water Delta Temp,"","","","","","","","","","","","","","","",✓,✓,"",$equipRef $navName,"","","","","","","","",@p:ubcv:r:215fd39e-2437f29b Cunningham HW Main Meter,"","","","",@p:ubcv:r:21697fca-2b8e529c Cunningham Utilities,"",✓,"","","","",deltaTemp,consumption,"","","","","",Number,"","","",Water Delta Temp,"","","","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","",✓,"",Los_Angeles,°C,✓,"","",✓,"",2020-04-28T00:03:35.227Z UTC
@p:ubcv:r:25a35719-6045dd8d Cunningham Unsorted Points P02 625_AHU_01_P02_PS_BV,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL87,"",625_AHU_01_P02_PS_BV,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","OFF,ON",P02,@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:16:45-07:00 Los_Angeles,conn fault,"","",1253,2019-12-31T23:21:51-08:00 Los_Angeles,fault,"",✓,Bool,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",Run Status,"",BV234,"","","","",✓,"","",✓,"","",✓,✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:23e65d0f-e879dd15 .+_PS_BV(_TL)?,"",625_AHU_01_P02_PS_BV_COV_TL,Los_Angeles,"","","","",✓,"",2020-05-12T11:03:27.33Z UTC
@p:ubcv:r:25a35716-fdd0deac Cunningham Unsorted Points B210_HC10_SAT,✓,"",@p:ubcv:r:25a267df-27090c71 CUNN Penthouse 1 (790100),"",TL22,"",B210_HC10_SAT,"","",@p:ubcv:r:25a267df-27090c71 CUNN Penthouse 1 (790100),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9584,2019-12-31T02:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",Discharge Air Temp,"",AI1204,"","","","",✓,"","","","","","",✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,B210_HC10_SAT_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:45.168Z UTC
@p:ubcv:r:25a35718-5b078f4b Cunningham DHX-1 625_DHX1_DHW_3W_VLV_FB,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL32,"",625_DHX1_DHW_3W_VLV_FB,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2634bf37-c0127d78 Cunningham DHX-1,✓,"","","",@p:ubcv:r:2634bdcd-e8e5ae85 Cunningham Hydronic Systems,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9664,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",625_DHX1_DHW_3W_VLV_FB,✓,AI1503,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",625_DHX1_DHW_3W_VLV_FB_POLL_TL,Los_Angeles,%,"","","","","",2020-04-23T21:04:52.852Z UTC
@p:ubcv:r:215fd39e-8544846e Cunningham HW Main Meter Energy,"","",@p:ubcv:r:21cacade-81dcf7f7 CUNN DES Meter,AI1,"",✓,"","","",@p:ubcv:r:21cacade-81dcf7f7 CUNN DES Meter,✓,MWh => kWh,conn fault,fault,"","","","",$equipRef $navName,"","","","",✓,"","","",@p:ubcv:r:215fd39e-2437f29b Cunningham HW Main Meter,"","","","",@p:ubcv:r:21697fca-2b8e529c Cunningham Utilities,"",✓,"",15min,2020-05-12T03:15:00-07:00 Los_Angeles,"","",consumption,89824,2017-09-27T10:30:00-07:00 Los_Angeles,ok,✓,✓,Number,"","","",Energy,"","","","","","",✓,"","","",10364,"","",✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,88,"","",@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","","",Los_Angeles,kWh,✓,"","",✓,"",2020-04-28T00:03:35.228Z UTC
@p:ubcv:r:25a35719-f01daee4 Cunningham Unsorted Points CUNNINGHAM_AHU_02_SF_S_BV,✓,"",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL84,"",CUNNINGHAM_AHU_02_SF_S_BV,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","OFF,ON","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"",✓,"",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-01-16T11:54:30-08:00 Los_Angeles,conn fault,"","",2,2020-01-13T06:04:27-08:00 Los_Angeles,fault,"","",Bool,2020-05-05T15:57:31.995-07:00 Los_Angeles,"","",Discharge Fan Run Status,"",BV20,"","","","",✓,"","","","","",✓,✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:23e65d0f-5568e722 .+_SF(\d+)?(_(S|N)\d_\d+)?_F?S(_BV)?(_TL)?,"",CUNNINGHAM_AHU_02_SF_S_BV_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:54:33.851Z UTC
@p:ubcv:r:25a3572c-8dc49945 Cunningham Unsorted Points CUNNINGHAM_FC_RM382_RT_SP,✓,"",@p:ubcv:r:25a26787-08f2f9b7 CUNN FC Rm 382 (790013),"",TL5,"",CUNNINGHAM_FC_RM382_RT_SP,"","",@p:ubcv:r:25a26787-08f2f9b7 CUNN FC Rm 382 (790013),"","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9664,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T16:02:25.426-07:00 Los_Angeles,"","",Zone Temp Effective Sp,"",AV11,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,CUNNINGHAM_FC_RM382_RT_SP_POLL_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:45.149Z UTC
@p:ubcv:r:25a35716-07139232 Cunningham Unsorted Points CUNNINGHAM_PENT_SAT_SP,✓,"",@p:ubcv:r:25a267df-27090c71 CUNN Penthouse 1 (790100),"",TL27,"",CUNNINGHAM_PENT_SAT_SP,"","",@p:ubcv:r:25a267df-27090c71 CUNN Penthouse 1 (790100),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9584,2019-12-31T02:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",Discharge Air Temp Sp,"",AV18,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"",✓,"","","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,CUNNINGHAM_PENT_SAT_SP_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:45.169Z UTC
@p:ubcv:r:25a3574d-bcc4a109 Cunningham Unsorted Points CUNNINGHAM_AHU_03_MAT_LL_SP,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"",TL43,"",CUNNINGHAM_AHU_03_MAT_LL_SP,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9585,2019-12-31T02:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:59:44.374-07:00 Los_Angeles,"","",CUNNINGHAM_AHU_03_MAT_LL_SP,✓,AV31,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",CUNNINGHAM_AHU_03_MAT_LL_SP_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:45.139Z UTC
@p:ubcv:r:25a3571f-90391b12 Cunningham Unsorted Points CUNNINGHAM_FC_RM282_FAN_STATUS,✓,"",@p:ubcv:r:25a260a8-b6cd8e38 CUNN FC Rm 282 (790011),"",TL1,"",CUNNINGHAM_FC_RM282_FAN_STATUS,"","",@p:ubcv:r:25a260a8-b6cd8e38 CUNN FC Rm 282 (790011),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"",✓,"",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T15:00:02-07:00 Los_Angeles,conn fault,"","",198,2020-01-02T10:00:00-08:00 Los_Angeles,fault,"","",Bool,2020-05-05T16:02:25.425-07:00 Los_Angeles,"","","Fan Run ","",BI1,"","","","",✓,"","","","","",✓,✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:23e65d0f-84b215bf .+_FAN_STATUS(_TL)?,"",CUNNINGHAM_FC_RM282_FAN_STATUS_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:50:55.547Z UTC
@p:ubcv:r:25a35718-fa6dedf5 Cunningham Unsorted Points 625_AHU1_RM161_RT,✓,"",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL46,"",625_AHU1_RM161_RT,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9665,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",Zone Temp,"",AI2302,"","","","",✓,"","","","","","",✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,625_AHU1_RM161_RT_POLL_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:45.215Z UTC
@p:ubcv:r:25a35716-9253e074 Cunningham Unsorted Points CUNNINGHAM_FC_RM76_RT_AV,✓,"",@p:ubcv:r:25a26127-8b359ceb CUNN FC Rm 76 (790012),"",TL2,"",CUNNINGHAM_FC_RM76_RT_AV,"","",@p:ubcv:r:25a26127-8b359ceb CUNN FC Rm 76 (790012),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9584,2019-12-31T02:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T16:02:25.426-07:00 Los_Angeles,"","",Zone Temp,"",AV10,"","","","",✓,"","","","","","",✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,✓,CUNNINGHAM_FC_RM76_RT_AV_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:45.147Z UTC
@p:ubcv:r:25a3572c-0944d722 Cunningham Unsorted Points CUNNINGHAM_FC_RM382_RAD_VLV,"","",@p:ubcv:r:25a26787-08f2f9b7 CUNN FC Rm 382 (790013),"",TL6,"",CUNNINGHAM_FC_RM382_RAD_VLV,"","",@p:ubcv:r:25a26787-08f2f9b7 CUNN FC Rm 382 (790013),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9664,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T16:02:25.426-07:00 Los_Angeles,"","",CUNNINGHAM_FC_RM382_RAD_VLV,✓,AV18,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",CUNNINGHAM_FC_RM382_RAD_VLV_POLL_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:45.15Z UTC
@p:ubcv:r:25a35718-7a03ff69 Cunningham Unsorted Points CUNNINGHAM_KAM_ENERGY_MUX,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"",TL24,"",CUNNINGHAM_KAM_ENERGY_MUX,"","",@p:ubcv:r:25a25eaa-a7a0789c CUNN Basement (790300),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9664,2019-12-30T06:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:57:31.997-07:00 Los_Angeles,"","",CUNNINGHAM_KAM_ENERGY_MUX,✓,AV235,"","","","",✓,"","","","","","","",@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","","","",CUNNINGHAM_KAM_ENERGY_MUX_TL,Los_Angeles,MWh,"","","","","",2020-04-09T19:02:45.216Z UTC
@p:ubcv:r:25a3574d-1c51d27d Cunningham Unsorted Points CUNNINGHAM_AHU03_SAT,✓,"",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"",TL14,"",CUNNINGHAM_AHU03_SAT,"","",@p:ubcv:r:25a25f0c-8763f231 CUNN Main Router (790000),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:25a29cac-a85a9067 Cunningham Unsorted Points,✓,"","","",@p:ubcv:r:25a29cac-098ebb3c Cunningham Unsorted Points,"",✓,"","",2020-04-08T23:15:00-07:00 Los_Angeles,conn fault,"","",9585,2019-12-31T02:15:00-08:00 Los_Angeles,fault,"","",Number,2020-05-05T15:59:44.374-07:00 Los_Angeles,"","",Discharge Air Temp,"",AI1102,"","","","",✓,"","","","","","",✓,@p:ubcv:r:215fd39e-6b9df129 Cunningham,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,CUNNINGHAM_AHU03_SAT_POLL_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:45.14Z UTC
