id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetDesc,bacnetHis,bacnetObjectId,bacnetPoint,bacnetWriteLevel,bmsName,bridgeName,chilled,chiller,cmd,co2,comp,condenser,connRef,cool,cooling,coolingTower,count,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,domestic,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,feedback,flow,fsc3W2WConversion1830,fscVAVsetback1815,groupRef,heat,heatRecovery,heating,high,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,johnson,kind,lastSynced,lastTagged,leaving,low,mixed,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,primaryLoop,pump,quantityID,reliability,return,roomRef,run,runtime,scheduleOcc,scheduled,secondaryLoop,sensor,siteRef,sourceID,sp,speed,spray,sqlConnRef,sqlPoint,static,submeterAdd,tagTableRef,tank,temp,tlName,tt0724,tz,unit,utilityPoint,valve,vfd,volume,water,wifi,wifiId,writable,writeLevel,writeStatus,zachName,zone,mod
@p:ubcv:r:24d5cf58-de269e2a Forest Sci Rm 4411 VAV-237 JCL-NAE48/N2-A.DC-237.SBOXCMD,"",✓,"","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","",TL3010267,"",✓,"",JCL-NAE48/N2-A.DC-237.SBOXCMD,"","","",✓,"","","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","","","","","","","",✓,"","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa27-0c2fc362 Forest Sci Rm 4411 VAV-237,"","","","","","",@p:ubcv:r:251d6745-0d02bb16 Forest Sci Floor-04,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26914,2019-07-31T21:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:41:07.897-07:00 Los_Angeles,"","","","","",Discharge Air Damper Cmd,"",AO3001181,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6748-f72af111 Forest Sci Rm 4411,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:2538b61b-b2bb6db7 .+(\.|-| )SBOXCMD,"","",JCL-NAE48/N2-A.DC-237.SBOXCMD.Trend1,"",Los_Angeles,_,"","","","","","","","","","",FS.VAV237.SBOXCMD,"",2020-04-30T11:09:55.222Z UTC
@p:ubcv:r:2422e648-34f00a96 Forest Sci Rm 2943 VAV-2-419 JCL-NAE47/N2-A.DC-419.ZN-T,"",✓,"","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","",TL3002153,"",✓,"",JCL-NAE47/N2-A.DC-419.ZN-T,"","","","","","","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa27-e9e46e0f Forest Sci Rm 2943 VAV-2-419,"","","","","","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",37429,2019-03-18T04:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:37:07.969-07:00 Los_Angeles,"","","","","",Zone Temp,"",AI3000900,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6747-bebfb5f7 Forest Sci Rm 2943,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE47/N2-A.DC-419.ZN-T.Trend1,"",Los_Angeles,°C,"","","","","","","","","","",FS.VAV419.ZN-T,✓,2020-04-09T19:02:14.068Z UTC
@p:ubcv:r:24d5d000-3969c022 Forest Sci Rm 2203 VAV-2-123 JCL-NAE45/N2-A.DC-123.ACTCLGSP,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3031181,"",✓,"",JCL-NAE45/N2-A.DC-123.ACTCLGSP,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"",✓,"","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:2530fa2b-c1448ada Forest Sci Rm 2203 VAV-2-123,"","","","","","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26844,2019-07-31T21:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:45.562-07:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AI3000477,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674c-975da938 Forest Sci Rm 2203,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,"",✓,JCL-NAE45/N2-A.DC-123.ACTCLGSP.Trend1,"",Los_Angeles,°C,"","","","","","","","","","",FS.VAV123.ACTCLGSP,✓,2020-04-30T11:10:42.303Z UTC
@p:ubcv:r:24d5cf89-32824d3a Forest Sci Rm 2801 VAV-2-401 JCL-NAE47/N2-A.DC-401.ACTHTGSP,"",✓,"","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","",TL3013587,"",✓,"",JCL-NAE47/N2-A.DC-401.ACTHTGSP,"","","","","","","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:2530fa2a-192bed8a Forest Sci Rm 2801 VAV-2-401,"","","","","","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","",✓,"",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26952,2019-07-31T21:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:37:07.97-07:00 Los_Angeles,"","","","","",Zone Temp Effective Heating Sp,"",AI3000693,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674b-eb785f10 Forest Sci Rm 2801,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,"",✓,JCL-NAE47/N2-A.DC-401.ACTHTGSP.Trend1,"",Los_Angeles,°C,"","","","","","","","","","",FS.VAV401.ACTHTGSP,✓,2020-04-09T19:02:14.069Z UTC
@p:ubcv:r:24d5d000-f32c49e9 Forest Sci Rm 2330 VAV-2-145 JCL-NAE45/N2-A.DC-145.ACTCLGSP,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3031202,"",✓,"",JCL-NAE45/N2-A.DC-145.ACTCLGSP,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"",✓,"","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:2530fa2b-330d1d09 Forest Sci Rm 2330 VAV-2-145,"","","","","","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26844,2019-07-31T21:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:45.564-07:00 Los_Angeles,"","","","","",Zone Temp Effective Cooling Sp,"",AI3000814,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674c-1f79fa92 Forest Sci Rm 2330,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,"",✓,JCL-NAE45/N2-A.DC-145.ACTCLGSP.Trend1,"",Los_Angeles,°C,"","","","","","","","","","",FS.VAV145.ACTCLGSP,✓,2020-04-30T11:10:42.308Z UTC
@p:ubcv:r:24d5cf89-66753036 Forest Sci Rm 1005 VAV-1-305 JCL-NAE47/N2-A.DC-305.SPFLOWSP,"",✓,"","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","",TL3013757,"",✓,"",JCL-NAE47/N2-A.DC-305.SPFLOWSP,"","","","","","","",@p:ubcv:r:20dc78d1-eb84e32a FSC (NAE-47),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa26-7df00284 Forest Sci Rm 1005 VAV-1-305,"","","",✓,"","",@p:ubcv:r:25142b65-a20d3e4b Forest Sci Floor-01,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26952,2019-07-31T21:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:37:07.972-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"",AO3000499,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6746-cc4dc984 Forest Sci Rm 1005,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"","",JCL-NAE47/N2-A.DC-305.SPFLOWSP.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV305.SPFLOWSP,"",2020-04-09T19:02:14.07Z UTC
@p:ubcv:r:242d1915-2e8645df Forest Sci AHU-04 Rm 2942 Wifi Count,"","","","","","","","","","","","",353.FLR2.AHU4-2942,"","","","","","",@p:ubcv:r:237f6144-961b33d5 Wifi Bridge v2,"","","",✓,"","","",0,"","","",$equipRef $navName,"","","","","","","","","",@p:ubcv:r:251d674d-d6122c20 Forest Sci AHU-04,"","","","","","",@p:ubcv:r:2203b248-cd40d352 Forest Sci Air Systems,"","","","",✓,"","","",2020-05-12T14:40:00-07:00 Los_Angeles,"","",cov,88616,2019-03-26T10:05:00-07:00 Los_Angeles,"","","","","","",Number,"","","","","","",Rm 2942 Wifi Count,"","",✓,"","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","","","","","","",Los_Angeles,"","","","","","",✓,603,"","","","","",2020-02-26T18:09:23.56Z UTC
@p:ubcv:r:2422e656-cb236e5c Forest Sci AHU-07 SF JCL-NAE46/N2-A.DC-7.SF-S,"",✓,"","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3002729,"",✓,"",JCL-NAE46/N2-A.DC-7.SF-S,"","","","","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","Off,On","",@p:ubcv:r:2538a768-9603f863 Forest Sci AHU-07 SF,"",✓,"","","","",@p:ubcv:r:22bc2023-4941fc31 Forest Sci Unsorted Points,"","","","",✓,"","","",2020-05-12T12:01:17-07:00 Los_Angeles,"","","",3323,2019-03-16T09:08:37-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T14:33:17.85-07:00 Los_Angeles,"","","","","",Discharge Fan Run Status,"",BI3001096,"","","","","",✓,"","","","","","","","","",✓,✓,"","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE46/N2-A.DC-7.SF-S.Trend1,"",Los_Angeles,"","","","","","","","","","","","","",2020-04-08T18:55:43.626Z UTC
@p:ubcv:r:24d5d001-862d905c Forest Sci Rm 3311 VAV-3-170 JCL-NAE45/N2-A.DC-170.EXHFLOW,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3031425,"",✓,"",JCL-NAE45/N2-A.DC-170.EXHFLOW,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa2d-e49a61c9 Forest Sci Rm 3311 VAV-3-170,✓,"","",✓,"","",@p:ubcv:r:251d6745-fbd471a9 Forest Sci Floor-03,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26844,2019-07-31T21:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:45.571-07:00 Los_Angeles,"","","","","",Exhaust Air Flow,"",AI3001042,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674f-db074b03 Forest Sci Rm 3311,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3d-eebf1d9a .+(\.|-| )EXHFLOW,"","",JCL-NAE45/N2-A.DC-170.EXHFLOW.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV170.EXHFLOW,"",2020-04-30T11:10:42.334Z UTC
@p:ubcv:r:24d5d001-c6423f1e Forest Sci Rm 2330 VAV-2-144 JCL-NAE45/N2-A.DC-144.SUPFLOW,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3031470,"",✓,"",JCL-NAE45/N2-A.DC-144.SUPFLOW,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa2c-ab9309e1 Forest Sci Rm 2330 VAV-2-144,"","","",✓,"","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26844,2019-07-31T21:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:45.576-07:00 Los_Angeles,"","","","","",Discharge Air Flow,"",AI3000789,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674c-1f79fa92 Forest Sci Rm 2330,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:2573299e-4bf282a5 .+(\.|-| )SUPFLOW,"","",JCL-NAE45/N2-A.DC-144.SUPFLOW.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV144.SUPFLOW,"",2020-04-30T11:10:42.349Z UTC
@p:ubcv:r:24d5d001-478f2136 Forest Sci Rm 2330 VAV-2-144 JCL-NAE45/N2-A.DC-144.SPFLOWSP,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3031536,"",✓,"",JCL-NAE45/N2-A.DC-144.SPFLOWSP,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa2c-ab9309e1 Forest Sci Rm 2330 VAV-2-144,"","","",✓,"","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26844,2019-07-31T21:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:45.578-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"",AO3000790,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674c-1f79fa92 Forest Sci Rm 2330,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"","",JCL-NAE45/N2-A.DC-144.SPFLOWSP.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV144.SPFLOWSP,"",2020-04-30T11:10:42.354Z UTC
@p:ubcv:r:2422e65a-354291ae Forest Sci Rm 1320 VAV-1-113 JCL-NAE45/N2-A.DC-113.ZN-T,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3001580,"",✓,"",JCL-NAE45/N2-A.DC-113.ZN-T,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa26-924120ab Forest Sci Rm 1320 VAV-1-113,"","","","","","",@p:ubcv:r:25142b65-a20d3e4b Forest Sci Floor-01,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",37841,2019-03-18T04:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:45.581-07:00 Los_Angeles,"","","","","",Zone Temp,"",AI3000333,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6747-3cbea0d0 Forest Sci Rm 1320,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE45/N2-A.DC-113.ZN-T.Trend1,"",Los_Angeles,°C,"","","","","","","","","","",FS.VAV113.ZN-T,✓,2020-04-30T11:10:42.358Z UTC
@p:ubcv:r:2422e651-282a8a3d Forest Sci Rm 4022 VAV-4-804 JCL-NAE46/N2-A.DC-804.ZN-T,"",✓,"","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3002285,"",✓,"",JCL-NAE46/N2-A.DC-804.ZN-T,"","","","","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa32-48b2626f Forest Sci Rm 4022 VAV-4-804,"","","","","","",@p:ubcv:r:251d6745-0d02bb16 Forest Sci Floor-04,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",37209,2019-03-18T04:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:33:17.948-07:00 Los_Angeles,"","","","","",Zone Temp,"",AI3000802,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6755-abf23f64 Forest Sci Rm 4022,"","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE46/N2-A.DC-804.ZN-T.Trend1,"",Los_Angeles,°C,"","","","","","","","","","","",✓,2020-04-09T19:02:13.537Z UTC
@p:ubcv:r:2422e63e-4c1d2279 Forest Sci EF-02 JCL-NAE48/Programming.FS.MISC.FS-LE.E-SP5,"","","","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","",TL3003278,"",✓,"",JCL-NAE48/Programming.FS.MISC.FS-LE.E-SP5,"","","","","","","",@p:ubcv:r:21e6b93c-c1e4dddd FSC (NAE-48),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:252f6af0-2eba17da Forest Sci EF-02,"","","","","","",@p:ubcv:r:22bc2023-4941fc31 Forest Sci Unsorted Points,"","","","",✓,"","","",2020-01-21T07:30:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [12] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",28198,2019-03-18T04:30:00-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-12T01:13:13.318-07:00 Los_Angeles,"","","","","",JCL-NAE48/Programming.FS.MISC.FS-LE.E-SP5,✓,AV3003238,"","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","","","","",JCL-NAE48/Programming.FS.MISC.FS-LE.E-SP5.PointHistory,"",Los_Angeles,_,"","","","","","","","","","",E-SP5,"",2020-04-30T11:09:55.283Z UTC
@p:ubcv:r:251c1d13-a0134c4b Forest Sci Rm 3613 VAV-3-714 JCL-NAE46/N2-A.DC-714.SPFLOWSP,"",✓,"","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3014542,"",✓,"",JCL-NAE46/N2-A.DC-714.SPFLOWSP,"","","","","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa2b-3d71ad74 Forest Sci Rm 3613 VAV-3-714,"","","",✓,"","",@p:ubcv:r:251d6745-fbd471a9 Forest Sci Floor-03,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",22056,2019-09-23T05:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:33:17.95-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"",AO3000652,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674c-11c0467d Forest Sci Rm 3613,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"","",JCL-NAE46/N2-A.DC-714.SPFLOWSP.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","","","",2020-04-09T19:02:13.538Z UTC
@p:ubcv:r:251c1d13-3aaca20e Forest Sci Rm 3008 VAV-3-701 JCL-NAE46/N2-A.DC-701.SBOXCMD,"",✓,"","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3014595,"",✓,"",JCL-NAE46/N2-A.DC-701.SBOXCMD,"","","",✓,"","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","",✓,"","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa26-99752006 Forest Sci Rm 3008 VAV-3-701,"","","","","","",@p:ubcv:r:251d6745-fbd471a9 Forest Sci Floor-03,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",22056,2019-09-23T05:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:33:17.956-07:00 Los_Angeles,"","","","","",Discharge Air Damper Cmd,"",AO3000498,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d6746-ee7caeb0 Forest Sci Rm 3008,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:2538b61b-b2bb6db7 .+(\.|-| )SBOXCMD,"","",JCL-NAE46/N2-A.DC-701.SBOXCMD.Trend1,"",Los_Angeles,%,"","","","","","","","","","","","",2020-04-14T16:49:58.995Z UTC
@p:ubcv:r:251c1d14-1681acef Forest Sci Rm 4034 VAV-4-808 JCL-NAE46/N2-A.DC-808.BXHTCMD,"","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3014687,"",✓,"",JCL-NAE46/N2-A.DC-808.BXHTCMD,"","","",✓,"","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2530fa2d-96388274 Forest Sci Rm 4034 VAV-4-808,"","","","","","",@p:ubcv:r:251d6745-0d02bb16 Forest Sci Floor-04,"","",✓,"",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",22056,2019-09-23T05:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:33:17.957-07:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AO3000853,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674e-8b84c2a9 Forest Sci Rm 4034,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:24f073e3-d5637f59 .+(\.|-| )BXHTCMD,"","",JCL-NAE46/N2-A.DC-808.BXHTCMD.Trend1,"",Los_Angeles,%,"",✓,"","","","","","","","","","",2020-04-14T16:50:01.115Z UTC
@p:ubcv:r:2422e655-4fa0d83c Forest Sci AHU-08 JCL-NAE46/Programming.FS.HVAC.FS-AHU8.OA-T,"",✓,"","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","",TL3003389,"",✓,"",JCL-NAE46/Programming.FS.HVAC.FS-AHU8.OA-T,"","","","","","","",@p:ubcv:r:21e6b888-0f1d2dbd FSC (NAE-46),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:252f6ae9-978bb614 Forest Sci AHU-08,"","","","","","",@p:ubcv:r:22bc2023-4941fc31 Forest Sci Unsorted Points,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",37209,2019-03-18T04:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:33:17.961-07:00 Los_Angeles,"","","","","",Outside Air Temp,"",AV3002931,"","","","",✓,✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"","","","","","","","",@p:ubcv:r:23e65d3d-5671e7b8 .+(\.|-| |_)OA(_|-)T,"",✓,JCL-NAE46/Programming.FS.HVAC.FS-AHU8.OA-T.PointHistory,"",Los_Angeles,°C,"","","","","","","","","","","","",2020-04-09T19:02:13.544Z UTC
@p:ubcv:r:24d5d001-6049a169 Forest Sci Rm 2330 VAV-2-145 JCL-NAE45/N2-A.DC-145.SPFLOWSP,"",✓,"","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","",TL3031537,"",✓,"",JCL-NAE45/N2-A.DC-145.SPFLOWSP,"","","","","","","",@p:ubcv:r:1fd473dd-5ef96498 FSC (NAE-45),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2530fa2b-330d1d09 Forest Sci Rm 2330 VAV-2-145,"","","",✓,"","",@p:ubcv:r:251d6745-6944eec8 Forest Sci Floor-02,"","","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",26844,2019-07-31T21:45:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:35:45.592-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"",AO3000806,"","","","","",✓,"","","","","","","","",@p:ubcv:r:251d674c-1f79fa92 Forest Sci Rm 2330,"","","","","","",@p:ubcv:r:207a9b0c-2e611c61 Forest Sci,"",✓,"","","","","","",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"","",JCL-NAE45/N2-A.DC-145.SPFLOWSP.Trend1,"",Los_Angeles,L/s,"","","","","","","","","","",FS.VAV145.SPFLOWSP,"",2020-04-30T11:10:42.382Z UTC
