id,ahuMode,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,boiler,bypass,ccmAHU4pumpVFD,ccmAHU5pumpVFD,ccmControlsOptMV,ccmFCU,ccmHPTest,ccmHeat,ccmHeatRecoveryMV,changeover,chilled,cmd,comp,condenser,connRef,cool,cooling,covTest,cur,curStatus,curVal,custom,damper,delta,differential,disMacro,disabled,discharge,dupOld2,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,gas,groupRef,heat,heatPump,heatRecovery,heating,heatingMode,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidifier,humidity,kind,lastSynced,lastTagged,lead,leaving,max,min,mode,modulating,motion,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,pressure,pump,quantityID,rate,return,roomRef,run,runtime,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,stageDemanded,stageRequired,static,tagTableRef,tags,tank,temp,test2019,testUnits,tlName,tz,unit,utilityPoint,valve,vavMode,volume,water,zone,mod
@p:ubcv:r:23592172-c9e7186c CCM Steam Boilers SB-02 CCM_B2_HI_STK_ALM_TL,"","","","",@p:ubcv:r:2304b905-e4b2049a CCM 057.0 CCM STEAM HEX  (580100),"",TL63,✓,CCM_B2_HI_STK_ALM_TL,"","","","","","","","","","","","","","",@p:ubcv:r:2304b905-e4b2049a CCM 057.0 CCM STEAM HEX  (580100),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","NORMAL,ALARM","",@p:ubcv:r:23e39d36-57c904a7 CCM Steam Boilers SB-02,✓,"","","","","","",@p:ubcv:r:216986a9-44c05452 CCM Hydronic Systems,"","","","","",✓,"","","","","","","","",ok,"","","","",Bool,2020-05-12T14:14:17.678-07:00 Los_Angeles,2018-11-28T16:32:33.618-08:00 Los_Angeles,"","","","","","","",CCM_B2_HI_STK_ALM_TL,✓,BV282,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:206818d9-7d5ec66b CCM,"","","","","","","","","","","","","","","",Los_Angeles,"","","","","","","",2020-04-09T19:16:26.034Z UTC
@p:ubcv:r:2359218b-727cbab0 CCM Unsorted Points SW_AHU4B_MODVLV_SELECT_PID,"","","","",@p:ubcv:r:2304b905-7a00b8c8 CCM 057.0 CCM AHU 4AB SW CATWALK (580600),"",TL86,✓,SW_AHU4B_MODVLV_SELECT_PID,"","","","","","","","","","","","","","",@p:ubcv:r:2304b905-7a00b8c8 CCM 057.0 CCM AHU 4AB SW CATWALK (580600),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22b585fe-b3c991c9 CCM Unsorted Points,✓,"","","","","","",@p:ubcv:r:22b585e7-917a1d9d CCM Unsorted Points,"","","","","",✓,"","","",2020-05-12T14:15:04-07:00 Los_Angeles,"","",81454,2018-10-16T05:48:12-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T14:16:19.594-07:00 Los_Angeles,2018-11-28T16:32:45.935-08:00 Los_Angeles,"","","","","","","",SW_AHU4B_MODVLV_SELECT_PID,✓,AV15,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:206818d9-7d5ec66b CCM,"","","","","","","","","","","","","","",SW_AHU4B_MODVLV_SELECT_PID_POLL_TL,Los_Angeles,%,"","","","","","",2020-04-09T19:02:23.102Z UTC
@p:ubcv:r:23737ddc-b426a919 CCM Unsorted Points MN_E_AHU_04_SDP_CO_POLL_TL,"","","","",@p:ubcv:r:2304b905-7a00b8c8 CCM 057.0 CCM AHU 4AB SW CATWALK (580600),"",TL65,✓,MN_E_AHU_04_SDP_CO_POLL_TL,"","","","","","","","","","","","","","",@p:ubcv:r:2304b905-7a00b8c8 CCM 057.0 CCM AHU 4AB SW CATWALK (580600),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22b585fe-b3c991c9 CCM Unsorted Points,✓,"","","","","","",@p:ubcv:r:22b585e7-917a1d9d CCM Unsorted Points,"","","","","",✓,"","","",2020-05-12T14:15:08-07:00 Los_Angeles,"","",74292,2018-12-07T05:02:06-08:00 Los_Angeles,ok,"","","","",Number,2020-05-12T14:16:19.702-07:00 Los_Angeles,2018-11-28T16:32:45.131-08:00 Los_Angeles,"","","","","","","",MN_E_AHU_04_SDP_CO_POLL_TL,✓,"","","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:206818d9-7d5ec66b CCM,"","","","","","","","","","","","","","","",Los_Angeles,_,"","","","","","",2020-04-09T19:15:21.558Z UTC
@p:ubcv:r:22b58600-079d37b5 CCM Heat Pump Plant HP-3 CCM_HP_3_STG1_ENAB,"","","","",@p:ubcv:r:2340261f-ec011b29 CCM 057.0 CCM (580000),"",TL37,✓,CCM_HP_3_STG1_ENAB,"","","","","","","","","","","",✓,"","",@p:ubcv:r:2340261f-ec011b29 CCM 057.0 CCM (580000),"","",✓,"","","","","","","",$equipRef $bmsName,"","","","","",✓,"","","OFF,ON","",@p:ubcv:r:23dccabf-e6673a35 CCM Heat Pump Plant HP-3,✓,"","","","","","",@p:ubcv:r:216986a9-44c05452 CCM Hydronic Systems,"","","","","",✓,"","","",2020-05-12T12:16:43-07:00 Los_Angeles,"",cov,4838,2017-11-28T12:28:57-08:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T14:21:04.228-07:00 Los_Angeles,2019-01-31T10:24:20.893-08:00 Los_Angeles,"","","","","","","",Stage 1 Enable Cmd,"",BV105,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:206818d9-7d5ec66b CCM,"","","","","","","","",@p:ubcv:r:23e65d0f-3b614954 .+_HP_\d_STG1_ENAB(_TL)?,"","","","","",CCM_WSHP_W_3_STG1_ENAB_COV_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:28.496Z UTC
@p:ubcv:r:235920ed-07fa6583 CCM LEF-01 CCM_EF_01_STROBIC_EAT,"",✓,"","",@p:ubcv:r:2007bc45-82951d5d CCM AHU-1 (5800300),"",TL13,✓,CCM_EF_01_STROBIC_EAT,"","","","","","","","","","","","","","",@p:ubcv:r:2007bc45-82951d5d CCM AHU-1 (5800300),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:206818e7-7f26f415 CCM LEF-01,✓,✓,"","","","","",@p:ubcv:r:2203b248-e67f2438 CCM Air Systems,"","","","","",✓,"","","",2020-05-12T14:03:58-07:00 Los_Angeles,"","",81915,2018-10-14T13:27:24-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T14:13:34.465-07:00 Los_Angeles,2019-01-31T10:24:21.602-08:00 Los_Angeles,"","","","","","","",Exhaust Air Temp,"",AI13,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:206818d9-7d5ec66b CCM,"","","","","","","","",@p:ubcv:r:23e65d0e-a2f623c9 .+_EAT(_TL)?,"","",✓,"","",CCM_EF_01_STROBIC_EAT_TL,Los_Angeles,°C,"","","","","","",2020-04-09T19:02:22.847Z UTC
@p:ubcv:r:235921d2-16ec6947 CCM Rm 1017 FC-07 CCM_FCU_07_FAN_STATUS,"",✓,"","",@p:ubcv:r:2304b9f4-85dce7e8 CCM CCM_FCU_07 (580210),"",TL3,✓,CCM_FCU_07_FAN_STATUS,"","","","","",✓,"","","","","","","","",@p:ubcv:r:2304b9f4-85dce7e8 CCM CCM_FCU_07 (580210),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:23dcd602-65605388 CCM Rm 1017 FC-07,✓,"",✓,"","","","",@p:ubcv:r:23dbb94e-4db1f01c CCM Floor 1,"","","","","",✓,"","","",2020-05-12T05:30:04-07:00 Los_Angeles,"","",10368,2019-03-08T13:36:25-08:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T14:22:48.451-07:00 Los_Angeles,2018-11-28T16:32:35.504-08:00 Los_Angeles,"","","","","","","","Fan Run ","","","","","","","","",✓,"","","","","","","",@p:ubcv:r:23dcd602-d22ce0af CCM Rm 1017,✓,"","",✓,@p:ubcv:r:206818d9-7d5ec66b CCM,"","","","","","","","",@p:ubcv:r:23e65d0f-84b215bf .+_FAN_STATUS(_TL)?,"","","","","",CCM_FCU_07_FANSTAT_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:26.857Z UTC
@p:ubcv:r:235921be-414b81e0 CCM LEF-05 EF-05B NW_EF_5_STROBIC_B_DMP_S,"",✓,"","",@p:ubcv:r:2304c2ec-e1ffdb70 CCM CCM EF5AB (580502),"",TL6,✓,NW_EF_5_STROBIC_B_DMP_S,"","","","","","","","","","","",✓,"","",@p:ubcv:r:2304c2ec-e1ffdb70 CCM CCM EF5AB (580502),"","",✓,"","","","",✓,"","",$equipRef $bmsName,"","","","","","","","","OFF,ON","",@p:ubcv:r:23e5f361-ce0a4b74 CCM LEF-05 EF-05B,✓,✓,"","","","","",@p:ubcv:r:2203b248-e67f2438 CCM Air Systems,"","","","","",✓,"","","",2020-05-12T10:05:16-07:00 Los_Angeles,"",cov,17,2018-12-20T12:35:06-08:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T14:16:15.066-07:00 Los_Angeles,2019-01-31T10:24:21.341-08:00 Los_Angeles,"","","","","","","",Exhaust Air Damper Cmd,"",BI2,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:206818d9-7d5ec66b CCM,"","","","","","","","",@p:ubcv:r:23e65d0e-4a6670e6 .+_EF_.+_STROBIC_.+_DMP_S(_TL)?,"","","","","",NW_EF_5_STROBIC_B_DMP_S_COV_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:28.498Z UTC
@p:ubcv:r:235921da-b2c33a54 CCM Rm 1045 FC-15 CCM_FCU_15_SF_C,"",✓,"","",@p:ubcv:r:2304c375-208bab8a CCM CCM_FCU_15 (580618),"",TL7,✓,CCM_FCU_15_SF_C,"","","","","",✓,"","","","","",✓,"","",@p:ubcv:r:2304c375-208bab8a CCM CCM_FCU_15 (580618),"","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","OFF,ON","",@p:ubcv:r:23dcd603-d9ab9a33 CCM Rm 1045 FC-15,✓,"",✓,"","","","",@p:ubcv:r:23dbb94e-4db1f01c CCM Floor 1,"","","","","",✓,"","","",2018-11-05T09:58:49-08:00 Los_Angeles,"","",2,2018-11-05T09:58:46-08:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T14:24:17.684-07:00 Los_Angeles,2019-01-31T10:24:21.863-08:00 Los_Angeles,"","","","","","","",Discharge Fan Run Cmd,"",BO1,"","","","","","",✓,"","","","","","","",@p:ubcv:r:23dcd603-8e6ad92a CCM Rm 1045,✓,"","","",@p:ubcv:r:206818d9-7d5ec66b CCM,"","","","","","","","",@p:ubcv:r:23e65d0f-383558cd (.+_)?SF(\d+)?(_(S|N)\d_\d+)?_F?C(_TL)?,"","","","","",CCM_FCU_15_FAN_CONTROL_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:27.646Z UTC
@p:ubcv:r:235920b9-73b5c576 CCM Heat Pump Plant HP-4 CCM_HP4_AL_MV,"","","","",@p:ubcv:r:2304b743-3ac5f88e CCM 057.0 CCM_WWHP_ROUTER (580001),"",TL4,✓,CCM_HP4_AL_MV,"","","","","","","","","","","","","","",@p:ubcv:r:2304b743-3ac5f88e CCM 057.0 CCM_WWHP_ROUTER (580001),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","No Alarms,Load Flow Switch,Compressor 1 Low Suction Pressure,Source Low Temp Alarm Compressor 1,Src Predictive Freeze Alarm Compressor 1,Source Flow Switch,Hi Pressure Compressor 1,Bad Source Sensor Compressor 1,Bad Load Sensor Compressor 1,Compressor 2 Low Suction Pressure,Source Low Temp Alarm Compressor 2,Bad Sensorce Source Compressor 2,Src Predictive Freeze Alarm Compressor 2,Bad Sensor Load Compressor 2,Hi Pressure Compressor 2,Compressor 1 Start Failure Alarm,Low Temp Cut Off Comp 1,Low Temp Cut Off Comp 2,Compressor 2 Start Failure,Load Low Temp Alarm Compressor 1,Load Predictive Freeze Alarm Compressor 1,Load Low Temp Alarm Compressor 2,Load Predictive Freeze Alarm Compressor 2,Compressor 1 Charge Loss,Compressor 2 Charge Loss","",@p:ubcv:r:23dccabf-59770f89 CCM Heat Pump Plant HP-4,✓,"","","","","","",@p:ubcv:r:216986a9-44c05452 CCM Hydronic Systems,"","","","","",✓,"","","-1 enumNumberToStr(self, false)","","","","","",ok,"","","","",Str,2020-05-12T14:15:34.48-07:00 Los_Angeles,2018-11-28T16:32:40.109-08:00 Los_Angeles,"","","","","","","",CCM_HP4_AL_MV,✓,MSV4,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:206818d9-7d5ec66b CCM,"","","","","","","","","","","","","","",CCM_WSHP4_ALARMS_TL,Los_Angeles,"","","","","","","",2020-04-08T23:18:35.562Z UTC
@p:ubcv:r:22b585ff-0298dd50 CCM Steam Boilers SB-01 CCM_B1_DPL,"","","","",@p:ubcv:r:2340261f-ec011b29 CCM 057.0 CCM (580000),"",TL204,✓,CCM_B1_DPL,"","","","","","","","","","","","","","",@p:ubcv:r:2340261f-ec011b29 CCM 057.0 CCM (580000),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","NORMAL,ALARM","",@p:ubcv:r:23e39d36-934b1d22 CCM Steam Boilers SB-01,✓,"","","","","","",@p:ubcv:r:216986a9-44c05452 CCM Hydronic Systems,"","","","","",✓,"","","",2020-04-03T10:38:06-07:00 Los_Angeles,"","",108,2017-09-01T12:09:50-07:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T14:21:03.987-07:00 Los_Angeles,2018-11-28T16:32:50.447-08:00 Los_Angeles,"","","","","","","",CCM_B1_DPL,✓,BV1,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:206818d9-7d5ec66b CCM,"","","","","","","","","","","","","","",CCM_B1_DPL_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:28.5Z UTC
@p:ubcv:r:235921ef-9fea3fbe CCM AHU-06 AHU-06A CCM_AHU_06A_MODVLVFB,"","","","",@p:ubcv:r:2304b905-43a9f40b CCM 057.0 CCM AHU6AB (580500),"",TL3,✓,CCM_AHU_06A_MODVLVFB,"","","","","","","","","","","","","","",@p:ubcv:r:2304b905-43a9f40b CCM 057.0 CCM AHU6AB (580500),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:23dbc780-a7727642 CCM AHU-06 AHU-06A,✓,"","","","","","",@p:ubcv:r:2203b248-e67f2438 CCM Air Systems,"","","","","",✓,"","","",2020-05-12T14:10:45-07:00 Los_Angeles,"","",83124,2018-10-13T04:16:47-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T14:17:22.776-07:00 Los_Angeles,2019-01-31T10:24:20.913-08:00 Los_Angeles,"","","","","",✓,"",Modulating Valve Sensor,"",AI3,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:206818d9-7d5ec66b CCM,"","","","","","","","",@p:ubcv:r:23e65d0e-a9f5ae66 .+_MODVLVFB(_\d+)?(_TL)?,"","","","","",CCM_AHU_06A_MODVLVFB_TL,Los_Angeles,%,"",✓,"","",✓,"",2020-04-09T19:02:22.95Z UTC
@p:ubcv:r:25cec466-954daf5f CCM Rm 1205 SAV-6-01 SGAV_6_01_SUP_FLW_FDBK,"","","","",@p:ubcv:r:2304b905-95c93d75 CCM 057.0 CCM AHU5AB (580700),"",TL124,"",SGAV_6_01_SUP_FLW_FDBK,"","","","","","","","","","","","","","",@p:ubcv:r:2304b905-95c93d75 CCM 057.0 CCM AHU5AB (580700),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:23dbb94e-444c1edb CCM Rm 1205 SAV-6-01,✓,"","","","","","",@p:ubcv:r:23dbb94e-4db1f01c CCM Floor 1,"","","","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",9290,2020-02-05T08:45:00-08:00 Los_Angeles,ok,"","","","",Number,2020-05-12T14:17:18.029-07:00 Los_Angeles,"","","","","","","","",SGAV_6_01_SUP_FLW_FDBK,✓,AV268,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:206818d9-7d5ec66b CCM,"","","","","","","","","","","","","","",SGAV_6_01_SUP_FLW_FDBK_TL,Los_Angeles,L/s,"","","","","","",2020-04-09T19:02:23.295Z UTC
@p:ubcv:r:226ce5aa-48d47317 CCM Heat Pump Plant HP-2 CCM_HP_2_SRC_EWT,"","","","",@p:ubcv:r:2340261f-ec011b29 CCM 057.0 CCM (580000),"",TL131,✓,CCM_HP_2_SRC_EWT,"","","","","","","","","","",✓,"","","",@p:ubcv:r:2340261f-ec011b29 CCM 057.0 CCM (580000),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","",✓,"","",@p:ubcv:r:23dccabf-6c55e5a4 CCM Heat Pump Plant HP-2,✓,"","","","","","",@p:ubcv:r:216986a9-44c05452 CCM Hydronic Systems,"","","","","",✓,"","","",2020-05-12T14:16:10-07:00 Los_Angeles,"","",101781,2018-04-18T09:06:13-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T14:21:04.541-07:00 Los_Angeles,2019-01-31T10:24:20.717-08:00 Los_Angeles,"","","","","","","",Entering Chilled Water Temp,"",AV16,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:206818d9-7d5ec66b CCM,"","","","","","","","",@p:ubcv:r:23e65d0e-d8467e87 .+_W?S?HP(_.+)?_SRC_EWT(_TL)?,"","",✓,"","",CCM_WSHP_2_SRC_EWT_TL,Los_Angeles,°C,"","","","",✓,"",2020-04-09T19:02:22.35Z UTC
@p:ubcv:r:235920a5-29176e33 CCM AHU-05 AHU-05A NW_AHU_05_A_FAN_FAIL,"","","","",@p:ubcv:r:2304b905-95c93d75 CCM 057.0 CCM AHU5AB (580700),"",TL46,✓,NW_AHU_05_A_FAN_FAIL,"","","","","","","","","","","","","","",@p:ubcv:r:2304b905-95c93d75 CCM 057.0 CCM AHU5AB (580700),"","",✓,"","","","","","","",$equipRef $bmsName,"","","","","","","","","OFF,ON","",@p:ubcv:r:23e5f576-6bafbf5c CCM AHU-05 AHU-05A,✓,"","","","","","",@p:ubcv:r:2203b248-e67f2438 CCM Air Systems,"","","","","",✓,"","","","","",cov,"","",ok,"","","","",Bool,2020-05-12T14:17:15.105-07:00 Los_Angeles,2018-11-28T16:32:30.361-08:00 Los_Angeles,"","","","","","","",NW_AHU_05_A_FAN_FAIL,✓,BV8,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:206818d9-7d5ec66b CCM,"","","","","","","","","","","","","","",NW_AHU_05_A_FAN_FAIL_COV_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:26.04Z UTC
@p:ubcv:r:226ce5aa-9663238d CCM Heat Pump Plant HP-1 CCM_HP_1_SRC_LWT,"","","","",@p:ubcv:r:2340261f-ec011b29 CCM 057.0 CCM (580000),"",TL106,✓,CCM_HP_1_SRC_LWT,"","","","","","","","","","",✓,"","","",@p:ubcv:r:2340261f-ec011b29 CCM 057.0 CCM (580000),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:23dccabf-77d01026 CCM Heat Pump Plant HP-1,✓,"","","","","","",@p:ubcv:r:216986a9-44c05452 CCM Hydronic Systems,"","","","","",✓,"","","",2020-05-12T14:16:07-07:00 Los_Angeles,"","",101777,2018-04-18T09:06:13-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T14:21:04.378-07:00 Los_Angeles,2019-01-31T10:24:21.832-08:00 Los_Angeles,"",✓,"","","","","",Leaving Chilled Water Temp,"",AV13,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:206818d9-7d5ec66b CCM,"","","","","","","","",@p:ubcv:r:24c4edca-356c4244 .+_SRC_LWT(_TL)?,"","",✓,"","",CCM_WSHP_1_SRC_LWT_POLL_TL,Los_Angeles,°C,"","","","",✓,"",2020-04-09T19:02:22.353Z UTC
@p:ubcv:r:23592239-c3c06c2b CCM Unsorted Points SGAV_4_14_SUP_FLW_ALM,"",✓,✓,"",@p:ubcv:r:2304b905-531afc84 CCM 057.0 CCM EF4ABC SW CATWALK (580900),"",TL12,✓,SGAV_4_14_SUP_FLW_ALM,"","","","","","","","","","","","","","",@p:ubcv:r:2304b905-531afc84 CCM 057.0 CCM EF4ABC SW CATWALK (580900),"","",✓,"","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","OFF,ON","",@p:ubcv:r:22b585fe-b3c991c9 CCM Unsorted Points,✓,"","","","",✓,"",@p:ubcv:r:22b585e7-917a1d9d CCM Unsorted Points,"","","","","",✓,"","","","","",cov,"","",ok,"","","","",Bool,2020-05-12T14:21:05.532-07:00 Los_Angeles,2018-11-28T16:33:02.487-08:00 Los_Angeles,"","","","","","","",Discharge Air Flow Alarm,"",BV244,"","","","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:206818d9-7d5ec66b CCM,"","","","","","","","",@p:ubcv:r:2441220b-fc633f3c .+_SUP_FLO?W_ALA?R?M?(_BV)?(_TL)?,"","","","","",SGAV_4_14_SUP_FLW_ALM_COV_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:26.042Z UTC
@p:ubcv:r:22d5eee2-b9b16c0d CCM Unsorted Points P25 W_COLD_P25_S_BV,"","","","",@p:ubcv:r:226ce633-67758708 CCM 057.0 CCM MECH MEZZ RM 1147A (580200),"",TL76,✓,W_COLD_P25_S_BV,"","","","","","","","","","","","","","",@p:ubcv:r:226ce633-67758708 CCM 057.0 CCM MECH MEZZ RM 1147A (580200),"","",✓,"","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","OFF,ON",P25,@p:ubcv:r:22b585fe-b3c991c9 CCM Unsorted Points,✓,"","","","","","",@p:ubcv:r:22b585e7-917a1d9d CCM Unsorted Points,"","","","","",✓,"","","",2019-11-13T08:51:48-08:00 Los_Angeles,"",cov,2,2018-11-05T10:33:01-08:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T14:16:14.023-07:00 Los_Angeles,2018-11-28T16:32:30.335-08:00 Los_Angeles,"","","","","","","",W_COLD_P25_S_BV,✓,BV65,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:206818d9-7d5ec66b CCM,"","","","","","","","","","","","","","",W_COLD_P25_S_BV_COV_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:27.663Z UTC
@p:ubcv:r:22d5eee1-7614aa93 CCM Heat Pump Plant CCM_CIRC_HW_FLW_FL,"","","","",@p:ubcv:r:226ce633-67758708 CCM 057.0 CCM MECH MEZZ RM 1147A (580200),"",TL127,✓,CCM_CIRC_HW_FLW_FL,"","","","","","","","","","","","","","",@p:ubcv:r:226ce633-67758708 CCM 057.0 CCM MECH MEZZ RM 1147A (580200),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:23dccabe-25e6a02f CCM Heat Pump Plant,✓,"","","","","","",@p:ubcv:r:216986a9-44c05452 CCM Hydronic Systems,"","","","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",64832,2018-07-07T01:15:00-07:00 Los_Angeles,ok,"","","","",Number,2020-05-12T14:16:16.106-07:00 Los_Angeles,2018-11-28T16:32:39.392-08:00 Los_Angeles,"","","","","","","",CCM_CIRC_HW_FLW_FL,✓,AI6,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:206818d9-7d5ec66b CCM,"","","","","","","","","","","","","","","",Los_Angeles,_,"","","","","","",2020-04-09T19:15:21.322Z UTC
@p:ubcv:r:2359218f-95367a59 CCM LEF-04 CCM_EF_04_C_ISO_TL,"","","","",@p:ubcv:r:2304b905-0e779642 CCM 057.0 CCM EF INTERFACE (581000),"",TL45,✓,CCM_EF_04_C_ISO_TL,"","","","","","","","","","","","","","",@p:ubcv:r:2304b905-0e779642 CCM 057.0 CCM EF INTERFACE (581000),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:23dcaa17-f1741864 CCM LEF-04,✓,"","","","","","",@p:ubcv:r:2203b248-e67f2438 CCM Air Systems,"","","","","",✓,"","","",2020-05-12T10:00:09-07:00 Los_Angeles,"","",163,2018-10-16T10:00:17-07:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T14:16:15.077-07:00 Los_Angeles,2018-11-28T16:32:44.516-08:00 Los_Angeles,"","","","","","","",CCM_EF_04_C_ISO_TL,✓,"","","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:206818d9-7d5ec66b CCM,"","","","","","","","","","","","","","","",Los_Angeles,"","","","","","","",2020-04-09T19:16:26.866Z UTC
@p:ubcv:r:235920ed-e05b0cb2 CCM AHU-01 CCM_AHU_01_OAD_S,"",✓,"","",@p:ubcv:r:2007bc45-82951d5d CCM AHU-1 (5800300),"",TL4,✓,CCM_AHU_01_OAD_S,"","","","","","","","","","","","","","",@p:ubcv:r:2007bc45-82951d5d CCM AHU-1 (5800300),"","","","","","","",✓,"","",$equipRef $bmsName,"","","","","","","","","Closed,Open","",@p:ubcv:r:23dbc780-8ba1aca0 CCM AHU-01,✓,"","","","","","",@p:ubcv:r:2203b248-e67f2438 CCM Air Systems,"","","","","",✓,"","","",2020-05-05T10:24:44-07:00 Los_Angeles,"","",91,2018-11-05T10:06:14-08:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T14:13:34.162-07:00 Los_Angeles,2019-01-31T10:24:22.061-08:00 Los_Angeles,"","","","","","","","Outside Air Damper ","",BI4,"","","","",✓,"",✓,"","","","","","","","","","","",✓,@p:ubcv:r:206818d9-7d5ec66b CCM,"","","","","","","","",@p:ubcv:r:23e65d0f-cb81333e .+_OAD_S(_TL)?,"","","","","",CCM_AHU_01_OA_DMP_S_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:28.505Z UTC
@p:ubcv:r:23592172-c70baf99 CCM Steam Boilers SB-02 CCM_B2_LWCO_SD_TL,"","","","",@p:ubcv:r:2304b905-e4b2049a CCM 057.0 CCM STEAM HEX  (580100),"",TL65,✓,CCM_B2_LWCO_SD_TL,"","","","","","","","","","","","","","",@p:ubcv:r:2304b905-e4b2049a CCM 057.0 CCM STEAM HEX  (580100),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","NORMAL,ALARM","",@p:ubcv:r:23e39d36-57c904a7 CCM Steam Boilers SB-02,✓,"","","","","","",@p:ubcv:r:216986a9-44c05452 CCM Hydronic Systems,"","","","","",✓,"","","",2020-05-08T12:26:31-07:00 Los_Angeles,"","",426,2018-10-11T21:11:58-07:00 Los_Angeles,ok,"","","","",Bool,2020-05-12T14:14:16.943-07:00 Los_Angeles,2018-11-28T16:32:37.884-08:00 Los_Angeles,"","","","","","","",CCM_B2_LWCO_SD_TL,✓,BV287,"","","","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:206818d9-7d5ec66b CCM,"","","","","","","","","","","","","","","",Los_Angeles,"","","","","","","",2020-04-09T19:16:27.666Z UTC
