id,ahu,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,chemN_1809_FHOpt,chemN_CPP,chilled,chiller,cmd,co2,condenser,connRef,coolingTower,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,domestic,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,filter,flow,groupRef,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,johnson,kind,lastSynced,lastTagged,leaving,low,lowLim,mixed,mixing,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,preFilter,pressure,proj_1830_3W2W,pump,quantityID,rad,return,roomRef,run,runtime,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:238a0dc3-d0fc487e Chem North AHU-2 EF JCL-NAE19/FCB-02.FEC-006.EF1-S,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3009034,✓,JCL-NAE19/FCB-02.FEC-006.EF1-S,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:25d7526b-a4fd1375 Chem North AHU-2 EF,✓,✓,"","",@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","",2020-04-09T09:15:46-07:00 Los_Angeles,"","",6,2018-12-20T12:41:09-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:22:58.364-07:00 Los_Angeles,2018-12-07T09:45:31.654-08:00 Los_Angeles,"","","","","","",Exhaust Fan Run Status,"",BI3009032,"","","","","","",✓,"","","","","","","","","","",✓,"","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/FCB-02.FEC-006.EF1-S.Trend1,Los_Angeles,"","","","","","",2020-04-27T18:35:14.612Z UTC
@p:ubcv:r:238a0dc3-73b9291c Chem North Unsorted Points JCL-NAE19/BACnet1.CANATAL-400010.C-05.BO-2001,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3008820,✓,JCL-NAE19/BACnet1.CANATAL-400010.C-05.BO-2001,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","Inactive,Active","",@p:ubcv:r:2347bb51-be9dbfce Chem North Unsorted Points,"","","","",@p:ubcv:r:2347bb51-3ed5edcb Chem North Unsorted Points,"","",✓,"","","",2020-04-02T13:15:27-07:00 Los_Angeles,"","",604,2018-12-20T12:41:09-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:22:58.367-07:00 Los_Angeles,2018-11-25T13:45:23.278-08:00 Los_Angeles,"","","","","","",JCL-NAE19/BACnet1.CANATAL-400010.C-05.BO-2001,✓,BO3008600,"","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/BACnet1.CANATAL-400010.C-05.BO-2001.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:49:16.184Z UTC
@p:ubcv:r:22724d83-f9e6575c Chem North EF-7 JCL-NAE19/N2-A.19A003DX.EF07-S,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000511,✓,JCL-NAE19/N2-A.19A003DX.EF07-S,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:248050ae-63cd2cad Chem North EF-7,✓,✓,"","",@p:ubcv:r:2203b248-8ad86041 Chem North Air Systems,"","",✓,"","","",2020-02-12T14:12:57-08:00 Los_Angeles,"","",21,2017-08-17T07:52:10-07:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T14:22:58.369-07:00 Los_Angeles,2018-12-07T09:45:28.823-08:00 Los_Angeles,"","","","","","",Exhaust Fan Run Feedback,"",BI3000510,"","","","","","",✓,"","","","","","","","","","",✓,"","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/N2-A.19A003DX.EF07-S.Trend,Los_Angeles,"","","","","","",2020-04-08T18:55:26.314Z UTC
@p:ubcv:r:22724d83-847d7e0c Chem North EF-3 JCL-NAE19/N2-A.19A003DX.EF03-S,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000495,✓,JCL-NAE19/N2-A.19A003DX.EF03-S,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:248050ae-f70c870e Chem North EF-3,✓,✓,"","",@p:ubcv:r:2203b248-8ad86041 Chem North Air Systems,"","",✓,"","","",2020-02-12T14:24:15-08:00 Los_Angeles,"","",21,2017-08-17T07:52:10-07:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T14:22:58.372-07:00 Los_Angeles,2018-12-07T09:45:28.819-08:00 Los_Angeles,"","","","","","",Exhaust Fan Run Feedback,"",BI3000494,"","","","","","",✓,"","","","","","","","","","",✓,"","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/N2-A.19A003DX.EF03-S.Trend,Los_Angeles,"","","","","","",2020-04-08T18:55:36.491Z UTC
@p:ubcv:r:238a0dc2-cc03ae1f Chem North AHU-1 JCL-NAE19/N2-A.19A007DX.RAF-SP,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000149,✓,JCL-NAE19/N2-A.19A007DX.RAF-SP,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:248034e6-55f973a1 Chem North AHU-1,"","","",✓,@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",22590,2018-11-21T17:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.526-07:00 Los_Angeles,2018-12-07T09:45:28.24-08:00 Los_Angeles,"","","","","","",Return Air Flow Sp,"",AO3000148,"","","","","","",✓,"","","","","","","","",✓,"","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"",✓,"","","","",@p:ubcv:r:24e71576-c57c749e .+(\.|-| )RAF-SP,✓,"",JCL-NAE19/N2-A.19A007DX.RAF-SP.Trend,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:01.132Z UTC
@p:ubcv:r:238a0dc3-331c0a44 Chem North AHU-2 JCL-NAE19/FCB-02.FEC-006.CPP.FS_Set,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3009207,✓,JCL-NAE19/FCB-02.FEC-006.CPP.FS_Set,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24803646-eb7fbf79 Chem North AHU-2,"","","","",@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",25667,2018-11-21T17:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.528-07:00 Los_Angeles,2018-11-25T13:45:23.679-08:00 Los_Angeles,"","","","","","",JCL-NAE19/FCB-02.FEC-006.CPP.FS_Set,✓,AV3009206,"","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/FCB-02.FEC-006.CPP.FS_Set.Trend1,Los_Angeles,%,"","","","","",2020-04-09T19:02:01.134Z UTC
@p:ubcv:r:238a0dc3-aa646384 Chem North AHU-1 JCL-NAE19/N2-A.19A007DX.SA-SP,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3006154,✓,JCL-NAE19/N2-A.19A007DX.SA-SP,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:248034e6-55f973a1 Chem North AHU-1,"","","","",@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",23186,2018-11-17T17:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.53-07:00 Los_Angeles,2018-12-07T09:45:30.763-08:00 Los_Angeles,"","","","","","",Discharge Air Pressure Sp,"",AI3000360,"","","","","","",✓,"","","",✓,"","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"",✓,"","","","",@p:ubcv:r:23e65d3d-ca68aab9 .+(\.|-| )SAP?-SP,✓,"",JCL-NAE19/N2-A.19A007DX.SA-SP.Trend2,Los_Angeles,Pa,"","","","","",2020-04-09T19:02:01.136Z UTC
@p:ubcv:r:238a0dc3-9d2fd642 Chem North Rm E218 VAV-E218 JCL-NAE19/N2-A.19A114VM.ZN-T,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3001463,✓,JCL-NAE19/N2-A.19A114VM.ZN-T,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:248034ca-7082722f Chem North Rm E218 VAV-E218,"","","","",@p:ubcv:r:248034ca-1326c828 Chem North Floor 1,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",25667,2018-11-21T17:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.532-07:00 Los_Angeles,2018-12-07T09:45:31.957-08:00 Los_Angeles,"","","","","","",Zone Temp,"",AI3001461,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:248034ca-29835019 Chem North Rm E218,"","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE19/N2-A.19A114VM.ZN-T.Trend,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:01.138Z UTC
@p:ubcv:r:238a0dc3-c7a5cb10 Chem North Heating Plant JCL-NAE19/N2-A.19A001DX.1-2-Lead,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3002001,✓,JCL-NAE19/N2-A.19A001DX.1-2-Lead,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:248034e6-ad88ae7b Chem North Heating Plant,"","","","",@p:ubcv:r:21dff50a-f2e59374 Chem North Hydronic Systems,"","",✓,"","","",2020-01-08T08:07:21-08:00 Los_Angeles,"","",4,2018-12-20T12:41:09-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:22:58.342-07:00 Los_Angeles,2018-11-25T13:45:23.607-08:00 Los_Angeles,"","","","","","",JCL-NAE19/N2-A.19A001DX.1-2-Lead,✓,BO3000410,"","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/N2-A.19A001DX.1-2-Lead.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:13.314Z UTC
@p:ubcv:r:238a0dc3-9f2730f6 Chem North AHU-2 JCL-NAE19/FCB-02.FAC-005.DA-T,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3008966,✓,JCL-NAE19/FCB-02.FAC-005.DA-T,✓,"","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24803646-eb7fbf79 Chem North AHU-2,"","","","",@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",51017,2018-11-22T05:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.677-07:00 Los_Angeles,2018-12-07T09:45:31.926-08:00 Los_Angeles,"","","","","","",Discharge Air Temp,"",AI3008964,"","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,"",✓,JCL-NAE19/FCB-02.FAC-005.DA-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:01.141Z UTC
@p:ubcv:r:238a0dc3-a5caff3a Chem North AHU-2 EF JCL-NAE19/FCB-02.FEC-006.EF1-C,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3009029,✓,JCL-NAE19/FCB-02.FEC-006.EF1-C,"","","","",✓,"","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:25d7526b-a4fd1375 Chem North AHU-2 EF,✓,✓,"","",@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","",2020-04-09T09:15:45-07:00 Los_Angeles,"","",6,2018-12-20T12:41:09-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:22:58.382-07:00 Los_Angeles,2018-12-07T09:45:31.649-08:00 Los_Angeles,"","","","","","",Exhaust Fan Run Cmd,"",BO3009028,"","","","","","",✓,"","","","","","","","","","",✓,"","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3d-b8710d90 .+(\.|-| |_)EF-?(\d+)?\w?-C,"","",JCL-NAE19/FCB-02.FEC-006.EF1-C.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:27.628Z UTC
@p:ubcv:r:22724d83-80c58aac Chem North EF-6 JCL-NAE19/N2-A.19A003DX.EF06-C,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000505,✓,JCL-NAE19/N2-A.19A003DX.EF06-C,"","","","",✓,"","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:248050ae-fd9451c8 Chem North EF-6,✓,✓,"","",@p:ubcv:r:2203b248-8ad86041 Chem North Air Systems,"","",✓,"","","",2020-01-08T08:07:21-08:00 Los_Angeles,"","",19,2017-08-17T07:52:10-07:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T14:22:58.343-07:00 Los_Angeles,2018-12-07T09:45:28.826-08:00 Los_Angeles,"","","","","","",Exhaust Fan Run Cmd,"",BO3000504,"","","","","","",✓,"","","","","","","","","","",✓,"","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3d-b8710d90 .+(\.|-| |_)EF-?(\d+)?\w?-C,"","",JCL-NAE19/N2-A.19A003DX.EF06-C.Trend,Los_Angeles,"","","","","","",2020-04-08T18:55:25.868Z UTC
@p:ubcv:r:238a0dc3-a92bf4ad Chem North Unsorted Points JCL-NAE19/Programming.HVAC.AHU-E2.Total Fume Hood Flow,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3003705,✓,JCL-NAE19/Programming.HVAC.AHU-E2.Total Fume Hood Flow,✓,"","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2347bb51-be9dbfce Chem North Unsorted Points,"","","","",@p:ubcv:r:2347bb51-3ed5edcb Chem North Unsorted Points,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",51018,2018-11-22T05:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.68-07:00 Los_Angeles,2018-11-25T13:45:23.443-08:00 Los_Angeles,"","","","","","",JCL-NAE19/Programming.HVAC.AHU-E2.Total Fume Hood Flow,✓,AV3003655,"","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/Programming.HVAC.AHU-E2.Total Fume Hood Flow.Trend1,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:01.145Z UTC
@p:ubcv:r:238a0dc2-406debae Chem North AHU-2 JCL-NAE19/N2-A.19A126DX.AHU-E2-V,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000163,✓,JCL-NAE19/N2-A.19A126DX.AHU-E2-V,✓,"","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24803646-eb7fbf79 Chem North AHU-2,"","","","",@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",25667,2018-11-21T17:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.542-07:00 Los_Angeles,2018-11-25T13:45:23.956-08:00 Los_Angeles,"","","","","","",JCL-NAE19/N2-A.19A126DX.AHU-E2-V,✓,AI3000162,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:248034ca-0a40699d Lab E413-E415,"","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/N2-A.19A126DX.AHU-E2-V.Trend,Los_Angeles,Pa,"","","","","",2020-04-09T19:02:01.147Z UTC
@p:ubcv:r:238a0dc3-cc3a3f6a Chem North Domestic Heating Plant JCL-NAE19/N2-A.19A001DX.DHX1-MV-FB,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3008150,✓,JCL-NAE19/N2-A.19A001DX.DHX1-MV-FB,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24805dca-839a2f8f Chem North Domestic Heating Plant,"","","","",@p:ubcv:r:21dff50a-f2e59374 Chem North Hydronic Systems,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",51467,2018-11-21T05:30:00-08:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:22:58.683-07:00 Los_Angeles,2018-12-07T09:45:31.318-08:00 Los_Angeles,"","","","",✓,"","Mixing Valve ","",AI3008149,"","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:24928c48-94e453d9 .+(\.|-| )MV-FB,"","",JCL-NAE19/N2-A.19A001DX.DHX1-MV-FB.Trend1,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:01.148Z UTC
@p:ubcv:r:238a0dc2-dda9ce3d Chem North Heating Plant JCL-NAE19/N2-A.19A001DX.RHS-T,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3000219,✓,JCL-NAE19/N2-A.19A001DX.RHS-T,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:248034e6-ad88ae7b Chem North Heating Plant,"","","","",@p:ubcv:r:21dff50a-f2e59374 Chem North Hydronic Systems,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",25667,2018-11-21T17:30:00-08:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:22:58.546-07:00 Los_Angeles,2018-11-25T13:45:24.026-08:00 Los_Angeles,✓,"","","","","",Leaving Hot Water Temp,"",AI3000218,"","","","","","",✓,"","","","",✓,"","","","","","","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:24807a3e-6e65951e .+(\.|-|_)RHS-T,"",✓,JCL-NAE19/N2-A.19A001DX.RHS-T.Trend,Los_Angeles,°C,"","","",✓,"",2020-04-09T19:02:01.15Z UTC
@p:ubcv:r:238a0dc3-aefc9575 Chem North Unsorted Points JCL-NAE19/Programming.Weather Predictor.Friday OA-T,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3005528,✓,JCL-NAE19/Programming.Weather Predictor.Friday OA-T,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2347bb51-be9dbfce Chem North Unsorted Points,"","","","",@p:ubcv:r:2347bb51-3ed5edcb Chem North Unsorted Points,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12995,2018-11-17T18:00:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.544-07:00 Los_Angeles,2018-11-25T13:45:23.767-08:00 Los_Angeles,"","","","","","",Outside Air Temp,"",AV3005527,"","","","",✓,"",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3d-5671e7b8 .+(\.|-| |_)OA(_|-)T,"",✓,JCL-NAE19/Programming.Weather Predictor.Friday OA-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:01.149Z UTC
@p:ubcv:r:238a0dc3-fe93e87d Chem North Lab E413 RAD-2 JCL-NAE19/N2-A.19A123VA.RAD2-V,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3002471,✓,JCL-NAE19/N2-A.19A123VA.RAD2-V,"","","","",✓,"","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2480660e-21f2def2 Chem North Lab E413 RAD-2,"","","","",@p:ubcv:r:248034ca-f0c31ae3 Chem North Floor 3,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",51467,2018-11-21T05:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.685-07:00 Los_Angeles,2018-11-25T13:45:23.43-08:00 Los_Angeles,"","","","","","",Rad Valve Cmd,"",AO3001761,"","","","","",✓,✓,"","","","","","","",✓,"",@p:ubcv:r:2480660e-625176ed Chem North Lab E413,"","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:2411c4bd-2cabfe50 .+(\.|-| )RAD\d-V,"","",JCL-NAE19/N2-A.19A123VA.RAD2-V.Trend1,Los_Angeles,%,"",✓,"","","",2020-04-14T16:50:02.105Z UTC
@p:ubcv:r:238a0dc3-c5d1560d Chem North Rm E313 VAV-E313 JCL-NAE19/N2-A.19A118VM.SAF-SP,"",✓,"",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3009194,✓,JCL-NAE19/N2-A.19A118VM.SAF-SP,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:248034ca-9fa9978c Chem North Rm E313 VAV-E313,"","","",✓,@p:ubcv:r:248034ca-f3b563ef Chem North Floor 2,"","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",51018,2018-11-22T05:30:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.724-07:00 Los_Angeles,2018-12-07T09:45:31.374-08:00 Los_Angeles,"","","","","","",Discharge Air Flow Sp,"",AO3001589,"","","","","","",✓,"","","","","","","","","",@p:ubcv:r:248034ca-e86833d5 Chem North Rm E313,"","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"",✓,"","","","",@p:ubcv:r:23e65d3d-dcc151d5 .+(\.|-| )SAF(LOW)?-SP,"","",JCL-NAE19/N2-A.19A118VM.SAF-SP.Trend1,Los_Angeles,L/s,"","","","","",2020-04-09T19:02:01.158Z UTC
@p:ubcv:r:238a0dc3-fbad2415 Chem North AHU-2 P11 JCL-NAE19/FCB-02.FAC-005.P11-S,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3008989,✓,JCL-NAE19/FCB-02.FAC-005.P11-S,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","Off,On",P11,@p:ubcv:r:24803646-eb7fbf79 Chem North AHU-2,"","","","",@p:ubcv:r:248034e6-b6b50772 Chem North Air  Systems,"","",✓,"","","",2020-05-12T10:55:29-07:00 Los_Angeles,"","",2723,2018-12-20T12:41:09-08:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:22:58.391-07:00 Los_Angeles,2018-12-07T09:45:32.165-08:00 Los_Angeles,"","","","","","",Run Status,"",BI3008987,"","","","","","",✓,"","","","","",✓,"","","","",✓,"","",✓,@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"","",JCL-NAE19/FCB-02.FAC-005.P11-S.Trend1,Los_Angeles,"","","","","","",2020-05-12T11:03:27.942Z UTC
@p:ubcv:r:22724d83-c469b477 Chem North Unsorted Points JCL-NAE19/N2-A.19A003DX.CHW-ENB,"","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"",TL3003108,✓,JCL-NAE19/N2-A.19A003DX.CHW-ENB,"","","","","","","",@p:ubcv:r:21e6b359-6ae22e34 CHEMN (NAE-19),"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2347bb51-be9dbfce Chem North Unsorted Points,"","","","",@p:ubcv:r:2347bb51-3ed5edcb Chem North Unsorted Points,"","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",106397,2018-04-23T13:40:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:22:58.727-07:00 Los_Angeles,2018-07-30T13:54:04.215-07:00 Los_Angeles,"","","","","","",JCL-NAE19/N2-A.19A003DX.CHW-ENB,✓,AO3000239,"","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093b3b4-af6809d9 Chem North,"","","","","","","","","",JCL-NAE19/N2-A.19A003DX.CHW-ENB.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:02:01.16Z UTC
