id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,boiler,bypass,chilled,cmd,co2,connRef,cooling,cur,curStatus,curVal,damper,delta,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,gas,groupRef,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,lowLim,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,power,pressure,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:23d4f831-65dc67fc Ponderosa West Unsorted Points PON_WEST_DC01_HWR_ISO_VLV,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL23,✓,PON_WEST_DC01_HWR_ISO_VLV,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","Open,Closed","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-09T19:39:19-07:00 Los_Angeles,"","",2200,2019-01-18T07:15:08-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:19.393-07:00 Los_Angeles,"","","",PON_WEST_DC01_HWR_ISO_VLV,✓,BO3104,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_DC01_HWR_ISO_VLV_COV_TL,Los_Angeles,"","","","","","",2020-05-07T12:20:48.769Z UTC
@p:ubcv:r:23d4fb34-83ca5a7b Ponderosa West Unsorted Points PON_WEST_FC402_HCV,"","",@p:ubcv:r:23d4f5e4-9289b7a7 PONDW PON_WEST_FC402_CP710136 (710136),"",TL3,✓,PON_WEST_FC402_HCV,"","","",✓,"",@p:ubcv:r:23d4f5e4-9289b7a7 PONDW PON_WEST_FC402_CP710136 (710136),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,✓,"",✓,"","","",2020-05-12T15:56:58-07:00 Los_Angeles,"","",322393,2019-01-18T06:32:28-08:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:56:42.409-07:00 Los_Angeles,2019-01-23T16:53:04.23-08:00 Los_Angeles,"","",Heating Valve Cmd,"",AO4,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",PON_WEST_FC402_HCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:36.972Z UTC
@p:ubcv:r:23d4f819-3e9511ad Ponderosa West Unsorted Points BTU_W_HW_RWT_MUX,"","",@p:ubcv:r:23d4ee53-e3135191 PONDW 904.0 PONDEROSA WEST MAPLE (710000),"",TL48,✓,BTU_W_HW_RWT_MUX,"","","","","",@p:ubcv:r:23d4ee53-e3135191 PONDW 904.0 PONDEROSA WEST MAPLE (710000),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","",46251,2019-01-16T11:15:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:47:41.241-07:00 Los_Angeles,"","","",BTU_W_HW_RWT_MUX,✓,AV1022,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",MV_Pond-West_EM-W05-EWT,Los_Angeles,°C,"","","","","",2020-04-09T19:02:36.573Z UTC
@p:ubcv:r:23d4f831-1fe18436 Ponderosa West Unsorted Points PON_WEST_BLR_HWRT,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL93,✓,PON_WEST_BLR_HWRT,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","",✓,"","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:28-07:00 Los_Angeles,"","",44055,2019-01-15T10:13:30-08:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:55:19.949-07:00 Los_Angeles,2019-01-23T16:53:19.406-08:00 Los_Angeles,"","",Entering Hot Water Temp,"",AI1402,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:23e65d0e-2ae762c1 .+_HWRT(_AV)?(_\d+)?(_TL)?,✓,PON_WEST_BLR_HWRT_POLL_TL,Los_Angeles,°C,"","","",✓,"",2020-05-07T12:20:48.798Z UTC
@p:ubcv:r:23d4f830-cb3bc8e8 Ponderosa West Unsorted Points PON_WEST_1_2_DCW_USAGE_THIS_YEAR_AV,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL1000,✓,PON_WEST_1_2_DCW_USAGE_THIS_YEAR_AV,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2019-12-23T12:24:22-08:00 Los_Angeles,"","",2,2019-01-29T13:01:35-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:18.282-07:00 Los_Angeles,"","","",PON_WEST_1_2_DCW_USAGE_THIS_YEAR_AV,✓,AV1035,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_1_2_DCW_USAGE_THIS_YEAR_AV_COV_TL,Los_Angeles,L,"","","","","",2020-05-07T12:20:48.811Z UTC
@p:ubcv:r:23d4faf6-0c7f7d13 Ponderosa West Unsorted Points PON_WEST_FC312_RT_SP,✓,"",@p:ubcv:r:23d4f5e4-646c37af PONDW PON_WEST_FC312_CP710134 (710134),"",TL6,✓,PON_WEST_FC312_RT_SP,"","","","","",@p:ubcv:r:23d4f5e4-646c37af PONDW PON_WEST_FC312_CP710134 (710134),"","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:51:01-07:00 Los_Angeles,"","",319543,2019-01-18T06:30:04-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:51:44.437-07:00 Los_Angeles,2019-01-23T16:53:00.566-08:00 Los_Angeles,"","",Zone Temp Effective Sp,"",AV7,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,PON_WEST_FC312_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:36.959Z UTC
@p:ubcv:r:24d4ba4d-0b24a519 Ponderosa West Unsorted Points PON_WEST_MUA1_HCP5S,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL45,✓,PON_WEST_MUA1_HCP5S,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:45:00-07:00 Los_Angeles,"","",27317,2019-07-30T13:00:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:19.403-07:00 Los_Angeles,"","","",PON_WEST_MUA1_HCP5S,✓,AI4304,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_MUA1_HCP5S_TL,Los_Angeles,A,"","","","","",2020-05-07T12:20:48.837Z UTC
@p:ubcv:r:23d4fcae-f31f5c30 Ponderosa West Unsorted Points PON_WEST_MUA1_SAT,✓,"",@p:ubcv:r:23d4ef8b-e83e0daf PONDW PON_WEST_MUA1_CP710400 (710400),"",TL100,✓,PON_WEST_MUA1_SAT,"","","","","",@p:ubcv:r:23d4ef8b-e83e0daf PONDW PON_WEST_MUA1_CP710400 (710400),"","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:57:41-07:00 Los_Angeles,"","",138299,2019-01-17T01:15:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:57:58.985-07:00 Los_Angeles,2019-01-23T16:53:25.119-08:00 Los_Angeles,"","",Discharge Air Temp,"",AI2,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,✓,PON_WEST_MUA1_SAT_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.118Z UTC
@p:ubcv:r:23d4f831-96d123a3 Ponderosa West Unsorted Points PON_WEST_BLR_VLV_B,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL104,✓,PON_WEST_BLR_VLV_B,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:29-07:00 Los_Angeles,"","",43114,2019-01-17T22:14:04-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:19.953-07:00 Los_Angeles,"","","",PON_WEST_BLR_VLV_B,✓,AO1304,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_BLR_VLV_B_POLL_TL,Los_Angeles,%,"","","","","",2020-05-07T12:20:48.867Z UTC
@p:ubcv:r:23d4f830-13a64a30 Ponderosa West Unsorted Points PON_WEST_AVG_HCV_BV,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL10066,✓,PON_WEST_AVG_HCV_BV,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-09T19:35:44-07:00 Los_Angeles,"","",1246,2018-11-22T05:00:07-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:19.409-07:00 Los_Angeles,"","","",PON_WEST_AVG_HCV_BV,✓,BV10003,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_AVG_HCV_BV_TL,Los_Angeles,"","","","","","",2020-05-07T12:20:48.88Z UTC
@p:ubcv:r:23d4fad8-bc29acb2 Ponderosa West Unsorted Points PON_WEST_FC311_HCV,"","",@p:ubcv:r:23d4f5e4-0ac53304 PONDW PON_WEST_FC311_CP710133 (710133),"",TL3,✓,PON_WEST_FC311_HCV,"","","",✓,"",@p:ubcv:r:23d4f5e4-0ac53304 PONDW PON_WEST_FC311_CP710133 (710133),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,✓,"",✓,"","","",2020-05-12T15:49:59-07:00 Los_Angeles,"","",43881,2019-01-16T11:13:51-08:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T15:51:42.911-07:00 Los_Angeles,2019-01-23T16:53:21.395-08:00 Los_Angeles,"","",Heating Valve Cmd,"",AO4,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:2453b6df-d7db47fd .+_(P|\d+)?HCV(_AV|_TL)?,"",PON_WEST_FC311_HCV_TL,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:02:36.951Z UTC
@p:ubcv:r:23d4f8bd-4d44710b Ponderosa West Unsorted Points PON_WEST_FC202A_RT_SP,✓,"",@p:ubcv:r:23d4f5e4-dc2f2780 PONDW PON_WEST_FC202A_CP710108 (710108),"",TL6,✓,PON_WEST_FC202A_RT_SP,"","","","","",@p:ubcv:r:23d4f5e4-dc2f2780 PONDW PON_WEST_FC202A_CP710108 (710108),"","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:00-07:00 Los_Angeles,"","",317502,2019-01-18T06:23:51-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:53:34.781-07:00 Los_Angeles,2019-01-23T16:53:24.74-08:00 Los_Angeles,"","",Zone Temp Effective Sp,"",AV7,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"",✓,"","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,✓,PON_WEST_FC202A_RT_SP_TL,Los_Angeles,°C,"","","","",✓,2020-04-09T19:02:36.805Z UTC
@p:ubcv:r:23d4f831-78e94f6c Ponderosa West Unsorted Points PON_WEST_HP_HW_ISOV,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL57,✓,PON_WEST_HP_HW_ISOV,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","Open,Closed","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2019-12-23T12:24:22-08:00 Los_Angeles,"","",2,2019-01-29T13:01:35-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:18.345-07:00 Los_Angeles,"","","",PON_WEST_HP_HW_ISOV,✓,BO2602,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_HP_HW_ISOV_COV_TL,Los_Angeles,"","","","","","",2020-05-07T12:20:48.972Z UTC
@p:ubcv:r:23d4f831-f799a774 Ponderosa West Unsorted Points PON_WEST_SUPPLY_P4_VFD_FB,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL109,✓,PON_WEST_SUPPLY_P4_VFD_FB,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:29-07:00 Los_Angeles,"","",44681,2019-01-13T13:13:07-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:19.967-07:00 Los_Angeles,"","","",PON_WEST_SUPPLY_P4_VFD_FB,✓,AI2204,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",MV_PON_WEST_SUPPLY_P4_VFD_FB_POLL_TL,Los_Angeles,%,"","","","","",2020-05-07T12:20:48.984Z UTC
@p:ubcv:r:23d4fbe0-7b23552f Ponderosa West Unsorted Points PON_WEST_FC407_FS_BV,"","",@p:ubcv:r:23d4f5e4-a4cee2b9 PONDW PON_WEST_FC407_CP710141 (710141),"",TL21,✓,PON_WEST_FC407_FS_BV,"","","","","",@p:ubcv:r:23d4f5e4-a4cee2b9 PONDW PON_WEST_FC407_CP710141 (710141),"","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:00:02-07:00 Los_Angeles,"","",728,2019-01-14T05:00:01-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:57:59.285-07:00 Los_Angeles,"","","",PON_WEST_FC407_FS_BV,✓,BV4,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_FC407_FS_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:00.189Z UTC
@p:ubcv:r:23d4f8a9-4936fec1 Ponderosa West Unsorted Points PON_WEST_FC201B_FC,"","",@p:ubcv:r:23d4f5e4-f15ef0b1 PONDW PON_WEST_FC201B_CP710107 (710107),"",TL20,✓,PON_WEST_FC201B_FC,"","","","","",@p:ubcv:r:23d4f5e4-f15ef0b1 PONDW PON_WEST_FC201B_CP710107 (710107),"","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:00:01-07:00 Los_Angeles,"","",696,2019-01-14T05:00:01-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:56:43.485-07:00 Los_Angeles,"","","",PON_WEST_FC201B_FC,✓,BO1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_FC201B_FC_COV_TL,Los_Angeles,"","","","","","",2020-04-08T18:53:03.38Z UTC
@p:ubcv:r:23d4fc56-b7ea0502 Ponderosa West Unsorted Points PON_WEST_FC411_SAT_SP,✓,"",@p:ubcv:r:23d4f5e4-af731b41 PONDW PON_WEST_FC411_CP710145 (710145),"",TL7,✓,PON_WEST_FC411_SAT_SP,"","","","","",@p:ubcv:r:23d4f5e4-af731b41 PONDW PON_WEST_FC411_CP710145 (710145),"","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:48:56-07:00 Los_Angeles,"","",322484,2019-01-18T06:36:00-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:49:30.257-07:00 Los_Angeles,2019-01-23T16:53:00.559-08:00 Los_Angeles,"","",Discharge Air Temp Sp,"",AV5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"",✓,"","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,PON_WEST_FC411_SAT_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:37.03Z UTC
@p:ubcv:r:23d4fc56-2e216bd8 Ponderosa West Unsorted Points PON_WEST_FC411_MODE,"","",@p:ubcv:r:23d4f5e4-af731b41 PONDW PON_WEST_FC411_CP710145 (710145),"",TL9,✓,PON_WEST_FC411_MODE,"","","","","",@p:ubcv:r:23d4f5e4-af731b41 PONDW PON_WEST_FC411_CP710145 (710145),"","","","","","","",$equipRef $bmsName,"","","","","","","OCCUPIED,OS,NSB_HTG,OVR,DAYSB_ON,DAYSB_OFF,UNOCCUPIED,PURGE","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T15:00:01-07:00 Los_Angeles,"","",824,2019-01-14T05:00:01-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:49:30.54-07:00 Los_Angeles,"","","",PON_WEST_FC411_MODE,✓,MSV1,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_FC411_MODE_TL,Los_Angeles,"","","","","","",2020-04-08T18:52:20.029Z UTC
@p:ubcv:r:23d4fa50-c320a85c Ponderosa West Unsorted Points PON_WEST_FC306_SAT_SP,✓,"",@p:ubcv:r:23d4f5e4-1f7221a8 PONDW PON_WEST_FC306_CP710128 (710128),"",TL7,✓,PON_WEST_FC306_SAT_SP,"","","","","",@p:ubcv:r:23d4f5e4-1f7221a8 PONDW PON_WEST_FC306_CP710128 (710128),"","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:55:00-07:00 Los_Angeles,"","",322507,2019-01-18T06:25:26-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:19.68-07:00 Los_Angeles,2019-01-23T16:53:21.567-08:00 Los_Angeles,"","",Discharge Air Temp Sp,"",AV5,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"",✓,"","","",@p:ubcv:r:23e65d0e-055565a9 .+_SAT(_RHCV)?_SP(_AV)?(_TL)?,✓,PON_WEST_FC306_SAT_SP_TL,Los_Angeles,°C,"","","","","",2020-04-09T19:02:36.922Z UTC
@p:ubcv:r:23d4f831-bd50f1b3 Ponderosa West Unsorted Points PON_WEST_SUPPLY_P3_VFD_FB,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL111,✓,PON_WEST_SUPPLY_P3_VFD_FB,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:53:29-07:00 Los_Angeles,"","",44681,2019-01-13T13:13:07-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:55:19.993-07:00 Los_Angeles,"","","",PON_WEST_SUPPLY_P3_VFD_FB,✓,AI2202,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",MV_PON_WEST_SUPPLY_P3_VFD_FB_POLL_TL,Los_Angeles,%,"","","","","",2020-05-07T12:20:49.042Z UTC
@p:ubcv:r:23d4f831-1b0fa3a8 Ponderosa West Unsorted Points PON_WEST_EF10_EFS_BV,"","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL196,✓,PON_WEST_EF10_EFS_BV,"","","","","",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:00:23-07:00 Los_Angeles,"","",732,2019-01-11T05:00:22-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:19.421-07:00 Los_Angeles,"","","",PON_WEST_EF10_EFS_BV,✓,BV47,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_EF10_EFS_BV_COV_TL,Los_Angeles,"","","","","","",2020-05-07T12:20:49.056Z UTC
@p:ubcv:r:23d4fca5-47024ad7 Ponderosa West Unsorted Points PON_WEST_MUA2_HC_VLV,"","",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"",TL102,✓,PON_WEST_MUA2_HC_VLV,"","","","","",@p:ubcv:r:23d4ef8b-468d255d PONDW PON_WEST_HRV2_HRV3_MUA2_CP710200 (710200),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,"","","","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:55:39-07:00 Los_Angeles,"","",129483,2019-01-17T01:14:47-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:57:24.597-07:00 Los_Angeles,"","","",PON_WEST_MUA2_HC_VLV,✓,AO10,"","","","",✓,"","","","","","","","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","","","",PON_WEST_MUA2_HCV_TL,Los_Angeles,%,"","","","","",2020-04-09T19:02:37.05Z UTC
@p:ubcv:r:23d4f831-4a9c88c1 Ponderosa West Unsorted Points PON_WEST_EF10_EFC,✓,"",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"",TL63,✓,PON_WEST_EF10_EFC,"","","",✓,"",@p:ubcv:r:23d4f568-be196e9a PONDW UBC PONDEROSA WEST RM B2003 (710100),"","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:23d4f818-507e44da Ponderosa West Unsorted Points,✓,✓,✓,"","","","",@p:ubcv:r:23d4f818-414533f1 Ponderosa West Unsorted Points,"","",✓,"","","",2020-05-12T15:00:20-07:00 Los_Angeles,"","",732,2019-01-11T05:00:20-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:55:19.424-07:00 Los_Angeles,"","","",Exhaust Fan Run Cmd,"",BO4103,"","","","",✓,"","","","","",✓,"","",@p:ubcv:r:20a65bf1-41636d82 Ponderosa West,"","","","","",@p:ubcv:r:245cddb1-fc491e66 .+_EFC(_\d+)?(_TL)?,"",PON_WEST_EF10_EFC_COV_TL,Los_Angeles,"","","","","","",2020-05-07T12:20:49.113Z UTC
