id,ahu,ahuMode,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,bypass,capacity,chilled,close,cmd,co,co2,condenser,connRef,cool,cooling,covTest,cur,curConvert,curStatus,curVal,current,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,elecMeterLoad,emergency,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,groupRef,header,heat,heating,heatingMode,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,hvac,inMind,kind,lastSynced,lastTagged,leaving,level,lowLim,max,min,mixed,mode,motion,navName,noTagMatch,objectId,occ,occumancy,opcConnRef,opcCur,opcPoint,open,outside,perimeterHeat,point,pointType,pool,power,pressure,primaryLoop,primarySide,pump,quantityID,return,roomRef,run,runtime,scheduleOcc,secondaryLoop,secondarySide,sensor,shortName,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,tank,temp,test2019,testUnits,tlName,tz,unit,utilityPoint,uv,valve,vavMode,volt,voltage,volume,water,waterMeterLoad,zone,zones,mod
@p:ubcv:r:22174bdc-a77bdb71 Aquatic Centre Unsorted Points AqC_TX_1P3_PWR_MTR_TOTAL_Wh_CURRENT,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL1118,✓,AqC_TX_1P3_PWR_MTR_TOTAL_Wh_CURRENT,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","","",2020-05-12T11:05:01-07:00 Los_Angeles,"","","",575701,2018-02-14T05:49:49-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:33.78-07:00 Los_Angeles,2018-11-28T16:32:57.143-08:00 Los_Angeles,"","","","","","","","",AqC_TX_1P3_PWR_MTR_TOTAL_Wh_CURRENT,✓,AV780,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_TX_1P3_PWR_MTR_TOTAL_Wh_CURRENT_POLL_TL,Los_Angeles,Wh,"","","","","","","","","","","",2020-04-09T19:02:43.055Z UTC
@p:ubcv:r:22174bdd-6cdc849f Aquatic Centre Pool-50M AqC_50M_PL_PUMP_MIN_SPD_AV,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL636,✓,AqC_50M_PL_PUMP_MIN_SPD_AV,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba99-5d679db3 Aquatic Centre Pool-50M,✓,"","","","","",@p:ubcv:r:2217879b-57ff289f Aquatic Centre Pools,"","","","","",✓,"","","",2020-05-12T11:04:54-07:00 Los_Angeles,"","","",575907,2018-02-14T06:12:28-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:32.825-07:00 Los_Angeles,2018-11-28T16:32:50.134-08:00 Los_Angeles,"","","","","","","","",AqC_50M_PL_PUMP_MIN_SPD_AV,✓,AV124,"","","","","","","","",✓,"",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_50M_PL_PUMP_MIN_SPD_AV_POLL_TL,Los_Angeles,%,"","","","","","","","","","","",2020-04-09T19:02:43.054Z UTC
@p:ubcv:r:22174a3a-ee3d34f1 Aquatic Centre Rainwater Harvesting System AqC_RWH_SP9_S,"","","","","",@p:ubcv:r:220f7dfd-96fb25ec AqC AqC eBCON Pool Storage (770400),"",TL32,✓,AqC_RWH_SP9_S,"","","","","","","","",@p:ubcv:r:220f7dfd-96fb25ec AqC AqC eBCON Pool Storage (770400),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba9a-a95a9bf7 Aquatic Centre Rainwater Harvesting System,✓,"","","","","",@p:ubcv:r:22178d4c-e4a410c4 Aquatic Centre Hydronic Systems,"","","","","",✓,"","","",2020-05-12T11:05:35-07:00 Los_Angeles,"","","",576500,2018-02-14T05:22:21-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:07:36.551-07:00 Los_Angeles,2018-11-28T16:32:54.563-08:00 Los_Angeles,"","","","","","","","",AqC_RWH_SP9_S,✓,AI2207,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_RWH_SP9_S_POLL_TL,Los_Angeles,A,"","","","","","","","","","","",2020-04-09T19:02:42.929Z UTC
@p:ubcv:r:22174be0-ebe3cb79 Aquatic Centre AHU-03 AqC_AHU3_MALE_CHG_RM_RAD,"","",✓,"","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"",TL107,✓,AqC_AHU3_MALE_CHG_RM_RAD,"","","","",✓,"","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"","","","","","","","",✓,"","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba73-8ac3c405 Aquatic Centre AHU-03,✓,"","","","","",@p:ubcv:r:2203b248-4c49a08f Aquatic Centre Air Systems,"","","","","",✓,"","","",2020-05-12T11:00:59-07:00 Los_Angeles,"","","",576700,2018-02-14T06:02:35-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:09.623-07:00 Los_Angeles,2019-01-23T16:53:27.401-08:00 Los_Angeles,"","","","","","","","",Return Air Damper Cmd,"",AO3104,"","","","","","","","",✓,"","","","","","","","",✓,"","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e65d0f-a354a86b .+_RAD(_TL)?,"","","","","",AqC_AHU3_MALE_CHG_RM_RAD_POLL_TL,Los_Angeles,%,"","","","","","","","","","","",2020-04-09T19:02:41.988Z UTC
@p:ubcv:r:22174bdc-e16e69dc Aquatic Centre Unsorted Points AqC_WM7_MTR_THIS_JUN,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL1194,✓,AqC_WM7_MTR_THIS_JUN,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","","",2020-05-12T11:05:18-07:00 Los_Angeles,"","","",576215,2018-02-14T05:39:37-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:34.792-07:00 Los_Angeles,2018-11-28T16:32:53.886-08:00 Los_Angeles,"","","","","","","","",AqC_WM7_MTR_THIS_JUN,✓,AV364,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_WM7_MTR_THIS_JUN_POLL_TL,Los_Angeles,L,"","","","","","","","","","","",2020-04-09T19:02:43.056Z UTC
@p:ubcv:r:22174975-8aca62aa Aquatic Centre Cooling Plant AqC_CHS_P10B_S_BV,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL475,✓,AqC_CHS_P10B_S_BV,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","OFF,ON",P10B,@p:ubcv:r:2220ba9a-23eb0eee Aquatic Centre Cooling Plant,✓,"","","","","",@p:ubcv:r:22178d4c-e4a410c4 Aquatic Centre Hydronic Systems,"","","","","",✓,"","","",2020-04-17T10:34:24-07:00 Los_Angeles,"","","",1177,2017-10-11T20:43:29-07:00 Los_Angeles,ok,"","","","","",Bool,2020-05-12T11:01:36.703-07:00 Los_Angeles,2018-11-28T16:32:36.061-08:00 Los_Angeles,"","","","","","","","",AqC_CHS_P10B_S_BV,✓,BV96,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_CHS_P10B_S_BV_COV_TL,Los_Angeles,"","","","","","","","","","","","",2020-04-30T13:07:28.344Z UTC
@p:ubcv:r:22174976-bb68296e Aquatic Centre Unsorted Points AqC_P7A_VFD_MOTOR_VOLTAGE,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL561,✓,AqC_P7A_VFD_MOTOR_VOLTAGE,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","","",2020-05-12T11:01:28-07:00 Los_Angeles,"","","",575739,2018-02-14T05:10:41-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:41.625-07:00 Los_Angeles,2019-01-23T16:53:02.413-08:00 Los_Angeles,"","","","","","","","",Voltage,"",AV548,"","","","","","","","",✓,"","","","","","","","","","","","","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:2441263b-bcbf367c .+_MOTOR_VOLTAGE(_TL)?,"","","","","",AqC_P7A_VFD_MOTOR_VOLTAGE_POLL_TL,Los_Angeles,V,"","","","",✓,✓,"","","","","",2020-04-30T13:07:28.157Z UTC
@p:ubcv:r:25bc8790-afce64f0 Aquatic Centre Unsorted Points AqC_AHU2_EA_AFLW_AV,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL684,"",AqC_AHU2_EA_AFLW_AV,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","","",2020-05-12T10:59:09-07:00 Los_Angeles,"","","",31723,2020-01-22T15:55:15-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:37.998-07:00 Los_Angeles,"","","","","","","","","",AqC_AHU2_EA_AFLW_AV,✓,AV664,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_AHU2_EA_AFLW_AV_POLL_TL,Los_Angeles,L/s,"","","","","","","","","","","",2020-04-30T13:07:27.85Z UTC
@p:ubcv:r:22174bdf-07a532bb Aquatic Centre Unsorted Points AqC_TX_1P3_PWR_MTR_PHASE_C_REACTIVE_POWER,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL956,✓,AqC_TX_1P3_PWR_MTR_PHASE_C_REACTIVE_POWER,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","",VAR => kW,2020-05-12T11:04:45-07:00 Los_Angeles,"","","",576111,2018-02-14T06:13:03-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:31.322-07:00 Los_Angeles,2019-01-23T16:52:55.569-08:00 Los_Angeles,"","","","","","","","",Power,"",AV947,"","","","","","","","",✓,"","",✓,"","","","","","","","","","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e65d0f-1a1d5719 .+_POWER(_TL)?,"","","","","",AqC_TX_1P3_PWR_MTR_PHASE_C_REACTIVE_POWER_POLL_TL,Los_Angeles,kW,"","","","","","","","","","","",2020-04-21T20:22:22.201Z UTC
@p:ubcv:r:25bc8790-14001d4d Aquatic Centre Unsorted Points AqC_AHU2_RF_VFD_SPD_MIN,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL683,"",AqC_AHU2_RF_VFD_SPD_MIN,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","","",2020-05-12T10:59:09-07:00 Los_Angeles,"","","",31723,2020-01-22T15:55:15-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:38.004-07:00 Los_Angeles,"","","","","","","","","",AqC_AHU2_RF_VFD_SPD_MIN,✓,AV663,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_AHU2_RF_VFD_SPD_MIN_POLL_TL,Los_Angeles,%,"","","","","","","","","","","",2020-04-30T13:07:27.883Z UTC
@p:ubcv:r:2220c00f-73378e8b Aquatic Centre Rm 191 VAV18 AqC_VAV18_RM191_DMP,"","",✓,"","",@p:ubcv:r:220f903b-87191d66 AqC AqC VAV18 RM191 CP770118 (770118),"",TL6,✓,AqC_VAV18_RM191_DMP,"","","","",✓,"","","",@p:ubcv:r:220f903b-87191d66 AqC AqC VAV18 RM191 CP770118 (770118),"","","","","","","","",✓,"","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:2220dabd-c963d8ec Aquatic Centre Rm 191 VAV18,✓,"","","","","",@p:ubcv:r:220fb223-5e713045 Aquatic Centre Floor 1,"","","","","",✓,"","","",2020-05-12T10:55:27-07:00 Los_Angeles,"","","",116671,2018-02-20T06:46:29-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:27.09-07:00 Los_Angeles,2019-04-11T16:04:13.463-07:00 Los_Angeles,"","","","","","","","",Discharge Air Damper Cmd,"",AV16,"","","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:2220dabd-5ced8278 Aquatic Centre Rm 191,"","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e65d0e-f295c554 (.+_)?VAV.+_DMP(_TL)?,"","","","","",AqC_VAV18_RM191_DMP_TL,Los_Angeles,%,"","","","","","","","","","","",2020-04-09T19:02:42.911Z UTC
@p:ubcv:r:2220c121-d75c5150 Aquatic Centre Rm 201 EF-05 AqC_EF05_C,"","",✓,"","",@p:ubcv:r:220f7dfd-96fb25ec AqC AqC eBCON Pool Storage (770400),"",TL76,✓,AqC_EF05_C,"","","","",✓,"","","",@p:ubcv:r:220f7dfd-96fb25ec AqC AqC eBCON Pool Storage (770400),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","OFF,ON","",@p:ubcv:r:2220c3a0-629b8a20 Aquatic Centre Rm 201 EF-05,✓,✓,✓,"","","",@p:ubcv:r:220fb223-b952a678 Aquatic Centre Floor 2,"","","","","",✓,"","","",2020-05-12T07:00:22-07:00 Los_Angeles,"","","",1618,2018-02-16T22:00:20-08:00 Los_Angeles,ok,"","","","","",Bool,2020-05-12T11:07:36.406-07:00 Los_Angeles,2019-01-23T16:52:55.105-08:00 Los_Angeles,"","","","","","","","",Exhaust Fan Run Cmd,"",BO1103,"","","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:2220c3a0-b09c90da Aquatic Centre Rm 201,✓,"","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e65d0f-fd222d43 (.+_)?EF_?(\d+)?(_A_\d+)?_F?C(_TL)?,"","","","","",AqC_EF05_C_COV_TL,Los_Angeles,"","","","","","","","","","","","",2020-04-08T18:54:38.112Z UTC
@p:ubcv:r:22174bdb-baad165f Aquatic Centre Unsorted Points AqC_PANEL_6BM1_PWR_MTR_TOTAL_REACTIVE_POWER,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL1018,✓,AqC_PANEL_6BM1_PWR_MTR_TOTAL_REACTIVE_POWER,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","",W => kW,2020-05-12T11:04:52-07:00 Los_Angeles,"","","",575124,2018-02-14T06:23:52-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:34.479-07:00 Los_Angeles,2019-01-23T16:53:18.875-08:00 Los_Angeles,"","","","","","","","",Power,"",AV995,"","","","","","","","",✓,"","",✓,"","","","","","","","","","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e65d0f-1a1d5719 .+_POWER(_TL)?,"","","","","",AqC_PANEL_6BM1_PWR_MTR_TOTAL_REACTIVE_POWER_POLL_TL,Los_Angeles,kW,"","","","","","","","","","","",2020-04-21T20:26:55.428Z UTC
@p:ubcv:r:26077818-8b6cb7db Aquatic Centre Unsorted Points AqC_AHU3_GENERAL_ALARM_BV,"","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"",TL451,"",AqC_AHU3_GENERAL_ALARM_BV,"","","","","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","OFF,ON","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","","","","","","","","",ok,"","","","","",Bool,2020-05-12T11:01:08.251-07:00 Los_Angeles,"","","","","","","","","",AqC_AHU3_GENERAL_ALARM_BV,✓,BV96,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_AHU3_GENERAL_ALARM_BV_COV_TL,Los_Angeles,"","","","","","","","","","","","",2020-04-08T18:49:36.588Z UTC
@p:ubcv:r:22174be1-07ff6769 Aquatic Centre AHU-01 AqC_AHU1_EAT,"","",✓,"","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"",TL4,✓,AqC_AHU1_EAT,"","","","","","","","",@p:ubcv:r:21cb0172-b73e99bf AQUA Main Router (770000),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220ba05-add03185 Aquatic Centre AHU-01,✓,✓,"","","","",@p:ubcv:r:2203b248-4c49a08f Aquatic Centre Air Systems,"","","","","",✓,"","","",2020-05-12T10:59:52-07:00 Los_Angeles,"","","",234378,2018-02-13T20:01:38-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:08.595-07:00 Los_Angeles,2019-01-23T16:52:51.101-08:00 Los_Angeles,"","","","","","","","",Exhaust Air Temp,"",AI1104,"","","","","","","","",✓,"","","","","","","","","","","","","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e65d0e-a2f623c9 .+_EAT(_TL)?,"","",✓,"","",AqC_AHU1_EAT_POLL_TL,Los_Angeles,°C,"","","","","","","","","","","",2020-04-09T19:02:41.991Z UTC
@p:ubcv:r:22174bde-1dc67fb1 Aquatic Centre Pool-25M AqC_25M_PL_SURGE_TANK_HWL_AL_BV,"","","",✓,"",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL826,✓,AqC_25M_PL_SURGE_TANK_HWL_AL_BV,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","OFF,ON","",@p:ubcv:r:2220ba99-75db63ca Aquatic Centre Pool-25M,✓,"","","","","",@p:ubcv:r:2217879b-57ff289f Aquatic Centre Pools,"","","","","",✓,"","","",2020-03-07T11:59:41-08:00 Los_Angeles,"","","",1855,2017-08-27T21:16:10-07:00 Los_Angeles,ok,"","","","","",Bool,2020-05-12T11:05:28.701-07:00 Los_Angeles,2018-11-28T16:32:49.876-08:00 Los_Angeles,"","","","","","","","",Alarm,"",BV95,"","","","","","","","",✓,"","","","","","","","","","","","","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:245ce60e-528dc0fe .+_AL_BV(_TL)?,"","","","","",AqC_25M_PL_SURGE_TANK_HWL_AL_BV_COV_TL,Los_Angeles,"","","","","","","","","","","","",2020-04-08T18:50:14.048Z UTC
@p:ubcv:r:22174975-d7f21f7b Aquatic Centre Cooling Plant AqC_CHS_P8B_S_BV,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL471,✓,AqC_CHS_P8B_S_BV,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","OFF,ON",P8B,@p:ubcv:r:2220ba9a-23eb0eee Aquatic Centre Cooling Plant,✓,"","","","","",@p:ubcv:r:22178d4c-e4a410c4 Aquatic Centre Hydronic Systems,"","","","","",✓,"","","",2020-05-11T00:01:22-07:00 Los_Angeles,"","","",423,2018-01-06T20:28:35-08:00 Los_Angeles,ok,"","","","","",Bool,2020-05-12T11:01:36.933-07:00 Los_Angeles,2018-11-28T16:32:50.739-08:00 Los_Angeles,"","","","","","","","",AqC_CHS_P8B_S_BV,✓,BV92,"","","","","","","","",✓,"","","","","","","","","","","","","","","","","",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","","","","","","","",AqC_CHS_P8B_S_BV_COV_TL,Los_Angeles,"","","","","","","","","","","","",2020-04-30T13:07:28.348Z UTC
@p:ubcv:r:2220c00f-3243cecf Aquatic Centre Rm 191 VAV18 AqC_VAV18_RM191_RT_AV,"","",✓,"","",@p:ubcv:r:220f903b-87191d66 AqC AqC VAV18 RM191 CP770118 (770118),"",TL1,✓,AqC_VAV18_RM191_RT_AV,"","","","","","","","",@p:ubcv:r:220f903b-87191d66 AqC AqC VAV18 RM191 CP770118 (770118),"","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2220dabd-c963d8ec Aquatic Centre Rm 191 VAV18,✓,"","","","","",@p:ubcv:r:220fb223-5e713045 Aquatic Centre Floor 1,"","","","","",✓,"","","",2020-05-12T10:55:26-07:00 Los_Angeles,"","","",116673,2018-02-20T06:36:03-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:26.171-07:00 Los_Angeles,2019-01-23T16:53:13.428-08:00 Los_Angeles,"","","","","","","","",Zone Temp,"",AV24,"","","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:2220dabd-5ced8278 Aquatic Centre Rm 191,"","","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"","",✓,"","",AqC_VAV18_RM191_RT_TL,Los_Angeles,°C,"","","","","","","","","",✓,"",2020-04-09T19:02:42.912Z UTC
@p:ubcv:r:22174976-d0c809a0 Aquatic Centre HW Submeters BTU AHU-1/2 CC AqC_AHU1_2_CC_BTU_VOLUME_RATE,"","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","",TL505,✓,AqC_AHU1_2_CC_BTU_VOLUME_RATE,"","","","","","","","","@p:ubcv:r:220f62bc-80f6c342 AqC AqC eBCON Mezz AHU2,4 & CHS (770100)","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22970c16-36deec85 Aquatic Centre HW Submeters BTU AHU-1/2 CC,✓,"","","","",✓,@p:ubcv:r:21697fca-1323cd25 Aquatic Centre Utilities,"","","","","",✓,"","","",2020-05-12T11:01:02-07:00 Los_Angeles,"","","",575351,2018-02-14T04:58:41-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:01:39.141-07:00 Los_Angeles,2019-01-23T16:53:12.59-08:00 Los_Angeles,"","","","","","","","",Water Flow,"",AV492,"","","","","","","","",✓,"","","","","","","","","","","","","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:245b87aa-7d3b7b69 .+_VOLUME_RATE(_TL)?,"","","","","",AqC_AHU1_2_CC_BTU_VOLUME_RATE_POLL_TL,Los_Angeles,L/s,"","","","","","","",✓,"","","",2020-04-30T13:07:27.824Z UTC
@p:ubcv:r:22174bdf-0d70f24e Aquatic Centre Unsorted Points AqC_TX_BP1_PWR_MTR_PHASE_B_REACTIVE_POWER,"","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"",TL937,✓,AqC_TX_BP1_PWR_MTR_PHASE_B_REACTIVE_POWER,"","","","","","","","",@p:ubcv:r:21cb01a2-ea35ad39 AqC AqC eBMGR BSMT Systems (770500),"","","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","","",@p:ubcv:r:2275204e-26f14f81 Aquatic Centre Unsorted Points,✓,"","","","","",@p:ubcv:r:22399dc2-20e826e4 Aquatic Centre Unsorted Points,"","","","","",✓,"","",VAR => kW,2020-05-12T11:05:01-07:00 Los_Angeles,"","","",575357,2018-02-14T06:12:50-08:00 Los_Angeles,ok,"","","","","",Number,2020-05-12T11:05:34.49-07:00 Los_Angeles,2019-01-23T16:53:08.928-08:00 Los_Angeles,"","","","","","","","",Power,"",AV928,"","","","","","","","",✓,"","",✓,"","","","","","","","","","","","",✓,"",@p:ubcv:r:209ccd9c-f4873960 Aquatic Centre,"","","","","",@p:ubcv:r:23e65d0f-1a1d5719 .+_POWER(_TL)?,"","","","","",AqC_TX_BP1_PWR_MTR_PHASE_B_REACTIVE_POWER_POLL_TL,Los_Angeles,kW,"","","","","","","","","","","",2020-04-21T20:26:56.705Z UTC
