id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,cmd,connRef,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,domestic,effective,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,feedback,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,kind,lastSynced,lastTagged,leaving,low,mixed,navName,noTagMatch,objectId,outside,point,power,pump,quantityID,return,run,scheduleOcc,sensor,siteRef,sourceID,sp,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,water,zachName,zone,mod
@p:ubcv:r:238b49f8-2b33297b Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC008.SF-C,✓,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000254,✓,JCL-NAE27/FCB.01A-FEC008.SF-C,✓,@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,✓,"","","","","","Off,On","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"",✓,"","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-11T17:00:02-07:00 Los_Angeles,"","","",726,2018-11-19T07:30:01-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:51:08.107-07:00 Los_Angeles,2018-12-07T09:45:36.083-08:00 Los_Angeles,"","","",Discharge Fan Run Cmd,"",BO3000253,"",✓,"","","","",✓,"","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:23e65d3d-2b48d00a .+(\.|-| )SF(\d+)?-C,"",JCL-NAE27/FCB.01A-FEC008.SF-C.Trend1,Los_Angeles,"","","","",OldAud.AHU4.SF-C,"",2020-04-30T11:05:56.101Z UTC
@p:ubcv:r:238b49f8-7a102af1 Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC006.EABYP-O,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000198,✓,JCL-NAE27/FCB.01A-FEC006.EABYP-O,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",25509,2018-11-22T16:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:51:08.349-07:00 Los_Angeles,2018-11-25T13:45:23.948-08:00 Los_Angeles,"","","",JCL-NAE27/FCB.01A-FEC006.EABYP-O,✓,AO3000197,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","","","",JCL-NAE27/FCB.01A-FEC006.EABYP-O.Trend1,Los_Angeles,_,"","","",OldAud.AHU2.EABYP-O,"",2020-04-30T11:05:56.212Z UTC
@p:ubcv:r:238b49f8-dee8e69a Old Auditorium Unsorted Points JCL-NAE27/BACnet1.WiFi CAS gateway.Swings Space.AI-42,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000596,✓,JCL-NAE27/BACnet1.WiFi CAS gateway.Swings Space.AI-42,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","","","bacnet::ConfirmedServiceErr: [146] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","","","",fault,"","",✓,Number,2020-05-12T15:01:45.448-07:00 Los_Angeles,2018-11-25T13:45:23.711-08:00 Los_Angeles,"","","",JCL-NAE27/BACnet1.WiFi CAS gateway.Swings Space.AI-42,✓,AI3000593,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","","","","",Los_Angeles,_,"","","","","",2020-04-30T11:05:56.333Z UTC
@p:ubcv:r:238b49f8-54154a39 Old Auditorium Unsorted Points JCL-NAE27/FCB.Local Application.F3-C,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000026,✓,JCL-NAE27/FCB.Local Application.F3-C,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-11T17:01:36-07:00 Los_Angeles,"","","",1044,2018-11-18T21:51:35-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:51:08.195-07:00 Los_Angeles,2018-11-25T13:45:23.301-08:00 Los_Angeles,"","","",JCL-NAE27/FCB.Local Application.F3-C,✓,BO3000025,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","","","",JCL-NAE27/FCB.Local Application.F3-C.Trend1,Los_Angeles,"","","","",OldAud.EF.F3-C,"",2020-04-30T11:05:56.458Z UTC
@p:ubcv:r:238b49f8-cc970dc3 Old Auditorium Unsorted Points JCL-NAE27/BACnet1.WiFi CAS gateway.AERL.AI-24,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000611,✓,JCL-NAE27/BACnet1.WiFi CAS gateway.AERL.AI-24,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","","","bacnet::ConfirmedServiceErr: [147] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","","","",fault,"","",✓,Number,2020-05-12T15:01:45.454-07:00 Los_Angeles,2018-11-25T13:45:23.803-08:00 Los_Angeles,"","","",JCL-NAE27/BACnet1.WiFi CAS gateway.AERL.AI-24,✓,AI3000607,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","","","","",Los_Angeles,_,"","","","","",2020-04-30T11:05:56.577Z UTC
@p:ubcv:r:238b49f8-e850373c Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC007.MAD-O,✓,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000227,✓,JCL-NAE27/FCB.01A-FEC007.MAD-O,✓,@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","",✓,"","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",25509,2018-11-22T16:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:51:08.359-07:00 Los_Angeles,2018-12-07T09:45:32.089-08:00 Los_Angeles,"","",✓,Mixed Air Damper Cmd,"",AO3000226,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:23e65d3d-7228537e .+(\.|-| )MAD-O,"",JCL-NAE27/FCB.01A-FEC007.MAD-O.Trend1,Los_Angeles,%,"","","",OldAud.AHU3.MAD-O,"",2020-04-30T11:05:56.733Z UTC
@p:ubcv:r:238b49f8-013c660a Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC006.MA-T,✓,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000173,✓,JCL-NAE27/FCB.01A-FEC006.MA-T,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",25509,2018-11-22T16:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:51:08.372-07:00 Los_Angeles,2018-12-07T09:45:31.933-08:00 Los_Angeles,"","",✓,Mixed Air Temp,"",AI3000171,"",✓,"","","","","","",✓,@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:23e65d3d-353853eb .+(\.|-| )MA\d?-T,✓,JCL-NAE27/FCB.01A-FEC006.MA-T.Trend1,Los_Angeles,°C,"","","",OldAud.AHU2.MA-T,"",2020-04-30T11:05:56.851Z UTC
@p:ubcv:r:238b49f8-801fb1e9 Old Auditorium Unsorted Points JCL-NAE27/FCB.Local Application.BYPV2-O,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000018,✓,JCL-NAE27/FCB.Local Application.BYPV2-O,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",25509,2018-11-22T16:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:51:08.379-07:00 Los_Angeles,2018-11-25T13:45:23.301-08:00 Los_Angeles,"","","",JCL-NAE27/FCB.Local Application.BYPV2-O,✓,AO3000017,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","","","",JCL-NAE27/FCB.Local Application.BYPV2-O.Trend1,Los_Angeles,_,"","","",OldAud.HW.BYPV2-O,"",2020-04-30T11:05:56.969Z UTC
@p:ubcv:r:238b49f8-2c4bd830 Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC007.MA-T,✓,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000225,✓,JCL-NAE27/FCB.01A-FEC007.MA-T,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",25509,2018-11-22T16:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:51:08.387-07:00 Los_Angeles,2018-12-07T09:45:32.088-08:00 Los_Angeles,"","",✓,Mixed Air Temp,"",AI3000223,"",✓,"","","","","","",✓,@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:23e65d3d-353853eb .+(\.|-| )MA\d?-T,✓,JCL-NAE27/FCB.01A-FEC007.MA-T.Trend1,Los_Angeles,°C,"","","",OldAud.AHU3.MA-T,"",2020-04-30T11:05:57.082Z UTC
@p:ubcv:r:238b49f8-e33f86e8 Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC005.DA-T,✓,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000137,✓,JCL-NAE27/FCB.01A-FEC005.DA-T,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",25509,2018-11-22T16:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:51:08.395-07:00 Los_Angeles,2018-12-07T09:45:31.962-08:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3000136,"",✓,"","","","","","",✓,@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,JCL-NAE27/FCB.01A-FEC005.DA-T.Trend1,Los_Angeles,°C,"","","",OldAud.AHU1.DA-T,"",2020-04-30T11:05:57.205Z UTC
@p:ubcv:r:238b49f8-c5688238 Old Auditorium Unsorted Points JCL-NAE27/FCB.Local Application.BYPV1-O,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000058,✓,JCL-NAE27/FCB.Local Application.BYPV1-O,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",25509,2018-11-22T16:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:51:08.403-07:00 Los_Angeles,2018-11-25T13:45:23.295-08:00 Los_Angeles,"","","",JCL-NAE27/FCB.Local Application.BYPV1-O,✓,AO3000057,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","","","",JCL-NAE27/FCB.Local Application.BYPV1-O.Trend1,Los_Angeles,_,"","","",OldAud.HW.BYPV1-O,"",2020-04-30T11:05:57.321Z UTC
@p:ubcv:r:238b49f8-4d2f164f Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC006.OA-T,✓,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000205,✓,JCL-NAE27/FCB.01A-FEC006.OA-T,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",25509,2018-11-22T16:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:51:08.41-07:00 Los_Angeles,2018-12-07T09:45:32.097-08:00 Los_Angeles,"","","",Outside Air Temp,"",AV3000204,✓,✓,"","","","","","",✓,@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:23e65d3d-5671e7b8 .+(\.|-| |_)OA(_|-)T,✓,JCL-NAE27/FCB.01A-FEC006.OA-T.Trend1,Los_Angeles,°C,"","","",OldAud.AHU2.OA-T,"",2020-04-30T11:05:57.445Z UTC
@p:ubcv:r:238b49f8-e2044d45 Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC009.ECON-C,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000294,✓,JCL-NAE27/FCB.01A-FEC009.ECON-C,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","Off,On","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-11T16:47:13-07:00 Los_Angeles,"","","",8775,2018-11-23T13:13:47-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:51:08.1-07:00 Los_Angeles,2018-11-25T13:45:23.995-08:00 Los_Angeles,"","","",JCL-NAE27/FCB.01A-FEC009.ECON-C,✓,BO3000293,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","","","",JCL-NAE27/FCB.01A-FEC009.ECON-C.Trend1,Los_Angeles,"","","","",OldAud.RTU1.ECON-C,"",2020-04-30T11:05:57.559Z UTC
@p:ubcv:r:238b49f8-fba0d623 Old Auditorium Unsorted Points JCL-NAE27/FCB.Local Application.044-CV-HE1-FB,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000492,✓,JCL-NAE27/FCB.Local Application.044-CV-HE1-FB,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","",✓,"",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-12T15:45:00-07:00 Los_Angeles,"","","",50586,2018-11-23T03:45:00-08:00 Los_Angeles,ok,"",✓,✓,Number,2020-05-12T15:51:08.67-07:00 Los_Angeles,2018-12-07T09:45:31.861-08:00 Los_Angeles,"","","",Valve Feedback,"",AI3000451,"",✓,"","","","","","",✓,@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:2512c909-1151651e .+(\.|-| )HE\d\w?\d?-FB,"",JCL-NAE27/FCB.Local Application.044-CV-HE1-FB.Trend1,Los_Angeles,_,"",✓,✓,OldAud.044-CV-HE1-FB,"",2020-04-30T11:05:57.674Z UTC
@p:ubcv:r:238b49f8-4537130a Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC005.RF-C,✓,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000121,✓,JCL-NAE27/FCB.01A-FEC005.RF-C,✓,@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","",✓,"","","Off,On","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"",✓,"","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-11T17:01:32-07:00 Los_Angeles,"","","",1045,2018-11-18T22:01:33-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:51:08.145-07:00 Los_Angeles,2018-12-07T09:45:31.974-08:00 Los_Angeles,"","","",Return Fan Enable Cmd,"",BO3000120,"",✓,"","","",✓,"","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:23e65d3d-da30c357 .+(\.|-| )RF(\d?)-C,"",JCL-NAE27/FCB.01A-FEC005.RF-C.Trend1,Los_Angeles,"","","","",OldAud.AHU1.RF-C,"",2020-04-30T11:05:57.786Z UTC
@p:ubcv:r:238b49f8-9f297be5 Old Auditorium Unsorted Points JCL-NAE27/BACnet1.OldAud_EMTR.Analog Inputs.AI-4,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000471,✓,JCL-NAE27/BACnet1.OldAud_EMTR.Analog Inputs.AI-4,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",25729,2018-11-20T16:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:51:08.419-07:00 Los_Angeles,2018-11-25T13:45:23.893-08:00 Los_Angeles,"","","",JCL-NAE27/BACnet1.OldAud_EMTR.Analog Inputs.AI-4,✓,AI3000464,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","","","",JCL-NAE27/BACnet1.OldAud_EMTR.Analog Inputs.AI-4.Trend1,Los_Angeles,L/h,"","","",OldAud.Actual Flow,"",2020-04-30T11:05:57.904Z UTC
@p:ubcv:r:238b49f8-96429cbe Old Auditorium Unsorted Points JCL-NAE27/FCB.Local Application.P3&4-O,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000046,✓,JCL-NAE27/FCB.Local Application.P3&4-O,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",25509,2018-11-22T16:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:51:08.429-07:00 Los_Angeles,2018-11-25T13:45:23.299-08:00 Los_Angeles,"","","",JCL-NAE27/FCB.Local Application.P3&4-O,✓,AO3000045,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","","","",JCL-NAE27/FCB.Local Application.P3&4-O.Trend1,Los_Angeles,%,"","","",OldAud.HW.P3&4-O,"",2020-04-30T11:05:58.011Z UTC
@p:ubcv:r:238b49f8-8b761682 Old Auditorium Unsorted Points JCL-NAE27/BACnet1.OldAud_EMTR.Analog Inputs.AI-10,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000469,✓,JCL-NAE27/BACnet1.OldAud_EMTR.Analog Inputs.AI-10,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",25729,2018-11-20T16:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:51:08.44-07:00 Los_Angeles,2018-11-25T13:45:23.889-08:00 Los_Angeles,"","","",JCL-NAE27/BACnet1.OldAud_EMTR.Analog Inputs.AI-10,✓,AI3000458,"",✓,"","","","","","","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","","","",JCL-NAE27/BACnet1.OldAud_EMTR.Analog Inputs.AI-10.Trend1,Los_Angeles,°C,"","","",OldAud.Return Temperature,"",2020-04-30T11:05:58.129Z UTC
@p:ubcv:r:238b49f8-50791a6a Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC007.DA-T,✓,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000232,✓,JCL-NAE27/FCB.01A-FEC007.DA-T,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",25509,2018-11-22T16:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:51:08.458-07:00 Los_Angeles,2018-12-07T09:45:32.091-08:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3000231,"",✓,"","","","","","",✓,@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,JCL-NAE27/FCB.01A-FEC007.DA-T.Trend1,Los_Angeles,°C,"","","",OldAud.AHU3.DA-T,"",2020-04-30T11:05:58.241Z UTC
@p:ubcv:r:238b49f8-e9a420f6 Old Auditorium Unsorted Points JCL-NAE27/FCB.01A-FEC009.ZN-T,✓,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000302,✓,JCL-NAE27/FCB.01A-FEC009.ZN-T,"",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",25509,2018-11-22T16:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:51:08.472-07:00 Los_Angeles,2018-12-07T09:45:31.755-08:00 Los_Angeles,"","","",Zone Temp,"",AI3000300,"",✓,"","","","","","",✓,@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE27/FCB.01A-FEC009.ZN-T.Trend1,Los_Angeles,°C,"","","",OldAud.RTU1.ZN-T,✓,2020-04-30T11:05:58.358Z UTC
@p:ubcv:r:238b49f8-e2fd6eda Old Auditorium Unsorted Points P7 JCL-NAE27/FCB.01A-FEC006.P7-C,"","",@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"",TL3000184,✓,JCL-NAE27/FCB.01A-FEC006.P7-C,✓,@p:ubcv:r:238b484a-36841009 BUTO (NAE-27),"","","","","","","",$equipRef $equipName $bmsName,"","","","","","","Off,On",P7,@p:ubcv:r:238b49ec-2e2025a3 Old Auditorium Unsorted Points,"","","","",@p:ubcv:r:238b49ec-98d6343b Old Auditorium Unsorted Points,"",✓,"","",2020-05-05T16:44:03-07:00 Los_Angeles,"","","",1388,2018-11-19T08:01:36-08:00 Los_Angeles,ok,"",✓,✓,Bool,2020-05-12T15:51:08.078-07:00 Los_Angeles,2018-12-07T09:45:31.936-08:00 Los_Angeles,"","","",Run Cmd,"",BO3000183,"",✓,"",✓,"","",✓,"","",@p:ubcv:r:2261059e-5552e76f Old Auditorium,"","","","",@p:ubcv:r:23e65d3d-55a2ccd7 .+(\.|-| )P\d+\w?-(C|E),"",JCL-NAE27/FCB.01A-FEC006.P7-C.Trend1,Los_Angeles,"","","",✓,OldAud.AHU2.P7-C,"",2020-05-12T11:03:27.9Z UTC
