id,ahu,air,alarm,bacnetConnRef,bacnetCur,bacnetDis,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,bypass,chilled,chiller,cmd,co2,condenser,connRef,cool,cooling,count,covTest,cur,curConvert,curErr,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,feedback,filter,flow,freezeStat,groupRef,heat,heatWheel,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,lastTagged,leaving,low,mixed,mixing,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,pressure,pump,quantityID,reheat,reliability,return,roomRef,run,runtime,scheduleOcc,scheduled,sensor,siemens,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,status,tagTableRef,tags,temp,test,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:21979f4e-42a2c5ba ICICS Rm 110 VAV-02 JCL-NAE01/N2-17.IC17-031.SAF-SP,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3031846,"",✓,JCL-NAE01/N2-17.IC17-031.SAF-SP,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:21979f4e-5d18a1c2 ICICS Rm 110 VAV-02,"","","","",✓,"",@p:ubcv:r:21978a98-3cec515f ICICS Floor 1,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",85579,2017-11-09T21:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:49.101-07:00 Los_Angeles,2019-04-11T16:04:13.793-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"",AO3009702,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-5a6be9c7 ICICS Rm 110,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"",✓,"","","","",@p:ubcv:r:23e65d3d-dcc151d5 .+(\.|-| )SAF(LOW)?-SP,"","","",JCL-NAE01/N2-17.IC17-031.SAF-SP.Trend1,Los_Angeles,L/s,"","","","","","",LP-LVL1.VAV-2.SAF-SP,"",2020-04-09T19:01:57.297Z UTC
@p:ubcv:r:238a0b4a-c642a198 ICICS AHU-01 JCL-NAE01/N2-16.IC16-002.OCC-C,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3038706,"",✓,JCL-NAE01/N2-16.IC16-002.OCC-C,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Unoccupied,Occupied","",@p:ubcv:r:2399bc38-8f61f0f3 ICICS AHU-01,"","","","","","",@p:ubcv:r:2203b248-90711536 ICICS Air Systems,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",50177,2018-11-22T14:45:00-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:54:49.851-07:00 Los_Angeles,2018-12-07T12:37:22.169-08:00 Los_Angeles,"","","","","",Scheduled Occupancy,"",BO3007799,✓,"","","","","",✓,"","","","","","","","","","","","",✓,"","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"",✓,"","","","",@p:ubcv:r:23e65d3d-31ff768c .+(\.|-| )OCC-C,"","","",JCL-NAE01/N2-16.IC16-002.OCC-C.Trend1,Los_Angeles,"","","","","","","",IC-AHU1.OCC-C,"",2020-04-08T18:55:42.846Z UTC
@p:ubcv:r:238a0b49-15b7bcc3 ICICS Rm 200 VAV-16 JCL-NAE01/N2-17.IC17-042.Misc.L2OR-C,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3010012,"",✓,JCL-NAE01/N2-17.IC17-042.Misc.L2OR-C,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:2399bc37-7bcc6a8e ICICS Rm 200 VAV-16,"","","","","","",@p:ubcv:r:21978aa2-556858ee ICICS Floor 2,"","","",✓,"","","",2020-05-06T10:35:40-07:00 Los_Angeles,"","","",35,2018-12-12T06:50:14-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:54:50.007-07:00 Los_Angeles,2018-11-25T13:45:23.775-08:00 Los_Angeles,"","","","","",JCL-NAE01/N2-17.IC17-042.Misc.L2OR-C,✓,BI3010011,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-2b1fe674 ICICS Rm 200,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/N2-17.IC17-042.Misc.L2OR-C.Trend,Los_Angeles,"","","","","","","",LP-LVL2.LP.LEVEL 2.L2OR-C,"",2020-04-08T18:55:27.602Z UTC
@p:ubcv:r:238a0b4a-0c35a53c ICICS Rm 200 VAV-16 JCL-NAE01/N2-17.IC17-042.Parameters.AHTG-SP,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3038483,"",✓,JCL-NAE01/N2-17.IC17-042.Parameters.AHTG-SP,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399bc37-7bcc6a8e ICICS Rm 200 VAV-16,"","","","","","",@p:ubcv:r:21978aa2-556858ee ICICS Floor 2,"","",✓,✓,"","","",2020-05-12T06:00:38-07:00 Los_Angeles,"","","",744,2018-11-19T06:00:36-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:50.162-07:00 Los_Angeles,2018-12-07T12:37:21.832-08:00 Los_Angeles,"","","","","",Zone Temp Heating Sp,"",AI3035100,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-2b1fe674 ICICS Rm 200,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"",✓,"","","","",@p:ubcv:r:23e65d3e-70b9dd24 .+(\.|-| )AHTG-SP,"",✓,"",JCL-NAE01/N2-17.IC17-042.Parameters.AHTG-SP.Trend2,Los_Angeles,°C,"","","","","","",AHTG-SP,✓,2020-04-09T19:01:57.298Z UTC
@p:ubcv:r:238a0b5a-a03e856e ICICS Heating Plant JCL-NAE02/FCB.Local Application.IC-DHX1A_CV-DHE1a-FB,"","","",@p:ubcv:r:21e6a640-8dab48fe ICICS (NAE-02),"","",TL3000047,"",✓,JCL-NAE02/FCB.Local Application.IC-DHX1A_CV-DHE1a-FB,"","","","","","","",@p:ubcv:r:21e6a640-8dab48fe ICICS (NAE-02),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399b9d2-4242a72c ICICS Heating Plant,"","","","","","",@p:ubcv:r:216983e3-ef52cc34 ICICS Hydronic Systems,"","","",✓,"","","",2020-05-05T11:00:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [243] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",21052,2018-11-21T17:30:00-08:00 Los_Angeles,fault,"",✓,"",✓,Number,2020-05-12T01:13:13.315-07:00 Los_Angeles,2018-12-07T13:46:07.097-08:00 Los_Angeles,"","","","","",Valve Feedback,"",AI3000016,"","","","","","",✓,"","","","","","","","","","","","","",✓,"",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3d-38289417 .+(\.|-| )DHE\d\w?-FB,"","","",JCL-NAE02/FCB.Local Application.IC-DHX1A_CV-DHE1a-FB.Trend1,Los_Angeles,%,"",✓,"",✓,"","",IC-DHX1A.CV-DHE1a-FB,"",2020-05-06T11:02:05.556Z UTC
@p:ubcv:r:238a0b2f-51b168cf ICICS Cooling Plant JCL-NAE03/FCB.Local Application.CTV OPEN-S,"","","",@p:ubcv:r:21e6a661-36fe7a6c ICICS (NAE-03),"","",TL3002416,"",✓,JCL-NAE03/FCB.Local Application.CTV OPEN-S,"","","","","","","",@p:ubcv:r:21e6a661-36fe7a6c ICICS (NAE-03),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Close,Open","",@p:ubcv:r:2399d7c8-53746d7f ICICS Cooling Plant,"","","","","","",@p:ubcv:r:216983e3-ef52cc34 ICICS Hydronic Systems,"","","",✓,"","","",2020-05-12T13:32:49-07:00 Los_Angeles,"","","",19268,2018-11-21T21:55:26-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:46:39.166-07:00 Los_Angeles,2018-11-25T13:45:23.442-08:00 Los_Angeles,"","","","","",JCL-NAE03/FCB.Local Application.CTV OPEN-S,✓,BI3002414,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE03/FCB.Local Application.CTV OPEN-S.Trend1,Los_Angeles,"","","","","","","",IC-CW.CTV OPEN-S,"",2020-05-08T11:39:27.892Z UTC
@p:ubcv:r:238a0b2f-ce89dab6 ICICS Cooling Plant JCL-NAE03/FCB.Local Application.IC-CW_CWR-T.Trend2,"","","",@p:ubcv:r:21e6a661-36fe7a6c ICICS (NAE-03),"","",TL3000589,"",✓,JCL-NAE03/FCB.Local Application.IC-CW_CWR-T.Trend2,"","","","","","","",@p:ubcv:r:21e6a661-36fe7a6c ICICS (NAE-03),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399d7c8-53746d7f ICICS Cooling Plant,"","","","","","",@p:ubcv:r:216983e3-ef52cc34 ICICS Hydronic Systems,"","","",✓,"","","",2020-05-12T14:42:20-07:00 Los_Angeles,"","","",59097,2018-11-22T06:19:13-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:46:38.418-07:00 Los_Angeles,2018-11-25T13:45:23.71-08:00 Los_Angeles,"","","","","",JCL-NAE03/FCB.Local Application.IC-CW_CWR-T.Trend2,✓,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","","",Los_Angeles,_,"","","","","","","","",2020-05-08T11:39:27.895Z UTC
@p:ubcv:r:238a0b4a-a488e0a7 ICICS Unsorted Points JCL-NAE01/Programming.In-Slab Zones.Interior.Level 3 valve position,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3040948,"",✓,JCL-NAE01/Programming.In-Slab Zones.Interior.Level 3 valve position,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Close,Open","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T08:43:04-07:00 Los_Angeles,"","","",3150,2018-11-22T06:23:45-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:54:48.398-07:00 Los_Angeles,2018-11-25T13:45:23.237-08:00 Los_Angeles,"","","","","",JCL-NAE01/Programming.In-Slab Zones.Interior.Level 3 valve position,✓,BV3038763,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/Programming.In-Slab Zones.Interior.Level 3 valve position.Trend1,Los_Angeles,"","","","","","","",Level 3 valve position,"",2020-04-08T18:50:45.317Z UTC
@p:ubcv:r:238a0b4a-98de0fcb ICICS Unsorted Points JCL-NAE01/Programming.In-Slab Zones.Slab temperature set points.Level 2 cooling set point,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3042025,"",✓,JCL-NAE01/Programming.In-Slab Zones.Slab temperature set points.Level 2 cooling set point,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",50966,2018-11-22T05:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:49.102-07:00 Los_Angeles,2018-11-25T13:45:23.958-08:00 Los_Angeles,"","","","","",JCL-NAE01/Programming.In-Slab Zones.Slab temperature set points.Level 2 cooling set point,✓,AV3038756,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/Programming.In-Slab Zones.Slab temperature set points.Level 2 cooling set point.Trend1,Los_Angeles,°C,"","","","","","",Level 2 cooling set point,"",2020-04-09T19:01:57.299Z UTC
@p:ubcv:r:238a0b2f-5c99a339 ICICS Cooling Plant CH-1 JCL-NAE08/FCB.Local-Application.IC-CW_CWS-T,"","","",@p:ubcv:r:21e6a661-36fe7a6c ICICS (NAE-03),"","",TL3000506,"",✓,JCL-NAE08/FCB.Local-Application.IC-CW_CWS-T,"","","","","","",✓,@p:ubcv:r:21e6a661-36fe7a6c ICICS (NAE-03),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399d986-f7890879 ICICS Cooling Plant CH-1,"","","","","","",@p:ubcv:r:216983e3-ef52cc34 ICICS Hydronic Systems,"","","",✓,"","","",2019-03-20T07:08:21-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [244] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",22232,2018-11-22T11:30:39-08:00 Los_Angeles,fault,"","","",✓,Number,2020-05-12T01:13:13.355-07:00 Los_Angeles,2018-12-07T12:37:20.936-08:00 Los_Angeles,✓,"","","","",Leaving Condenser Water Temp,"",AI3000504,"","","","","","",✓,"","","","","","","","","","","","","",✓,"",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3d-450b9e1c .+(\.|-|_)CW\d?S-T,"",✓,"","",Los_Angeles,°C,"","","",✓,"","","","",2020-05-08T11:39:27.902Z UTC
@p:ubcv:r:238a0b4b-00a0e405 ICICS Rm 527 FC-SS JCL-NAE01/N2-17.IC17-129.ACLG-SP,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3052455,"",✓,JCL-NAE01/N2-17.IC17-129.ACLG-SP,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"",✓,"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399bc38-45dd26ce ICICS Rm 527 FC-SS,"","","","","","",@p:ubcv:r:2399b50a-dc075e62 ICICS Floor 5,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",50966,2018-11-22T05:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:50.213-07:00 Los_Angeles,2018-12-07T12:37:22.119-08:00 Los_Angeles,"","","","","",Zone Temp Cooling Sp,"",AI3052427,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-471420ee ICICS Rm 527,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"",✓,"","","","",@p:ubcv:r:23e65d3e-89385aab .+(\.|-| )ACLG-SP,"",✓,"",JCL-NAE01/N2-17.IC17-129.ACLG-SP.Trend1,Los_Angeles,°C,"","","","","","",ACLG-SP,✓,2020-04-09T19:01:57.3Z UTC
@p:ubcv:r:238a0b48-0927c960 ICICS Unsorted Points JCL-NAE01/N2-16.IC16-024.CSURF1-T,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3008189,"",✓,JCL-NAE01/N2-16.IC16-024.CSURF1-T,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",51249,2018-11-21T17:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:49.104-07:00 Los_Angeles,2018-11-25T13:45:23.617-08:00 Los_Angeles,"","","","","",JCL-NAE01/N2-16.IC16-024.CSURF1-T,✓,AI3008188,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/N2-16.IC16-024.CSURF1-T.Trend,Los_Angeles,°C,"","","","","","",IC-LVL6-SLAB.CSURF1-T,"",2020-04-09T19:01:57.301Z UTC
@p:ubcv:r:2526a0a2-caa7e50f ICICS Unsorted Points TL_BAC_301100_AV_507_15,"","","",@p:ubcv:r:25265a98-1f235618 ICICS (300000),"","",TL204,"",✓,TL_BAC_301100_AV_507_15,"","","","","","","",@p:ubcv:r:25265a98-1f235618 ICICS (300000),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","","","bacnet::ConfirmedServiceErr: [65] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","","","",fault,"","","","","",2020-05-05T15:58:04.383-07:00 Los_Angeles,"","","","","","",TL_BAC_301100_AV_507_15,✓,"","","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","","",Los_Angeles,"","","","","","","","","",2019-12-03T18:22:58.578Z UTC
@p:ubcv:r:238a0b48-70b055c5 ICICS AHU-01 JCL-NAE01/N2-16.IC16-002.RAF-SP,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3007770,"",✓,JCL-NAE01/N2-16.IC16-002.RAF-SP,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:2399bc38-8f61f0f3 ICICS AHU-01,"","","","",✓,"",@p:ubcv:r:2203b248-90711536 ICICS Air Systems,"","","",✓,"","","",2020-05-12T14:30:00-07:00 Los_Angeles,"","","",25668,2018-11-21T17:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:48.618-07:00 Los_Angeles,2018-12-07T12:37:22.083-08:00 Los_Angeles,"","","","","",Return Air Flow Sp,"",AI3007769,"","","","","","",✓,"","","","","","","",✓,"","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"",✓,"","","","",@p:ubcv:r:24e71576-c57c749e .+(\.|-| )RAF-SP,"","","",JCL-NAE01/N2-16.IC16-002.RAF-SP.Trend,Los_Angeles,L/s,"","","","","","",IC-AHU1.RAF-SP,"",2020-04-09T19:01:57.302Z UTC
@p:ubcv:r:238a0b49-d74f04a1 ICICS Rm 200 FC-02 JCL-NAE01/N2-17.IC17-103.02-FC-CS DX2-C,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3030094,"",✓,JCL-NAE01/N2-17.IC17-103.02-FC-CS DX2-C,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:2399bc38-b548844c ICICS Rm 200 FC-02,"","","","","","",@p:ubcv:r:21978aa2-556858ee ICICS Floor 2,"","","",✓,"","","",2020-05-06T10:35:40-07:00 Los_Angeles,"","","",36,2018-12-12T06:50:13-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:54:48.302-07:00 Los_Angeles,2018-11-25T13:45:24.025-08:00 Los_Angeles,"","","","","",JCL-NAE01/N2-17.IC17-103.02-FC-CS DX2-C,✓,BO3010345,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-0486e3de ICICS Rm 221,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/N2-17.IC17-103.02-FC-CS DX2-C.Trend1,Los_Angeles,"","","","","","","",IC-LVL2-FC.02-FC-CS DX2-C,"",2020-04-08T18:50:40.47Z UTC
@p:ubcv:r:25cd6b22-dcd62eee ICICS Unsorted Points JCL-NAE01/N2-17.FEC-015.Parameters.ADF20,"","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3055931,"","",JCL-NAE01/N2-17.FEC-015.Parameters.ADF20,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:238a0afb-e0104249 ICICS Unsorted Points,"","","","","","",@p:ubcv:r:238a0afb-9da1ee79 ICICS Unsorted Points,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",9305,2020-02-04T16:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:49.105-07:00 Los_Angeles,"","","","","","",JCL-NAE01/N2-17.FEC-015.Parameters.ADF20,✓,AO3055901,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/N2-17.FEC-015.Parameters.ADF20.Trend1,Los_Angeles,%,"","","","","","",RF-RFRSTHI,"",2020-04-09T19:01:57.303Z UTC
@p:ubcv:r:238a0b49-b15573a4 ICICS Rm 310 VAV-10 JCL-NAE01/N2-17.IC17-036.SAF-SP,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3031851,"",✓,JCL-NAE01/N2-17.IC17-036.SAF-SP,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:2399bc37-60f9f7a4 ICICS Rm 310 VAV-10,"","","","",✓,"",@p:ubcv:r:21978aa2-70b093b5 ICICS Floor 3,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",50966,2018-11-22T05:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:54:49.107-07:00 Los_Angeles,2019-04-11T16:04:13.512-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"",AO3009836,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-06bef1d0 ICICS Rm 310,"","","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"",✓,"","","","",@p:ubcv:r:23e65d3d-dcc151d5 .+(\.|-| )SAF(LOW)?-SP,"","","",JCL-NAE01/N2-17.IC17-036.SAF-SP.Trend1,Los_Angeles,L/s,"","","","","","",LP-LVL3.VAV-10.SAF-SP,"",2020-04-09T19:01:57.304Z UTC
@p:ubcv:r:238a0b4b-f130795c ICICS AHU-02 EF JCL-NAE01/N2-17.IC17-010.EF-9-C,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3043543,"",✓,JCL-NAE01/N2-17.IC17-010.EF-9-C,"","","","",✓,"","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Close,Open","",@p:ubcv:r:25d7526b-817020d6 ICICS AHU-02 EF,✓,✓,"","","","",@p:ubcv:r:2203b248-90711536 ICICS Air Systems,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",51401,2018-11-21T05:15:00-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:54:49.109-07:00 Los_Angeles,2018-12-07T12:37:22.313-08:00 Los_Angeles,"","","","","",Exhaust Fan Run Cmd,"",BO3009156,"","","","","","",✓,"","","","","","","","","",✓,"","","","","",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3d-b8710d90 .+(\.|-| |_)EF-?(\d+)?\w?-C,"","","",JCL-NAE01/N2-17.IC17-010.EF-9-C.Trend1,Los_Angeles,"","","","","","","",IC-AHU2.ROOF.EF9DPR-C,"",2020-04-08T18:50:29.669Z UTC
@p:ubcv:r:238a0b4b-f2061844 ICICS Rm 001 FC-02 JCL-NAE01/N2-17.IC17-025.LE-FC-02 FC-S,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3049509,"",✓,JCL-NAE01/N2-17.IC17-025.LE-FC-02 FC-S,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","Off,On","",@p:ubcv:r:2399bc37-42618e15 ICICS Rm 001 FC-02,"",✓,"","","","",@p:ubcv:r:2399b50a-e6e40530 ICICS Floor 0,"","","",✓,"","","",2020-05-12T14:45:00-07:00 Los_Angeles,"","","",51404,2018-11-21T05:15:00-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:54:49.853-07:00 Los_Angeles,2018-12-07T12:37:21.442-08:00 Los_Angeles,"","","","","",Discharge Fan Run Status,"",BI3009540,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-942c0de5 ICICS Rm 001,✓,"","","",✓,"",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","","","","","",JCL-NAE01/N2-17.IC17-025.LE-FC-02 FC-S.Trend1,Los_Angeles,"","","","","","","",LP-LVL0-FC.LE-FC-02 FC-S,"",2020-04-08T18:55:44.45Z UTC
@p:ubcv:r:238a0b49-ebdf3197 ICICS Rm 110 VAV-02 JCL-NAE01/N2-17.IC17-031.EF-13-S,"",✓,"",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","",TL3009705,"",✓,JCL-NAE01/N2-17.IC17-031.EF-13-S,"","","","","","","",@p:ubcv:r:2167ee3b-73db1b1f ICICS (NAE-01),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:21979f4e-5d18a1c2 ICICS Rm 110 VAV-02,✓,✓,"","","","",@p:ubcv:r:21978a98-3cec515f ICICS Floor 1,"","","",✓,"","","",2020-05-06T10:35:40-07:00 Los_Angeles,"","","",47,2018-12-12T06:37:40-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:54:48.304-07:00 Los_Angeles,2018-12-07T12:37:21.745-08:00 Los_Angeles,"","","","","",Exhaust Fan Run Status,"",BI3009704,"","","","","","",✓,"","","","","","","","",@p:ubcv:r:2399b50a-5a6be9c7 ICICS Rm 110,✓,"","","",✓,"",@p:ubcv:r:20a64f6e-b5068697 ICICS,"","","","","","",@p:ubcv:r:23e65d3d-9d7111b8 .+(\.|-| |_)EF-?(\d+)?\w?-S,"","","",JCL-NAE01/N2-17.IC17-031.EF-13-S.Trend,Los_Angeles,"","","","","","","",LP-LVL1.LP.LEVEL 2.EF-13-S,"",2020-04-08T18:55:50.584Z UTC
