id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,chilled,cmd,connRef,cooling,coolingTower,cur,curStatus,curVal,damper,delta,differential,disMacro,discharge,domestic,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,filter,flow,groupRef,heatRecovery,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,leaving,low,lowLim,mixed,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,preFilter,preheat,pressure,pump,quantityID,return,run,runtime,scheduleOcc,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zachName,zone,mod
@p:ubcv:r:23f8c586-076d758a Coal & Mineral DES Connection 184_HX2_HILIMIT_PROT,"","",@p:ubcv:r:23f8c55b-13285d93 MINL 184.0 COAL & MINERAL (506000),"",TL45,✓,184_HX2_HILIMIT_PROT,"","",@p:ubcv:r:23f8c55b-13285d93 MINL 184.0 COAL & MINERAL (506000),"","","","","","","","",$equipRef $bmsName,"","","","","","","","OFF,ON","",@p:ubcv:r:23f8c62f-dfecd07f Coal & Mineral DES Connection,✓,"","","","",@p:ubcv:r:23f8c62f-0497b77c Coal & Mineral Hydronic Systems,"","","",✓,"","","","",conn fault,"","","",fault,"","","","",Bool,2020-05-05T15:51:28.88-07:00 Los_Angeles,"","","","","",184_HX2_HILIMIT_PROT,✓,BV19,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","","",Los_Angeles,"","","","","","","",2020-04-08T18:54:07.026Z UTC
@p:ubcv:r:25a650df-16da8a26 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VND-022.OUTPUT SPEED,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001719,"",JCL-NAE36/FCB-01.VND-022.OUTPUT SPEED,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"",✓,✓,"","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",11950,2020-01-05T00:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:00.788-07:00 Los_Angeles,"","","","","","Exhaust Fan Speed ","",AV3000427,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","",✓,"","",@p:ubcv:r:2465ec95-c779bb49 .+(\.|-| )OUTPUT SPEED,"",JCL-NAE36/FCB-01.VND-022.OUTPUT SPEED.Trend1,Los_Angeles,rpm,"","","","",7320.SHWS\P04-VSD.OUTPUT SPEED,"",2020-04-09T19:02:08.017Z UTC
@p:ubcv:r:25a64fc5-d7b9ae9d Coal & Mineral Unsorted Points JCL-NAE35/FCB.Local Application.HEXV1-O,"","",@p:ubcv:r:25a64f7c-a26d1eba MINL (NAE-35),"",TL3000392,"",JCL-NAE35/FCB.Local Application.HEXV1-O,"","",@p:ubcv:r:25a64f7c-a26d1eba MINL (NAE-35),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",6037,2020-01-05T12:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:28:27.435-07:00 Los_Angeles,"","","","","",JCL-NAE35/FCB.Local Application.HEXV1-O,✓,AO3000391,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE35/FCB.Local Application.HEXV1-O.Trend1,Los_Angeles,_,"","","","",1840.HCL.HEXV1-O,"",2020-04-09T19:15:13.901Z UTC
@p:ubcv:r:24662664-c3c43c4c Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.FAC-006.DA-T,✓,"",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3002923,✓,JCL-NAE34/FCB-01.FAC-006.DA-T,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",17418,2019-05-07T17:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:27:07.433-07:00 Los_Angeles,"","","","","",Discharge Air Temp,"",AI3002922,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,JCL-NAE34/FCB-01.FAC-006.DA-T.Trend1,Los_Angeles,°C,"","","","",1840.HV-02.DA-T,"",2020-04-09T19:02:07.804Z UTC
@p:ubcv:r:25a650df-51c6624c Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-004.RA-F,✓,"",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001873,"",JCL-NAE36/FCB-01.FAC-004.RA-F,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","",✓,@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",17813,2020-01-05T12:20:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:00.802-07:00 Los_Angeles,"","","","","",Return Air Flow,"",AV3000597,"","","","","","",✓,"","","","","","","",✓,"","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-8bc46afc .+(\.|-| )RA-F,"",JCL-NAE36/FCB-01.FAC-004.RA-F.Trend1,Los_Angeles,L/s,"","","","",7320.AHU-01.RA-F,"",2020-04-09T19:02:08.018Z UTC
@p:ubcv:r:25a650e0-4e8701d6 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-009.DHWP8--C,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3003899,"",JCL-NAE36/FCB-01.FAC-009.DHWP8--C,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T12:05:39-07:00 Los_Angeles,"","",527,2020-01-03T07:07:40-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:29:00.817-07:00 Los_Angeles,"","","","","",JCL-NAE36/FCB-01.FAC-009.DHWP8--C,✓,BO3001443,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE36/FCB-01.FAC-009.DHWP8--C.Trend1,Los_Angeles,"","","","","",7320.DHW.DHWP08--C,"",2020-04-08T18:50:43.065Z UTC
@p:ubcv:r:25547e48-77a9d0be Coal & Mineral Unsorted Points JCL-NAE33/FCB.33A-FEC005.HWR-T,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"",TL3000097,✓,JCL-NAE33/FCB.33A-FEC005.HWR-T,"","",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"","","","","","","","",$equipRef $bmsName,"","","","","","",✓,"","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",9164,2019-10-31T12:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:28:57.557-07:00 Los_Angeles,"","","","","",Entering Hot Water Temp,"",AI3000096,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-5ed87758 .+(\.|-| |_)HWR\d?-T,✓,JCL-NAE33/FCB.33A-FEC005.HWR-T.Trend1,Los_Angeles,°C,"","","",✓,"","",2020-04-14T16:50:00.563Z UTC
@p:ubcv:r:2604bdab-136dcf9a Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.FAC-012.AV-E3-ALM,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3003969,"",JCL-NAE34/FCB-01.FAC-012.AV-E3-ALM,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,"","","","","","","","Normal,Alarm","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-04-09T04:31:56-07:00 Los_Angeles,"","",22,2020-03-17T16:12:12-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:27:07.382-07:00 Los_Angeles,"","","","","",JCL-NAE34/FCB-01.FAC-012.AV-E3-ALM,✓,BI3003967,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE34/FCB-01.FAC-012.AV-E3-ALM.Trend1,Los_Angeles,"","","","","",1840.LEF-4-101.AV Monitoring.AV-E3-ALM,"",2020-04-08T18:52:40.398Z UTC
@p:ubcv:r:25a650df-955786ba Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VND-019.OUTPUT FREQ,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001700,"",JCL-NAE36/FCB-01.VND-019.OUTPUT FREQ,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",11946,2020-01-05T00:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:01.091-07:00 Los_Angeles,"","","","","",JCL-NAE36/FCB-01.VND-019.OUTPUT FREQ,✓,AV3000378,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE36/FCB-01.VND-019.OUTPUT FREQ.Trend1,Los_Angeles,Hz,"","","","",7320.PCW\CWP03a-VSD.OUTPUT FREQ,"",2020-04-09T19:02:08.022Z UTC
@p:ubcv:r:24662664-f134e56e Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.FAC-005.RH-O,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3002863,✓,JCL-NAE34/FCB-01.FAC-005.RH-O,"",✓,@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"",✓,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",17418,2019-05-07T17:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:27:07.439-07:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AO3002862,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-e0e662f6 .+(\.|-| )RH-O,"",JCL-NAE34/FCB-01.FAC-005.RH-O.Trend1,Los_Angeles,%,"",✓,"",✓,1840.HV-01.RH-O,"",2020-04-09T19:02:07.807Z UTC
@p:ubcv:r:25a650de-b3d11c1c Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-007.HXV01-FB,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3007635,"",JCL-NAE36/FCB-01.FAC-007.HXV01-FB,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",5955,2020-01-05T12:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:00.138-07:00 Los_Angeles,"","","","","",JCL-NAE36/FCB-01.FAC-007.HXV01-FB,✓,AI3007634,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE36/FCB-01.FAC-007.HXV01-FB.Trend1,Los_Angeles,_,"","","","",7320.PHWS.HXV01-FB,"",2020-04-09T19:15:13.918Z UTC
@p:ubcv:r:24662664-4b548a35 Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.FAC-007.HWP2-O,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3002781,✓,JCL-NAE34/FCB-01.FAC-007.HWP2-O,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",17418,2019-05-07T17:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:27:07.44-07:00 Los_Angeles,"","","","","",JCL-NAE34/FCB-01.FAC-007.HWP2-O,✓,AO3002780,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE34/FCB-01.FAC-007.HWP2-O.Trend1,Los_Angeles,%,"","","","",1840.HRV-03.HWP2-O,"",2020-04-09T19:02:07.808Z UTC
@p:ubcv:r:25a650df-ed318b75 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-005.DAT-SP,✓,"",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001962,"",JCL-NAE36/FCB-01.FAC-005.DAT-SP,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",17813,2020-01-05T12:20:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:01.103-07:00 Los_Angeles,"","","","","",Discharge Air Temp Sp,"",AV3000633,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"",✓,"","","",@p:ubcv:r:23e65d3d-3f81ae2b .+(\.|-| )DAT-SP,✓,JCL-NAE36/FCB-01.FAC-005.DAT-SP.Trend1,Los_Angeles,°C,"","","","",7320.AHU-02.DAT-SP,"",2020-04-09T19:02:08.025Z UTC
@p:ubcv:r:25547e48-3262539b Coal & Mineral Unsorted Points JCL-NAE33/FCB.33A-FEC007.EF2-C,✓,"",@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"",TL3000219,✓,JCL-NAE33/FCB.33A-FEC007.EF2-C,"",✓,@p:ubcv:r:255470d4-f181f989 MINL (NAE-33),"","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"",✓,✓,"","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:01-07:00 Los_Angeles,"","",486,2019-11-02T10:00:01-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:57.358-07:00 Los_Angeles,"","","","","",Exhaust Fan Run Cmd,"",BO3000218,"","","","","","",✓,"","","","","","","","",✓,"","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-b8710d90 .+(\.|-| |_)EF-?(\d+)?\w?-C,"",JCL-NAE33/FCB.33A-FEC007.EF2-C.Trend1,Los_Angeles,"","","","","","","",2020-04-08T18:55:47.415Z UTC
@p:ubcv:r:25a650df-dd49090b Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-005.HTG-RV-S,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001983,"",JCL-NAE36/FCB-01.FAC-005.HTG-RV-S,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","Close,Open","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T04:43:30-07:00 Los_Angeles,"","",847,2020-01-01T15:15:14-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:59.78-07:00 Los_Angeles,"","","","","",JCL-NAE36/FCB-01.FAC-005.HTG-RV-S,✓,BI3000654,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE36/FCB-01.FAC-005.HTG-RV-S.Trend1,Los_Angeles,"","","","","",7320.AHU-02.LHWISO-S,"",2020-04-08T18:55:29.193Z UTC
@p:ubcv:r:25a650df-93638361 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VND-012.MWH,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001655,"",JCL-NAE36/FCB-01.VND-012.MWH,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","",✓,"","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","",11695,2020-01-06T00:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:01.118-07:00 Los_Angeles,"","","","","",Energy,"",AV3000258,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:24818e7c-912c7dc9 .+(\.|-| )MWH,"",JCL-NAE36/FCB-01.VND-012.MWH.Trend1,Los_Angeles,MWh,"","","","",7320.AHU-2\SF02-VFD.MWH,"",2020-04-09T19:02:08.027Z UTC
@p:ubcv:r:25a650e0-84fb8b29 Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.VND-022.DRIVE ALARM,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001720,"",JCL-NAE36/FCB-01.VND-022.DRIVE ALARM,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","OK,ALARM","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T11:15:13-07:00 Los_Angeles,"","",836,2020-01-05T21:08:49-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:28:59.791-07:00 Los_Angeles,"","","","","",JCL-NAE36/FCB-01.VND-022.DRIVE ALARM,✓,BV3000432,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE36/FCB-01.VND-022.DRIVE ALARM.Trend1,Los_Angeles,"","","","","",7320.SHWS\P04-VSD.DRIVE ALARM,"",2020-04-08T18:55:39.381Z UTC
@p:ubcv:r:25a650df-b98fb273 Coal & Mineral Unsorted Points P1B JCL-NAE36/FCB-01.FAC-009.P1B-A,"",✓,@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001496,"",JCL-NAE36/FCB-01.FAC-009.P1B-A,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","Normal,Alarm",P1B,@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T12:05:39-07:00 Los_Angeles,"","",549,2020-01-02T11:58:09-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:29:01.127-07:00 Los_Angeles,"","","","","",Alarm,"",BI3000129,"","","","","","",✓,"","","","","",✓,"","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:25869175-c32c663b .+(\.|-| |_)(CH?|MH)?P(\d+)?(-\d+)?[A-Z]?-A(LM)?,"",JCL-NAE36/FCB-01.FAC-009.P1B-A.Trend1,Los_Angeles,"","","","","",7320.PCHW.P01B-A,"",2020-05-12T11:03:27.541Z UTC
@p:ubcv:r:24662664-d023a479 Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.VMA-010.SA-F,✓,"",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3003088,✓,JCL-NAE34/FCB-01.VMA-010.SA-F,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","",✓,@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","",17418,2019-05-07T17:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:27:07.441-07:00 Los_Angeles,"","","","","",Discharge Air Flow,"",AV3003087,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"",JCL-NAE34/FCB-01.VMA-010.SA-F.Trend1,Los_Angeles,L/s,"","","","",1840.HRV-03.VAV-3-002.SA-F,"",2020-04-09T19:02:07.81Z UTC
@p:ubcv:r:23f8c586-a3ff2131 Coal & Mineral DES Connection 184_HX1_CV_2P,"","",@p:ubcv:r:23f8c55b-13285d93 MINL 184.0 COAL & MINERAL (506000),"",TL24,✓,184_HX1_CV_2P,"","",@p:ubcv:r:23f8c55b-13285d93 MINL 184.0 COAL & MINERAL (506000),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:23f8c62f-dfecd07f Coal & Mineral DES Connection,✓,"","","","",@p:ubcv:r:23f8c62f-0497b77c Coal & Mineral Hydronic Systems,"","","",✓,"","","",2019-05-29T07:30:31-07:00 Los_Angeles,conn fault,"",16591,2019-02-13T08:44:29-08:00 Los_Angeles,fault,"","","","",Number,2020-05-05T15:51:28.88-07:00 Los_Angeles,"","","","","",184_HX1_CV_2P,✓,AO6,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","","",Los_Angeles,_,"","","","","","",2020-04-09T19:15:03.519Z UTC
@p:ubcv:r:25a650de-8b5bcd9d Coal & Mineral Unsorted Points JCL-NAE36/FCB-01.FAC-006.HTG-FB,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"",TL3001789,"",JCL-NAE36/FCB-01.FAC-006.HTG-FB,"","",@p:ubcv:r:25a64fe1-750ac9bc MINL (NAE-36),"","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",17813,2020-01-05T12:20:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:29:01.134-07:00 Los_Angeles,"","","","","",JCL-NAE36/FCB-01.FAC-006.HTG-FB,✓,AI3000559,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE36/FCB-01.FAC-006.HTG-FB.Trend1,Los_Angeles,_,"","","","",7320.AHU-03.HTG-FB,"",2020-04-09T19:15:13.921Z UTC
@p:ubcv:r:24662664-c7bfa8f9 Coal & Mineral Unsorted Points JCL-NAE34/FCB-01.FAC-007.EF-4-102-S,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"",TL3002756,✓,JCL-NAE34/FCB-01.FAC-007.EF-4-102-S,"","",@p:ubcv:r:2465e723-49c365bf MINL (NAE-34),"","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On","",@p:ubcv:r:24662662-ff25d614 Coal & Mineral Unsorted Points,"","","","","",@p:ubcv:r:24662662-0e986c42 Coal & Mineral Unsorted Points,"","","",✓,"","","",2020-04-09T04:34:36-07:00 Los_Angeles,"","",674,2019-05-06T10:31:42-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:27:07.449-07:00 Los_Angeles,"","","","","",JCL-NAE34/FCB-01.FAC-007.EF-4-102-S,✓,BI3002754,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:23f8bfbd-ce363ae0 Coal & Mineral,"","","","","","","",JCL-NAE34/FCB-01.FAC-007.EF-4-102-S.Trend1,Los_Angeles,"","","","","",1840.HRV-03.EF-4-102-S,"",2020-04-08T18:55:43.277Z UTC
