id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,chemC_CPP,chilled,chiller,cmd,co2,condenser,connRef,cool,cooling,coolingTower,count,covTest,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,district,domestic,dump,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,filter,flow,groupRef,heat,heatRecovery,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,johnson,kind,lastSynced,lastTagged,leaving,low,lowLim,mixed,mixing,mode,navName,noTagMatch,objectId,occ,occupancyIndicator,opcConnRef,opcCur,opcPoint,outside,point,pointRef,pointType,power,preFilter,pressure,proj_1830_3W2W,pump,quantityID,reliability,return,roomRef,run,runtime,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sump,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:22bc3c33-d1561f41 Chem Centre AHU-05 JCL-NAE21/N2-A.21AUN018.ZN-T,"",✓,"",✓,@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3003444,"",✓,JCL-NAE21/N2-A.21AUN018.ZN-T,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df161-5f4dea0d Chem Centre AHU-05,"","","","",@p:ubcv:r:2203b248-bd64836a Chem Centre Air Systems,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.114-07:00 Los_Angeles,2020-04-08T11:37:14.524-07:00 Los_Angeles,"","","","","","",Zone Temp,"",AI3003442,"","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE21/N2-A.21AUN018.ZN-T.Trend,Los_Angeles,°C,"","","","","","",AHU-W1.ZN-T,✓,2020-04-09T19:02:02.962Z UTC
@p:ubcv:r:22bc3c33-aa2a6101 Chem Centre Lab D422 Zone JCL-NAE21/N2-A.21AVA180.D422-T,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3003369,"",✓,JCL-NAE21/N2-A.21AVA180.D422-T,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df185-c76365a4 Chem Centre Lab D422 Zone,"","","","",@p:ubcv:r:230df185-0b3dda7c Chem Centre Floor 3,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.116-07:00 Los_Angeles,2018-12-07T09:45:29.647-08:00 Los_Angeles,"","","","","","",Zone Temp,"",AI3003367,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df185-1488dbfa Chem Centre Lab D422,"","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3e-7700b082 .+(\.|-| )D\d+(\(N\)|\(S\)|[A-Z])?-T,✓,JCL-NAE21/N2-A.21AVA180.D422-T.Trend,Los_Angeles,°C,"","","","","","",Third Floor Zone Controls.D422-T,✓,2020-04-09T19:02:02.963Z UTC
@p:ubcv:r:227a56cb-f8cb9680 Chem Centre Cooling Plant JCL-NAE21/N2-A.21ADX001.S_OUT-T,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3001619,"",✓,JCL-NAE21/N2-A.21ADX001.S_OUT-T,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:227a514b-40e224ea Chem Centre Cooling Plant,"","","","",@p:ubcv:r:21850253-72b2f96b Chem Centre Hydronic Systems,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",35627,2018-04-25T16:00:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.118-07:00 Los_Angeles,2018-08-08T17:09:40.404-07:00 Los_Angeles,"","","","","","",JCL-NAE21/N2-A.21ADX001.S_OUT-T,✓,AI3001618,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","","","",JCL-NAE21/N2-A.21ADX001.S_OUT-T.Trend,Los_Angeles,°C,"","","","","","",Chilled Water.S_OUT-T,"",2020-04-09T19:02:02.964Z UTC
@p:ubcv:r:238b3d7b-0a2ec3c2 Chem Centre Unsorted Points JCL-NAE22/FCB.Local Application.Chem_D_DHWR-T,"","","","",@p:ubcv:r:217b9cc5-d78bcc87 CHEM (NAE-22),"",TL3000048,"",✓,JCL-NAE22/FCB.Local Application.Chem_D_DHWR-T,"","","","","","","",@p:ubcv:r:217b9cc5-d78bcc87 CHEM (NAE-22),"","","","","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","",✓,"","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,"","","","",@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-04-21T07:15:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [211] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",48772,2018-11-23T02:45:00-08:00 Los_Angeles,fault,"",✓,✓,"",Number,2020-05-11T17:48:52.084-07:00 Los_Angeles,2018-12-07T09:45:25.957-08:00 Los_Angeles,"","","","","","",Domestic Entering Hot Water Temp,"",AI3000047,"","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-98942545 .+(\.|-|_)DHWR\d?-T,✓,JCL-NAE22/FCB.Local Application.Chem_D_DHWR-T.Trend1,Los_Angeles,°C,"","","",✓,"","","","",2020-04-30T11:08:29.977Z UTC
@p:ubcv:r:25ba30bb-d0519091 Chem Centre Rm D213 Zone JCL-NAE21/N2-A.21AVM128.OCC-S,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005744,"","",JCL-NAE21/N2-A.21AVM128.OCC-S,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Unoccupied,Standby,Occupied","",@p:ubcv:r:230df185-73b0352c Chem Centre Rm D213 Zone,"","","","",@p:ubcv:r:230df184-c6d2a3ed Chem Centre Floor 1,"","","","",✓,"","","-1 enumNumberToStr(self, false)",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",2,2020-01-20T16:30:17-08:00 Los_Angeles,ok,"","",✓,"",Str,2020-05-12T14:27:07.573-07:00 Los_Angeles,"","","","","","","",JCL-NAE21/N2-A.21AVM128.OCC-S,✓,MSO3000954,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","","","",JCL-NAE21/N2-A.21AVM128.OCC-S.Trend1,Los_Angeles,"","","","","","","",Seminar Room.OCC-S,"",2020-04-08T18:50:20.124Z UTC
@p:ubcv:r:25ba30b9-a50763e5 Chem Centre Rm D126 VAV-109 JCL-NAE21/N2-A.21AVM109.HTG-VLV,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005675,"","",JCL-NAE21/N2-A.21AVM109.HTG-VLV,"","","","",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df184-8d337bc7 Chem Centre Rm D126 VAV-109,"","","","",@p:ubcv:r:230df161-5f7ab9a0 Chem Centre Basement,"","",✓,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",10713,2020-01-21T02:00:00-08:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:27:08.728-07:00 Los_Angeles,"","","","","","","",Heating Valve Cmd,"",AO3000502,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"",JCL-NAE21/N2-A.21AVM109.HTG-VLV.Trend1,Los_Angeles,%,"",✓,"",✓,"","",Core Services Lab - South.HTG-VLV,"",2020-04-09T19:02:02.965Z UTC
@p:ubcv:r:22bc3c6b-fd8773cb Chem Centre AHU-1B JCL-NAE21/N2-A.FAC-020.HTG-O,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005295,"",✓,JCL-NAE21/N2-A.FAC-020.HTG-O,"","","","",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df185-4603ac91 Chem Centre AHU-1B,"","","","",@p:ubcv:r:2203b248-bd64836a Chem Centre Air Systems,"","",✓,"",✓,"","","",2020-05-12T14:23:01-07:00 Los_Angeles,"","","",10514,2018-06-08T08:03:29-07:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:27:07.882-07:00 Los_Angeles,2018-12-07T09:45:28.662-08:00 Los_Angeles,"","","","","","",Heating Valve Cmd,"",AO3005136,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",Los_Angeles,%,"",✓,"",✓,"","",AHU-D1B.HTG-O,"",2020-04-14T16:50:02.339Z UTC
@p:ubcv:r:25ba30ba-c2f941ad Chem Centre Rm D317 Zone JCL-NAE21/N2-A.21AVM151.HTG-VLV,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005787,"","",JCL-NAE21/N2-A.21AVM151.HTG-VLV,"","","","",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df185-8d30b474 Chem Centre Rm D317 Zone,"","","","",@p:ubcv:r:230df184-6bbb79c1 Chem Centre Floor 2,"","",✓,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",10713,2020-01-21T02:00:00-08:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:27:08.73-07:00 Los_Angeles,"","","","","","","",Heating Valve Cmd,"",AO3001176,"","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"",JCL-NAE21/N2-A.21AVM151.HTG-VLV.Trend1,Los_Angeles,%,"",✓,"",✓,"","",Seminar Room.HTG-VLV,"",2020-04-09T19:02:02.967Z UTC
@p:ubcv:r:2590e4ef-5b19ac92 Chem Centre Rm D113 VAV-103 JCL-NAE21/N2-A.21AVM103.SA-F,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3005559,"","",JCL-NAE21/N2-A.21AVM103.SA-F,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","","",@p:ubcv:r:230df184-95a2cef1 Chem Centre Rm D113 VAV-103,"","","",✓,@p:ubcv:r:230df161-5f7ab9a0 Chem Centre Basement,"","","","",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",13720,2019-12-20T18:15:00-08:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.732-07:00 Los_Angeles,"","","","","","","",Discharge Air Flow,"",AI3000460,"","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-a163c209 .+(\.|-| )(S|D)A-F,"",JCL-NAE21/N2-A.21AVM103.SA-F.Trend1,Los_Angeles,L/s,"","","","","","",Glass Blowing Lab.SA-F,"",2020-04-09T19:02:02.968Z UTC
@p:ubcv:r:22bc3c33-d6f3847a Chem Centre Rm D128 Zone JCL-NAE21/N2-A.21AVA110.D130-VLV,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3002487,"",✓,JCL-NAE21/N2-A.21AVA110.D130-VLV,"","","","",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df161-5a7d69f1 Chem Centre Rm D128 Zone,"","","","",@p:ubcv:r:230df161-5f7ab9a0 Chem Centre Basement,"","",✓,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:27:08.12-07:00 Los_Angeles,2018-08-09T16:08:04.974-07:00 Los_Angeles,"","","","","","",Heating Valve Cmd,"",AO3002486,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df161-34bbd8ae Chem Centre Rm D128,"","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:2489baf9-582e5b31 .+(\.|-| )D\d+\w?-VLV,"",JCL-NAE21/N2-A.21AVA110.D130-VLV.Trend,Los_Angeles,%,"",✓,"",✓,"","",Basement Floor Zone Controls.D130-VLV,"",2020-04-14T16:50:00.186Z UTC
@p:ubcv:r:227a56cb-0d38eab4 Chem Centre AHU-02 P11 JCL-NAE21/N2-A.21ADX008.P11-C,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3001961,"",✓,JCL-NAE21/N2-A.21ADX008.P11-C,"","","","",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","","Off,On",P11,@p:ubcv:r:230df161-512f87fa Chem Centre AHU-02,"","","","",@p:ubcv:r:2203b248-bd64836a Chem Centre Air Systems,"","","","",✓,"","","",2020-05-12T13:38:27-07:00 Los_Angeles,"","","",3735,2018-04-30T14:10:07-07:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T14:27:07.896-07:00 Los_Angeles,2018-12-07T09:45:29.65-08:00 Los_Angeles,"","","","","","",Run Cmd,"",BO3001960,"","","","","","",✓,"","","","","","",✓,"","","","",✓,"","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"",JCL-NAE21/N2-A.21ADX008.P11-C.Trend,Los_Angeles,"","","","","","","",AHU-D2.P11-C,"",2020-05-12T11:03:27.818Z UTC
@p:ubcv:r:22bc3c33-e1bec0e4 Chem Centre Rm D123 Zone JCL-NAE21/N2-A.21AVA102.D123-SP,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3002388,"",✓,JCL-NAE21/N2-A.21AVA102.D123-SP,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","",✓,"","","","","","",@p:ubcv:r:230df161-0fbef96c Chem Centre Rm D123 Zone,"","","","",@p:ubcv:r:230df161-5f7ab9a0 Chem Centre Basement,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.121-07:00 Los_Angeles,2019-03-12T13:56:58.406-07:00 Los_Angeles,"","","","","","",Zone Temp Effective Sp,"",AI3002387,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df161-7eed7b7d Chem Centre Rm D123,"","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"",✓,"","","","",@p:ubcv:r:23e65d3e-6c9c8ef7 .+(\.|-| )D\d+(\(N\)|\(S\)|[A-Z])?-SP,✓,JCL-NAE21/N2-A.21AVA102.D123-SP.Trend,Los_Angeles,°C,"","","","","","",Basement Floor Zone Controls.D123-SP,✓,2020-04-09T19:02:02.97Z UTC
@p:ubcv:r:22bc3c33-8bf6a61a Chem Centre Rm D118 Zone JCL-NAE21/N2-A.21AVA122.D118-T,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3002563,"",✓,JCL-NAE21/N2-A.21AVA122.D118-T,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df161-ee750d97 Chem Centre Rm D118 Zone,"","","","",@p:ubcv:r:230df161-5f7ab9a0 Chem Centre Basement,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.123-07:00 Los_Angeles,2018-12-07T09:45:38.399-08:00 Los_Angeles,"","","","","","",Zone Temp,"",AI3002561,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df161-315f0dca Chem Centre Rm D118,"","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3e-7700b082 .+(\.|-| )D\d+(\(N\)|\(S\)|[A-Z])?-T,✓,JCL-NAE21/N2-A.21AVA122.D118-T.Trend,Los_Angeles,°C,"","","","","","",Basement Floor Zone Controls.D118-T,✓,2020-04-09T19:02:02.971Z UTC
@p:ubcv:r:227a56cb-1cc17c79 Chem Centre AHU-04 JCL-NAE21/N2-A.21ADX016.PFILT-DP,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3002268,"",✓,JCL-NAE21/N2-A.21ADX016.PFILT-DP,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","",✓,"",✓,$equipRef $bmsName,✓,"","","","","","","","","","",@p:ubcv:r:230df161-9d9d223c Chem Centre AHU-04,"","",✓,"",@p:ubcv:r:2203b248-bd64836a Chem Centre Air Systems,"","","",200Pa,✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",35639,2018-04-25T16:00:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.124-07:00 Los_Angeles,2018-08-09T16:08:04.981-07:00 Los_Angeles,"","",0Pa,"","","",Discharge Air Pre Filter DP,"",AI3002267,"","","","","","",✓,"","","",✓,✓,"","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-9f622691 .+(\.|-| )PFILT-(DP|S),"",JCL-NAE21/N2-A.21ADX016.PFILT-DP.Trend,Los_Angeles,Pa,"","","","","","",AHU-K1.PFILT-DP,"",2020-04-09T19:02:02.972Z UTC
@p:ubcv:r:22bc3c33-8393c0bb Chem Centre Rm D412 Zone JCL-NAE21/N2-A.21AVA177.D412-SP,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3003298,"",✓,JCL-NAE21/N2-A.21AVA177.D412-SP,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","",✓,"","","","","","",@p:ubcv:r:230df185-951e1b25 Chem Centre Rm D412 Zone,"","","","",@p:ubcv:r:230df185-0b3dda7c Chem Centre Floor 3,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.126-07:00 Los_Angeles,2018-12-07T09:45:38.178-08:00 Los_Angeles,"","","","","","",Zone Temp Effective Sp,"",AI3003297,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df185-b09f6038 Chem Centre Rm D412,"","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"",✓,"","","","",@p:ubcv:r:23e65d3e-6c9c8ef7 .+(\.|-| )D\d+(\(N\)|\(S\)|[A-Z])?-SP,✓,JCL-NAE21/N2-A.21AVA177.D412-SP.Trend,Los_Angeles,°C,"","","","","","",Third Floor Zone Controls.D412-SP,✓,2020-04-09T19:02:02.973Z UTC
@p:ubcv:r:22bc3c33-154981ba Chem Centre AHU-05 JCL-NAE21/N2-A.21AUN018.HTG-O,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3003467,"",✓,JCL-NAE21/N2-A.21AUN018.HTG-O,"","","","",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df161-5f4dea0d Chem Centre AHU-05,"","","","",@p:ubcv:r:2203b248-bd64836a Chem Centre Air Systems,✓,"",✓,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:27:08.128-07:00 Los_Angeles,2018-12-07T09:45:29.655-08:00 Los_Angeles,"","","","","","",Heating Valve Cmd,"",AO3003466,"","","","","","",✓,"","","","","",✓,"","","","","","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"",JCL-NAE21/N2-A.21AUN018.HTG-O.Trend,Los_Angeles,%,"",✓,"",✓,"","",AHU-W1.HTG-O,"",2020-04-09T19:02:02.974Z UTC
@p:ubcv:r:22bc3c33-53e178b6 Chem Centre AHU-05 P1 JCL-NAE21/N2-A.21AUN018.P1-S,"","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3003459,"",✓,JCL-NAE21/N2-A.21AUN018.P1-S,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","","","Off,On",P1,@p:ubcv:r:230df161-5f4dea0d Chem Centre AHU-05,"","","","",@p:ubcv:r:2203b248-bd64836a Chem Centre Air Systems,"","","","",✓,"","","",2020-05-12T11:52:43-07:00 Los_Angeles,"","","",318,2018-06-11T03:16:16-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T14:27:07.862-07:00 Los_Angeles,2018-12-07T09:45:29.653-08:00 Los_Angeles,"","","","","","",Run Status,"",BI3003457,"","","","","","",✓,"","","","","","",✓,"","","","",✓,"","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"",JCL-NAE21/N2-A.21AUN018.P1-S.Trend,Los_Angeles,"","","","","","","",AHU-W1.P1-S,"",2020-05-12T11:03:27.904Z UTC
@p:ubcv:r:227a56cb-f7642816 Chem Centre AHU-02 RF JCL-NAE21/N2-A.21ADX008.RF-C,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3001957,"",✓,JCL-NAE21/N2-A.21ADX008.RF-C,"","","","",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","",✓,"","","Off,On","",@p:ubcv:r:23747aaf-ae8ee9c8 Chem Centre AHU-02 RF,"",✓,"","",@p:ubcv:r:2203b248-bd64836a Chem Centre Air Systems,"","","","",✓,"","","",2020-03-10T08:53:16-07:00 Los_Angeles,"","","",28,2018-01-11T10:46:28-08:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T14:27:07.575-07:00 Los_Angeles,2018-12-07T09:45:37.479-08:00 Los_Angeles,"","","","","","",Return Fan Enable Cmd,"",BO3001956,"","","","","","",✓,"","","","","","","","","",✓,"","","","","",@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-da30c357 .+(\.|-| )RF(\d?)-C,"",JCL-NAE21/N2-A.21ADX008.RF-C.Trend,Los_Angeles,"","","","","","","",AHU-D2.RF-C,"",2020-04-08T18:55:30.098Z UTC
@p:ubcv:r:22bc3c34-aa5df3f2 Chem Centre Unsorted Points JCL-NAE21/Programming.Weather Predictor.Current OA-T,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3004110,"",✓,JCL-NAE21/Programming.Weather Predictor.Current OA-T,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22837e91-b5747bd2 Chem Centre Unsorted Points,"","","","",@p:ubcv:r:22837e7d-3e9b0143 Chem Centre Unsorted Points,"","","","",✓,"","","",2020-05-12T12:00:00-07:00 Los_Angeles,"","","",1406,2018-06-08T12:00:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:07.933-07:00 Los_Angeles,2018-12-07T09:45:29.539-08:00 Los_Angeles,"","","","","","",Outside Air Temp,"",AV3004109,"","","","","",✓,✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3d-5671e7b8 .+(\.|-| |_)OA(_|-)T,✓,JCL-NAE21/Programming.Weather Predictor.Current OA-T.Trend1,Los_Angeles,°C,"","","","","","",Chemistry Centre.Current OA-T,"",2020-04-09T19:02:02.975Z UTC
@p:ubcv:r:22bc3c33-cde7368e Chem Centre Rm D132 VAV-111 JCL-NAE21/N2-A.21AVM111.ZN-T,"",✓,"","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"",TL3000526,"",✓,JCL-NAE21/N2-A.21AVM111.ZN-T,"","","","","","","",@p:ubcv:r:217b9c85-444aa2bf CHEM (NAE-21),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:230df184-4aae4624 Chem Centre Rm D132 VAV-111,"","","","",@p:ubcv:r:230df161-5f7ab9a0 Chem Centre Basement,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33462,2018-06-14T15:30:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:27:08.131-07:00 Los_Angeles,2018-12-07T09:45:29.652-08:00 Los_Angeles,"","","","","","",Zone Temp,"",AI3000524,"","","","","","",✓,"","","","","","","","","","",@p:ubcv:r:230df184-149c6d15 Chem Centre Rm D132,"","","",✓,@p:ubcv:r:2093aa01-c205566a Chem Centre,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,JCL-NAE21/N2-A.21AVM111.ZN-T.Trend,Los_Angeles,°C,"","","","","","",Undergraduate Lounge.ZN-T,✓,2020-04-09T19:02:02.976Z UTC
