id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,beatyAHU2_VAV_DMP,beatyDSP_MV,beatyFH,beatyRTU1_VAV_DMP,beatyRTU2_VAV_DMP,beatyRTU3_VAV_DMP,beatyRTU4_VAV_DMP,beatyRTU5_VAV_DMP,beaty_MAD_MV,bmsName,bypass,close,cmd,co2,connRef,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,filter,final,flow,groupRef,heat,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,lastTagged,leaving,mixed,mixing,mode,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,open,outside,perimeterHeat,point,pointType,power,pressure,proj_1830_3W2W,pump,quantityID,return,roomRef,run,runtime,scheduleOcc,secondarySide,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,vavMode,volume,water,zone,mod
@p:ubcv:r:236ba24e-96a5ee4d Beaty Lab 281 VAV-S17 VAV_S17_OperationMode,"","","","",@p:ubcv:r:236ba157-1e12d683 beatyBio VAV_S17_Fumehood_Room_281 (520207),"",TL13,✓,"","","","","","","","","",VAV_S17_OperationMode,"","","","",@p:ubcv:r:236ba157-1e12d683 beatyBio VAV_S17_Fumehood_Room_281 (520207),"","","","","","","","",$equipRef $bmsName,"","","","","","","Occupied,Standby,Unoccupied","",@p:ubcv:r:24199a7e-c672669c Beaty Lab 281 VAV-S17,✓,"","","","","",@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","-1 enumNumberToStr(self, false)",2019-03-10T03:12:00-07:00 Los_Angeles,"","","",1,2019-03-10T03:12:00-07:00 Los_Angeles,ok,"","",Str,2020-05-12T13:56:34.34-07:00 Los_Angeles,2019-01-23T16:53:22.833-08:00 Los_Angeles,"","","",✓,Operation Mode,"",MSV3,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199a7e-deb87d5a Beaty Lab 281,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"",✓,"","","","",@p:ubcv:r:254a170a-20a4f0b2 .+_OperationMode(_TL)?,"","",VAV_S17_OperationMode_TL,Los_Angeles,"","","",✓,"","","",2020-04-09T19:16:25.856Z UTC
@p:ubcv:r:22ff988f-030b56df Beaty Unsorted Points VAV1_RT_AV,"",✓,"","",@p:ubcv:r:22ff95cc-c5b70a6a beatyBio Bio Archive_MANAGERS OFFICE (520506),"",TL1,✓,"","","","","","","","","",VAV1_RT_AV,"","","","",@p:ubcv:r:22ff95cc-c5b70a6a beatyBio Bio Archive_MANAGERS OFFICE (520506),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:22ff90eb-7efd2ec3 Beaty Unsorted Points,✓,"","","","","",@p:ubcv:r:22ff90eb-6a116659 Beaty Unsorted Points,"","",✓,"","","",2020-05-12T14:02:04-07:00 Los_Angeles,"","","",91929,2018-08-07T15:38:08-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:03:25.647-07:00 Los_Angeles,2019-01-23T16:53:18.179-08:00 Los_Angeles,"","","","",Zone Temp,"",AV24,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,VAV1_RT_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:02.509Z UTC
@p:ubcv:r:236ba859-e04b6dcc Beaty Lab 054 VAV-L07 VAV_L07_OperationMode,"","","","",@p:ubcv:r:22ff942a-8dad93df beatyBio VAV_L07_Lab_054 (520405),"",TL13,✓,"","","","","","","","","",VAV_L07_OperationMode,"","","","",@p:ubcv:r:22ff942a-8dad93df beatyBio VAV_L07_Lab_054 (520405),"","","","","","","","",$equipRef $bmsName,"","","","","","","Occupied,Standby,Unoccupied","",@p:ubcv:r:241985f0-1b6cd292 Beaty Lab 054 VAV-L07,✓,"","","","","",@p:ubcv:r:241985f0-65cf6ecd Beaty Floor 0,"","",✓,"","","-1 enumNumberToStr(self, false)","","","","","","",ok,"","",Str,2020-05-12T14:06:57.682-07:00 Los_Angeles,2019-01-23T16:53:21.394-08:00 Los_Angeles,"","","",✓,Operation Mode,"",MSV3,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241985f0-ff29785b Beaty Lab 054,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"",✓,"","","","",@p:ubcv:r:254a170a-20a4f0b2 .+_OperationMode(_TL)?,"","",VAV_L07_OperationMode_TL,Los_Angeles,"","","",✓,"","","",2020-04-09T19:16:27.459Z UTC
@p:ubcv:r:236ba93d-e88e9ea6 Beaty Lab 064 VAV-L13 VAV_L13_OperationMode,"","","","",@p:ubcv:r:22ff9362-65dd0205 beatyBio VAV_L13_Lab_064 (520306),"",TL13,✓,"","","","","","","","","",VAV_L13_OperationMode,"","","","",@p:ubcv:r:22ff9362-65dd0205 beatyBio VAV_L13_Lab_064 (520306),"","","","","","","","",$equipRef $bmsName,"","","","","","","Occupied,Standby,Unoccupied","",@p:ubcv:r:241985f0-04edcb34 Beaty Lab 064 VAV-L13,✓,"","","","","",@p:ubcv:r:241985f0-65cf6ecd Beaty Floor 0,"","",✓,"","","-1 enumNumberToStr(self, false)","","","","","","",ok,"","",Str,2020-05-12T13:58:05.223-07:00 Los_Angeles,2019-01-23T16:53:09.418-08:00 Los_Angeles,"","","",✓,Operation Mode,"",MSV3,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241985f0-d914ac8c Beaty Lab 064,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"",✓,"","","","",@p:ubcv:r:254a170a-20a4f0b2 .+_OperationMode(_TL)?,"","",VAV_L13_OperationMode_TL,Los_Angeles,"","","",✓,"","","",2020-04-09T19:16:28.308Z UTC
@p:ubcv:r:236baa1b-a4efb6a4 Beaty Rm 397 VAV-T28 VAV_T28_RTU_SAT_AV,"",✓,"","",@p:ubcv:r:22ff8263-bef6c6f4 beatyBio VAV_T28_Lab_Support_397 (520120),"",TL7,✓,"","","","","","","","","",VAV_T28_RTU_SAT_AV,"","","","",@p:ubcv:r:22ff8263-bef6c6f4 beatyBio VAV_T28_Lab_Support_397 (520120),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:241993c9-42a1fe27 Beaty Rm 397 VAV-T28,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","",2020-05-12T13:52:37-07:00 Los_Angeles,"","","",80572,2018-10-29T07:48:19-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:02:16.595-07:00 Los_Angeles,2019-04-11T16:04:13.766-07:00 Los_Angeles,"","","","",Discharge Air Temp,"",AV9,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241993c9-dd54903b Beaty Rm 397,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-b77c9dc0 .+_(\d+)?SAT(_\d+)?(_AV)?(_TL)?,"",✓,VAV_T28_RTU_SAT_TL,Los_Angeles,°C,"","","","","","",2020-04-09T19:02:01.727Z UTC
@p:ubcv:r:236bab17-bcf4e0da Beaty RTU-1 SF RTU1_SFS,"",✓,"","",@p:ubcv:r:22ff788f-b22ee0f6 beatyBio 314.0 BioD_RTU1_3rd_Party_Rtr (520100),"",TL16,✓,"","","","","","","","","",RTU1_SFS,"","","","",@p:ubcv:r:22ff788f-b22ee0f6 beatyBio 314.0 BioD_RTU1_3rd_Party_Rtr (520100),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","OFF,ON","",@p:ubcv:r:25019071-5a511334 Beaty RTU-1 SF,✓,"",✓,"","","",@p:ubcv:r:21cb089a-0c38404b Beaty Hydronic Systems,"","",✓,"","","",2020-02-03T08:57:00-08:00 Los_Angeles,"","","",46,2018-12-20T12:33:03-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T13:54:50.696-07:00 Los_Angeles,2019-01-23T16:53:11.307-08:00 Los_Angeles,"","","","",Discharge Fan Run Status,"",BV3,"","","","","","",✓,"","","","","","","","",✓,✓,"","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:241ae208-4afc4e5f .+_SF(\d?)S(_BV)?(_TL)?,"","",RTU1_SFS_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:26.679Z UTC
@p:ubcv:r:236ba956-7e42472b Beaty Lab 171 VAV-G12 VAV_G12_DP,"",✓,"","",@p:ubcv:r:22ff9362-74ec69f7 beatyBio VAV_G12_Fumehood_Room_171 (520304),"",TL5,✓,"","","","","","","","","",VAV_G12_DP,"","","","",@p:ubcv:r:22ff9362-74ec69f7 beatyBio VAV_G12_Fumehood_Room_171 (520304),"","","","","",✓,"",✓,$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2419929d-915b8412 Beaty Lab 171 VAV-G12,✓,"","","","","",@p:ubcv:r:241984b8-5376fdd0 Beaty Floor 1,"","",✓,"","","",2020-05-12T13:52:26-07:00 Los_Angeles,"","","",80548,2018-10-29T07:37:58-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:02:15.69-07:00 Los_Angeles,2019-04-11T16:04:13.647-07:00 Los_Angeles,"","","","",Discharge Air Differential Pressure,"",AI5,"","","","","","",✓,"","",✓,"","","","",@p:ubcv:r:2419929d-bbfd8a29 Beaty Lab 171,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-247ed83f (.+_)?VAV(_)?\w?\d+\w?(_.+)?_DP(_TL)?,"","",VAV_G12_DP_TL,Los_Angeles,Pa,"","","","","","",2020-04-09T19:02:02.004Z UTC
@p:ubcv:r:236ba949-efaaaaa1 Beaty Rm 062 VAV-L12 VAV_L12_Dmp_Close,"",✓,"","",@p:ubcv:r:22ff9362-600c06a1 beatyBio VAV_L12_Lab_Support_062 (520305),"",TL91,✓,"","","","","","","","","",VAV_L12_Dmp_Close,"",✓,✓,"",@p:ubcv:r:22ff9362-600c06a1 beatyBio VAV_L12_Lab_Support_062 (520305),"","","","",✓,"","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:241993c9-3f4dfe8c Beaty Rm 062 VAV-L12,✓,"","","","","",@p:ubcv:r:241985f0-65cf6ecd Beaty Floor 0,"","",✓,"","","",2020-05-12T13:41:14-07:00 Los_Angeles,"","","",63473,2018-10-26T12:26:36-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T13:58:04.63-07:00 Los_Angeles,2019-01-23T16:53:05.051-08:00 Los_Angeles,"","","","",Discharge Air Damper Close Cmd,"",BO5,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241993c9-dd72990d Beaty Rm 062,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e74a74-253526c7 .+_Dmp_Close(_TL.)?,"","",VAV_L12_Dmp_Close_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:26.681Z UTC
@p:ubcv:r:236ba77c-bcf2fd8d Beaty Rm 352 VAV-T04 VAV_T04_DMP,"",✓,"","",@p:ubcv:r:22ff95cc-2971f5cf beatyBio VAV_T04_Lab_Support_352 (520509),"",TL6,✓,"","","","","","","",✓,"",VAV_T04_DMP,"","",✓,"",@p:ubcv:r:22ff95cc-2971f5cf beatyBio VAV_T04_Lab_Support_352 (520509),"","","","",✓,"","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:241993c9-612ea379 Beaty Rm 352 VAV-T04,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","",2020-05-12T13:57:57-07:00 Los_Angeles,"","","",80551,2018-10-29T07:27:43-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:00:45.782-07:00 Los_Angeles,2019-04-11T16:04:13.48-07:00 Los_Angeles,"","","","",Discharge Air Damper Cmd,"",AV16,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241993c9-8b56df01 Beaty Rm 352,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-f295c554 (.+_)?VAV.+_DMP(_TL)?,"","",VAV_T04_DMP_TL,Los_Angeles,%,"","","","","","",2020-04-09T19:02:02.536Z UTC
@p:ubcv:r:236ba77c-5699c74d Beaty Rm 352 VAV-T04 VAV_T04_DP,"",✓,"","",@p:ubcv:r:22ff95cc-2971f5cf beatyBio VAV_T04_Lab_Support_352 (520509),"",TL5,✓,"","","","","","","","","",VAV_T04_DP,"","","","",@p:ubcv:r:22ff95cc-2971f5cf beatyBio VAV_T04_Lab_Support_352 (520509),"","","","","",✓,"",✓,$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:241993c9-612ea379 Beaty Rm 352 VAV-T04,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","",2020-05-12T13:57:50-07:00 Los_Angeles,"","","",80550,2018-10-29T07:27:45-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:00:45.368-07:00 Los_Angeles,2019-04-11T16:04:13.821-07:00 Los_Angeles,"","","","",Discharge Air Differential Pressure,"",AI5,"","","","","","",✓,"","",✓,"","","","",@p:ubcv:r:241993c9-8b56df01 Beaty Rm 352,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-247ed83f (.+_)?VAV(_)?\w?\d+\w?(_.+)?_DP(_TL)?,"","",VAV_T04_DP_TL,Los_Angeles,Pa,"","","","","","",2020-04-09T19:02:02.537Z UTC
@p:ubcv:r:236ba76a-4355ab8c Beaty DES Connection 314_DHW_MV_VLV_FB,"","","","",@p:ubcv:r:22ff7a10-ae5d98fc beatyBio 314.0 BioD_PRIM_HWS (520700),"",TL56,✓,"","","","","","","","","",314_DHW_MV_VLV_FB,"","","","",@p:ubcv:r:22ff7a10-ae5d98fc beatyBio 314.0 BioD_PRIM_HWS (520700),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2419ab1f-eeb759f0 Beaty DES Connection,✓,"","","","","",@p:ubcv:r:21cb089a-0c38404b Beaty Hydronic Systems,"","",✓,"","","",2020-05-12T13:45:34-07:00 Los_Angeles,"","","",54028,2018-10-27T13:52:36-07:00 Los_Angeles,ok,"",✓,Number,2020-05-12T13:56:05.356-07:00 Los_Angeles,2018-11-28T16:32:26.473-08:00 Los_Angeles,"","",✓,"","Mixing Valve ","",AI206,"","","","","","",✓,"","","","","","","","","","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:2400a051-498c74fb .+_MV(_\d)?(_VLV)?_FB(_TL)?,"","",314_DHW_MV_VLV_FB_POLL_TL,Los_Angeles,%,"",✓,"","",✓,"",2020-04-09T19:02:02.587Z UTC
@p:ubcv:r:236ba724-4cc8df2d Beaty AHU-01 AHU1_DX1_SOLENOID,"","","","",@p:ubcv:r:22ff9902-9d5f26ec beatyBio BioD_AHU1 (520806),"",TL7,✓,"","","","","","","","","",AHU1_DX1_SOLENOID,"","","","",@p:ubcv:r:22ff9902-9d5f26ec beatyBio BioD_AHU1 (520806),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2419965d-a4c06c3a Beaty AHU-01,✓,"","","","","",@p:ubcv:r:21cb089a-0c38404b Beaty Hydronic Systems,"","",✓,"","","",2020-05-11T18:33:51-07:00 Los_Angeles,"","","",518,2018-10-26T14:07:26-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:08:44.208-07:00 Los_Angeles,2018-11-28T16:32:38.47-08:00 Los_Angeles,"","","","",AHU1_DX1_SOLENOID,✓,BO2,"","","","","","",✓,"","","","","","","","","","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",AHU1_DX1_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:25.862Z UTC
@p:ubcv:r:236ba86f-6492e220 Beaty Lab 161 VAV-G08 VAV_G08_FLW_SP,"",✓,"","",@p:ubcv:r:22ff942a-6936fb49 beatyBio VAV_G08_Fumehood_Room_161 (520403),"",TL4,✓,"","","","","","","","","",VAV_G08_FLW_SP,"","","","",@p:ubcv:r:22ff942a-6936fb49 beatyBio VAV_G08_Fumehood_Room_161 (520403),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2419929d-afce6aef Beaty Lab 161 VAV-G08,✓,"","","","",✓,@p:ubcv:r:241984b8-5376fdd0 Beaty Floor 1,"","",✓,"","","",2020-05-12T13:53:59-07:00 Los_Angeles,"","","",80556,2018-10-29T07:35:29-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:00:15.139-07:00 Los_Angeles,2019-04-11T16:04:13.48-07:00 Los_Angeles,"","","","",Discharge Air Flow Sp,"",AV5,"","","","","","",✓,"","","","","","","",@p:ubcv:r:2419929d-655dbee8 Beaty Lab 161,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"",✓,"","","","",@p:ubcv:r:23e65d0e-5f6d8aaa (.+_)?(V|S)AVS?.+_FLO?W_SP(_LPS|_TL)?,"","",VAV_G08_FLW_SP_TL,Los_Angeles,L/s,"","","","","","",2020-04-09T19:02:02.256Z UTC
@p:ubcv:r:236ba24e-db86a772 Beaty Lab 281 VAV-S17 VAV_S17_RT_AV,"",✓,"","",@p:ubcv:r:236ba157-1e12d683 beatyBio VAV_S17_Fumehood_Room_281 (520207),"",TL1,✓,"","","","","","","","","",VAV_S17_RT_AV,"","","","",@p:ubcv:r:236ba157-1e12d683 beatyBio VAV_S17_Fumehood_Room_281 (520207),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:24199a7e-c672669c Beaty Lab 281 VAV-S17,✓,"","","","","",@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2020-05-12T13:56:04-07:00 Los_Angeles,"","","",80586,2018-10-29T07:06:28-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:56:35.137-07:00 Los_Angeles,2019-01-23T16:53:13.305-08:00 Los_Angeles,"","","","",Zone Temp,"",AV24,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199a7e-deb87d5a Beaty Lab 281,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,VAV_S17_RT_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:01.834Z UTC
@p:ubcv:r:236ba750-ad46a643 Beaty AHU-02 SF AHU2_SFC,"",✓,"","",@p:ubcv:r:22ff7aee-9e278c5b beatyBio 314.0 BioD_AHU2 (520800),"",TL9,✓,"","","","","","","","","",AHU2_SFC,"","",✓,"",@p:ubcv:r:22ff7aee-9e278c5b beatyBio 314.0 BioD_AHU2 (520800),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","OFF,ON","",@p:ubcv:r:254e1acb-dc3ba494 Beaty AHU-02 SF,✓,"",✓,"","","",@p:ubcv:r:21cb089a-0c38404b Beaty Hydronic Systems,"","",✓,"","","",2020-05-12T07:00:39-07:00 Los_Angeles,"","","",1074,2018-10-25T23:00:53-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:06:54.181-07:00 Los_Angeles,2019-01-23T16:53:22.279-08:00 Los_Angeles,"","","","",Discharge Fan Run Cmd,"",BO1,"","","","","","",✓,"","","","","","","","",✓,"","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0f-ef6babc0 .+_SF(\d)?C(_TL)?,"","",AHU2_SFC_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:27.468Z UTC
@p:ubcv:r:236ba962-1202c936 Beaty Rm 172 VAV-G11 VAV_G11_OperationMode,"","","","",@p:ubcv:r:22ff9362-e2b43668 beatyBio VAV_G11_Lab_Support_172 (520303),"",TL13,✓,"","","","","","","","","",VAV_G11_OperationMode,"","","","",@p:ubcv:r:22ff9362-e2b43668 beatyBio VAV_G11_Lab_Support_172 (520303),"","","","","","","","",$equipRef $bmsName,"","","","","","","Occupied,Standby,Unoccupied","",@p:ubcv:r:241993c9-91d4d92e Beaty Rm 172 VAV-G11,✓,"","","","","",@p:ubcv:r:241984b8-5376fdd0 Beaty Floor 1,"","",✓,"","","-1 enumNumberToStr(self, false)","","","","","","",ok,"","",Str,2020-05-12T14:00:44.798-07:00 Los_Angeles,2019-01-23T16:53:02.246-08:00 Los_Angeles,"","","",✓,Operation Mode,"",MSV3,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241993c9-5bc7021b Beaty Rm 172,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"",✓,"","","","",@p:ubcv:r:254a170a-20a4f0b2 .+_OperationMode(_TL)?,"","",VAV_G11_OperationMode_TL,Los_Angeles,"","","",✓,"","","",2020-04-09T19:16:26.685Z UTC
@p:ubcv:r:236baaf9-dcedd618 Beaty Rm 191 VAV-G21 VAV_G21_Rtu_Discharge,"","","","",@p:ubcv:r:22ff8263-b46d8abe beatyBio VAV_G21_Lab_Support_191 (520103),"",TL8,✓,"","","","","","","","","",VAV_G21_Rtu_Discharge,"","","","",@p:ubcv:r:22ff8263-b46d8abe beatyBio VAV_G21_Lab_Support_191 (520103),"","","","","","","","",$equipRef $bmsName,"","","","","","","Heating Available,Deadband,Cooling Available","",@p:ubcv:r:241993c9-861a4954 Beaty Rm 191 VAV-G21,✓,"","","","","",@p:ubcv:r:241984b8-5376fdd0 Beaty Floor 1,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-10T00:19:22-07:00 Los_Angeles,"","","",15513,2018-11-20T06:14:37-08:00 Los_Angeles,ok,"","",Str,2020-05-12T14:00:44.651-07:00 Los_Angeles,2018-11-28T16:32:45.815-08:00 Los_Angeles,"","","","",VAV_G21_Rtu_Discharge,✓,MSV4,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241993c9-8ad6c2a3 Beaty Rm 191,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_G21_Rtu_Discharge_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:27.469Z UTC
@p:ubcv:r:236ba798-427d14f4 Beaty Lab 363 VAV-T01 VAV_T01_WS,"","","","",@p:ubcv:r:22ff95cc-3259a4b5 beatyBio VAV_T01_Lab_363_South_Module_4 (520507),"",TL9,✓,"","","","","","","","","",VAV_T01_WS,"","","","",@p:ubcv:r:22ff95cc-3259a4b5 beatyBio VAV_T01_Lab_363_South_Module_4 (520507),"","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:24199361-a0f54e2d Beaty Lab 363 VAV-T01,✓,"","","","","",@p:ubcv:r:241985f0-bf451612 Beaty Floor 3,"","",✓,"","","",2019-03-07T12:28:42-08:00 Los_Angeles,"","","",1,2019-03-07T12:28:42-08:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:04:33.52-07:00 Los_Angeles,2018-11-28T16:32:53.801-08:00 Los_Angeles,"","","","",VAV_T01_WS,✓,BV1,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199361-ba84cf5d Beaty Lab 363,"","","","","",@p:ubcv:r:209678da-364312db Beaty,"","","","","","","","","",VAV_T01_WS_TL,Los_Angeles,"","","","","","","",2020-04-09T19:16:28.312Z UTC
@p:ubcv:r:236baaf9-6cf45018 Beaty Rm 191 VAV-G21 VAV_G21_RTU_SAT_AV,"",✓,"","",@p:ubcv:r:22ff8263-b46d8abe beatyBio VAV_G21_Lab_Support_191 (520103),"",TL7,✓,"","","","","","","","","",VAV_G21_RTU_SAT_AV,"","","","",@p:ubcv:r:22ff8263-b46d8abe beatyBio VAV_G21_Lab_Support_191 (520103),"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:241993c9-861a4954 Beaty Rm 191 VAV-G21,✓,"","","","","",@p:ubcv:r:241984b8-5376fdd0 Beaty Floor 1,"","",✓,"","","",2020-05-12T13:54:43-07:00 Los_Angeles,"","","",80562,2018-10-29T07:48:48-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:00:46.18-07:00 Los_Angeles,2019-04-11T16:04:13.72-07:00 Los_Angeles,"","","","",Discharge Air Temp,"",AV9,"","","","","","",✓,"","","","","","","",@p:ubcv:r:241993c9-8ad6c2a3 Beaty Rm 191,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:23e65d0e-b77c9dc0 .+_(\d+)?SAT(_\d+)?(_AV)?(_TL)?,"",✓,VAV_G21_RTU_SAT_TL,Los_Angeles,°C,"","","","","","",2020-04-09T19:02:01.493Z UTC
@p:ubcv:r:236ba268-0c77cb7f Beaty Lab 264 VAV-S15 VAV_S15_RT_AV,"",✓,"","",@p:ubcv:r:236ba157-251c641f beatyBio VAV_S15_Lab_264_North_Module_16 (520205),"",TL1,✓,"","","","","","","","","",VAV_S15_RT_AV,"","","","",@p:ubcv:r:236ba157-251c641f beatyBio VAV_S15_Lab_264_North_Module_16 (520205),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:24199bbb-af8f5c6d Beaty Lab 264 VAV-S15,✓,"","","","","",@p:ubcv:r:24199a22-79c45e36 Beaty Floor 2,"","",✓,"","","",2020-05-12T14:03:21-07:00 Los_Angeles,"","","",80600,2018-10-29T07:08:23-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:06:55.297-07:00 Los_Angeles,2019-01-23T16:53:00.081-08:00 Los_Angeles,"","","","",Zone Temp,"",AV24,"","","","","","",✓,"","","","","","","",@p:ubcv:r:24199bba-8cdd0d24 Beaty Lab 264,"","","","",✓,@p:ubcv:r:209678da-364312db Beaty,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,VAV_S15_RT_TL,Los_Angeles,°C,"","","","","",✓,2020-04-09T19:02:01.807Z UTC
@p:ubcv:r:23401a4a-2ea82fe7 Beaty RTU-4 RF RTU4_RF_SPD,"","","","",@p:ubcv:r:22ff7a10-4d9cb0cb beatyBio 314.0 BioD_RTU4 (520400),"",TL10,✓,"",✓,"","","","","","","",RTU4_RF_SPD,"","",✓,"",@p:ubcv:r:22ff7a10-4d9cb0cb beatyBio 314.0 BioD_RTU4 (520400),"","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:241a9a69-6f23ba2a Beaty RTU-4 RF,✓,"",✓,"","","",@p:ubcv:r:21cb089a-0c38404b Beaty Hydronic Systems,"","",✓,"","","",2020-05-12T13:45:00-07:00 Los_Angeles,"","","",187170,2018-09-27T14:37:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T13:56:34.069-07:00 Los_Angeles,2019-01-23T16:53:20.414-08:00 Los_Angeles,"","","","",Return Fan Speed Cmd,"",AO1,"","","","","","",✓,"","","","","","",✓,"","","","","","",@p:ubcv:r:209678da-364312db Beaty,"","",✓,"","","",@p:ubcv:r:23e65d0f-124b0c43 .+_RF(\d+)?(_VFD)?_SPD(_AV)?(_TL)?,"","",RTU4_RF_SPD_TL,Los_Angeles,%,"","","","","","",2020-04-09T19:02:02.207Z UTC
