id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bmsName2,bridgeName,bypass,chilled,cmd,co2,connRef,cool,cooling,count,covTest,cur,curStatus,curVal,damper,delta,differential,disMacro,discharge,dupOld,dupOld2,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,freq,groupRef,heat,heating,heatingMode,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,max,min,mixed,mode,navName,noTagMatch,objectId,occ,occupancy,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointRef,pointType,power,preFilter,pressure,pump,quantityID,reliability,return,roomRef,run,runtime,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,tags,temp,testPts,testUnits,tlName,tz,unit,utilityPoint,valve,volume,water,wifi,wifiId,window,zone,mod
@p:ubcv:r:22582355-10ab3f41 CIRS Unsorted Points CIRS_HP_SP8_C,"","","","",@p:ubcv:r:225818d1-97f8927d CIRS Basement_Mech_Room_CP620300 (620300),"",TL40,"",✓,CIRS_HP_SP8_C,"","","","","","",@p:ubcv:r:225818d1-97f8927d CIRS Basement_Mech_Room_CP620300 (620300),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","OFF,ON","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-09T08:01:14-07:00 Los_Angeles,"","","",4708,2018-03-31T01:29:24-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:04:59.017-07:00 Los_Angeles,2018-11-28T16:32:52.085-08:00 Los_Angeles,"","","","","",CIRS_HP_SP8_C,✓,BO1401,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_HP_SP8_C_COV_TL,Los_Angeles,"","","","","","","","","",2020-04-08T18:54:03.482Z UTC
@p:ubcv:r:24d4e6df-ed00ccd0 CIRS Unsorted Points Wireless_01938368_RT_OFFICE9,"","","","",@p:ubcv:r:22581ed2-8327b693 CIRS Underfloor_girdline_9/G_CP621104 (621104),"",TL20,"",✓,Wireless_01938368_RT_OFFICE9,"","","","","","",@p:ubcv:r:22581ed2-8327b693 CIRS Underfloor_girdline_9/G_CP621104 (621104),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:01:15-07:00 Los_Angeles,"","","",27265,2019-07-30T16:05:30-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:05:57.54-07:00 Los_Angeles,"","","","","","",Wireless_01938368_RT_OFFICE9,✓,AV10301,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","","",Los_Angeles,"","","","","","","","","",2020-04-09T19:01:42.906Z UTC
@p:ubcv:r:2258235e-7186a3f9 CIRS Rm 5382 UH-21 CIRS_UH21_HTG_VLV_AV,"","","","",@p:ubcv:r:22581905-fde9ea38 CIRS ELEC_ELEC_RM4381_L4S_CP621500 (621500),"",TL81,"",✓,CIRS_UH21_HTG_VLV_AV,"","","","",✓,"",@p:ubcv:r:22581905-fde9ea38 CIRS ELEC_ELEC_RM4381_L4S_CP621500 (621500),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:225ffb3e-b83c8553 CIRS Rm 5382 UH-21,✓,"","","","","","",@p:ubcv:r:225ffb3e-eb5062f0 CIRS Floor 5,✓,✓,"",✓,"","","",2020-05-12T11:01:19-07:00 Los_Angeles,"","","",73965,2018-04-02T15:12:53-07:00 Los_Angeles,ok,"",✓,"",Number,2020-05-12T11:04:58.413-07:00 Los_Angeles,2019-01-23T16:53:19.059-08:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AV46,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:225ffb3e-cc39c784 CIRS Rm 5382,"","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:23e65d0e-967acfbd .+_HTG_VLV_AV(_POLL_TL)?,"","","","",CIRS_UH21_HTG_VLV_AV_POLL_TL,Los_Angeles,%,"",✓,"",✓,"","","","",2020-04-09T19:02:28.818Z UTC
@p:ubcv:r:22582406-fcf58097 CIRS Rm 4345 Zone CIRS_L4S_RAD_OFFICE_5_C,"","","","",@p:ubcv:r:22582115-277bc97c CIRS Underfloor_girdline_12/F_CP621501 (621501),"",TL42,"",✓,CIRS_L4S_RAD_OFFICE_5_C,"","","","",✓,"",@p:ubcv:r:22582115-277bc97c CIRS Underfloor_girdline_12/F_CP621501 (621501),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:24d5d2ea-5d8c0384 CIRS Rm 4345 Zone,✓,"","","","","","",@p:ubcv:r:225ffb40-b948a04c CIRS Floor 4,"",✓,"",✓,"","","",2020-05-12T11:01:13-07:00 Los_Angeles,"","","",73474,2018-04-03T03:25:28-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:05:27.676-07:00 Los_Angeles,2019-01-23T16:53:19.457-08:00 Los_Angeles,"","","","","",Heating Cmd,"",AO1,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:225ffb41-d5a0fdb8 CIRS Rm 4345,"","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_L4S_RAD_OFFICE_5_C_POLL_TL,Los_Angeles,%,"","","","","","","","",2020-04-09T19:02:28.837Z UTC
@p:ubcv:r:2258235e-07be0d9f CIRS Rm 3181A FC-04 CIRS_FCU04_CLG_COIL_VLV_CTRL,"","","","",@p:ubcv:r:22581905-ae411024 CIRS Data_RM4161_L3N_CP621200___IP_BBMD47808 (621200),"",TL9,"",✓,CIRS_FCU04_CLG_COIL_VLV_CTRL,"","","",✓,✓,"",@p:ubcv:r:22581905-ae411024 CIRS Data_RM4161_L3N_CP621200___IP_BBMD47808 (621200),✓,✓,"","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:225ffb3d-a999c92f CIRS Rm 3181A FC-04,✓,"","","","","","",@p:ubcv:r:225ffb3d-60e6d2c7 CIRS Floor 3,"","","",✓,"","","",2020-05-12T10:57:10-07:00 Los_Angeles,"","","",74072,2018-04-01T17:43:52-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:04:55.37-07:00 Los_Angeles,2019-01-23T16:53:21.528-08:00 Los_Angeles,"","","","","",Cooling Valve Cmd,"",AO1201,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:225ffb3d-3b0cc995 CIRS Rm 3181A,"","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:23e65d0e-d9c54fb9 .+_CLG_COIL_VLV_CTRL(_TL)?,"","","","",CIRS_FCU04_CLG_COIL_VLV_CTRL_POLL_TL,Los_Angeles,%,"",✓,"",✓,"","","","",2020-04-09T19:02:28.467Z UTC
@p:ubcv:r:2258235a-4836043f CIRS Unsorted Points CIRS_HR_COIL_OFF_T,"","","","",@p:ubcv:r:2257efc0-2c38ebfc CIRS CIRS_BSMT_MECH_AHU1_HRAH_UH7_CP620100 (620100),"",TL4,"",✓,CIRS_HR_COIL_OFF_T,"","","","","","",@p:ubcv:r:2257efc0-2c38ebfc CIRS CIRS_BSMT_MECH_AHU1_HRAH_UH7_CP620100 (620100),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:01:31-07:00 Los_Angeles,"","","",73973,2018-04-02T15:37:39-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:04:58.853-07:00 Los_Angeles,2018-11-28T16:32:49.952-08:00 Los_Angeles,"","","","","",CIRS_HR_COIL_OFF_T,✓,AI1202,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_HR_COIL_OFF_T_POLL_TL,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:27.366Z UTC
@p:ubcv:r:22582367-ae5431cb CIRS Unsorted Points CIRS_BTU_EM21_MODE1_HTG_ENERGY_MUX,"","","","",@p:ubcv:r:22581905-97e81518 CIRS ELEC_RM2381A_L2S_CP621100 (621100),"",TL174,"",✓,CIRS_BTU_EM21_MODE1_HTG_ENERGY_MUX,"","","","","","",@p:ubcv:r:22581905-97e81518 CIRS ELEC_RM2381A_L2S_CP621100 (621100),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-07T07:39:44-07:00 Los_Angeles,"","","",16738,2018-03-06T05:10:52-08:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:04:55.378-07:00 Los_Angeles,2018-11-28T16:32:32.642-08:00 Los_Angeles,"","","","","",CIRS_BTU_EM21_MODE1_HTG_ENERGY_MUX,✓,AV97,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_BTU_EM21_MODE1_ENERGY_MUX_TL,Los_Angeles,kWh,"","","","","","","","",2020-04-09T19:02:28.3Z UTC
@p:ubcv:r:24d4e710-9276ba48 CIRS Rm 2351 Zone CIRS_L2_WINS8_OFFICE_S,"","","","",@p:ubcv:r:22581ed2-3c0eaefd CIRS Underfloor_girdline_7/F-G_CP621105 (621105),"",TL63,"",✓,CIRS_L2_WINS8_OFFICE_S,"","","","","","",@p:ubcv:r:22581ed2-3c0eaefd CIRS Underfloor_girdline_7/F-G_CP621105 (621105),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Closed,Open","",@p:ubcv:r:24d5d2ea-b4cb50de CIRS Rm 2351 Zone,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-03-11T17:06:15-07:00 Los_Angeles,"","","",104,2019-07-29T11:13:53-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:01:56.216-07:00 Los_Angeles,"","","","","","",Window Status,"",BI6,"","","","","","","",✓,"",✓,"","","","","","","",@p:ubcv:r:225ffb3f-9fb413ef CIRS Rm 2351,"","","",✓,@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:24d5de60-df6447d0 .+_WIN(S(\d+)?)?_.+(_TL)?,"","","","",CIRS_L2_WINS8_OFFICE_S_TL,Los_Angeles,"","","","","","","",✓,"",2020-04-08T18:54:21.356Z UTC
@p:ubcv:r:225824de-114fb213 CIRS Unsorted Points CIRS_RCW_FILTRATE_PUMP_ENABLE,"","","","",@p:ubcv:r:22581905-32f98544 CIRS Wastewater_Reclamation_1302_CP620800 (620800),"",TL102,"",✓,CIRS_RCW_FILTRATE_PUMP_ENABLE,"","","","",✓,"",@p:ubcv:r:22581905-32f98544 CIRS Wastewater_Reclamation_1302_CP620800 (620800),"","","","","","","","","","",$equipRef $bmsName,"","","","","","",✓,"","","OFF,ON","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2019-05-23T13:49:43-07:00 Los_Angeles,"","","",13,2018-04-26T11:14:47-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:04:58.389-07:00 Los_Angeles,2018-11-28T16:32:29.646-08:00 Los_Angeles,"","","","","",Pump Enable Cmd,"",BV5,"","","","","","","",✓,"","","","","",✓,"","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:245b7d4d-796ac33b .+_PUMP_ENABL?E?(_TL)?,"","","","",CIRS_RCW_FILTRATE_PUMP_ENABLE_COV_TL,Los_Angeles,"","","","","","","","","",2020-04-08T18:49:18.914Z UTC
@p:ubcv:r:225824df-b8d31c35 CIRS Waste Water Treatment CIRS_RCLM_WW_CITY_WATER_TANK_FILL_VLV__SOLENOID,"","","","",@p:ubcv:r:22581905-32f98544 CIRS Wastewater_Reclamation_1302_CP620800 (620800),"",TL46,"",✓,CIRS_RCLM_WW_CITY_WATER_TANK_FILL_VLV__SOLENOID,"","","","","","",@p:ubcv:r:22581905-32f98544 CIRS Wastewater_Reclamation_1302_CP620800 (620800),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Closed,Open","",@p:ubcv:r:22600a28-b5f4fb08 CIRS Waste Water Treatment,✓,"","","","","","",@p:ubcv:r:225ff10c-3a1bb8cb CIRS Hydronic Systems,"","","",✓,"","","",2019-10-11T17:35:59-07:00 Los_Angeles,"","","",27,2017-11-20T11:00:37-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:04:58.439-07:00 Los_Angeles,2018-11-28T16:32:50.803-08:00 Los_Angeles,"","","","","",CIRS_RCLM_WW_CITY_WATER_TANK_FILL_VLV__SOLENOID,✓,BO2502,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_RCLM_WW_TANK_OUTLET_VLV_COV_TL,Los_Angeles,"","","","","","","","","",2020-04-08T18:54:06.216Z UTC
@p:ubcv:r:24d4e6ad-3b16b7f9 CIRS Unsorted Points Wireless_019378EC_RT_OFFICE4,"","","","",@p:ubcv:r:22581ed2-c5c62893 CIRS Underfloor_girdline_9/F_CP621103 (621103),"",TL20,"",✓,Wireless_019378EC_RT_OFFICE4,"","","","","","",@p:ubcv:r:22581ed2-c5c62893 CIRS Underfloor_girdline_9/F_CP621103 (621103),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:01:07-07:00 Los_Angeles,"","","",27474,2019-07-30T03:35:07-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:01:59.282-07:00 Los_Angeles,"","","","","","",Wireless_019378EC_RT_OFFICE4,✓,AV10301,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",Wireless_019378EC_RT_POLL_TL,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:28.374Z UTC
@p:ubcv:r:225824b0-1bfc85ed CIRS Unsorted Points CIRS_L4S_PRES_CTRL_PLENUM_SP,"","","","",@p:ubcv:r:22582115-e22a2162 CIRS Underfloor_girdline_9/G_CP621504 (621504),"",TL34,"",✓,CIRS_L4S_PRES_CTRL_PLENUM_SP,"","","","","","",@p:ubcv:r:22582115-e22a2162 CIRS Underfloor_girdline_9/G_CP621504 (621504),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2018-09-07T13:20:45-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [20] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",15045,2018-04-03T16:49:54-07:00 Los_Angeles,fault,"","","",Number,2020-05-12T10:10:06.679-07:00 Los_Angeles,2018-11-28T16:32:59.491-08:00 Los_Angeles,"","","","","",CIRS_L4S_PRES_CTRL_PLENUM_SP,✓,AV41,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","","",Los_Angeles,_,"","","","","","","","",2020-04-09T19:15:22.471Z UTC
@p:ubcv:r:24d4e6ad-36b62429 CIRS Unsorted Points CIRS_L2S_RAD_OFFICE_4_CURRENT_RT_SP,"",✓,"","",@p:ubcv:r:22581ed2-c5c62893 CIRS Underfloor_girdline_9/F_CP621103 (621103),"",TL55,"",✓,CIRS_L2S_RAD_OFFICE_4_CURRENT_RT_SP,"","","","","","",@p:ubcv:r:22581ed2-c5c62893 CIRS Underfloor_girdline_9/F_CP621103 (621103),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:00:00-07:00 Los_Angeles,"","","",27287,2019-07-30T16:00:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:01:56.527-07:00 Los_Angeles,"","","","","","",Zone Temp  Sp,"",AV10327,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"",✓,"","","","","",✓,"","",CIRS_L2S_RAD_OFFICE_4_RT_SP_TL,Los_Angeles,°C,"","","","","","","",✓,2020-04-09T19:02:28.375Z UTC
@p:ubcv:r:2258235d-4871cea2 CIRS Rainwater Harvesting System CIRS_RWT_WET_WELL_HIGH_LVL_ENAB_SP,"","","","",@p:ubcv:r:22581905-4b2b09fd CIRS CIRS_RM0332_RWH_DHW_SS_SUMP_UH4_CP620700 (620700),"",TL88,"",✓,CIRS_RWT_WET_WELL_HIGH_LVL_ENAB_SP,"","","","","","",@p:ubcv:r:22581905-4b2b09fd CIRS CIRS_RM0332_RWH_DHW_SS_SUMP_UH4_CP620700 (620700),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600885-7d68c1e0 CIRS Rainwater Harvesting System,✓,"","","","","","",@p:ubcv:r:225ff10c-3a1bb8cb CIRS Hydronic Systems,"","","",✓,"","","",2020-05-12T11:01:23-07:00 Los_Angeles,"","","",74086,2018-04-01T17:14:50-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:04:59.267-07:00 Los_Angeles,2018-11-28T16:32:39.752-08:00 Los_Angeles,"","","","","",CIRS_RWT_WET_WELL_HIGH_LVL_ENAB_SP,✓,AV296,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","","",Los_Angeles,cm,"","","","","","","","",2020-04-09T19:02:27.923Z UTC
@p:ubcv:r:225824df-1b15f6bb CIRS Waste Water Treatment CIRS_RCLM_WW_SAND_FILTER_2_OUTLET_VLV_AV6,"","","","",@p:ubcv:r:22581905-32f98544 CIRS Wastewater_Reclamation_1302_CP620800 (620800),"",TL34,"",✓,CIRS_RCLM_WW_SAND_FILTER_2_OUTLET_VLV_AV6,"","","","","","",@p:ubcv:r:22581905-32f98544 CIRS Wastewater_Reclamation_1302_CP620800 (620800),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Closed,Open","",@p:ubcv:r:22600a28-b5f4fb08 CIRS Waste Water Treatment,✓,"","","","","","",@p:ubcv:r:225ff10c-3a1bb8cb CIRS Hydronic Systems,"","","",✓,"","","",2020-05-12T09:00:17-07:00 Los_Angeles,"","","",1688,2018-03-30T21:35:34-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:04:58.704-07:00 Los_Angeles,2018-11-28T16:32:52.781-08:00 Los_Angeles,"","","","","",CIRS_RCLM_WW_SAND_FILTER_2_OUTLET_VLV_AV6,✓,BO2202,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_RCLM_WW_SAND_FILTER_2_OUTLET_VLV_AV6_COV_TL,Los_Angeles,"","","","","","","","","",2020-04-08T18:54:18.547Z UTC
@p:ubcv:r:225823cb-e1455a65 CIRS Unsorted Points CIRS_L2N_RAD_OFFICE_14_RT_AV,"",✓,"","",@p:ubcv:r:22581fde-35802e9b CIRS Underfloor_Gridline_13/B_CP621002 (621002),"",TL31,"",✓,CIRS_L2N_RAD_OFFICE_14_RT_AV,"","","","","","",@p:ubcv:r:22581fde-35802e9b CIRS Underfloor_Gridline_13/B_CP621002 (621002),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T10:56:35-07:00 Los_Angeles,"","","",57407,2018-04-03T03:30:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:01:57.938-07:00 Los_Angeles,2019-01-23T16:52:58.719-08:00 Los_Angeles,"","","","","",Zone Temp,"",AV10322,"","","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"","",CIRS_L2N_RAD_OFFICE_14_RT_TL,Los_Angeles,°C,"","","","","","","",✓,2020-04-09T19:02:28.228Z UTC
@p:ubcv:r:24d4e570-65b9abdb CIRS Unsorted Points CIRS_L1_WIN_WW_REC_MONT_S_S,"","","","",@p:ubcv:r:22581905-32f98544 CIRS Wastewater_Reclamation_1302_CP620800 (620800),"",TL2,"",✓,CIRS_L1_WIN_WW_REC_MONT_S_S,"","","","","","",@p:ubcv:r:22581905-32f98544 CIRS Wastewater_Reclamation_1302_CP620800 (620800),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","Closed,Open","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-04-16T17:49:24-07:00 Los_Angeles,"","","",176,2019-07-26T19:24:57-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T11:04:58.708-07:00 Los_Angeles,"","","","","","",Window Status,"",BI1102,"","","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","",@p:ubcv:r:24d5de60-df6447d0 .+_WIN(S(\d+)?)?_.+(_TL)?,"","","","",CIRS_L1_WIN_WW_REC_MONT_S_S_COV_TL,Los_Angeles,"","","","","","","",✓,"",2020-04-08T18:51:27.266Z UTC
@p:ubcv:r:2258235c-c5178516 CIRS Unsorted Points CIRS_BTU_EM24_FLOW_MUX,"","","","",@p:ubcv:r:224c44d8-bc9b2d36 CIRS CIRS_RM0332_CP620000_BBMD47810_BBMD47809 (620000),"",TL2,"",✓,CIRS_BTU_EM24_FLOW_MUX,"","","","","","",@p:ubcv:r:224c44d8-bc9b2d36 CIRS CIRS_RM0332_CP620000_BBMD47810_BBMD47809 (620000),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:00:00-07:00 Los_Angeles,"","","",74253,2018-03-30T18:30:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:01:35.507-07:00 Los_Angeles,2018-11-28T16:33:00.898-08:00 Los_Angeles,"","","","","",CIRS_BTU_EM24_FLOW_MUX,✓,AV2,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_BTU_EM24_FLOW_MUX_TL,Los_Angeles,L/s,"","","","","","","","",2020-04-09T19:02:27.335Z UTC
@p:ubcv:r:225824df-6309b5d9 CIRS Unsorted Points CIRS_GCL2_OFFSET_TIME,"","","","",@p:ubcv:r:22581905-32f98544 CIRS Wastewater_Reclamation_1302_CP620800 (620800),"",TL78,"",✓,CIRS_GCL2_OFFSET_TIME,"","","","","","",@p:ubcv:r:22581905-32f98544 CIRS Wastewater_Reclamation_1302_CP620800 (620800),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:22600d2f-b47d62cf CIRS Unsorted Points,✓,"","","","","","",@p:ubcv:r:22600a2d-ba8df7a7 CIRS Unsorted Points,"","","",✓,"","","",2020-05-12T11:01:19-07:00 Los_Angeles,"","","",74071,2018-04-01T17:53:42-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:04:58.716-07:00 Los_Angeles,2018-11-28T16:32:27.571-08:00 Los_Angeles,"","","","","",CIRS_GCL2_OFFSET_TIME,✓,AV25,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_GCL2_OFFSET_TIME_POLL_TL,Los_Angeles,min,"","","","","","","","",2020-04-09T19:02:28.059Z UTC
@p:ubcv:r:225823f8-ddf215f3 CIRS Rm 3346 Zone CIRS_L3S_RAD_OFFICE_6_C,"","","","",@p:ubcv:r:22582074-811953b5 CIRS Underfloor_girdline_12/F_CP621301 (621301),"",TL21,"",✓,CIRS_L3S_RAD_OFFICE_6_C,"","","","",✓,"",@p:ubcv:r:22582074-811953b5 CIRS Underfloor_girdline_12/F_CP621301 (621301),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","","",@p:ubcv:r:24d5d2e9-ac98a0ae CIRS Rm 3346 Zone,✓,"","","","","","",@p:ubcv:r:225ffb3d-60e6d2c7 CIRS Floor 3,"",✓,"",✓,"","","",2020-05-12T11:01:08-07:00 Los_Angeles,"","","",57401,2018-04-03T03:30:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T11:02:00.093-07:00 Los_Angeles,2019-01-23T16:53:01.508-08:00 Los_Angeles,"","","","","",Heating Cmd,"",AO5,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:225ffb40-9872416c CIRS Rm 3346,"","","","",@p:ubcv:r:209d1ef7-8e24b8e1 CIRS,"","","","","","","","","","",CIRS_L3S_RAD_OFFICE_6_RAD_TL,Los_Angeles,%,"","","","","","","","",2020-04-09T19:02:28.584Z UTC
