id,air,alarm,bacnetConnRef,bacnetHis,bacnetPoint,bmsName,chanGunnDeepDive,connRef,cur,curStatus,curVal,disMacro,disabled,discharge,elec,energy,enum,equipRef,frank,groupRef,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,kind,lastSynced,mixed,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,point,pointType,power,quantityID,sensor,shortName,siemens,siemensName,siteRef,sourceID,sqlConnRef,sqlPoint,tags,temp,tlName,tz,unit,utilityPoint,window,mod
@p:ubcv:r:249187a4-c9bbbede Chan Gunn Unsorted Points SMC.301540:AIR_TEMP,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL938,✓,SMC.301540:AIR_TEMP,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-07-08T12:15:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [149] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",2878,2019-06-08T14:15:02-07:00 Los_Angeles,fault,"",Number,2020-05-10T22:28:02.515-07:00 Los_Angeles,"",SMC.301540:AIR_TEMP,✓,AI2,"","","",✓,"","","","","",✓,SMC.301540:AIR_TEMP,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.001Z UTC
@p:ubcv:r:2426d2ea-722e9818 Chan Gunn Unsorted Points SMC.301525_FAN_KWH,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL901,✓,SMC.301525_FAN_KWH,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [155] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",11356,2019-03-20T19:25:01-07:00 Los_Angeles,fault,"",Number,2020-05-10T22:28:01.749-07:00 Los_Angeles,"",SMC.301525_FAN_KWH,✓,AV27,"","","",✓,"","","","","",✓,SMC.301525_FAN_KWH,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.004Z UTC
@p:ubcv:r:2426d117-a4d54500 Chan Gunn Unsorted Points SMC.301500:SMC.301520_FAN_KWH,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL370,✓,SMC.301500:SMC.301520_FAN_KWH,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-08T11:10:12-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [37] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",16,2019-04-03T10:36:03-07:00 Los_Angeles,fault,"",Number,2020-05-10T22:28:01.303-07:00 Los_Angeles,"",SMC.301500:SMC.301520_FAN_KWH,✓,AV22,"","","",✓,"","","","","",✓,SMC.301500:SMC.301520_FAN_KWH,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.005Z UTC
@p:ubcv:r:24194e17-4a656b5c Chan Gunn Unsorted Points SMC_SLAB_HTG_STPT_MIN,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL162,✓,SMC_SLAB_HTG_STPT_MIN,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:01-07:00 Los_Angeles,"","",39614,2019-03-15T11:45:00-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:09:09.984-07:00 Los_Angeles,"",SMC_SLAB_HTG_STPT_MIN,✓,AV2,"","","",✓,"","","","","",✓,SMC_SLAB_HTG_STPT_MIN,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301600_TrendLog_162,Los_Angeles,°C,"","",2020-04-09T19:01:56.43Z UTC
@p:ubcv:r:25a29cb2-d52b3c88 Chan Gunn Unsorted Points SMC.301670_ASHP_KWH_USE_MTD,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1178,"",SMC.301670_ASHP_KWH_USE_MTD,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:03-07:00 Los_Angeles,"","",12526,2020-01-02T16:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:17.676-07:00 Los_Angeles,"",SMC.301670_ASHP_KWH_USE_MTD,✓,AV107,"","","",✓,"","","","","",✓,"",@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",C.301670_SHP_KWH_S_MTD_TL_15,Los_Angeles,kWh,"","",2020-04-09T19:01:56.001Z UTC
@p:ubcv:r:263b76a3-96685c6e Chan Gunn Elec Main Meter Energy,"","","","","","","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,✓,ok,515749.09375kWh,$equipRef $navName,"","",✓,✓,"",@p:ubcv:r:225e89a7-57e78de7 Chan Gunn Elec Main Meter,"",@p:ubcv:r:225e89c5-92dd7c15 Chan Gunn Utilities,✓,"",15min,"",2020-05-12T11:15:00-07:00 Los_Angeles,"",consumption,66817,2018-03-02T07:00:00-08:00 Los_Angeles,ok,✓,Number,"","",Energy,"","",@p:ubcv:r:2549fd47-39d2c491 ION KepServer,ns=2;s=ION - Local.OPC DA.Buildings_Chan_Gunn_438.Elec_Energy,✓,✓,"","",10393,✓,"","","",@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,627,@p:ubcv:r:23060489-d61f5459 ION DB,✓,"","","",Los_Angeles,kWh,✓,"",2020-05-04T19:39:55.148Z UTC
@p:ubcv:r:2426d117-281fea5e Chan Gunn Unsorted Points SMC_ELEC_KWH_DAY_MON_MAX,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL394,✓,SMC_ELEC_KWH_DAY_MON_MAX,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-08T10:49:22-07:00 Los_Angeles,"","",15,2019-03-31T23:59:50-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:15.127-07:00 Los_Angeles,"",SMC.301500:SMC_ELEC_KWH_DAY_MON_MAX,✓,AV77,"","","",✓,"","","","","",✓,SMC.301500:SMC_ELEC_KWH_DAY_MON_MAX,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301500_TrendLog_394,Los_Angeles,kWh,"","",2020-04-09T19:01:56.003Z UTC
@p:ubcv:r:2426d0fb-a7b42d4c Chan Gunn Unsorted Points SMC.301539:CO2,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1667,✓,SMC.301539:CO2,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:03-07:00 Los_Angeles,"","",38630,2019-03-16T17:44:58-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:17.733-07:00 Los_Angeles,"",SMC.301539:CO2,✓,AI3,"","","",✓,"","","","","",✓,SMC.301539:CO2,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.006Z UTC
@p:ubcv:r:24194e17-baac6cdf Chan Gunn Unsorted Points SMC.301630_FAN_KWH,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL136,✓,SMC.301630_FAN_KWH,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:02:48-07:00 Los_Angeles,"","",79931,2019-03-17T12:25:55-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:09:07.189-07:00 Los_Angeles,"",SMC.301630_FAN_KWH,✓,AV48,"","","",✓,"","","","","",✓,SMC.301630_FAN_KWH,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301600_TrendLog_136,Los_Angeles,kWh,"","",2020-04-09T19:01:56.432Z UTC
@p:ubcv:r:24919005-af2ef21c Chan Gunn Unsorted Points SMC_PHWS_STAGE,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL240,✓,SMC_PHWS_STAGE,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:01-07:00 Los_Angeles,"","",31915,2019-06-08T15:00:00-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:09:08.415-07:00 Los_Angeles,"",SMC_PHWS_STAGE,✓,AV8,"","","",✓,"","","","","",✓,SMC_PHWS_STAGE,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301600_TrendLog_240,Los_Angeles,_,"","",2020-04-09T19:15:01.652Z UTC
@p:ubcv:r:2426d117-f5ec7fd9 Chan Gunn Unsorted Points SMC.301500:SMC.301533_FAN_KWH,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL383,✓,SMC.301500:SMC.301533_FAN_KWH,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:42:47-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [46] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",7328,2019-03-20T13:43:46-07:00 Los_Angeles,fault,"",Number,2020-05-10T22:28:02.437-07:00 Los_Angeles,"",SMC.301500:SMC.301533_FAN_KWH,✓,AV35,"","","",✓,"","","","","",✓,SMC.301500:SMC.301533_FAN_KWH,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.008Z UTC
@p:ubcv:r:2491900a-78949dac Chan Gunn Unsorted Points VALVE_CMD,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL272,✓,VALVE_CMD,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","CLOSED,OPEN",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-07-16T14:30:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [16] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",3651,2019-06-08T15:15:00-07:00 Los_Angeles,fault,"",Bool,2020-05-05T15:51:29.192-07:00 Los_Angeles,"",VALVE_CMD,✓,BO1,"","","",✓,"","","","","",✓,VALVE_CMD,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,"","","",2019-12-03T18:23:02.029Z UTC
@p:ubcv:r:2426d1bb-634dee44 Chan Gunn Unsorted Points SMC.301518:AOV3,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL728,✓,SMC.301518:AOV3,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [96] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",11316,2019-03-20T19:20:00-07:00 Los_Angeles,fault,"",Number,2020-05-10T22:28:01.757-07:00 Los_Angeles,"",SMC.301518:AOV3,✓,AO34,"","","",✓,"","","","","",✓,SMC.301518:AOV3,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.01Z UTC
@p:ubcv:r:241431a6-c24944f5 Chan Gunn Unsorted Points SMC_ELEC_KWH_JUN,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1614,✓,SMC_ELEC_KWH_JUN,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [17] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",12770,2019-03-06T15:15:00-08:00 Los_Angeles,fault,"",Number,2020-05-11T09:50:28.054-07:00 Los_Angeles,"",SMC_ELEC_KWH_JUN,✓,AV55,"","","",✓,"","","","",SMC_ELEC_KWH_JUN,✓,SMC_ELEC_KWH_JUN,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.013Z UTC
@p:ubcv:r:25a29cb2-dca93030 Chan Gunn Unsorted Points SMC.301670_21L1_KWH_USE_H,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL1189,"",SMC.301670_21L1_KWH_USE_H,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $bmsName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:03-07:00 Los_Angeles,"","",12526,2020-01-02T16:30:00-08:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:17.808-07:00 Los_Angeles,"",SMC.301670_21L1_KWH_USE_H,✓,AV98,"","","",✓,"","","","","",✓,"",@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",MC.301670_21L1_KWH_S_H_TL_15,Los_Angeles,kWh,"","",2020-04-09T19:01:56.015Z UTC
@p:ubcv:r:2426d117-233991d7 Chan Gunn Unsorted Points SMC.301500:SMC_ELEC_KWH_AUG,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL401,✓,SMC.301500:SMC_ELEC_KWH_AUG,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:30:08-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [85] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",3719,2019-03-21T03:45:01-07:00 Los_Angeles,fault,"",Number,2020-05-10T22:28:01.347-07:00 Los_Angeles,"",SMC.301500:SMC_ELEC_KWH_AUG,✓,AV57,"","","",✓,"","","","","",✓,SMC.301500:SMC_ELEC_KWH_AUG,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.016Z UTC
@p:ubcv:r:2491879a-2ba187e9 Chan Gunn Unsorted Points SMC.301511:VLV_CMD,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL839,✓,SMC.301511:VLV_CMD,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-11-26T09:45:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [253] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",15040,2019-06-08T14:15:02-07:00 Los_Angeles,fault,"",Number,2020-05-10T22:28:03.007-07:00 Los_Angeles,"",SMC.301511:VLV_CMD,✓,AV19,"","","",✓,"","","","","",✓,SMC.301511:VLV_CMD,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.018Z UTC
@p:ubcv:r:2422cc9f-f130c205 Chan Gunn Unsorted Points SMC.301523:ROOM TEMP_TL_30,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL72,✓,SMC.301523:ROOM TEMP_TL_30,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:00-07:00 Los_Angeles,"","",19403,2019-03-15T15:00:00-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:17.834-07:00 Los_Angeles,"",SMC.301523:ROOM TEMP_TL_30,✓,"","","","",✓,"","","","","",✓,SMC.301523:ROOM TEMP_TL_30,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.023Z UTC
@p:ubcv:r:24919005-6039ab23 Chan Gunn Unsorted Points SMC_PHWS_VLV_MAX_NUM,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL242,✓,SMC_PHWS_VLV_MAX_NUM,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","MFV1,MFV2,MFV3,MFV4,MFV5,MFV6,MFV7,MFV8,MFV9,MFV10,MFV11,MFV12,MFV13,RTV1-1,RTV1-2,RTV1-3,RTV1-4,NATV-2,FCU-1,FCU-2,FCU-3,FCU-4",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","-1 enumNumberToStr(self, false)",2020-04-30T12:45:02-07:00 Los_Angeles,"folio::HisWriteErr: Cannot write null val [@p:ubcv:r:24919005-6039ab23 ""Chan Gunn Unsorted Points SMC_PHWS_VLV_MAX_NUM""]","",19565,2019-06-08T15:00:00-07:00 Los_Angeles,fault,"",Str,2020-05-05T15:51:30.061-07:00 Los_Angeles,"",SMC_PHWS_VLV_MAX_NUM,✓,MSV30,"","","",✓,"","","","","",✓,SMC_PHWS_VLV_MAX_NUM,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","",✓,"",301600_TrendLog_242,Los_Angeles,"","","",2020-02-12T22:12:26.149Z UTC
@p:ubcv:r:2426d237-59b6345c Chan Gunn Unsorted Points SMC.301520:WATTS,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL774,✓,SMC.301520:WATTS,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"","",11314,2019-03-20T19:20:00-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:07:15.745-07:00 Los_Angeles,"",SMC.301520:WATTS,✓,AO1001,"","","",✓,"","","","","",✓,SMC.301520:WATTS,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.026Z UTC
@p:ubcv:r:24194e17-79d33deb Chan Gunn Unsorted Points SMC_PHWS_SUP_TEMP_SP,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL1,✓,SMC_PHWS_SUP_TEMP_SP,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T09:00:34-07:00 Los_Angeles,"","",11939,2019-03-13T17:19:43-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:09:06.914-07:00 Los_Angeles,"",SMC_PHWS_SUP_TEMP_SP,✓,AV7,"","","",✓,"","","","","",✓,SMC_PHWS_SUP_TEMP_SP,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301600_TrendLog_1,Los_Angeles,°C,"","",2020-04-09T19:01:56.437Z UTC
@p:ubcv:r:2426d2af-88f99ddd Chan Gunn Unsorted Points SMC.301522:LTG.OCC,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL808,✓,SMC.301522:LTG.OCC,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","UNOCC,OCC",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-04-30T09:40:04-07:00 Los_Angeles,"","",11316,2019-03-20T19:20:00-07:00 Los_Angeles,ok,"",Bool,2020-05-12T11:07:15.758-07:00 Los_Angeles,"",SMC.301522:LTG.OCC,✓,BO1018,"","","",✓,"","","","","",✓,SMC.301522:LTG.OCC,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,"","","",2019-12-03T18:23:07.255Z UTC
@p:ubcv:r:2491900d-b70889c3 Chan Gunn Unsorted Points Mode 1 Volume Total,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL309,✓,SMC_SLAB_HTG_STPT_MIN,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:01-07:00 Los_Angeles,"","",31951,2019-06-08T15:15:00-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:09:10.05-07:00 Los_Angeles,"",Mode 1 Volume Total,✓,AV2,"","","",✓,"","","","","",✓,Mode 1 Volume Total,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301600_TrendLog_309,Los_Angeles,°C,"","",2020-04-09T19:01:56.439Z UTC
@p:ubcv:r:2491879f-aff67083 Chan Gunn Unsorted Points SMC.301547:OAD_CMD,"","",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),TL890,✓,SMC.301547:OAD_CMD,"",@p:ubcv:r:2347ccae-f3163209 SMED01 (301500),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-11-26T09:45:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [199] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",15039,2019-06-08T14:15:02-07:00 Los_Angeles,fault,"",Number,2020-05-10T22:28:03.015-07:00 Los_Angeles,"",SMC.301547:OAD_CMD,✓,AO0,"","","",✓,"","","","","",✓,SMC.301547:OAD_CMD,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.028Z UTC
@p:ubcv:r:2491900b-f4fc22bb Chan Gunn Unsorted Points AIR_TEMP_SP,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL288,✓,SMC_ATR_EF-11_AMP,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:01-07:00 Los_Angeles,"","",31949,2019-06-08T15:15:00-07:00 Los_Angeles,ok,"",Number,2020-05-12T11:09:10.071-07:00 Los_Angeles,"",AIR_TEMP_SP,✓,AI2,"","","",✓,"","","","","",✓,AIR_TEMP_SP,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301600_TrendLog_288,Los_Angeles,A,"","",2020-04-09T19:01:56.44Z UTC
@p:ubcv:r:2491900b-52b6bc4f Chan Gunn Unsorted Points AIR_TEMP,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL283,✓,AIR_TEMP,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2019-07-16T14:30:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [18] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",3651,2019-06-08T15:15:00-07:00 Los_Angeles,fault,"",Number,2020-05-05T15:51:29.205-07:00 Los_Angeles,"",AIR_TEMP,✓,AI2,"","","",✓,"","","","","",✓,AIR_TEMP,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","","",Los_Angeles,_,"","",2020-04-09T19:15:01.654Z UTC
@p:ubcv:r:24919005-19c24291 Chan Gunn Unsorted Points SMC_ATR_EF_ENA,"","",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),TL195,✓,SMC_ATR_EF_ENA,"",@p:ubcv:r:24142613-4f3da7d6 SMED02 (301600),"","","",$equipRef $siemensName,"","","","","DISABLED,ENABLED",@p:ubcv:r:24142ca0-15cfcef4 Chan Gunn Unsorted Points,"",@p:ubcv:r:24142ca0-0c440766 Chan Gunn Unsorted Points,✓,"","","",2020-05-12T11:00:01-07:00 Los_Angeles,"","",31916,2019-06-08T15:00:00-07:00 Los_Angeles,ok,"",Bool,2020-05-12T11:09:08.498-07:00 Los_Angeles,"",SMC_ATR_EF_ENA,✓,BV13,"","","",✓,"","","","","",✓,SMC_ATR_EF_ENA,@p:ubcv:r:220659be-9cc7b5eb Chan Gunn,"","","","","",301600_TrendLog_195,Los_Angeles,"","","",2020-02-12T22:09:58.554Z UTC
