id,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,bridgeName,connRef,count,cur,curConvert,curStatus,curVal,delta,deltaTempPoint,disMacro,elec,energy,entering,enum,equipRef,esc,flow,groupRef,his,hisCollectCov,hisCollectInterval,hisEnd,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,kind,lastSynced,leaving,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,point,pointType,power,quantityID,reliability,sensor,siteRef,sourceID,sqlConnRef,sqlPoint,temp,tlName,toTag,tz,unit,unknown,utilityPoint,volume,water,wifi,wifiId,mod
@p:ubcv:r:261f61b3-0b215e11 Thunderbird Park Unsorted Points MMA1WFUOC,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL184,"","",MMA1WFUOC,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","OFF,ON",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-03-24T18:10:08-07:00 Los_Angeles,"","",227,2019-10-16T17:14:02-07:00 Los_Angeles,ok,"","",Bool,2020-05-12T14:24:19.397-07:00 Los_Angeles,"",MMA1WFUOC,✓,BV31,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_184,"",Los_Angeles,"",✓,"","","","","",2020-05-06T18:51:21.424Z UTC
@p:ubcv:r:2645c32a-8f0d72db CEME Unsorted Points BACx_MBHX1HVS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL241,"","",BACx_MBHX1HVS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:17.88-07:00 Los_Angeles,"",BACx_MBHX1HVS,"",AV496,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_MBHX1HVS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.264Z UTC
@p:ubcv:r:261f61b3-36fe2c1e Thunderbird Park Unsorted Points CBHXVOL,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL53,"","",CBHXVOL,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3579,2020-04-05T07:45:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:19.412-07:00 Los_Angeles,"",CBHXVOL,✓,AV237,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",CBHXVOL.TL1,"",Los_Angeles,m³,✓,"","","","","",2020-05-06T18:51:21.312Z UTC
@p:ubcv:r:242d1915-4f47b1e2 CEME Rm 1204 Wifi Count,"","","","","","",306.FLR1.AHU3-1204,@p:ubcv:r:237f6144-961b33d5 Wifi Bridge v2,✓,"","","",1,"","",$siteRef $navName,"","","","","","","",@p:ubcv:r:242d1915-cca09a9c CEME Wifi,✓,"","",2020-05-12T14:25:03-07:00 Los_Angeles,"",cov,88790,2019-03-26T10:05:06-07:00 Los_Angeles,"","","",Number,"","",Rm 1204 Wifi Count,"","",✓,"","","",✓,"","","","",✓,@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","","","",Los_Angeles,"","","","","",✓,590,2020-02-26T18:09:23.573Z UTC
@p:ubcv:r:2645c32a-2934a856 CEME Unsorted Points BACx_MLHWCV2S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL316,"","",BACx_MLHWCV2S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.407-07:00 Los_Angeles,"",BACx_MLHWCV2S,"",AV479,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_MLHWCV2S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.279Z UTC
@p:ubcv:r:242d1915-846830a1 CEME Rm 1202 Wifi Count,"","","","","","",306.FLR1.AHU4-1202,@p:ubcv:r:237f6144-961b33d5 Wifi Bridge v2,✓,"","","",0,"","",$siteRef $navName,"","","","","","","",@p:ubcv:r:242d1915-cca09a9c CEME Wifi,✓,"","",2020-05-12T14:25:00-07:00 Los_Angeles,"",cov,88698,2019-03-26T10:05:06-07:00 Los_Angeles,"","","",Number,"","",Rm 1202 Wifi Count,"","",✓,"","","",✓,"","","","",✓,@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","","","",Los_Angeles,"","","","","",✓,591,2020-02-26T18:09:23.572Z UTC
@p:ubcv:r:261f61b2-be4a209c Thunderbird Park Unsorted Points CBHXDT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL51,"","",CBHXDT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3579,2020-04-05T07:45:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:19.427-07:00 Los_Angeles,"",CBHXDT,✓,AV241,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",CBHXDT.TL1,"",Los_Angeles,°C,✓,"","","","","",2020-05-06T18:51:21.307Z UTC
@p:ubcv:r:2645c32a-1c3db06f CEME Unsorted Points BACx_ASHX1VS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL236,"","",BACx_ASHX1VS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:17.894-07:00 Los_Angeles,"",BACx_ASHX1VS,"",AV400,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_ASHX1VS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.199Z UTC
@p:ubcv:r:2645c32a-a5ebbc9d CEME Unsorted Points BACx_ACHX1V1S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL329,"","",BACx_ACHX1V1S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.42-07:00 Los_Angeles,"",BACx_ACHX1V1S,"",AV492,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_ACHX1V1S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.197Z UTC
@p:ubcv:r:2645c32a-47c2c59e CEME Unsorted Points BACx_IRHX2VS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL286,"","",BACx_IRHX2VS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.433-07:00 Los_Angeles,"",BACx_IRHX2VS,"",AV449,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_IRHX2VS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.243Z UTC
@p:ubcv:r:2645c32a-12316149 CEME Unsorted Points BACx_BHHXV2S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL325,"","",BACx_BHHXV2S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.446-07:00 Los_Angeles,"",BACx_BHHXV2S,"",AV488,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_BHHXV2S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.205Z UTC
@p:ubcv:r:261f61b3-e5dc90f5 Thunderbird Park Unsorted Points IRHXRT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL43,"","",IRHXRT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:19.441-07:00 Los_Angeles,"",IRHXRT,✓,AV83,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",IRHXRT.TL1,"",Los_Angeles,°C,✓,"","","","","",2020-05-06T18:51:21.366Z UTC
@p:ubcv:r:261f61b2-57a0df3c Thunderbird Park Unsorted Points BKHXRT1,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL12,"","",BKHXRT1,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:19.475-07:00 Los_Angeles,"",BKHXRT1,✓,AV10,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BKHXRT1.TL1,"",Los_Angeles,°C,✓,"","","","","",2020-05-06T18:51:21.302Z UTC
@p:ubcv:r:261f61b3-2b027fdc Thunderbird Park Unsorted Points MMWFCNT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL194,"","",MMWFCNT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:13-07:00 Los_Angeles,"","",1488,2020-04-01T18:06:08-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:19.46-07:00 Los_Angeles,"",MMWFCNT,✓,AV381,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_194,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.396Z UTC
@p:ubcv:r:26221ada-cc3cd0af I.K. Barber Unsorted Points BAC_IBHXV1,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL231,"","",BAC_IBHXV1,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:26221699-80067c7d I.K. Barber Unsorted Points,"","",@p:ubcv:r:26221699-f5ca1254 I.K. Barber $bmsName,✓,"","",2020-05-12T14:20:00-07:00 Los_Angeles,"","",4875,2020-04-08T18:20:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:19.488-07:00 Los_Angeles,"",BAC_IBHXV1,"",AV396,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BAC_IBHXV1_TL,✓,Los_Angeles,%,"","","","","","",2020-05-06T18:51:21.195Z UTC
@p:ubcv:r:261f61b2-68ac5311 Thunderbird Park Unsorted Points BKHXRT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL4,"","",BKHXRT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:19.509-07:00 Los_Angeles,"",BKHXRT,✓,AV4,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BKHXRT.TL1,"",Los_Angeles,°C,✓,"","","","","",2020-05-06T18:51:21.301Z UTC
@p:ubcv:r:261f61b3-959902c0 Thunderbird Park Unsorted Points IBWF_AHU1_FLR2,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL116,"","",IBWF_AHU1_FLR2,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:09:45-07:00 Los_Angeles,"","",3252,2020-04-02T04:31:54-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:19.526-07:00 Los_Angeles,"",IBWF_AHU1_FLR2,✓,AV297,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_116,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.345Z UTC
@p:ubcv:r:2645c32a-4a2c8391 CEME Unsorted Points BACx_IRHX1VS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL285,"","",BACx_IRHX1VS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.459-07:00 Los_Angeles,"",BACx_IRHX1VS,"",AV448,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_IRHX1VS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.242Z UTC
@p:ubcv:r:2645c32a-5561a97d CEME Unsorted Points BACx_CPHX3BVS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL260,"","",BACx_CPHX3BVS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:17.906-07:00 Los_Angeles,"",BACx_CPHX3BVS,"",AV423,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_CPHX3BVS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.223Z UTC
@p:ubcv:r:2645c32a-ba4c755a CEME Unsorted Points BACx_MDMHXV2S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL269,"","",BACx_MDMHXV2S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:17.919-07:00 Los_Angeles,"",BACx_MDMHXV2S,"",AV432,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_MDMHXV2S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.272Z UTC
@p:ubcv:r:261f61b3-d0bbefc3 Thunderbird Park Unsorted Points DLA4WFCNT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL206,"","",DLA4WFCNT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T13:53:48-07:00 Los_Angeles,"","",1364,2020-03-29T13:56:06-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:19.543-07:00 Los_Angeles,"",DLA4WFCNT,✓,AV375,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_206,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.314Z UTC
@p:ubcv:r:2645c32a-531dc449 CEME Unsorted Points BACx_BDHX1VS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL244,"","",BACx_BDHX1VS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:17.932-07:00 Los_Angeles,"",BACx_BDHX1VS,"",AV407,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_BDHX1VS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.203Z UTC
@p:ubcv:r:2645c32a-dc60e82c CEME Unsorted Points BACx_MDMHXV3S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL270,"","",BACx_MDMHXV3S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.472-07:00 Los_Angeles,"",BACx_MDMHXV3S,"",AV433,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_MDMHXV3S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.273Z UTC
@p:ubcv:r:2645c32a-e3f31e16 CEME Unsorted Points BACx_AGHX1HVS,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL238,"","",BACx_AGHX1HVS,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:17.944-07:00 Los_Angeles,"",BACx_AGHX1HVS,"",AV402,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_AGHX1HVS_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.198Z UTC
@p:ubcv:r:261f61b2-85937c84 Thunderbird Park Unsorted Points BKHXHJ1,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL9,"","",BKHXHJ1,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:19.557-07:00 Los_Angeles,"",BKHXHJ1,✓,AV6,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BKHXHJ1.TL1,"",Los_Angeles,MWh,✓,"","","","","",2020-05-06T18:51:21.3Z UTC
@p:ubcv:r:2645c32a-e82a5ec8 CEME Unsorted Points BACx_MDHX3V2S,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL276,"","",BACx_MDHX3V2S,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:2645b453-54cb484c CEME Unsorted Points,"","",@p:ubcv:r:2645b453-0d2e9b74 CEME $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",685,2020-05-05T11:15:16-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:18.485-07:00 Los_Angeles,"",BACx_MDHX3V2S,"",AV439,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BACx_MDHX3V2S_TL,✓,Los_Angeles,%,✓,"","","","","",2020-05-06T18:51:21.271Z UTC
@p:ubcv:r:261f61b3-8b512be0 Thunderbird Park Unsorted Points IBA4WFCNT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL84,"","",IBA4WFCNT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:20-07:00 Los_Angeles,"","",460,2020-03-02T20:28:49-08:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:19.574-07:00 Los_Angeles,"",IBA4WFCNT,✓,AV287,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_84,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.339Z UTC
@p:ubcv:r:261f61b3-1d36b00b Thunderbird Park Unsorted Points FMHXDT,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL46,"","",FMHXDT,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3579,2020-04-05T07:45:00-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:19.59-07:00 Los_Angeles,"",FMHXDT,✓,AV217,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",FMHXDT.TL1,"",Los_Angeles,°C,✓,"","","","","",2020-05-06T18:51:21.322Z UTC
@p:ubcv:r:261f61b2-4ccd122d Thunderbird Park Unsorted Points BKHXHJ,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL6,"","",BKHXHJ,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T14:15:17-07:00 Los_Angeles,"","",3523,2020-04-05T21:45:05-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:19.604-07:00 Los_Angeles,"",BKHXHJ,✓,AV0,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",BKHXHJ.TL1,"",Los_Angeles,MWh,✓,"","","","","",2020-05-06T18:51:21.299Z UTC
@p:ubcv:r:261f61b3-15562063 Thunderbird Park Unsorted Points DLWF_SUM,@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"",TL210,"","",DLWF_SUM,"",@p:ubcv:r:23d24811-37f1d56f CEME BACnet-Xtrunk (400320),"","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:261f61b2-feebb59f Thunderbird Park Unsorted Points,"","",@p:ubcv:r:261f61b2-344ad6a2 Thunderbird Park $bmsName,✓,"","",2020-05-12T13:54:31-07:00 Los_Angeles,"","",4747,2020-04-05T05:43:53-07:00 Los_Angeles,ok,"","",Number,2020-05-12T14:24:19.621-07:00 Los_Angeles,"",DLWF_SUM,✓,AV367,"","","","",✓,"","","","","",@p:ubcv:r:20966ced-944d8cc5 CEME,"","","","",400320_TrendLog_210,"",Los_Angeles,_,✓,"","","","","",2020-05-06T18:51:21.32Z UTC
