id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bacnetWriteLevel,bmsName,bridgeName,cmd,co2,connRef,cooling,count,covTest,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,dxCoilMode,effective,elec,elecMeterLoad,energy,entering,enum,equipName,equipRef,exhaust,fan,feedback,filter,flow,groupRef,heat,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,johnson,kind,lastSynced,lastTagged,leaving,low,min,mixed,mode,navName,newPoint,noTagMatch,objectId,occ,occupancyIndicator,oldPoint,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,preFilter,pressure,primaryLoop,pump,quantityID,reliability,roomRef,run,runtime,scheduleOcc,scheduled,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,vfd,volume,water,waterMeterLoad,wifi,wifiId,writable,writeLevel,writeStatus,zachName,zone,zones,mod
@p:ubcv:r:2242fc11-fdfc92b6 AERL Rm 107 VAV4 JCL-NAE12/N2-B.02B010VM.SUPFLOSP,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000561,"",✓,"",JCL-NAE12/N2-B.02B010VM.SUPFLOSP,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:2242f1dd-ddc829e8 AERL Rm 107 VAV4,"","","","",✓,@p:ubcv:r:2242ea4c-73a9dfb1 AERL Floor 1,"","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",37336,2018-03-18T16:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T13:54:12.737-07:00 Los_Angeles,2019-04-11T16:04:13.812-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"","",AO3000560,"","",✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:2242f1dd-2404bc8b AERL Rm 107,"","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"",✓,"","","",@p:ubcv:r:23e65d3d-28cc8339 .+(\.|-| )SU?PFLOW?SP,"",JCL-NAE12/N2-B.02B010VM.SUPFLOSP.Trend,Los_Angeles,L/s,"","","","","","","","","","","","","","",2020-04-09T19:01:59.334Z UTC
@p:ubcv:r:2242fc11-3e3ea165 AERL AHU-03 P7 JCL-NAE12/N2-B.02B006UN.P7-C,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000404,"",✓,"",JCL-NAE12/N2-B.02B006UN.P7-C,"",✓,"",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","Off,On",P7,@p:ubcv:r:2242f080-55ab4735 AERL AHU-03,"","","","","",@p:ubcv:r:2203b248-53158c67 AERL Air Systems,"","",✓,"","","",2019-10-15T08:01:05-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [35] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",25288,2018-03-19T14:13:34-07:00 Los_Angeles,fault,"","",✓,✓,Bool,2020-05-11T05:22:39.967-07:00 Los_Angeles,2018-12-07T09:45:29.288-08:00 Los_Angeles,"","","","","",Run Cmd,"","",BO3000403,"","",✓,"","","","",✓,"","","","","",✓,"","","",✓,"","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"","",Los_Angeles,"","","","","","","","","","","","","","","",2020-05-12T11:03:27.662Z UTC
@p:ubcv:r:224555b2-8176b601 AERL Unsorted Points JCL-NAE59/BACnet1.AERL-EMTR.Analog-Inputs.AI-4,"","","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000249,"",✓,"",JCL-NAE59/BACnet1.AERL-EMTR.Analog-Inputs.AI-4,"","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:2242ea4c-b4c1f7a1 AERL Unsorted Points,"","",✓,"","","",2019-02-07T12:30:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [35] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",13275,2018-03-18T11:00:00-07:00 Los_Angeles,fault,"","",✓,"",Number,2020-05-12T12:37:47.692-07:00 Los_Angeles,2018-07-30T13:54:04.498-07:00 Los_Angeles,"","","","","",JCL-NAE59/BACnet1.AERL-EMTR.Analog-Inputs.AI-4,"",✓,AI3000241,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","","",Los_Angeles,_,"","","","","","","","","","","","","","",2020-04-09T19:15:20.459Z UTC
@p:ubcv:r:253ba37e-30c9b081 AERL Unsorted Points JCL-NAE13/FCB.FEC-005.DA-VP,"",✓,"","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000696,"",✓,"",JCL-NAE13/FCB.FEC-005.DA-VP,"",✓,"",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",58890,2019-10-17T11:15:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:00:14.324-07:00 Los_Angeles,"","","","","","",Discharge Air Pressure Cmd,"","",AI3000631,"","","","","","","",✓,"","","",✓,"","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-7f24f88c .+(\.|-| )(SA|DA)-VP,"",JCL-NAE13/FCB.FEC-005.DA-VP.Trend1,Los_Angeles,Pa,"","","","","","","","","","","",3160.AHU-01.DA-VP,"","",2020-04-09T19:02:17.647Z UTC
@p:ubcv:r:2242fc11-ed6516be AERL Heating Plant JCL-NAE12/N2-B.02B001DX.EF1-C,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000193,"",✓,"",JCL-NAE12/N2-B.02B001DX.EF1-C,"",✓,"",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Off,On",EF1,@p:ubcv:r:2242f080-587be69b AERL Heating Plant,✓,✓,"","","",@p:ubcv:r:216981ef-9ee8f059 AERL Hydronic Systems,"","",✓,"","","",2020-02-10T15:09:12-08:00 Los_Angeles,"","","",59,2018-01-06T07:02:30-08:00 Los_Angeles,ok,"","",✓,✓,Bool,2020-05-12T13:54:12.742-07:00 Los_Angeles,2018-12-07T09:45:28.868-08:00 Los_Angeles,"","","","","",Exhaust Fan Run Cmd,"","",BO3000192,"","",✓,"","","","",✓,"","","","","","","","","",✓,"","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-b8710d90 .+(\.|-| |_)EF-?(\d+)?\w?-C,"",JCL-NAE12/N2-B.02B001DX.EF1-C.Trend,Los_Angeles,"","","","","","","","","","","","","","","",2020-04-08T18:55:40.021Z UTC
@p:ubcv:r:2242fc12-91077eac AERL Office 2 Zone JCL-NAE12/N2-B.02B013UN.SHUTDOWN,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3001667,"",✓,"",JCL-NAE12/N2-B.02B013UN.SHUTDOWN,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Auto,Off","",@p:ubcv:r:25d48c78-586852f2 AERL Office 2 Zone,"","","","","",@p:ubcv:r:2242e995-27198246 AERL Floor 2,"","",✓,"","","",2020-05-12T06:00:07-07:00 Los_Angeles,"","","",1171,2018-03-14T21:00:06-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T13:54:12.747-07:00 Los_Angeles,2018-07-30T13:54:04.492-07:00 Los_Angeles,"","","","","",JCL-NAE12/N2-B.02B013UN.SHUTDOWN,"",✓,BO3000659,"","",✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:25d48c78-123b66d3 AERL Office 2,"","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","",JCL-NAE12/N2-B.02B013UN.SHUTDOWN.Trend1,Los_Angeles,"","","","","","","","","","","","","","","",2020-04-08T18:55:34.109Z UTC
@p:ubcv:r:253ba37e-6c7185de AERL Unsorted Points JCL-NAE13/FCB.FEC-007.DA-T,"",✓,"","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000847,"",✓,"",JCL-NAE13/FCB.FEC-007.DA-T,"","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",29542,2019-10-17T07:20:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:00:14.206-07:00 Los_Angeles,"","","","","","",Discharge Air Temp,"","",AI3000668,"","","","","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,JCL-NAE13/FCB.FEC-007.DA-T.Trend1,Los_Angeles,°C,"","","","","","","","","","","",3160.AHU-03.DA-T,"","",2020-04-09T19:02:17.648Z UTC
@p:ubcv:r:2242fc12-9fd0ee75 AERL ATRIUM DPR1 JCL-NAE12/N2-B.02B018UN.DPR1-C,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3006348,"",✓,"",JCL-NAE12/N2-B.02B018UN.DPR1-C,"",✓,"",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","",✓,"","","",$equipRef $equipName $bmsName,✓,"","","","","","","",DPR1,@p:ubcv:r:2242f080-643125cb AERL ATRIUM,"","","","","",@p:ubcv:r:22453f95-9220b82c AERL Floor 5,"","",✓,"","","",2020-05-12T13:50:00-07:00 Los_Angeles,"","","",110307,2018-03-19T03:30:00-07:00 Los_Angeles,ok,"","",✓,"",Bool,2020-05-12T13:54:12.75-07:00 Los_Angeles,2018-12-07T09:45:28.652-08:00 Los_Angeles,"","","","","",Discharge Air Damper Cmd,"","",BO3000768,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-13728f49 .+(\.|-| )DPR(\d)?-(C|O),"",JCL-NAE12/N2-B.02B018UN.DPR1-C.Trend1,Los_Angeles,"","","","","","","","","","","","","","","",2020-04-09T19:16:26.671Z UTC
@p:ubcv:r:24edab6a-4bc06f11 AERL Unsorted Points JCL-NAE12/Programming.Fan Systems.Exhaust.Copier-Server Exhaust Schedule,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),SCH3000990,"","",✓,"",JCL-NAE12/Programming.Fan Systems.Exhaust.Copier-Server Exhaust Schedule,"","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","",unknown,"","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2019-08-21T08:45:00-07:00 Los_Angeles,"","","",182,2019-08-19T12:26:00-07:00 Los_Angeles,"","","",✓,"",Number,"","","","","","","",Scheduled Occupancy,"","","","","","","","","","",✓,"","","","","","","","","","","",✓,"","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","","",Los_Angeles,°C,"","","","","","","","","","","","","","",2020-03-12T18:49:49.015Z UTC
@p:ubcv:r:247f29f9-31c81e0a AERL Unsorted Points JCL-NAE13/FCB.Local Application.3160 PHWS HWS-T,"","","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000547,"",✓,"",JCL-NAE13/FCB.Local Application.3160 PHWS HWS-T,"","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33253,2019-05-27T04:15:00-07:00 Los_Angeles,ok,"",✓,✓,"",Number,2020-05-12T14:00:14.213-07:00 Los_Angeles,"",✓,"","","","",Leaving Hot Water Temp,✓,"",AI3000529,"","",✓,"","","","",✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-654bc1a2 .+(\.|-|_| )HWS\d?-T,✓,JCL-NAE13/FCB.Local Application.3160 PHWS HWS-T.Trend1,Los_Angeles,°C,"","","","",✓,"","","","","","",3160.PHWS.HWS-T,"","",2020-04-09T19:02:17.649Z UTC
@p:ubcv:r:20daf20a-eca578ee AERL AHU-02 SF JCL-NAE12/N2-B.02B005UN.SF-VSD,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3007135,"",✓,"",JCL-NAE12/N2-B.02B005UN.SF-VSD,"",✓,"",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","",✓,"","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:22431275-ee161a0c AERL AHU-02 SF,"",✓,"","","",@p:ubcv:r:2203b248-53158c67 AERL Air Systems,"","",✓,"","","",2019-10-15T07:40:06-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [108] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","",cov,10801,2017-06-19T13:40:00-07:00 Los_Angeles,fault,"","",✓,"",Number,2020-05-11T00:31:14.068-07:00 Los_Angeles,2018-12-07T09:45:28.878-08:00 Los_Angeles,"","","","","",Discharge Fan Speed Cmd,"","",AO3000340,"","",✓,"","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","",✓,"","",@p:ubcv:r:254ca858-4c522207 .+(\.|-| )SF-VSD,"","",Los_Angeles,%,"","",✓,"","","","","","","","","","","",2020-04-14T16:50:02.201Z UTC
@p:ubcv:r:253ba37e-8a3d8109 AERL Unsorted Points JCL-NAE13/FCB.FEC-005.SF-O,"",✓,"","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000687,"",✓,"",JCL-NAE13/FCB.FEC-005.SF-O,"",✓,"",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"",✓,"","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",58890,2019-10-17T11:15:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:00:14.332-07:00 Los_Angeles,"","","","","","",Discharge Fan Speed Cmd,"","",AO3000625,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","",✓,"","",@p:ubcv:r:23e65d3d-c41cb6bb .+(\.|-| )SF(\d+)?-O(.Trend\d)?,"",JCL-NAE13/FCB.FEC-005.SF-O.Trend1,Los_Angeles,%,"","","","","","","","","","","",3160.AHU-01.SF-O,"","",2020-04-09T19:02:17.65Z UTC
@p:ubcv:r:253ba37e-327904e4 AERL Unsorted Points JCL-NAE13/FCB.FEC-007.DA-VP,"",✓,"","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000844,"",✓,"",JCL-NAE13/FCB.FEC-007.DA-VP,"",✓,"",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",29542,2019-10-17T07:20:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:00:14.221-07:00 Los_Angeles,"","","","","","",Discharge Air Pressure Cmd,"","",AI3000665,"","","","","","","",✓,"","","",✓,"","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-7f24f88c .+(\.|-| )(SA|DA)-VP,"",JCL-NAE13/FCB.FEC-007.DA-VP.Trend1,Los_Angeles,Pa,"","","","","","","","","","","",3160.AHU-03.DA-VP,"","",2020-04-09T19:02:17.651Z UTC
@p:ubcv:r:253ba37e-f3885949 AERL Unsorted Points JCL-NAE13/Programming.AHU-01.Optmum start.Occupancy schedule,"","","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000947,"",✓,"",JCL-NAE13/Programming.AHU-01.Optmum start.Occupancy schedule,"","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Occupied,UnOccupied,Standby,Not Set","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-02-04T11:15:10-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [37] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",7,2019-10-16T11:13:03-07:00 Los_Angeles,fault,"","",✓,"",Str,2020-05-12T10:09:44.491-07:00 Los_Angeles,"","","","","","",Scheduled Occupancy,"","",MSV3000946,"","","","","","","",✓,"","","","","","","","","","","",✓,"","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:24ede125-239d50ec .+(S|s)chedule(.+)?,"","",Los_Angeles,"","","","","","","","","","","","","","","",2020-04-08T18:50:08.223Z UTC
@p:ubcv:r:224555b2-06ba446d AERL Unsorted Points JCL-NAE13/Trend1,"","","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000479,"",✓,"",JCL-NAE13/Trend1,"","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2020-05-12T14:00:09-07:00 Los_Angeles,"","","",730751,2018-03-21T09:05:11-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:00:14.341-07:00 Los_Angeles,2018-07-30T13:54:04.499-07:00 Los_Angeles,"","","","","",JCL-NAE13/Trend1,"",✓,DEV559,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","","",Los_Angeles,_,"","","","","","","","","","","","","","",2020-04-09T19:15:20.46Z UTC
@p:ubcv:r:2242fc11-4f278083 AERL Rm 107 VAV3 JCL-NAE12/N2-B.02B009VM.ZNCO2-L,"",✓,"","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"",TL3000515,"",✓,"",JCL-NAE12/N2-B.02B009VM.ZNCO2-L,"","",✓,@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:2242f2a0-9ba0665d AERL Rm 107 VAV3,"","","","","",@p:ubcv:r:2242ea4c-73a9dfb1 AERL Floor 1,"","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",37353,2018-03-18T16:00:00-07:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T13:54:12.752-07:00 Los_Angeles,2018-12-07T09:45:28.876-08:00 Los_Angeles,"","","","","",Zone Co2,"","",AI3000514,"","",✓,"","","","",✓,"","","","","","","","",@p:ubcv:r:2242f1dd-2404bc8b AERL Rm 107,"","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-c0ee2024 .+(\.|-| )ZNCO2-L,"",JCL-NAE12/N2-B.02B009VM.ZNCO2-L.Trend,Los_Angeles,ppm,"","","","","","","","","","","","",✓,"",2020-04-09T19:01:59.341Z UTC
@p:ubcv:r:24367d07-9e8c7392 AERL Reliability,"","","","",@p:ubcv:r:20dae2b1-e0f19069 AERL (NAE-12),"","",BV3007588,✓,"","","","","","","","","",✓,"","","","","","","",$siteRef $navName,"","","","","","","","","","","","","","","","","","",✓,"","","","","","","","","","","","","","",Bool,"","","","","","","",Reliability,"","","","","","","","","","",✓,"","","","","","","",✓,"","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","","",Los_Angeles,"","","","","","","",✓,"","","","","","","",2019-11-07T23:48:39.867Z UTC
@p:ubcv:r:224555b2-d773657d AERL Heating Plant HX-01 JCL-NAE13/FCB.Local Application.Parameters.AL-HX1 System Enable,"","","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000463,"",✓,"",JCL-NAE13/FCB.Local Application.Parameters.AL-HX1 System Enable,"","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Shutdown,Enable","",@p:ubcv:r:22459c7a-55a4d373 AERL Heating Plant HX-01,"","","","","",@p:ubcv:r:216981ef-9ee8f059 AERL Hydronic Systems,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-02-04T11:15:09-08:00 Los_Angeles,"","","",78,2017-05-08T09:20:05-07:00 Los_Angeles,ok,"","",✓,"",Str,2020-05-12T14:00:13.51-07:00 Los_Angeles,2018-07-30T13:54:04.483-07:00 Los_Angeles,"","","","","",JCL-NAE13/FCB.Local Application.Parameters.AL-HX1 System Enable,"",✓,MSV3000455,"","",✓,"","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","",JCL-NAE13/FCB.Local Application.Parameters.AL-HX1 System Enable.Trend1,Los_Angeles,"","","","","","","","","","","","",AL-HX1.System Enable,"","",2020-04-08T18:55:37.85Z UTC
@p:ubcv:r:247f29f9-23a2b79c AERL Unsorted Points JCL-NAE13/FCB.Local Application.3160 OA-T,"",✓,"","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3000574,"",✓,"",JCL-NAE13/FCB.Local Application.3160 OA-T,"","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:22a9ccd0-6fd33978 AERL Unsorted Points,"","","","","",@p:ubcv:r:22a9c8ac-85bb40ab AERL Unsorted Points,"","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",33253,2019-05-27T04:15:00-07:00 Los_Angeles,ok,"","",✓,"",Number,2020-05-12T14:00:14.237-07:00 Los_Angeles,"","","","","","",Outside Air Temp,✓,"",AI3000573,"","",✓,"","","",✓,✓,"","","","","","","","","","","","","",✓,@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","",@p:ubcv:r:23e65d3d-5671e7b8 .+(\.|-| |_)OA(_|-)T,✓,JCL-NAE13/FCB.Local Application.3160 OA-T.Trend1,Los_Angeles,°C,"","","","","","","","","","","",3160.OA-T,"","",2020-04-09T19:02:17.654Z UTC
@p:ubcv:r:25d16191-509cec11 AERL AHU-01 JCL-NAE13/FCB.FEC-005.Parameters.AHU-STATE,"","","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"",TL3001011,"","","",JCL-NAE13/FCB.FEC-005.Parameters.AHU-STATE,"","","",@p:ubcv:r:21cac102-163e3f25 AERL (NAE-13),"","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","Satisfied,Econ,Econ+Mech,HX Cool+Mech,HX Heat,HX Heat+Preheat,HX Heat+Preheat+Reheat,Cooling Idle,Heating Idle,Temperature Unreliable","",@p:ubcv:r:20dae5fa-ccb58b9a AERL AHU-01,"","","","","",@p:ubcv:r:2203b248-53158c67 AERL Air Systems,"","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T13:00:04-07:00 Los_Angeles,"","","",682,2020-02-04T11:15:11-08:00 Los_Angeles,ok,"","",✓,"",Str,2020-05-12T14:00:14.246-07:00 Los_Angeles,"","","","","","",JCL-NAE13/FCB.FEC-005.Parameters.AHU-STATE,"",✓,MSV3000765,"","","","","","","",✓,"","","","","","","","","","","","","","",@p:ubcv:r:2093fba4-4cc32b93 AERL,"","","","","","","",JCL-NAE13/FCB.FEC-005.Parameters.AHU-STATE.Trend1,Los_Angeles,"","","","","","","","","","","","",3160.AHU-01.AHU-STATE,"","",2020-04-08T18:52:46.085Z UTC
