id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,chilled,chiller,cmd,co2,condenser,connRef,cooling,coolingTower,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,domestic,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,feedback,filter,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,lastTagged,leaving,low,max,mixed,mixing,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,preheat,pressure,proj_1830_3W2W,pump,quantityID,return,roomRef,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,tagTableRef,temp,testUnits,tlName,tz,unit,utilityPoint,valve,volume,water,zachName,zone,mod
@p:ubcv:r:238b479a-7d958c70 Buchanan Tower Rm 09xx SAV-09-003 JCL-NAE15/FC-A.15A-VMA013.Flow.DA-VP,✓,"",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"",TL3006191,✓,JCL-NAE15/FC-A.15A-VMA013.Flow.DA-VP,"","",✓,"","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:257da866-8025c6d8 Buchanan Tower Rm 09xx SAV-09-003,"","","","","",@p:ubcv:r:257da5e1-94b509b6 Buchanan Tower Basement,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",50707,2018-11-23T03:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:19:59.013-07:00 Los_Angeles,2018-12-07T09:45:30.751-08:00 Los_Angeles,"","","","","",Discharge Air Pressure Cmd,"",AI3006190,"","","","",✓,"","","",✓,"","","","",@p:ubcv:r:257da7f3-600291d7 Buchanan Tower Rm 09xx,"","","",@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3d-7f24f88c .+(\.|-| )(SA|DA)-VP,"","",JCL-NAE15/FC-A.15A-VMA013.Flow.DA-VP.Trend1,Los_Angeles,Pa,"","","","",BUTO.RM-09xx - SAV-09-003.DA-VP,"",2020-04-09T19:02:00.656Z UTC
@p:ubcv:r:238b4742-da98913f Buchanan Tower Unsorted Points JCL-NAE17/FCB.17B-FEC006.ZN-T,✓,"",@p:ubcv:r:21e1729b-a61b1e8f BUTO (NAE-17),"",TL3000256,✓,JCL-NAE17/FCB.17B-FEC006.ZN-T,"","","","","",@p:ubcv:r:21e1729b-a61b1e8f BUTO (NAE-17),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:238b4731-78b3b4ff Buchanan Tower Unsorted Points,"","","","","",@p:ubcv:r:238b4731-e442fe9a Buchanan Tower Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",48798,2018-11-23T03:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:13:34.54-07:00 Los_Angeles,2018-12-07T09:45:32.069-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI3000212,"","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE17/FCB.17B-FEC006.ZN-T.Trend1,Los_Angeles,°C,"","","","",BUTO.RM-104A.FC104a.ZN-T,✓,2020-04-09T19:02:00.85Z UTC
@p:ubcv:r:238b479b-2525eb8b Buchanan Tower Rm 1028 FC-10-028 JCL-NAE15/FC-A.15A-FEC064.ZN-T,✓,"",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"",TL3007941,✓,JCL-NAE15/FC-A.15A-FEC064.ZN-T,"","","","","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:257dabab-a11be2b9 Buchanan Tower Rm 1028 FC-10-028,"","","","","",@p:ubcv:r:257dabab-bea9c5e8 Buchanan Tower Floor 1,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",50707,2018-11-23T03:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:19:59.028-07:00 Los_Angeles,2018-12-07T09:45:31.833-08:00 Los_Angeles,"","","","","",Zone Temp,"",AI3007939,"","","","",✓,"","","","","","","","",@p:ubcv:r:257dabab-debfa4c3 Buchanan Tower Rm 1028,"","",✓,@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE15/FC-A.15A-FEC064.ZN-T.Trend1,Los_Angeles,°C,"","","","",BUTO.RM-1028 - FC-10-028.ZN-T,✓,2020-04-09T19:02:00.658Z UTC
@p:ubcv:r:257d5e3a-639debe5 Buchanan Tower Rm 621 FC-06-21 JCL-NAE05/FCB-01.FEC-049.ZN-SP,✓,"",@p:ubcv:r:257d5bd3-9a3ffa02 BUTO (NAE-05),"",TL3001966,"",JCL-NAE05/FCB-01.FEC-049.ZN-SP,"","","","","",@p:ubcv:r:257d5bd3-9a3ffa02 BUTO (NAE-05),"","","","","","","","","","",$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:257daada-e47db7e4 Buchanan Tower Rm 621 FC-06-21,"","","","","",@p:ubcv:r:257daac8-b1ea6217 Buchanan Tower Floor 6,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",15260,2019-12-04T23:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:15:34.651-07:00 Los_Angeles,"","","","","","",Zone Temp Effective Sp,"",AV3000582,"","","","",✓,"","","","","","","","",@p:ubcv:r:257daada-3143af42 Buchanan Tower Rm 621,"","","",@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"",✓,"","","",@p:ubcv:r:2538dbc2-74c2178f .+(\.|-| )ZN-SP,✓,"",JCL-NAE05/FCB-01.FEC-049.ZN-SP.Trend1,Los_Angeles,°C,"","","","",1200.AHU-01.FC-06-21.ZN-SP,✓,2020-04-09T19:01:58.145Z UTC
@p:ubcv:r:238b4742-372a3418 Buchanan Tower Unsorted Points JCL-NAE17/FCB.Local Application.BUTO-DHX1A_DHWS-SP,"","",@p:ubcv:r:21e1729b-a61b1e8f BUTO (NAE-17),"",TL3000082,✓,JCL-NAE17/FCB.Local Application.BUTO-DHX1A_DHWS-SP,"","","","","",@p:ubcv:r:21e1729b-a61b1e8f BUTO (NAE-17),"","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","","",@p:ubcv:r:238b4731-78b3b4ff Buchanan Tower Unsorted Points,"","","","","",@p:ubcv:r:238b4731-e442fe9a Buchanan Tower Unsorted Points,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",24626,2018-11-22T15:30:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:13:34.385-07:00 Los_Angeles,2018-12-07T09:45:25.921-08:00 Los_Angeles,✓,"","","","",Leaving Hot Water Temp Sp,"",AV3000038,"","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"",✓,"","","",@p:ubcv:r:23e65d3d-286c18a0 .+(\.|-|_)DHWS-SP,✓,"",JCL-NAE17/FCB.Local Application.BUTO-DHX1A_DHWS-SP.Trend1,Los_Angeles,°C,"","","",✓,BUTO-DHX1A.DHWS-SP,"",2020-04-09T19:02:00.851Z UTC
@p:ubcv:r:238b479a-beae788b Buchanan Tower Rm 0997 SAV-09-002 JCL-NAE15/FC-A.15A-VMA017.HTG-O,"","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"",TL3006331,✓,JCL-NAE15/FC-A.15A-VMA017.HTG-O,"","",✓,"","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:257da866-57ee90ca Buchanan Tower Rm 0997 SAV-09-002,"","","","","",@p:ubcv:r:257da5e1-94b509b6 Buchanan Tower Basement,✓,✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",50707,2018-11-23T03:30:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:19:59.044-07:00 Los_Angeles,2018-12-07T09:45:32.153-08:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AO3006330,"","","","",✓,"","","","","","","","",@p:ubcv:r:257da7f4-425e7c11 Buchanan Tower Rm 0997,"","","",@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE15/FC-A.15A-VMA017.HTG-O.Trend1,Los_Angeles,%,"",✓,"",✓,BUTO.RM-0997 - SAV-09-002.HTG-O,"",2020-04-09T19:02:00.66Z UTC
@p:ubcv:r:257d5cc3-b5b2df90 Buchanan Tower Rm 0397H FC-03-010 JCL-NAE18/FCB-01.FEC-013.ZN2-T,✓,"",@p:ubcv:r:257d5b13-c476a3a1 BUTO (NAE-18),"",TL3002887,"",JCL-NAE18/FCB-01.FEC-013.ZN2-T,"","","","","",@p:ubcv:r:257d5b13-c476a3a1 BUTO (NAE-18),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:257da867-33dc8708 Buchanan Tower Rm 0397H FC-03-010,"","","","","",@p:ubcv:r:257da5e1-94b509b6 Buchanan Tower Basement,"",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",7624,2019-12-05T11:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:19:54.357-07:00 Los_Angeles,"","","","","","",Zone Temp,"",AI3002886,"","","","",✓,"","","","","","","","",@p:ubcv:r:257da7f4-523045e4 Buchanan Tower Rm 0397H,"","",✓,@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE18/FCB-01.FEC-013.ZN2-T.Trend1,Los_Angeles,°C,"","","","",RM-0397H - FC-03-010.ZN2-T,✓,2020-04-09T19:02:01.057Z UTC
@p:ubcv:r:238b479a-3cc8b922 Buchanan Tower Rm 0918 FC-09-018 JCL-NAE15/FC-A.15A-FEC022.CLG-O,"","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"",TL3006523,✓,JCL-NAE15/FC-A.15A-FEC022.CLG-O,✓,"",✓,"","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),✓,"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:257da866-a7ac1635 Buchanan Tower Rm 0918 FC-09-018,"","","","","",@p:ubcv:r:257da5e1-94b509b6 Buchanan Tower Basement,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",50701,2018-11-23T03:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:19:59.067-07:00 Los_Angeles,2018-12-07T09:45:31.722-08:00 Los_Angeles,"","","","","",Cooling Valve Cmd,"",AO3006522,"","","","",✓,"","","","","","","","",@p:ubcv:r:257da7f4-596ed4da Buchanan Tower Rm 0918,"","","",@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3d-51bf01a3 .+(\.|-| )CLG-(O|VLV),"","",JCL-NAE15/FC-A.15A-FEC022.CLG-O.Trend1,Los_Angeles,%,"",✓,"",✓,BUTO.RM-0918 - FC-09-018.CLG-O,"",2020-04-09T19:02:00.663Z UTC
@p:ubcv:r:238b47ce-34ebbc92 Buchanan Tower AHU-02 JCL-NAE16/FCB.16B-FEC014.RA-H,✓,"",@p:ubcv:r:21e6b249-09d05416 BUTO (NAE-16),"",TL3000625,✓,JCL-NAE16/FCB.16B-FEC014.RA-H,"","","","","",@p:ubcv:r:21e6b249-09d05416 BUTO (NAE-16),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:257da38f-cb97192a Buchanan Tower AHU-02,"","","","","",@p:ubcv:r:257da38f-66421eb2 Buchanan Tower Air Systems,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",51260,2018-11-22T03:30:00-08:00 Los_Angeles,ok,"","",✓,✓,Number,2020-05-12T14:22:50.569-07:00 Los_Angeles,2018-12-07T09:45:31.671-08:00 Los_Angeles,"","","","","",Return Air Humidity,"",AI3000268,"","","","",✓,"","","","","","","",✓,"","","",✓,@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3d-550ae541 .+(\.|-| )RA-H,"","",JCL-NAE16/FCB.16B-FEC014.RA-H.Trend1,Los_Angeles,%RH,"","","","",BUTO.AHU-2.RA-H,"",2020-04-14T16:50:00.517Z UTC
@p:ubcv:r:238b479a-96262683 Buchanan Tower Rm 0926 FC-09-026 JCL-NAE15/FC-A.15A-FEC031.SF-S,✓,"",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"",TL3006831,✓,JCL-NAE15/FC-A.15A-FEC031.SF-S,"","","","","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","Off,On","",@p:ubcv:r:257da866-c6c71ace Buchanan Tower Rm 0926 FC-09-026,"",✓,"","","",@p:ubcv:r:257da5e1-94b509b6 Buchanan Tower Basement,"",✓,"","","",2020-05-10T00:17:07-07:00 Los_Angeles,"","","",2084,2018-11-22T09:05:32-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:19:55-07:00 Los_Angeles,2018-12-07T09:45:31.633-08:00 Los_Angeles,"","","","","",Discharge Fan Run Status,"",BI3006830,"","","","",✓,"","","","","","","","",@p:ubcv:r:257da7f4-4b3ce675 Buchanan Tower Rm 0926,✓,"",✓,@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE15/FC-A.15A-FEC031.SF-S.Trend1,Los_Angeles,"","","","","",BUTO.RM-0926 - FC-09-026.SF-S,"",2020-04-08T18:50:26.788Z UTC
@p:ubcv:r:238b479b-bd15a6b8 Buchanan Tower Rm 1020 FC-10-020 JCL-NAE15/FC-A.15A-FEC056.HTG-O,"","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"",TL3007691,✓,JCL-NAE15/FC-A.15A-FEC056.HTG-O,"","",✓,"","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:257dabab-89d13805 Buchanan Tower Rm 1020 FC-10-020,"","","","","",@p:ubcv:r:257dabab-bea9c5e8 Buchanan Tower Floor 1,✓,✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",50707,2018-11-23T03:30:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:19:59.099-07:00 Los_Angeles,2018-12-07T09:45:32.141-08:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AO3007690,"","","","",✓,"","","","","","","","",@p:ubcv:r:257dabab-c7b7bf3f Buchanan Tower Rm 1020,"","","",@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE15/FC-A.15A-FEC056.HTG-O.Trend1,Los_Angeles,%,"",✓,"",✓,BUTO.RM-1020 - FC-10-020.HTG-O,"",2020-04-09T19:02:00.666Z UTC
@p:ubcv:r:25a72fc0-5c0a6d64 Buchanan Tower Unsorted Points JCL-NAE05/FCB-02.VMA-033.HTG-O,"","",@p:ubcv:r:257d5bd3-9a3ffa02 BUTO (NAE-05),"",TL3004639,"",JCL-NAE05/FCB-02.VMA-033.HTG-O,"","",✓,"","",@p:ubcv:r:257d5bd3-9a3ffa02 BUTO (NAE-05),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:238b4731-78b3b4ff Buchanan Tower Unsorted Points,"","","","","",@p:ubcv:r:238b4731-e442fe9a Buchanan Tower Unsorted Points,✓,✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",12089,2020-01-06T16:15:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:15:34.675-07:00 Los_Angeles,"","","","","","",Heating Valve Cmd,"",AO3003111,"","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE05/FCB-02.VMA-033.HTG-O.Trend1,Los_Angeles,%,"",✓,"",✓,1200.AHU-02.SAV-08-05.HTG-O,"",2020-04-09T19:01:58.156Z UTC
@p:ubcv:r:238b479a-0c87cc09 Buchanan Tower Rm 0910 FC-09-011 JCL-NAE15/FC-A.15A-FEC015.HTG-O,"","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"",TL3006260,✓,JCL-NAE15/FC-A.15A-FEC015.HTG-O,"","",✓,"","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:257da866-c84ff429 Buchanan Tower Rm 0910 FC-09-011,"","","","","",@p:ubcv:r:257da5e1-94b509b6 Buchanan Tower Basement,✓,✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",50707,2018-11-23T03:30:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:19:59.107-07:00 Los_Angeles,2018-12-07T09:45:31.998-08:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AO3006259,"","","","",✓,"","","","","","","","",@p:ubcv:r:257da7f4-2ab95b5f Buchanan Tower Rm 0910,"","","",@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE15/FC-A.15A-FEC015.HTG-O.Trend1,Los_Angeles,%,"",✓,"",✓,"BUTO.RM-0910 - FC-09-010, FC-09-011.HTG-O","",2020-04-09T19:02:00.667Z UTC
@p:ubcv:r:238b479a-d102ec3f Buchanan Tower Rm 0997 FC-09-014 JCL-NAE15/FC-A.15A-FEC016.CLG-O,"","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"",TL3006296,✓,JCL-NAE15/FC-A.15A-FEC016.CLG-O,✓,"",✓,"","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),✓,"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:257da866-47d2c796 Buchanan Tower Rm 0997 FC-09-014,"","","","","",@p:ubcv:r:257da5e1-94b509b6 Buchanan Tower Basement,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",50707,2018-11-23T03:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:19:59.142-07:00 Los_Angeles,2018-12-07T09:45:31.99-08:00 Los_Angeles,"","","","","",Cooling Valve Cmd,"",AO3006295,"","","","",✓,"","","","","","","","",@p:ubcv:r:257da7f4-425e7c11 Buchanan Tower Rm 0997,"","","",@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3d-51bf01a3 .+(\.|-| )CLG-(O|VLV),"","",JCL-NAE15/FC-A.15A-FEC016.CLG-O.Trend1,Los_Angeles,%,"",✓,"",✓,"BUTO.RM-0997 - FC-09-012, FC-09-013, FC-09-014.CLG-O","",2020-04-09T19:02:00.671Z UTC
@p:ubcv:r:238b47ce-5ac6f7da Buchanan Tower South RHC JCL-NAE16/FCB.16B-FEC013.S_RH-O,"","",@p:ubcv:r:21e6b249-09d05416 BUTO (NAE-16),"",TL3000575,✓,JCL-NAE16/FCB.16B-FEC013.S_RH-O,"","",✓,"","",@p:ubcv:r:21e6b249-09d05416 BUTO (NAE-16),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:25868cf2-126da583 Buchanan Tower South RHC,"","","","","",@p:ubcv:r:257da38f-66421eb2 Buchanan Tower Air Systems,✓,✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",51260,2018-11-22T03:30:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:22:50.619-07:00 Los_Angeles,2018-11-25T13:45:23.715-08:00 Los_Angeles,"","","","","",Heating Valve Cmd,"",AO3000247,"","","","",✓,"","","","","","","","","","","","",@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:2538dc16-e1c53655 .+(\.|-| |_)RH(C\d+)?-O,"","",JCL-NAE16/FCB.16B-FEC013.S_RH-O.Trend1,Los_Angeles,%,"",✓,"",✓,BUTO.South-RH.S_RH-O,"",2020-04-09T19:02:00.793Z UTC
@p:ubcv:r:238b479a-369e9755 Buchanan Tower Rm 1004 FC-10-004 JCL-NAE15/FC-A.15A-FEC037.CLG-O,"","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"",TL3007019,✓,JCL-NAE15/FC-A.15A-FEC037.CLG-O,✓,"",✓,"","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),✓,"","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:257dabc2-d98b1b06 Buchanan Tower Rm 1004 FC-10-004,"","","","","",@p:ubcv:r:257dabab-bea9c5e8 Buchanan Tower Floor 1,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",50707,2018-11-23T03:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:19:59.276-07:00 Los_Angeles,2018-12-07T09:45:31.109-08:00 Los_Angeles,"","","","","",Cooling Valve Cmd,"",AO3007018,"","","","",✓,"","","","","","","","",@p:ubcv:r:257dabc2-dbbe71d7 Buchanan Tower Rm 1004,"","","",@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3d-51bf01a3 .+(\.|-| )CLG-(O|VLV),"","",JCL-NAE15/FC-A.15A-FEC037.CLG-O.Trend1,Los_Angeles,%,"",✓,"",✓,BUTO.RM-1004 - FC-10-004.CLG-O,"",2020-04-09T19:02:00.675Z UTC
@p:ubcv:r:257d5cc3-c603851e Buchanan Tower Rm 0397G FC-03-011 JCL-NAE18/FCB-01.FEC-014.HTG-O,"","",@p:ubcv:r:257d5b13-c476a3a1 BUTO (NAE-18),"",TL3002310,"",JCL-NAE18/FCB-01.FEC-014.HTG-O,"","",✓,"","",@p:ubcv:r:257d5b13-c476a3a1 BUTO (NAE-18),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:257da867-fdd563d9 Buchanan Tower Rm 0397G FC-03-011,"","","","","",@p:ubcv:r:257da5e1-94b509b6 Buchanan Tower Basement,✓,✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",15139,2019-12-05T22:45:00-08:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:19:54.669-07:00 Los_Angeles,"","","","","","",Heating Valve Cmd,"",AO3002309,"","","","",✓,"","","","","","","","",@p:ubcv:r:257da7f4-ca1b7748 Buchanan Tower Rm 0397G,"","","",@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE18/FCB-01.FEC-014.HTG-O.Trend1,Los_Angeles,%,"",✓,"",✓,RM-0397G - FC-03-011.HTG-O,"",2020-04-09T19:02:01.076Z UTC
@p:ubcv:r:238b479a-2d2b2cfa Buchanan Tower Rm 1001 FC-10-001 JCL-NAE15/FC-A.15A-FEC034.SF-O,✓,"",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"",TL3006925,✓,JCL-NAE15/FC-A.15A-FEC034.SF-O,"","",✓,"","",@p:ubcv:r:216918d6-1658af0a BUTO (NAE-15),"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:257dabc2-f49d35d0 Buchanan Tower Rm 1001 FC-10-001,"",✓,"","","",@p:ubcv:r:257dabab-bea9c5e8 Buchanan Tower Floor 1,"",✓,"","","",2020-05-12T14:15:00-07:00 Los_Angeles,"","","",50707,2018-11-23T03:30:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:19:59.41-07:00 Los_Angeles,2018-12-07T09:45:31.367-08:00 Los_Angeles,"","","","","",Discharge Fan Speed Cmd,"",AO3006924,"","","","",✓,"","","","","","","","",@p:ubcv:r:257dabc2-5d4925a4 Buchanan Tower Rm 1001,"","","",@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","",✓,"","",@p:ubcv:r:23e65d3d-c41cb6bb .+(\.|-| )SF(\d+)?-O(.Trend\d)?,"","",JCL-NAE15/FC-A.15A-FEC034.SF-O.Trend1,Los_Angeles,%,"","","","",BUTO.RM-1001 - FC-10-001.SF-O,"",2020-04-09T19:02:00.677Z UTC
@p:ubcv:r:25a72fc0-63ff9642 Buchanan Tower Unsorted Points JCL-NAE05/FCB-02.VMA-031.ZN-T,✓,"",@p:ubcv:r:257d5bd3-9a3ffa02 BUTO (NAE-05),"",TL3004568,"",JCL-NAE05/FCB-02.VMA-031.ZN-T,"","","","","",@p:ubcv:r:257d5bd3-9a3ffa02 BUTO (NAE-05),"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:238b4731-78b3b4ff Buchanan Tower Unsorted Points,"","","","","",@p:ubcv:r:238b4731-e442fe9a Buchanan Tower Unsorted Points,"",✓,"","",°F => °C,2020-05-12T14:15:00-07:00 Los_Angeles,"","","",12089,2020-01-06T16:15:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:15:34.724-07:00 Los_Angeles,"","","","","","",Zone Temp,"",AI3003082,"","","","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:209d1c46-fc6bda03 Buchanan Tower,"","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE05/FCB-02.VMA-031.ZN-T.Trend1,Los_Angeles,°C,"","","","",1200.AHU-02.SAV-08-03.ZN-T,✓,2020-04-21T20:26:41.882Z UTC
