id,air,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bacnetWriteLevel,bmsName,cmd,connRef,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,disMacro,discharge,effective,elec,energy,entering,enum,equipRef,exhaust,fan,feedback,flow,groupRef,heating,his,hisCollectCov,hisCollectInterval,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,jci,kind,lastSynced,lastTagged,leaving,mixed,navName,noTagMatch,objectId,opcConnRef,opcCur,opcPoint,outside,point,power,primaryLoop,pump,quantityID,return,roomRef,run,secondaryLoop,sensor,siteRef,sourceID,sp,sqlConnRef,sqlPoint,tagTableRef,temp,tlName,tz,unit,utilityPoint,valve,volume,water,writable,writeLevel,writeStatus,zone,mod
@p:ubcv:r:238b41b7-49fcce0e Liu Rm 112 Zone JCL-NAE57/N2-1.LC-DC-9.LC-GRND_RM112-T,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000313,✓,"",JCL-NAE57/N2-1.LC-DC-9.LC-GRND_RM112-T,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24f089bf-60c55eea Liu Rm 112 Zone,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",49491,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:35:27.831-07:00 Los_Angeles,2018-11-25T13:45:23.85-08:00 Los_Angeles,"","",Zone Temp,"",AI3000154,"","","","",✓,"","","","","",@p:ubcv:r:24f089bf-7b6fa7dc Liu Rm 112,"","",✓,@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","",@p:ubcv:r:2538d9da-1aedb8c9 .+(\.|-| |_)RM(\d+\w?)?-Z?T,✓,JCL-NAE57/N2-1.LC-DC-9.LC-GRND_RM112-T.Trend1,Los_Angeles,°C,"","","","","","","",✓,2020-04-09T19:02:17.549Z UTC
@p:ubcv:r:238b41b7-2f852741 Liu Rm 120A Zone JCL-NAE57/N2-1.LC-DC-8.LC-GRND_RM120A-ASP,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000302,✓,"",JCL-NAE57/N2-1.LC-DC-8.LC-GRND_RM120A-ASP,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24f089bf-b267760e Liu Rm 120A Zone,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",49491,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:35:27.832-07:00 Los_Angeles,2018-11-25T13:45:23.848-08:00 Los_Angeles,"","",JCL-NAE57/N2-1.LC-DC-8.LC-GRND_RM120A-ASP,✓,AI3000145,"","","","",✓,"","","","","",@p:ubcv:r:24f089bf-b4138b3d Liu Rm 120A,"","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","","","",JCL-NAE57/N2-1.LC-DC-8.LC-GRND_RM120A-ASP.Trend1,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:17.55Z UTC
@p:ubcv:r:238b41b7-bd21fb23 Liu EF JCL-NAE57/N2-1.LC-DC-10.LC-VENT_RAH1-C,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000220,✓,"",JCL-NAE57/N2-1.LC-DC-10.LC-VENT_RAH1-C,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","Close,Open",@p:ubcv:r:24f08887-1f5c3886 Liu EF,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-11T22:42:27-07:00 Los_Angeles,"","","",210,2018-11-27T17:10:02-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:35:27.768-07:00 Los_Angeles,2018-11-25T13:45:24.028-08:00 Los_Angeles,"","",JCL-NAE57/N2-1.LC-DC-10.LC-VENT_RAH1-C,✓,BO3000074,"","","","",✓,"","","","","","","","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","","","",JCL-NAE57/N2-1.LC-DC-10.LC-VENT_RAH1-C.Trend1,Los_Angeles,"","","","","","","","","",2020-04-08T18:55:47.791Z UTC
@p:ubcv:r:238b41b7-3b540310 Liu Rm132 FC-2 JCL-NAE57/N2-1.LC-DC-4.LC-FC2_ACT-SAT-SP,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000253,✓,"",JCL-NAE57/N2-1.LC-DC-4.LC-FC2_ACT-SAT-SP,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24f08886-81d8e396 Liu Rm132 FC-2,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",49491,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:35:27.834-07:00 Los_Angeles,2018-12-07T09:45:34.367-08:00 Los_Angeles,"","",Discharge Air Temp Sp,"",AI3000101,"","","","",✓,"","","","","",@p:ubcv:r:24f08886-56c17f75 Liu Rm132,"","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"",✓,"","",@p:ubcv:r:23e65d3d-b24f6d76 .+(\.|-| |_)SAT-SP,✓,JCL-NAE57/N2-1.LC-DC-4.LC-FC2_ACT-SAT-SP.Trend1,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:17.551Z UTC
@p:ubcv:r:238b41b7-11edcf4d Liu HR-2 JCL-NAE57/N2-1.LC-DC-6.LC-HRU2_HRU-C,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000275,✓,"",JCL-NAE57/N2-1.LC-DC-6.LC-HRU2_HRU-C,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","Off,On",@p:ubcv:r:24f08887-1c9ca78e Liu HR-2,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-07T11:03:01-07:00 Los_Angeles,"","","",1649,2018-11-19T04:00:34-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:35:27.836-07:00 Los_Angeles,2018-11-25T13:45:23.997-08:00 Los_Angeles,"","",JCL-NAE57/N2-1.LC-DC-6.LC-HRU2_HRU-C,✓,BO3000121,"","","","",✓,"","","","","","","","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","","","",JCL-NAE57/N2-1.LC-DC-6.LC-HRU2_HRU-C.Trend1,Los_Angeles,"","","","","","","","","",2020-04-08T18:55:45.237Z UTC
@p:ubcv:r:238b41b7-3f6ad4e2 Liu Unsorted Points JCL-NAE57/BACnet IP1.LC-EMTR.Analog Inputs.AI-10,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3001858,✓,"",JCL-NAE57/BACnet IP1.LC-EMTR.Analog Inputs.AI-10,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:238b41b4-6b8a3644 Liu Unsorted Points,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-12T00:00:00-07:00 Los_Angeles,"","","",541,2018-11-19T00:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:35:27.837-07:00 Los_Angeles,2018-11-25T13:45:23.724-08:00 Los_Angeles,"","",JCL-NAE57/BACnet IP1.LC-EMTR.Analog Inputs.AI-10,✓,AI3001398,"","","","",✓,"","","","","","","","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","","","",JCL-NAE57/BACnet IP1.LC-EMTR.Analog Inputs.AI-10.Trend1,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:17.552Z UTC
@p:ubcv:r:238b41b7-8c367c7d Liu Unsorted Points JCL-NAE57/N2-1.LC-DC-9.LC-GRND_LITE-1,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000308,✓,"",JCL-NAE57/N2-1.LC-DC-9.LC-GRND_LITE-1,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","Off,On",@p:ubcv:r:238b41b4-6b8a3644 Liu Unsorted Points,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-04-09T04:29:04-07:00 Los_Angeles,"","","",13,2018-11-28T12:06:57-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:35:27.733-07:00 Los_Angeles,2018-11-25T13:45:23.847-08:00 Los_Angeles,"","",JCL-NAE57/N2-1.LC-DC-9.LC-GRND_LITE-1,✓,BO3000150,"","","","",✓,"","","","","","","","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","","","",JCL-NAE57/N2-1.LC-DC-9.LC-GRND_LITE-1.Trend1,Los_Angeles,"","","","","","","","","",2020-04-08T18:55:34.343Z UTC
@p:ubcv:r:21c5a6ae-06362ac7 Liu HW Main Meter Flow,"",@p:ubcv:r:21c5a615-61e0f4fe LIU DES Meter,AI4,"",✓,"","","",@p:ubcv:r:21c5a615-61e0f4fe LIU DES Meter,✓,L/h => L/s,ok,0L/s,"","","",$equipRef $navName,"","","","","","",@p:ubcv:r:20a65214-3e328e52 Liu HW Main Meter,"","","",✓,@p:ubcv:r:21697fca-84383cbb Liu Utilities,"",✓,0.25L/s,10min,2020-05-12T15:40:00-07:00 Los_Angeles,"","",consumption,124901,2017-12-18T14:20:00-08:00 Los_Angeles,ok,"",✓,"",Number,"","","","",Flow,"","","","","","",✓,"","","","","","","","",✓,@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","","","","",Los_Angeles,L/s,✓,"","",✓,"","","","",2020-04-28T00:03:35.138Z UTC
@p:ubcv:r:238b41b7-fd071eef Liu Rm132 FC-1 JCL-NAE57/N2-1.LC-DC-3.LC-FC1_HTG-VLV,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000246,✓,"",JCL-NAE57/N2-1.LC-DC-3.LC-FC1_HTG-VLV,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24f08886-b266d2a8 Liu Rm132 FC-1,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,✓,✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",49491,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"",✓,✓,Number,2020-05-12T15:35:27.84-07:00 Los_Angeles,2018-11-25T13:45:24.021-08:00 Los_Angeles,"","",Heating Valve Cmd,"",AO3000094,"","","","",✓,"","","","","",@p:ubcv:r:24f08886-56c17f75 Liu Rm132,"","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"",JCL-NAE57/N2-1.LC-DC-3.LC-FC1_HTG-VLV.Trend1,Los_Angeles,%,"",✓,"",✓,"","","","",2020-04-09T19:02:17.553Z UTC
@p:ubcv:r:238b41b7-6d5fd695 Liu HR-2 JCL-NAE57/N2-1.LC-DC-6.LC-HRU2_HRU-S,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000277,✓,"",JCL-NAE57/N2-1.LC-DC-6.LC-HRU2_HRU-S,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","Off,On",@p:ubcv:r:24f08887-1c9ca78e Liu HR-2,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-07T11:03:07-07:00 Los_Angeles,"","","",2221,2018-11-19T11:26:54-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:35:27.841-07:00 Los_Angeles,2018-11-25T13:45:23.997-08:00 Los_Angeles,"","",JCL-NAE57/N2-1.LC-DC-6.LC-HRU2_HRU-S,✓,BI3000122,"","","","",✓,"","","","","","","","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","","","",JCL-NAE57/N2-1.LC-DC-6.LC-HRU2_HRU-S.Trend1,Los_Angeles,"","","","","","","","","",2020-04-08T18:55:45.182Z UTC
@p:ubcv:r:238b41b7-678d35ac Liu Unsorted Points JCL-NAE57/Programming.Energy.Energy Meter Peak and Usage Calc.Diff Temp,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3001374,✓,"",JCL-NAE57/Programming.Energy.Energy Meter Peak and Usage Calc.Diff Temp,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:238b41b4-6b8a3644 Liu Unsorted Points,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-01-11T16:00:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [251] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",19583,2018-11-20T15:00:00-08:00 Los_Angeles,fault,"","",✓,Number,2020-05-11T17:48:52.05-07:00 Los_Angeles,2018-11-25T13:45:23.299-08:00 Los_Angeles,"","",JCL-NAE57/Programming.Energy.Energy Meter Peak and Usage Calc.Diff Temp,✓,AV3000613,"","","","",✓,"","","","","","","","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","","","",JCL-NAE57/Programming.Energy.Energy Meter Peak and Usage Calc.Diff Temp.Trend1,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:17.554Z UTC
@p:ubcv:r:238b41b7-6275ef08 Liu Unsorted Points JCL-NAE57/BACnet IP1.LC-EMTR.Analog Inputs.AI-9,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3001859,✓,"",JCL-NAE57/BACnet IP1.LC-EMTR.Analog Inputs.AI-9,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:238b41b4-6b8a3644 Liu Unsorted Points,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-12T00:00:00-07:00 Los_Angeles,"","","",541,2018-11-19T00:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:35:27.843-07:00 Los_Angeles,2018-11-25T13:45:23.723-08:00 Los_Angeles,"","",JCL-NAE57/BACnet IP1.LC-EMTR.Analog Inputs.AI-9,✓,AI3001399,"","","","",✓,"","","","","","","","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","","","",JCL-NAE57/BACnet IP1.LC-EMTR.Analog Inputs.AI-9.Trend1,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:17.555Z UTC
@p:ubcv:r:238b41b7-deb3d46e Liu Heating Plant JCL-NAE57/N2-1.LC-DC-1.LC-DHW_P3-S,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000182,✓,"",JCL-NAE57/N2-1.LC-DC-1.LC-DHW_P3-S,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","Off,On",@p:ubcv:r:21c5a449-a495fb42 Liu Heating Plant,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-12T08:00:03-07:00 Los_Angeles,"","","",143,2018-11-28T12:06:57-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:35:27.845-07:00 Los_Angeles,2018-12-07T09:45:31.937-08:00 Los_Angeles,"","",Pump Run Status,"",BI3000039,"","","","",✓,"","",✓,"","","",✓,"",✓,@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","",@p:ubcv:r:23e65d3d-742086c0 .+(\.|-|_)P\d+-(FS-)?S,"",JCL-NAE57/N2-1.LC-DC-1.LC-DHW_P3-S.Trend1,Los_Angeles,"","","","","","","","","",2020-04-08T18:55:40.532Z UTC
@p:ubcv:r:238b41b7-70763430 Liu Unsorted Points JCL-NAE57/N2-1.LC-DC-9.LC-MISC_LITE-2,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000241,✓,"",JCL-NAE57/N2-1.LC-DC-9.LC-MISC_LITE-2,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","Off,On",@p:ubcv:r:238b41b4-6b8a3644 Liu Unsorted Points,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-04-09T04:29:04-07:00 Los_Angeles,"","","",13,2018-11-28T12:06:57-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:35:27.735-07:00 Los_Angeles,2018-11-25T13:45:24.022-08:00 Los_Angeles,"","",JCL-NAE57/N2-1.LC-DC-9.LC-MISC_LITE-2,✓,BO3000089,"","","","",✓,"","","","","","","","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","","","",JCL-NAE57/N2-1.LC-DC-9.LC-MISC_LITE-2.Trend1,Los_Angeles,"","","","","","","","","",2020-04-08T18:55:46.884Z UTC
@p:ubcv:r:238b41b7-793f7e00 Liu Unsorted Points JCL-NAE57/Programming.Central Plant.LC-HW.LC-HW_HW-HL,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000951,✓,"",JCL-NAE57/Programming.Central Plant.LC-HW.LC-HW_HW-HL,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:238b41b4-6b8a3644 Liu Unsorted Points,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",24978,2018-11-22T15:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:35:27.846-07:00 Los_Angeles,2018-11-25T13:45:23.591-08:00 Los_Angeles,"","",JCL-NAE57/Programming.Central Plant.LC-HW.LC-HW_HW-HL,✓,AV3000541,"","","","",✓,"","","","","","","","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","","","",JCL-NAE57/Programming.Central Plant.LC-HW.LC-HW_HW-HL.PointHistory,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:17.556Z UTC
@p:ubcv:r:238b41b7-612e7750 Liu Unsorted Points JCL-NAE57/Programming.Energy.Energy Meter Peak and Usage Calc.This Hours Consumption,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3001317,✓,"",JCL-NAE57/Programming.Energy.Energy Meter Peak and Usage Calc.This Hours Consumption,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:238b41b4-6b8a3644 Liu Unsorted Points,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-01-11T00:00:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [255] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",419,2018-11-19T00:00:00-08:00 Los_Angeles,fault,"","",✓,Number,2020-05-11T17:48:52.046-07:00 Los_Angeles,2018-11-25T13:45:23.302-08:00 Los_Angeles,"","",JCL-NAE57/Programming.Energy.Energy Meter Peak and Usage Calc.This Hours Consumption,✓,AV3000600,"","","","",✓,"","","","","","","","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","","","",JCL-NAE57/Programming.Energy.Energy Meter Peak and Usage Calc.This Hours Consumption.Trend1,Los_Angeles,MWh,"","","","","","","","",2020-04-09T19:02:17.557Z UTC
@p:ubcv:r:238b41b7-ff95fe5f Liu Rm 100 Zone JCL-NAE57/N2-1.LC-DC-8.LC-GRND_RM100-OR,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000297,✓,"",JCL-NAE57/N2-1.LC-DC-8.LC-GRND_RM100-OR,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","Off,On",@p:ubcv:r:24f089bf-4a33d593 Liu Rm 100 Zone,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-04-09T04:29:04-07:00 Los_Angeles,"","","",13,2018-11-28T12:06:57-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:35:27.737-07:00 Los_Angeles,2018-11-25T13:45:23.994-08:00 Los_Angeles,"","",JCL-NAE57/N2-1.LC-DC-8.LC-GRND_RM100-OR,✓,BI3000141,"","","","",✓,"","","","","",@p:ubcv:r:24f089bf-9665d7a8 Liu Rm 100,"","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","","","",JCL-NAE57/N2-1.LC-DC-8.LC-GRND_RM100-OR.Trend1,Los_Angeles,"","","","","","","","","",2020-04-08T18:55:44.92Z UTC
@p:ubcv:r:238b41b7-ecec1fa4 Liu EF JCL-NAE57/N2-1.LC-DC-11.LC-EF_EF5-C,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000227,✓,"",JCL-NAE57/N2-1.LC-DC-11.LC-EF_EF5-C,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","Off,On",@p:ubcv:r:24f08887-1f5c3886 Liu EF,✓,✓,"","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-04-09T04:29:04-07:00 Los_Angeles,"","","",735,2018-11-19T07:00:04-08:00 Los_Angeles,ok,"","",✓,Bool,2020-05-12T15:35:27.738-07:00 Los_Angeles,2018-11-25T13:45:24.018-08:00 Los_Angeles,"","",Exhaust Fan Run Cmd,"",BO3000079,"","","","",✓,"","","","","","",✓,"","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","",@p:ubcv:r:23e65d3d-b8710d90 .+(\.|-| |_)EF-?(\d+)?\w?-C,"",JCL-NAE57/N2-1.LC-DC-11.LC-EF_EF5-C.Trend1,Los_Angeles,"","","","","","","","","",2020-04-08T18:55:46.446Z UTC
@p:ubcv:r:238b41b7-a180b91d Liu Unsorted Points JCL-NAE57/Programming.Central Plant.LC-HW.LC-HW_HW-LL,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000950,✓,"",JCL-NAE57/Programming.Central Plant.LC-HW.LC-HW_HW-LL,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:238b41b4-6b8a3644 Liu Unsorted Points,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",24978,2018-11-22T15:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:35:27.848-07:00 Los_Angeles,2018-11-25T13:45:23.588-08:00 Los_Angeles,"","",JCL-NAE57/Programming.Central Plant.LC-HW.LC-HW_HW-LL,✓,AV3000540,"","","","",✓,"","","","","","","","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","","","",JCL-NAE57/Programming.Central Plant.LC-HW.LC-HW_HW-LL.PointHistory,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:17.558Z UTC
@p:ubcv:r:238b41b7-341994c0 Liu Rm132 FC-2 JCL-NAE57/N2-1.LC-DC-4.LC-FC2_SA-T,✓,@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3000262,✓,"",JCL-NAE57/N2-1.LC-DC-4.LC-FC2_SA-T,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24f08886-81d8e396 Liu Rm132 FC-2,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",49491,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","",✓,Number,2020-05-12T15:35:27.849-07:00 Los_Angeles,2018-11-25T13:45:24.016-08:00 Los_Angeles,"","",Discharge Air Temp,"",AI3000110,"","","","",✓,"","","","","",@p:ubcv:r:24f08886-56c17f75 Liu Rm132,"","",✓,@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,JCL-NAE57/N2-1.LC-DC-4.LC-FC2_SA-T.Trend1,Los_Angeles,°C,"","","","","","","","",2020-04-09T19:02:17.559Z UTC
@p:ubcv:r:238b41b7-c09b3283 Liu Unsorted Points JCL-NAE57/Programming.Energy.Energy Meter Peak and Usage Calc.This Months Peak,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"",TL3001830,✓,"",JCL-NAE57/Programming.Energy.Energy Meter Peak and Usage Calc.This Months Peak,"",@p:ubcv:r:21c5a491-88e87273 Liu Centre (NAE-57),"","","","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:238b41b4-6b8a3644 Liu Unsorted Points,"","","","",@p:ubcv:r:238b41b4-b9244d9d Liu Unsorted Points,"",✓,"","",2020-01-09T13:33:47-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [10] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",1024,2018-11-28T12:06:57-08:00 Los_Angeles,fault,"","",✓,Number,2020-05-11T17:48:52.109-07:00 Los_Angeles,2018-11-25T13:45:23.736-08:00 Los_Angeles,"","",JCL-NAE57/Programming.Energy.Energy Meter Peak and Usage Calc.This Months Peak,✓,AV3000592,"","","","",✓,"","","","","","","","","",@p:ubcv:r:20a65214-8c3b2eb9 Liu,"","","","","","",JCL-NAE57/Programming.Energy.Energy Meter Peak and Usage Calc.This Months Peak.Trend1,Los_Angeles,kW,"","","","","","","","",2020-04-09T19:02:17.56Z UTC
