id,air,alarm,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,boiler,chilled,cmd,connRef,cooling,curStatus,disMacro,discharge,domestic,effective,elec,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,gas,groupRef,heating,his,hisEnd,hisErr,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,kind,lastSynced,leaving,low,navName,noTagMatch,objectId,outside,parcHtgEnergy,parc_Meter,perimeterHeat,point,pointType,power,pressure,pump,quantityID,run,scheduleOcc,sensor,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,tagTableRef,tags,temp,tlName,tz,unit,utilityPoint,valve,volume,water,zone,mod
@p:ubcv:r:245f4ba7-01d9238d Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-06.CLG-O,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AO3000068,TL3000387,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-06.CLG-O,"",✓,✓,@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),✓,unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.045-07:00 Los_Angeles,"","",Cooling Valve Cmd,"",AO3000068,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-51bf01a3 .+(\.|-| )CLG-(O|VLV),"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-06.CLG-O.Trend1,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:01:57.925Z UTC
@p:ubcv:r:245f4bab-f0e2af7d Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-19.SF-S,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),BI3000215,TL3000791,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-19.SF-S,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,✓,"","","","","","","Off,On","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"",✓,"",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T14:28:46-07:00 Los_Angeles,"","",1034,2019-04-30T07:00:04-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:53:32.718-07:00 Los_Angeles,"","",Discharge Fan Run Status,"",BI3000215,"","","","",✓,"","","","","",✓,"",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-19.SF-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:17.294Z UTC
@p:ubcv:r:245f4ba8-d44ba178 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-06.SF-S,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),BI3000072,TL3000388,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-06.SF-S,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,✓,"","","","","","","Off,On","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"",✓,"",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-11T20:51:41-07:00 Los_Angeles,"","",2612,2019-05-02T17:01:26-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:53:32.72-07:00 Los_Angeles,"","",Discharge Fan Run Status,"",BI3000072,"","","","",✓,"","","","","",✓,"",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-fc9f50e0 .+(\.|-| )SF(\d+)?-S(.Trend\d)?,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-06.SF-S.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:32.837Z UTC
@p:ubcv:r:245f4bac-d5088369 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-06.Parameters.EFFCLG-SP,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AV3000409,TL3001029,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-06.Parameters.EFFCLG-SP,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),✓,unknown,$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.047-07:00 Los_Angeles,"","",Zone Temp Effective Cooling Sp,"",AV3000409,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"",✓,"","","","",@p:ubcv:r:240c1e06-1955c0a3 .+(\.|-| )(EFF|ACT)CLG-?SP,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-06.Parameters.EFFCLG-SP.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:57.926Z UTC
@p:ubcv:r:245f4ba8-9bb5e15c Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-10.DA-T,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000110,TL3000509,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-10.DA-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.049-07:00 Los_Angeles,"","",Discharge Air Temp,"",AI3000110,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-10.DA-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:01:57.927Z UTC
@p:ubcv:r:245f4baa-26fe99c9 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-17.ZN-T,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000185,TL3000725,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-17.ZN-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.051-07:00 Los_Angeles,"","",Zone Temp,"",AI3000185,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-17.ZN-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:57.928Z UTC
@p:ubcv:r:245f4ba7-ea68d02b Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-05.ZN-T,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000054,TL3000357,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-05.ZN-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.052-07:00 Los_Angeles,"","",Zone Temp,"",AI3000054,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-05.ZN-T.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:57.929Z UTC
@p:ubcv:r:245f4ba9-3d92353d Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-11.CLG-O,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AO3000123,TL3000542,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-11.CLG-O,"",✓,✓,@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),✓,unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.055-07:00 Los_Angeles,"","",Cooling Valve Cmd,"",AO3000123,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-51bf01a3 .+(\.|-| )CLG-(O|VLV),"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-11.CLG-O.Trend1,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:01:57.93Z UTC
@p:ubcv:r:245f4bab-c2005eee Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  VND-29.Return Temperature,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000225,TL3000824,✓,JCL-NAE07/FCB-01.JCL-NAE03  VND-29.Return Temperature,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.057-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  VND-29.Return Temperature,✓,AI3000225,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  VND-29.Return Temperature.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:01:57.931Z UTC
@p:ubcv:r:245f4bac-da281ff7 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.DA-T,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000273,TL3000894,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.DA-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,✓,"","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.059-07:00 Los_Angeles,"","",Discharge Air Temp,"",AI3000273,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-23.DA-T.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:01:57.932Z UTC
@p:ubcv:r:245f4bab-b056c413 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  VND-28.Return Temperature,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000219,TL3000818,✓,JCL-NAE07/FCB-01.JCL-NAE03  VND-28.Return Temperature,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.061-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  VND-28.Return Temperature,✓,AI3000219,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  VND-28.Return Temperature.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:01:57.933Z UTC
@p:ubcv:r:245f4bac-f347685a Parc Library Unsorted Points JCL-NAE07/Programming.AHU-01.Average zone temperature,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AV3001310,TL3002406,✓,JCL-NAE07/Programming.AHU-01.Average zone temperature,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",50580,2019-05-02T12:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.063-07:00 Los_Angeles,"","",JCL-NAE07/Programming.AHU-01.Average zone temperature,✓,AV3001310,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/Programming.AHU-01.Average zone temperature.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:01:57.934Z UTC
@p:ubcv:r:245f4bab-8054b78e Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  VND-29.Energy Rate,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000227,TL3000826,✓,JCL-NAE07/FCB-01.JCL-NAE03  VND-29.Energy Rate,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.065-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  VND-29.Energy Rate,✓,AI3000227,"",✓,✓,"",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  VND-29.Energy Rate.Trend1,Los_Angeles,kW,"","","","","",2020-04-09T19:01:57.935Z UTC
@p:ubcv:r:245f4bab-7d3d3e53 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  VND-30.Volume Rate,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000230,TL3000829,✓,JCL-NAE07/FCB-01.JCL-NAE03  VND-30.Volume Rate,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.067-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  VND-30.Volume Rate,✓,AI3000230,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  VND-30.Volume Rate.Trend1,Los_Angeles,L/s,"","","","","",2020-04-09T19:01:57.936Z UTC
@p:ubcv:r:245f4bac-101c75cc Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.BLR1-O,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AO3000248,TL3000847,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.BLR1-O,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.069-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.BLR1-O,✓,AO3000248,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.BLR1-O.Trend1,Los_Angeles,°C,"","","","","",2020-04-09T19:01:57.937Z UTC
@p:ubcv:r:245f4bac-949b12cf Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.BLR2LW-T,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000249,TL3000848,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.BLR2LW-T,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T15:53:33.07-07:00 Los_Angeles,✓,"",Leaving Hot Water Temp,"",AI3000249,"","","","",✓,"","","","","","","",✓,@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-b48d08e5 .+(\.|-| )BLR\dLW-T,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.BLR2LW-T.Trend1,Los_Angeles,°C,"","","",✓,"",2020-04-09T19:01:57.938Z UTC
@p:ubcv:r:245f4bac-df1a054a Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-25.RH-O,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AO3000323,TL3000990,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-25.RH-O,"","",✓,@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,✓,✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49766,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T15:53:33.072-07:00 Los_Angeles,"","",Heating Valve Cmd,"",AO3000323,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-e0e662f6 .+(\.|-| )RH-O,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-25.RH-O.Trend1,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:01:57.939Z UTC
@p:ubcv:r:245f4bac-c64d5249 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-10.ZN-C02,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AI3000301,TL3000967,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-10.ZN-C02,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49766,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.074-07:00 Los_Angeles,"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-10.ZN-C02,✓,AI3000301,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","","","","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-10.ZN-C02.Trend1,Los_Angeles,ppm,"","","","","",2020-04-09T19:01:57.94Z UTC
@p:ubcv:r:245f4ba7-1893d93f Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-06.HTG-O,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AO3000067,TL3000386,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-06.HTG-O,"","",✓,@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,✓,✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T15:53:33.076-07:00 Los_Angeles,"","",Heating Valve Cmd,"",AO3000067,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-06.HTG-O.Trend1,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:01:57.941Z UTC
@p:ubcv:r:245f4baa-b3c64c1f Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-18.HTG-O,"","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AO3000199,TL3000758,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-18.HTG-O,"","",✓,@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,✓,✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T15:53:33.078-07:00 Los_Angeles,"","",Heating Valve Cmd,"",AO3000199,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:23e65d3d-a3135592 .+(\.|-| |_)B?HTG-(O|VLV),"","",JCL-NAE07/FCB-01.JCL-NAE03  FEC-18.HTG-O.Trend1,Los_Angeles,%,"",✓,"",✓,"",2020-04-09T19:01:57.942Z UTC
@p:ubcv:r:245f4bac-479985f4 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-08.Parameters.EFFHTG-SP,✓,"",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),AV3000470,TL3001032,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-08.Parameters.EFFHTG-SP,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","",✓,"","","","","","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,✓,✓,2020-05-12T15:50:00-07:00 Los_Angeles,"","",49765,2019-05-03T04:00:00-07:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T15:53:33.081-07:00 Los_Angeles,"","",Zone Temp Effective Heating Sp,"",AV3000470,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"",✓,"","","","",@p:ubcv:r:2538b55e-15822785 .+(\.|-| )(EFF|ACT)HTG-?SP,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-08.Parameters.EFFHTG-SP.Trend1,Los_Angeles,°C,"","","","",✓,2020-04-09T19:01:57.943Z UTC
@p:ubcv:r:245f4bac-f47240d7 Parc Library Unsorted Points JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.LT-A,"",✓,@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),BI3002190,TL3002191,✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.LT-A,"","","",@p:ubcv:r:21e6a524-282dfd53 PARC (NAE-07),"",unknown,$equipRef $bmsName,"","","","","","","","Normal,Alarm","",@p:ubcv:r:245f4b5e-6c5c14a0 Parc Library Unsorted Points,"","","",@p:ubcv:r:245f4b5e-e52d7f38 Parc Library Unsorted Points,"",✓,2020-04-22T11:19:33-07:00 Los_Angeles,"","",1302,2019-04-30T14:19:57-07:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T15:53:32.685-07:00 Los_Angeles,"",✓,Low Temp Alarm,"",BI3002190,"","","","",✓,"","","","","","","","",@p:ubcv:r:245f4037-5744aedf Parc Library,"","","","","","",@p:ubcv:r:24f02881-3b6e10f7 .+(\.|-| |_)LT-A(LM)?,"",✓,JCL-NAE07/FCB-01.JCL-NAE03  FEC-24.LT-A.Trend1,Los_Angeles,"","","","","","",2020-04-08T18:55:04.69Z UTC
