id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,boiler,bridgeName,bypass,chilled,cmd,co2,condenser,connRef,cool,cooling,count,covTest,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,des,differential,disMacro,discharge,domestic,effective,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,exhaust,fan,feedback,filter,flow,gas,groupRef,heat,heatRecovery,heating,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,jci,johnson,kind,lastSynced,lastTagged,leaving,low,lowLim,mixed,mode,navName,nestHW,noTagMatch,objectId,occ,occupancyIndicator,opcConnRef,opcCur,opcPoint,outside,perimeterHeat,point,pointType,power,pressure,primaryLoop,primarySide,pump,quantityID,reliability,return,roomRef,run,runtime,scheduleOcc,scheduled,sensor,siteRef,slab,smokeDetector,sourceID,sp,speed,sqlConnRef,sqlPoint,sump,tagTableRef,temp,temporary,temporaryOccupancy,testUnits,tlName,toTag,tz,uh,unit,utilityPoint,valve,volume,warmCoomAdjust,water,wifi,wifiId,zachName,zone,mod
@p:ubcv:r:22c43bc4-6be53c52 AMS Nest AHU-10 SF JCL-NAE43/FCB-01.FEC-44.SF-O,"",✓,"","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3002564,"",✓,JCL-NAE43/FCB-01.FEC-44.SF-O,"","","","",✓,"","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22f249a7-348313ed AMS Nest AHU-10 SF,"",✓,"","","","",@p:ubcv:r:2203b248-ca87681d AMS Nest Air Systems,"","","","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",32718,2018-06-24T17:00:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T13:58:48.798-07:00 Los_Angeles,2018-12-07T09:45:34.897-08:00 Los_Angeles,"","","","","",Discharge Fan Speed Cmd,"","",AO3002563,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","",✓,"","","",@p:ubcv:r:23e65d3d-c41cb6bb .+(\.|-| )SF(\d+)?-O(.Trend\d)?,"","","","",JCL-NAE43/FCB-01.FEC-44.SF-O.Trend1,"",Los_Angeles,"",%,"","","","","","","",AHU-10.SF-O,"",2020-04-30T11:09:52.517Z UTC
@p:ubcv:r:22c59bf4-4d0f1952 AMS Nest Center Bridge Zone JCL-NAE41/FCB-02.FEC-37.DAD-O,"",✓,"","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3003763,"",✓,JCL-NAE41/FCB-02.FEC-37.DAD-O,"","","","",✓,"","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","",✓,"","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22f4a50b-aff48c7b AMS Nest Center Bridge Zone,"","","","","","",@p:ubcv:r:22c04b18-07b532eb AMS Nest Floor 3,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",32636,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:03:24.964-07:00 Los_Angeles,2018-12-07T09:45:35.372-08:00 Los_Angeles,"","","","","",Discharge Air Damper Cmd,"","",AO3001388,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22f4a8bb-0feb4824 AMS Nest Rm 3200,"","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-5cbfc1c9 .+(\.|-| )DAD-O,"","","","",JCL-NAE41/FCB-02.FEC-37.DAD-O.Trend1,"",Los_Angeles,"",%,"","","","","","","","","",2020-04-09T19:02:10.637Z UTC
@p:ubcv:r:22c59bf3-8c5a7aa3 AMS Nest Rm 3301a VAV-3-09 JCL-NAE41/FCB-02.VMA-12.SF-C,"",✓,"","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3002955,"",✓,JCL-NAE41/FCB-02.VMA-12.SF-C,"","","","",✓,"","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","",@p:ubcv:r:20685b9b-cfea8a93 AMS Nest Elec Main Meter,"","","","Off,On","",@p:ubcv:r:22c59bf3-f125b665 AMS Nest Rm 3301a VAV-3-09,"",✓,"","","","",@p:ubcv:r:22c04b18-07b532eb AMS Nest Floor 3,"","","","",✓,"","","",2020-04-08T13:48:38-07:00 Los_Angeles,"","","",1414,2018-06-22T20:02:08-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T14:03:23.296-07:00 Los_Angeles,2019-04-11T16:04:13.877-07:00 Los_Angeles,"","","","","",Discharge Fan Run Cmd,"","",BO3000994,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22d2043e-25accc7b AMS Nest Rm 3301a,✓,"","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-2b48d00a .+(\.|-| )SF(\d+)?-C,"","","","",JCL-NAE41/FCB-02.VMA-12.SF-C.Trend1,"",Los_Angeles,"","","","","","","","","","","",2020-04-08T18:55:35.557Z UTC
@p:ubcv:r:22c43bc4-296643f0 AMS Nest AHU-12 JCL-NAE43/FCB-01.FEC-48.DA-P,"",✓,"","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3002755,"",✓,JCL-NAE43/FCB-01.FEC-48.DA-P,"","","","","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22c43bc4-e003b552 AMS Nest AHU-12,"","","","","","",@p:ubcv:r:2203b248-ca87681d AMS Nest Air Systems,"","","","",✓,"","","",2020-05-12T13:45:00-07:00 Los_Angeles,"","","",64928,2018-06-25T05:15:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T13:58:49.491-07:00 Los_Angeles,2018-12-07T09:45:34.693-08:00 Los_Angeles,"","","","","",Discharge Air Pressure,"","",AI3002754,"","","","","","","",✓,"","",✓,"","","","","","","","","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-6b746a04 .+(\.|-| )(S|D)A\d?-P,"","","","",JCL-NAE43/FCB-01.FEC-48.DA-P.Trend1,"",Los_Angeles,"",Pa,"","","","","","","",AHU-12.DA-P,"",2020-04-30T11:09:52.36Z UTC
@p:ubcv:r:226b94b3-f668b0e9 AMS Nest CT-02 JCL-NAE43/FCB-01.FEC-18.FC02SPRAY-C,"","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3003871,"",✓,JCL-NAE43/FCB-01.FEC-18.FC02SPRAY-C,"","","","","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:22f4aea8-ded2dee6 AMS Nest CT-02,"","","","","","",@p:ubcv:r:216980c6-65c96bd9 AMS Nest Hydronic Systems,"","","","",✓,"","","",2020-05-12T13:48:53-07:00 Los_Angeles,"","","",14154,2018-04-19T14:31:39-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T13:58:48.481-07:00 Los_Angeles,2018-12-07T09:45:35.372-08:00 Los_Angeles,"","","","","",Spray Run,"","",BO3003870,"","","","","","","",✓,"","","","","","","","","","","","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","",✓,@p:ubcv:r:23e65d3d-fc99282b .+(\.|-| )FC\d+SPRAY-C,✓,"","","",JCL-NAE43/FCB-01.FEC-18.FC02SPRAY-C.Trend1,"",Los_Angeles,"","","","","","",✓,"","",Fluid Cooler System.FC02SPRAY-C,"",2020-04-30T11:09:54.646Z UTC
@p:ubcv:r:22c59bf2-b4a2042d AMS Nest Rm 2307 VAV-2-04 JCL-NAE41/FCB-01.VMA-28.ZN2307-Q,"",✓,"","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3001743,"",✓,JCL-NAE41/FCB-01.VMA-28.ZN2307-Q,"","","","","",✓,"",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c59bf2-94fa0eaf AMS Nest Rm 2307 VAV-2-04,"","","","","","",@p:ubcv:r:22c04b19-adb85333 AMS Nest Floor 2,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",32636,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:03:24.975-07:00 Los_Angeles,2018-12-07T09:45:35.099-08:00 Los_Angeles,"","","","","",Zone Co2,"","",AI3000315,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22d2043e-b1ebdea5 AMS Nest Rm 2307,"","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-0ca8860f .+(\.|-| )ZN\d+\w\d-Q,"","","","",JCL-NAE41/FCB-01.VMA-28.ZN2307-Q.Trend1,"",Los_Angeles,"",ppm,"","","","","","","","",✓,2020-04-09T19:02:10.642Z UTC
@p:ubcv:r:260ca754-0e258df3 AMS Nest Unsorted Points JCL-NAE43/FCB-02.VENDOR-23.Volume Total,"","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3010830,"","",JCL-NAE43/FCB-02.VENDOR-23.Volume Total,"","","","","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c3e425-d7257141 AMS Nest Unsorted Points,"","","","","","",@p:ubcv:r:22c3e425-62ef79c7 AMS Nest Unsorted Points,"","","","",✓,"","","",2020-03-25T12:15:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [57] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",177,2020-03-23T16:15:00-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T00:31:15.092-07:00 Los_Angeles,"","","","","","",JCL-NAE43/FCB-02.VENDOR-23.Volume Total,"",✓,AV3009255,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE43/FCB-02.VENDOR-23.Volume Total.Trend1,"",Los_Angeles,"",_,"","","","","","","",New SUB Penthouse.Energy meter 14.Volume Total,"",2020-04-09T19:15:17.494Z UTC
@p:ubcv:r:22c59bc0-d3fa55d7 AMS Nest Unsorted Points JCL-NAE40/BACnet IP layer interface.Device-400515.AI-41001,"","","","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"",TL3001945,"",✓,JCL-NAE40/BACnet IP layer interface.Device-400515.AI-41001,"","","","","","","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c3e425-d7257141 AMS Nest Unsorted Points,"","","","","","",@p:ubcv:r:22c3e425-62ef79c7 AMS Nest Unsorted Points,"","","","",✓,"","","",2020-01-13T07:00:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [104] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",53671,2018-06-26T06:15:00-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-12T12:37:47.804-07:00 Los_Angeles,2018-07-30T13:54:10.164-07:00 Los_Angeles,"","","","","",JCL-NAE40/BACnet IP layer interface.Device-400515.AI-41001,"",✓,AI3001883,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE40/BACnet IP layer interface.Device-400515.AI-41001.Trend1,"",Los_Angeles,"",_,"","","","","","","","","",2020-04-09T19:15:15.198Z UTC
@p:ubcv:r:22c59bf5-27ef9e8a AMS Nest Rm 1220 HP-18 JCL-NAE41/FCB-01.JCL-NAE41 - FCB-01 - FEC-62.HP18a COMP-S,"","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3006759,"",✓,JCL-NAE41/FCB-01.JCL-NAE41 - FCB-01 - FEC-62.HP18a COMP-S,"","","","","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","Off,On","",@p:ubcv:r:22c59bf5-5fb83a8b AMS Nest Rm 1220 HP-18,"","","","","","",@p:ubcv:r:216980c6-65c96bd9 AMS Nest Hydronic Systems,"","","","",✓,"","","",2020-01-15T12:09:38-08:00 Los_Angeles,"","","",174,2018-06-07T14:50:41-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T14:03:23.233-07:00 Los_Angeles,2018-07-30T13:54:09.546-07:00 Los_Angeles,"","","","","",JCL-NAE41/FCB-01.JCL-NAE41 - FCB-01 - FEC-62.HP18a COMP-S,"",✓,BI3006758,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE41/FCB-01.JCL-NAE41 - FCB-01 - FEC-62.HP18a COMP-S.Trend1,"",Los_Angeles,"","","","","","","","","","","",2020-04-08T18:50:23.51Z UTC
@p:ubcv:r:22c59c13-e637c1b5 AMS Nest Rm 3560 VAV-3-27 JCL-NAE42/FCB-02.VMA-20.SAFLOW-SP,"",✓,"","",@p:ubcv:r:21e6b7aa-8a738fdb AMS Nest (NAE-42),"",TL3001460,"",✓,JCL-NAE42/FCB-02.VMA-20.SAFLOW-SP,"","","","","","","",@p:ubcv:r:21e6b7aa-8a738fdb AMS Nest (NAE-42),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22c59c13-9c22a24f AMS Nest Rm 3560 VAV-3-27,"","","","",✓,"",@p:ubcv:r:22c04b18-07b532eb AMS Nest Floor 3,"","","","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",32644,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T13:58:44.265-07:00 Los_Angeles,2019-04-11T16:04:13.436-07:00 Los_Angeles,"","","","","",Discharge Air Flow Sp,"","",AV3000273,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22c04b18-5cda8c42 AMS Nest Rm 3560,"","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","",✓,"","","","",@p:ubcv:r:23e65d3d-dcc151d5 .+(\.|-| )SAF(LOW)?-SP,"","","","",JCL-NAE42/FCB-02.VMA-20.SAFLOW-SP.Trend1,"",Los_Angeles,"",L/s,"","","","","","","","","",2020-04-09T19:02:11.191Z UTC
@p:ubcv:r:22c59bf5-e2334fb1 AMS Nest Rm 1305a VAV-1-19 JCL-NAE41/FCB-01.VMA-13.DA-T,"",✓,"","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"",TL3004748,"",✓,JCL-NAE41/FCB-01.VMA-13.DA-T,"","","","","","","",@p:ubcv:r:2068543e-e3bfabbc AMS Nest (NAE-41),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22c59bf5-06602ab9 AMS Nest Rm 1305a VAV-1-19,"","","","","","",@p:ubcv:r:22c04b18-65471f25 AMS Nest Floor 1,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",32636,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:03:24.987-07:00 Los_Angeles,2019-04-11T16:04:14.12-07:00 Los_Angeles,"","","","","",Discharge Air Temp,"","",AI3004747,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22d2043b-def142f0 AMS Nest Rm 1305a,"","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"","","",JCL-NAE41/FCB-01.VMA-13.DA-T.Trend1,"",Los_Angeles,"",°C,"","","","","","","","","",2020-04-09T19:02:10.645Z UTC
@p:ubcv:r:22c59c14-8f103385 AMS Nest Rm 1510n VAV-1-18 JCL-NAE42/FCB-01.VMA-13.DA-T,"",✓,"","",@p:ubcv:r:21e6b7aa-8a738fdb AMS Nest (NAE-42),"",TL3002111,"",✓,JCL-NAE42/FCB-01.VMA-13.DA-T,"","","","","","","",@p:ubcv:r:21e6b7aa-8a738fdb AMS Nest (NAE-42),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22c59c14-e3942366 AMS Nest Rm 1510n VAV-1-18,"","","","","","",@p:ubcv:r:22c04b18-65471f25 AMS Nest Floor 1,"","","","",✓,"","","",2020-05-12T13:30:00-07:00 Los_Angeles,"","","",32644,2018-06-25T18:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T13:58:44.268-07:00 Los_Angeles,2019-04-11T16:04:13.825-07:00 Los_Angeles,"","","","","",Discharge Air Temp,"","",AI3000682,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22c04b19-2020e6a4 AMS Nest Rm 1510n,"","","","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"","","",JCL-NAE42/FCB-01.VMA-13.DA-T.Trend1,"",Los_Angeles,"",°C,"","","","","","","","","",2020-04-09T19:02:11.193Z UTC
@p:ubcv:r:22c59bc0-29eb7c0f AMS Nest Unsorted Points JCL-NAE40/FCB-01.FEC-04.HXPHWL-T,"","","","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"",TL3000802,"",✓,JCL-NAE40/FCB-01.FEC-04.HXPHWL-T,"","","","","","","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c3e425-d7257141 AMS Nest Unsorted Points,"","","","","","",@p:ubcv:r:22c3e425-62ef79c7 AMS Nest Unsorted Points,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",64956,2018-06-26T06:15:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:00:14.452-07:00 Los_Angeles,2018-07-30T13:54:09.435-07:00 Los_Angeles,"","","","","",JCL-NAE40/FCB-01.FEC-04.HXPHWL-T,"",✓,AI3000301,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE40/FCB-01.FEC-04.HXPHWL-T.Trend1,"",Los_Angeles,"",°C,"","","","","","","",Condensate System.HXPHWL-T,"",2020-04-09T19:02:09.453Z UTC
@p:ubcv:r:260ca752-288aa57f AMS Nest Unsorted Points JCL-NAE43/FCB-02.VENDOR-16.Volume Rate,"","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3010510,"","",JCL-NAE43/FCB-02.VENDOR-16.Volume Rate,"","","","","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c3e425-d7257141 AMS Nest Unsorted Points,"","","","","","",@p:ubcv:r:22c3e425-62ef79c7 AMS Nest Unsorted Points,"","","","",✓,"","","",2020-03-25T12:15:00-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [173] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",177,2020-03-23T16:15:00-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-11T00:31:15.093-07:00 Los_Angeles,"","","","","","",JCL-NAE43/FCB-02.VENDOR-16.Volume Rate,"",✓,AI3009086,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE43/FCB-02.VENDOR-16.Volume Rate.Trend1,"",Los_Angeles,"",_,"","","","","","","",New SUB Penthouse.Energy meter 10.Volume Rate,"",2020-04-09T19:15:17.497Z UTC
@p:ubcv:r:263d6e81-f0e032bd AMS Nest Unsorted Points JCL-NAE43/FCB-02.VENDOR-47.OUTPUT SPEED,"","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3011442,"","",JCL-NAE43/FCB-02.VENDOR-47.OUTPUT SPEED,"","","","","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c3e425-d7257141 AMS Nest Unsorted Points,"","","","","","",@p:ubcv:r:22c3e425-62ef79c7 AMS Nest Unsorted Points,"","","","",✓,"","","",2020-05-12T13:50:00-07:00 Los_Angeles,"","","",1834,2020-04-29T20:20:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T13:58:49.674-07:00 Los_Angeles,"","","","","","",JCL-NAE43/FCB-02.VENDOR-47.OUTPUT SPEED,"","",AV3011323,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE43/FCB-02.VENDOR-47.OUTPUT SPEED.Trend1,✓,Los_Angeles,"",rpm,"","","","","","","",7950.AHU-11.SF-VFD.OUTPUT SPEED,"",2020-04-30T11:09:53.949Z UTC
@p:ubcv:r:260ca755-9e51bae5 AMS Nest Unsorted Points P13 JCL-NAE43/FCB-02.FEC-26.P13-C,"","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3009529,"","",JCL-NAE43/FCB-02.FEC-26.P13-C,"","","","",✓,"","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $equipName $bmsName,"","","","","","","","",",",P13,@p:ubcv:r:22c3e425-d7257141 AMS Nest Unsorted Points,"","","","","","",@p:ubcv:r:22c3e425-62ef79c7 AMS Nest Unsorted Points,"","","","",✓,"","","",2020-03-23T10:20:46-07:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [149] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",1,2020-03-23T10:20:46-07:00 Los_Angeles,fault,"","","",✓,"",Bool,2020-05-11T00:31:14.276-07:00 Los_Angeles,"","","","","","",Run Cmd,"","",BO3008476,"","","","","","","",✓,"","","","","",✓,"","","","",✓,"","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"","","","",JCL-NAE43/FCB-02.FEC-26.P13-C.Trend1,"",Los_Angeles,"","","","","","","","","",AHU-01.P13-C,"",2020-05-12T11:03:27.552Z UTC
@p:ubcv:r:22c59bc0-d79d49e5 AMS Nest Rm LL301 VAV-0-03 JCL-NAE40/FCB-01.VMA-11.SF-O,"",✓,"","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"",TL3000457,"",✓,JCL-NAE40/FCB-01.VMA-11.SF-O,"","","","",✓,"","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"","","","","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","","","",@p:ubcv:r:22c59bbf-7203f541 AMS Nest Rm LL301 VAV-0-03,"",✓,"","","","",@p:ubcv:r:22c04b19-0bbc31f3 AMS Nest Floor 0,"","","","",✓,"","","",2020-05-12T14:00:00-07:00 Los_Angeles,"","","",64937,2018-06-26T06:30:00-07:00 Los_Angeles,ok,"","","",✓,"",Number,2020-05-12T14:00:14.46-07:00 Los_Angeles,2019-04-11T16:04:13.436-07:00 Los_Angeles,"","","","","",Discharge Fan Speed Cmd,"","",AO3000080,"","","","","","","",✓,"","","","","","","","","",@p:ubcv:r:22d2043b-ed2d2225 AMS Nest Rm LL301,"","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","",✓,"","","",@p:ubcv:r:23e65d3d-c41cb6bb .+(\.|-| )SF(\d+)?-O(.Trend\d)?,"","","","",JCL-NAE40/FCB-01.VMA-11.SF-O.Trend1,"",Los_Angeles,"",%,"","","","","","","",FVAV-0-03.SF-O,"",2020-04-09T19:02:09.454Z UTC
@p:ubcv:r:22c43bc4-18e9a9dd AMS Nest AHU-12 RF JCL-NAE43/FCB-01.FEC-48.RF-S,"",✓,"","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"",TL3002786,"",✓,JCL-NAE43/FCB-01.FEC-48.RF-S,"","","","","","","",@p:ubcv:r:20684b84-220a7b73 AMS Nest (NAE-43),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","",@p:ubcv:r:20685b9b-cfea8a93 AMS Nest Elec Main Meter,"","","","Off,On","",@p:ubcv:r:22f3a5d7-c52b760f AMS Nest AHU-12 RF,"",✓,"","","","",@p:ubcv:r:2203b248-ca87681d AMS Nest Air Systems,"","","","",✓,"","","",2020-04-17T07:04:30-07:00 Los_Angeles,"","","",246,2018-06-07T14:54:37-07:00 Los_Angeles,ok,"","","",✓,"",Bool,2020-05-12T13:58:48.082-07:00 Los_Angeles,2019-03-12T13:58:10.532-07:00 Los_Angeles,"","","","","",Return Fan Run Status,"","",BI3002784,"","","","","","","",✓,"","","","","","","","",✓,"",✓,✓,"","",✓,@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","",@p:ubcv:r:23e65d3d-f0fa345b .+(\.|-| )RF(\d?)-S,"","","","",JCL-NAE43/FCB-01.FEC-48.RF-S.Trend1,"",Los_Angeles,"","","","","","","","","",AHU-12.RF26-S,"",2020-04-30T11:09:54.594Z UTC
@p:ubcv:r:22c59bc0-6211814f AMS Nest Unsorted Points JCL-NAE40/BACnet IP layer interface.Device-400523.AI-41001,"","","","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"",TL3001952,"",✓,JCL-NAE40/BACnet IP layer interface.Device-400523.AI-41001,"","","","","","","",@p:ubcv:r:20b868b4-088b26e7 AMS Nest (NAE-40),"","","","","","","","","","","","","",$equipRef $bmsName,"","","","","","","","","","",@p:ubcv:r:22c3e425-d7257141 AMS Nest Unsorted Points,"","","","","","",@p:ubcv:r:22c3e425-62ef79c7 AMS Nest Unsorted Points,"","","","",✓,"","","",2020-01-13T07:00:00-08:00 Los_Angeles,"bacnet::ConfirmedServiceErr: [84] svc=READ_RANGE cls=OBJECT code=UNKNOWN_OBJECT ","","",53685,2018-06-26T06:15:00-07:00 Los_Angeles,fault,"","","",✓,"",Number,2020-05-12T12:37:47.824-07:00 Los_Angeles,2018-07-30T13:54:10.1-07:00 Los_Angeles,"","","","","",JCL-NAE40/BACnet IP layer interface.Device-400523.AI-41001,"",✓,AI3001890,"","","","","","","",✓,"","","","","","","","","","","","","","","",@p:ubcv:r:2068335f-372e9f0b AMS Nest,"","","","","","","","","","","","","",JCL-NAE40/BACnet IP layer interface.Device-400523.AI-41001.Trend1,"",Los_Angeles,"",_,"","","","","","","","","",2020-04-09T19:15:15.205Z UTC
