id,ahu,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetDesc,bacnetHis,bacnetPoint,bmsName,boiler,chilled,cmd,connRef,cooling,curStatus,damper,delta,differential,disMacro,discharge,effective,enable,entering,enum,equipName,equipRef,exhaust,fan,flow,groupRef,heating,his,hisConvert,hisEnd,hisErr,hisFunc,hisSize,hisStart,hisStatus,hot,ionaSchedMV,ionaSched_MV,jci,kind,lastSynced,lastTagged,leaving,low,mode,navName,noTagMatch,objectId,occ,outside,point,pointType,pressure,pump,roomRef,run,runtime,scheduleOcc,scheduled,sensor,siteRef,sp,speed,tagTableRef,temp,testUnits,tlName,tz,unit,valve,water,zone,mod
@p:ubcv:r:238b4041-7157a181 Iona Rm 068 VAV-7.3 JCL-NAE51/N2-1.TU-73.ACLG-SP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004427,✓,JCL-NAE51/N2-1.TU-73.ACLG-SP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),✓,"","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e631-0e89f072 Iona Rm 068 VAV-7.3,"","","",@p:ubcv:r:24e4ace9-df32f2aa Iona Floor 0,"",✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12833,2018-11-21T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.567-07:00 Los_Angeles,2018-12-07T09:45:31.445-08:00 Los_Angeles,"","","",Zone Temp Cooling Sp,"",AI3003757,"","",✓,"","","",@p:ubcv:r:24e5e631-ef957a86 Iona Rm 068,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3e-89385aab .+(\.|-| )ACLG-SP,✓,"",JCL-NAE51/N2-1.TU-73.ACLG-SP.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.429Z UTC
@p:ubcv:r:238b4041-0818584c Iona Rm 167 VAV-18 JCL-NAE51/N2-1.TU-18.AHTG-SP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004637,✓,JCL-NAE51/N2-1.TU-18.AHTG-SP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e631-887d3f27 Iona Rm 167 VAV-18,"","","",@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,✓,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12833,2018-11-21T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.568-07:00 Los_Angeles,2018-12-07T09:45:31.29-08:00 Los_Angeles,"","","",Zone Temp Heating Sp,"",AI3003912,"","",✓,"","","",@p:ubcv:r:24e5e631-67d8bdbc Iona Rm 167,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3e-70b9dd24 .+(\.|-| )AHTG-SP,✓,"",JCL-NAE51/N2-1.TU-18.AHTG-SP.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.43Z UTC
@p:ubcv:r:238b4041-97c8ed76 Iona Unsorted Points JCL-NAE51/N2-1.SHW PUMP.Analog Inputs.FF3-RT,"","","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3003465,✓,JCL-NAE51/N2-1.SHW PUMP.Analog Inputs.FF3-RT,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:2322dda5-34e7842d Iona Unsorted Points,"","","",@p:ubcv:r:2322dda5-a3e422e9 Iona Unsorted Points,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50969,2018-11-22T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.878-07:00 Los_Angeles,2018-11-25T13:45:23.462-08:00 Los_Angeles,"","","",JCL-NAE51/N2-1.SHW PUMP.Analog Inputs.FF3-RT,✓,AI3001931,"","",✓,"","","","","","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","","","","",JCL-NAE51/N2-1.SHW PUMP.Analog Inputs.FF3-RT.Trend1,Los_Angeles,°F,"","","",2020-04-09T19:02:15.431Z UTC
@p:ubcv:r:238b4041-e5782075 Iona Rm 113 VAV-11 JCL-NAE51/N2-1.TU-11.ZN-T,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004500,✓,JCL-NAE51/N2-1.TU-11.ZN-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e631-af58586d Iona Rm 113 VAV-11,"","","",@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50516,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.88-07:00 Los_Angeles,2018-12-07T09:45:31.15-08:00 Los_Angeles,"","","",Zone Temp,"",AI3003807,"","",✓,"","","",@p:ubcv:r:24e5e631-0901f32c Iona Rm 113,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE51/N2-1.TU-11.ZN-T.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.432Z UTC
@p:ubcv:r:238b4042-52089ee3 Iona AHU-02 JCL-NAE51/N2-1.AHU2.OA-T,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005455,✓,JCL-NAE51/N2-1.AHU2.OA-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e48e78-1e2f5cd9 Iona AHU-02,"","","",@p:ubcv:r:24e48e78-2438be4f Iona Air Systems,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50516,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.882-07:00 Los_Angeles,2018-12-07T09:45:31.505-08:00 Los_Angeles,"","","",Outside Air Temp,"",AI3005399,"",✓,✓,"","","","","","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-5671e7b8 .+(\.|-| |_)OA(_|-)T,✓,"",JCL-NAE51/N2-1.AHU2.OA-T.Trend1,Los_Angeles,°C,"","","",2020-04-09T19:02:15.433Z UTC
@p:ubcv:r:23244f4e-5b29749b Iona Rm 131 VAV-09 JCL-NAE51/N2-1.TU-9.DA-T,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004464,✓,JCL-NAE51/N2-1.TU-9.DA-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-84309395 Iona Rm 131 VAV-09,"","","",@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57035,2018-09-06T02:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.884-07:00 Los_Angeles,2018-12-07T09:45:30.288-08:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3003781,"","",✓,"","","",@p:ubcv:r:24e5e631-acc1f062 Iona Rm 131,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",JCL-NAE51/N2-1.TU-9.DA-T.Trend1,Los_Angeles,°C,"","","",2020-04-09T19:02:15.434Z UTC
@p:ubcv:r:238b4041-ba570309 Iona Unsorted Points JCL-NAE51/N2-1.SHW PUMP.Analog Inputs.HW-OAT,"","","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3003463,✓,JCL-NAE51/N2-1.SHW PUMP.Analog Inputs.HW-OAT,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:2322dda5-34e7842d Iona Unsorted Points,"","","",@p:ubcv:r:2322dda5-a3e422e9 Iona Unsorted Points,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50969,2018-11-22T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.885-07:00 Los_Angeles,2018-11-25T13:45:23.462-08:00 Los_Angeles,"","","",JCL-NAE51/N2-1.SHW PUMP.Analog Inputs.HW-OAT,✓,AI3001929,"","",✓,"","","","","","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","","","","",JCL-NAE51/N2-1.SHW PUMP.Analog Inputs.HW-OAT.Trend1,Los_Angeles,°F,"","","",2020-04-09T19:02:15.435Z UTC
@p:ubcv:r:238b4077-8ed6c9c5 Iona Rm 500 VAV-052 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-19.DA-T,"",✓,"","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000947,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-19.DA-T,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e632-48ee1ec8 Iona Rm 500 VAV-052,"","","",@p:ubcv:r:25fc1ec5-0f9afe14 Iona Floor 5,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50469,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:45:18.52-07:00 Los_Angeles,2018-12-07T09:45:31.218-08:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3000946,"","",✓,"","","",@p:ubcv:r:25fc223f-b18d993c Iona Rm 500,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-19.DA-T.Trend1,Los_Angeles,°C,"","","",2020-04-09T19:02:15.585Z UTC
@p:ubcv:r:238b4077-fcd3ef80 Iona Cooling Plant P-3 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-22.CHP3-S,"","","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3001038,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-22.CHP3-S,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:24ef2171-3da38b41 Iona Cooling Plant P-3,"","","",@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-11T20:05:41-07:00 Los_Angeles,"","",544,2018-11-19T07:00:24-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:45:18.462-07:00 Los_Angeles,2018-12-07T09:45:26.109-08:00 Los_Angeles,"","","",Pump Run Status,"",BI3001036,"","",✓,"","",✓,@p:ubcv:r:24e5e15f-fc37b3e8 Iona Rm 153,✓,✓,"","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-23085a85 .+(\.|-|_)C?H?P\d+(-)?S,"","",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-22.CHP3-S.Trend1,Los_Angeles,"","","","",2020-04-08T18:52:44.852Z UTC
@p:ubcv:r:2324284a-0603dea7 Iona Rm 065 VAV-06 JCL-NAE51/N2-1.TU-066.DMPRPOS,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005063,✓,JCL-NAE51/N2-1.TU-066.DMPRPOS,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",✓,"","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-e3effc00 Iona Rm 065 VAV-06,"","","",@p:ubcv:r:24e4ace9-df32f2aa Iona Floor 0,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57098,2018-09-05T23:15:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.887-07:00 Los_Angeles,2018-12-07T09:45:30.327-08:00 Los_Angeles,"","","","Discharge Air Damper ","",AI3004228,"","",✓,"","","",@p:ubcv:r:24e5e631-5769ac85 Iona Rm 065,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:25d74045-54563a0d .+(\.|-| )DMPRPOS,"","",JCL-NAE51/N2-1.TU-066.DMPRPOS.Trend1,Los_Angeles,%,"","","",2020-04-14T16:50:02.915Z UTC
@p:ubcv:r:238b4042-9bb56c91 Iona AHU-01 JCL-NAE51/N2-1.AHU1.FF02-EN,"","","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005443,✓,JCL-NAE51/N2-1.AHU1.FF02-EN,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:24e48e78-dd645481 Iona AHU-01,"","","",@p:ubcv:r:24e48e78-2438be4f Iona Air Systems,"",✓,"",2020-05-11T09:54:23-07:00 Los_Angeles,"","",14728,2019-01-14T13:48:08-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:49:28.413-07:00 Los_Angeles,2018-11-25T13:45:23.698-08:00 Los_Angeles,"","","",JCL-NAE51/N2-1.AHU1.FF02-EN,✓,BO3005397,"","",✓,"","","","","","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","","","","",JCL-NAE51/N2-1.AHU1.FF02-EN.Trend1,Los_Angeles,"","","","",2020-04-08T18:50:22.919Z UTC
@p:ubcv:r:238b4077-9d29d04d Iona Rm 500 VAV-051 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-18.COVR-O,"","","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000857,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-18.COVR-O,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,"","","","","Heat,Cool","",@p:ubcv:r:24e5e632-4e0152f7 Iona Rm 500 VAV-051,"","","",@p:ubcv:r:25fc1ec5-0f9afe14 Iona Floor 5,"",✓,"",2020-05-12T12:24:53-07:00 Los_Angeles,"","",1721,2018-11-22T14:41:56-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:45:18.288-07:00 Los_Angeles,2018-11-25T13:45:23.686-08:00 Los_Angeles,"","","",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-18.COVR-O,✓,BO3000856,"","",✓,"","","",@p:ubcv:r:25fc223f-b18d993c Iona Rm 500,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","","","","",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-18.COVR-O.Trend1,Los_Angeles,"","","","",2020-04-08T18:55:22.216Z UTC
@p:ubcv:r:23244f4e-5fa63977 Iona Rm 167 VAV-18 JCL-NAE51/N2-1.TU-18.DA-T,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004635,✓,JCL-NAE51/N2-1.TU-18.DA-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-887d3f27 Iona Rm 167 VAV-18,"","","",@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57067,2018-09-06T02:00:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.888-07:00 Los_Angeles,2018-12-07T09:45:30.281-08:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3003907,"","",✓,"","","",@p:ubcv:r:24e5e631-67d8bdbc Iona Rm 167,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",JCL-NAE51/N2-1.TU-18.DA-T.Trend1,Los_Angeles,°C,"","","",2020-04-09T19:02:15.437Z UTC
@p:ubcv:r:238b4041-e535b6c3 Iona Rm 441 VAV-41 JCL-NAE51/N2-1.TU-41.AHTG-SP,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004827,✓,JCL-NAE51/N2-1.TU-41.AHTG-SP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e631-40ed6e0c Iona Rm 441 VAV-41,"","","",@p:ubcv:r:24e48a79-ef918fa3 Iona Floor 4,✓,✓,"",2020-05-12T14:00:00-07:00 Los_Angeles,"","",12833,2018-11-21T15:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.57-07:00 Los_Angeles,2018-12-07T09:45:31.061-08:00 Los_Angeles,"","","",Zone Temp Heating Sp,"",AI3004052,"","",✓,"","","",@p:ubcv:r:24e5e631-281323f7 Iona Rm 441,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,✓,"",@p:ubcv:r:23e65d3e-70b9dd24 .+(\.|-| )AHTG-SP,✓,"",JCL-NAE51/N2-1.TU-41.AHTG-SP.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.438Z UTC
@p:ubcv:r:238b4041-b8eb0616 Iona Rm 167 VAV-18 JCL-NAE51/N2-1.TU-18.ZN-T,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3004633,✓,JCL-NAE51/N2-1.TU-18.ZN-T,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e631-887d3f27 Iona Rm 167 VAV-18,"","","",@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50516,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.89-07:00 Los_Angeles,2018-12-07T09:45:31.28-08:00 Los_Angeles,"","","",Zone Temp,"",AI3003905,"","",✓,"","","",@p:ubcv:r:24e5e631-67d8bdbc Iona Rm 167,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3e-80cb0985 .+(\.|-| |_)(SUPRAD)?ZN(LL)?(\d+)?\w?-T,✓,"",JCL-NAE51/N2-1.TU-18.ZN-T.Trend1,Los_Angeles,°C,"","",✓,2020-04-09T19:02:15.439Z UTC
@p:ubcv:r:238b4076-f6018f18 Iona Rm 153 AV-153 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-09.DA-T,"",✓,"","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000284,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-09.DA-T,"","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e15f-c68441f1 Iona Rm 153 AV-153,"","","",@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50469,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:45:18.524-07:00 Los_Angeles,2018-12-07T09:45:32.063-08:00 Los_Angeles,"","","",Discharge Air Temp,"",AI3000283,"","",✓,"","","",@p:ubcv:r:24e5e15f-fc37b3e8 Iona Rm 153,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-72a583d5 .+(\.|-| |_)(D|S)A\d?-T,✓,"",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-09.DA-T.Trend1,Los_Angeles,°C,"","","",2020-04-09T19:02:15.587Z UTC
@p:ubcv:r:2324284a-bdbdb264 Iona Rm 441 VAV-41 JCL-NAE51/N2-1.TU-41.DMPRPOS,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005088,✓,JCL-NAE51/N2-1.TU-41.DMPRPOS,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",✓,"","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-40ed6e0c Iona Rm 441 VAV-41,"","","",@p:ubcv:r:24e48a79-ef918fa3 Iona Floor 4,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57047,2018-09-05T23:15:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.892-07:00 Los_Angeles,2018-12-07T09:45:30.315-08:00 Los_Angeles,"","","","Discharge Air Damper ","",AI3004253,"","",✓,"","","",@p:ubcv:r:24e5e631-281323f7 Iona Rm 441,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:25d74045-54563a0d .+(\.|-| )DMPRPOS,"","",JCL-NAE51/N2-1.TU-41.DMPRPOS.Trend1,Los_Angeles,%,"","","",2020-04-14T16:50:02.396Z UTC
@p:ubcv:r:238b4076-6e1b777c Iona Rm 153 AV-153 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-09.CLG-O,"","","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3000286,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-09.CLG-O,"",✓,✓,@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),✓,"","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e5e15f-c68441f1 Iona Rm 153 AV-153,"","","",@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50469,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:45:18.529-07:00 Los_Angeles,2018-12-07T09:45:32.062-08:00 Los_Angeles,"","","",Cooling Valve Cmd,"",AO3000285,"","",✓,"","","",@p:ubcv:r:24e5e15f-fc37b3e8 Iona Rm 153,"","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-51bf01a3 .+(\.|-| )CLG-(O|VLV),"","",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-09.CLG-O.Trend1,Los_Angeles,%,✓,✓,"",2020-04-09T19:02:15.589Z UTC
@p:ubcv:r:238b4042-fff872d7 Iona AHU-04 JCL-NAE51/N2-2.AHU4.Parameters.DASP-SP,"","","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005543,✓,JCL-NAE51/N2-2.AHU4.Parameters.DASP-SP,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,"","","","","","",@p:ubcv:r:24e48eef-71f9b122 Iona AHU-04,"","","",@p:ubcv:r:24e48e78-2438be4f Iona Air Systems,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",50516,2018-11-23T03:00:00-08:00 Los_Angeles,ok,"","","",✓,Number,2020-05-12T14:49:28.893-07:00 Los_Angeles,2018-11-25T13:45:23.754-08:00 Los_Angeles,"","","",JCL-NAE51/N2-2.AHU4.Parameters.DASP-SP,✓,AO3005522,"","",✓,"","","","","","","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","","","","",JCL-NAE51/N2-2.AHU4.Parameters.DASP-SP.Trend1,Los_Angeles,Pa,"","","",2020-04-09T19:02:15.441Z UTC
@p:ubcv:r:23244e14-656c0c02 Iona Rm 167 VAV-18 JCL-NAE51/N2-1.TU-18.Parameters.SUPFLOW,"",✓,"","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","",TL3005157,✓,JCL-NAE51/N2-1.TU-18.Parameters.SUPFLOW,"","","",@p:ubcv:r:21e6bbf9-d702f98f IONA (NAE-51),"","","","","",$equipRef $bmsName,✓,"","","","","",@p:ubcv:r:24e5e631-887d3f27 Iona Rm 167 VAV-18,"","",✓,@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T14:45:00-07:00 Los_Angeles,"","",57063,2018-09-06T01:45:00-07:00 Los_Angeles,ok,"",✓,"",✓,Number,2020-05-12T14:49:28.895-07:00 Los_Angeles,2018-12-07T09:45:30.299-08:00 Los_Angeles,"","","",Discharge Air Flow,"",AI3004630,"","",✓,"","","",@p:ubcv:r:24e5e631-67d8bdbc Iona Rm 167,"","","","",✓,@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:2573299e-4bf282a5 .+(\.|-| )SUPFLOW,"","",JCL-NAE51/N2-1.TU-18.Parameters.SUPFLOW.Trend1,Los_Angeles,L/s,"","","",2020-04-09T19:02:15.442Z UTC
@p:ubcv:r:238b4077-179786be Iona Cooling Plant P-1 JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-22.CHP1-C,"","","","",@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","",TL3001021,✓,JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-22.CHP1-C,"","",✓,@p:ubcv:r:21e6bc22-3a9f07a4 IONA (NAE-52),"","","","","",$equipRef $bmsName,"","","","","Off,On","",@p:ubcv:r:24ef2171-974123c4 Iona Cooling Plant P-1,"","","",@p:ubcv:r:24e4acd5-b7295d37 Iona Floor 1,"",✓,"",2020-05-12T11:06:48-07:00 Los_Angeles,"","",655,2018-12-22T07:00:23-08:00 Los_Angeles,ok,"","","",✓,Bool,2020-05-12T14:45:18.464-07:00 Los_Angeles,2018-12-07T09:45:26.101-08:00 Los_Angeles,"","","",Pump Run Cmd,"",BO3001020,"","",✓,"","",✓,@p:ubcv:r:24e5e15f-fc37b3e8 Iona Rm 153,✓,"","","","",@p:ubcv:r:2322d70b-06b2e114 Iona,"","",@p:ubcv:r:23e65d3d-604110c2 .+(\.|-|_)C?H?P\d+(-)?C,"","",JCL-NAE52/FCB-01.JCL-NAE52 FCB-01 FEC-22.CHP1-C.Trend1,Los_Angeles,"","","","",2020-04-08T18:52:44.306Z UTC
